step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container,gpu_gpu_0
40,32.6 MB,2.16 GB,8.57 ms,242 ms,0%
41,32.6 MB,2.16 GB,8.85 ms,251 ms,1%
42,32.6 MB,2.16 GB,9.14 ms,259 ms,0%
43,32.6 MB,2.16 GB,9.42 ms,267 ms,0%
44,32.6 MB,2.16 GB,9.71 ms,275 ms,1%
45,32.6 MB,2.16 GB,10.00 ms,260 ms,1%
46,32.6 MB,2.16 GB,10.3 ms,268 ms,1%
47,32.6 MB,2.16 GB,10.6 ms,275 ms,1%
48,32.6 MB,2.16 GB,10.9 ms,283 ms,0%
49,32.6 MB,2.16 GB,11.1 ms,291 ms,0%
50,32.6 MB,2.16 GB,11.4 ms,298 ms,1%
51,32.6 MB,2.16 GB,11.7 ms,306 ms,1%
52,32.6 MB,2.16 GB,12.0 ms,313 ms,1%
53,33.3 MB,2.16 GB,12.3 ms,321 ms,1%
54,33.3 MB,2.16 GB,12.6 ms,328 ms,1%
55,33.3 MB,2.16 GB,12.9 ms,336 ms,1%
56,33.3 MB,2.16 GB,13.2 ms,344 ms,0%
57,33.3 MB,2.16 GB,13.5 ms,351 ms,0%
58,33.3 MB,2.16 GB,13.8 ms,359 ms,0%
59,33.3 MB,2.16 GB,14.0 ms,366 ms,1%
60,33.3 MB,2.16 GB,14.3 ms,354 ms,1%
61,33.3 MB,2.16 GB,14.6 ms,361 ms,1%
62,33.3 MB,2.16 GB,14.9 ms,368 ms,1%
63,33.3 MB,2.16 GB,15.2 ms,375 ms,1%
64,33.4 MB,2.16 GB,15.5 ms,382 ms,1%
65,33.4 MB,2.16 GB,15.8 ms,389 ms,0%
66,33.4 MB,2.16 GB,16.1 ms,397 ms,0%
67,33.4 MB,2.16 GB,16.4 ms,404 ms,0%
68,33.4 MB,2.16 GB,16.6 ms,411 ms,1%
69,33.4 MB,2.16 GB,16.9 ms,418 ms,1%
70,33.4 MB,2.16 GB,17.2 ms,425 ms,1%
71,33.4 MB,2.16 GB,17.6 ms,323 ms,1%
72,33.4 MB,2.16 GB,17.7 ms,324 ms,0%
73,33.4 MB,2.16 GB,17.7 ms,330 ms,0%
74,33.4 MB,2.16 GB,17.7 ms,390 ms,1%
75,33.4 MB,2.16 GB,17.7 ms,390 ms,1%
76,33.4 MB,2.16 GB,17.7 ms,390 ms,1%
77,33.4 MB,2.16 GB,17.7 ms,390 ms,1%
78,33.4 MB,2.16 GB,17.2 ms,390 ms,1%
79,33.4 MB,2.16 GB,17.2 ms,390 ms,1%
80,33.4 MB,2.16 GB,17.2 ms,390 ms,1%
81,33.4 MB,2.16 GB,17.2 ms,390 ms,1%
82,33.4 MB,2.16 GB,17.2 ms,390 ms,0%
83,33.4 MB,2.16 GB,17.2 ms,390 ms,0%
84,33.4 MB,2.16 GB,17.2 ms,390 ms,0%
85,33.4 MB,2.16 GB,16.8 ms,352 ms,0%
86,33.4 MB,2.16 GB,16.8 ms,352 ms,0%
87,33.4 MB,2.16 GB,16.8 ms,352 ms,0%
88,33.4 MB,2.16 GB,16.8 ms,352 ms,0%
89,33.4 MB,2.16 GB,14.0 ms,352 ms,0%
90,33.4 MB,2.16 GB,14.0 ms,285 ms,0%
91,33.4 MB,2.16 GB,14.0 ms,330 ms,0%
92,33.4 MB,2.16 GB,14.0 ms,330 ms,0%
93,33.4 MB,2.16 GB,14.0 ms,330 ms,0%
94,33.4 MB,2.16 GB,14.0 ms,330 ms,0%
95,33.4 MB,2.16 GB,14.0 ms,330 ms,0%
96,33.4 MB,2.16 GB,14.0 ms,330 ms,0%
97,33.4 MB,2.16 GB,14.0 ms,254 ms,0%
98,33.4 MB,2.16 GB,14.0 ms,254 ms,0%
99,33.4 MB,2.16 GB,11.0 ms,254 ms,0%
100,33.2 MB,2.16 GB,8.59 ms,254 ms,0%
101,33.2 MB,1.44 GB,9.76 ms,254 ms,0%
102,33.2 MB,1.44 GB,9.76 ms,254 ms,0%
103,33.2 MB,1.44 GB,9.76 ms,254 ms,0%
104,33.2 MB,1.44 GB,9.76 ms,254 ms,0%
105,33.2 MB,1.44 GB,9.76 ms,174 ms,0%
106,22.0 MB,1.44 GB,9.76 ms,177 ms,0%
107,22.0 MB,1.44 GB,9.76 ms,204 ms,0%
108,22.0 MB,1.44 GB,9.76 ms,204 ms,0%
109,22.0 MB,1.44 GB,9.76 ms,204 ms,0%
110,22.0 MB,1.44 GB,9.76 ms,178 ms,0%
111,22.0 MB,1.44 GB,9.76 ms,175 ms,0%
112,22.0 MB,1.44 GB,9.76 ms,143 ms,0%
113,22.0 MB,1.44 GB,6.62 ms,143 ms,0%
114,22.0 MB,1.44 GB,6.49 ms,143 ms,0%
115,22.0 MB,1.44 GB,6.37 ms,143 ms,0%
116,22.0 MB,1.44 GB,6.24 ms,143 ms,0%
117,22.0 MB,1.44 GB,6.11 ms,143 ms,0%
118,22.0 MB,1.44 GB,5.18 ms,143 ms,0%
119,22.0 MB,1.44 GB,5.18 ms,143 ms,0%
120,22.0 MB,1.44 GB,5.18 ms,76.9 ms,0%
121,22.0 MB,1.44 GB,5.18 ms,76.9 ms,0%
122,22.0 MB,1.44 GB,5.18 ms,76.9 ms,0%
123,22.0 MB,1.44 GB,5.18 ms,76.9 ms,0%
124,22.0 MB,1.44 GB,1.31 ms,59.5 ms,0%
125,22.0 MB,1.44 GB,1.31 ms,59.5 ms,0%
126,22.0 MB,1.44 GB,1.31 ms,59.5 ms,0%
127,22.0 MB,1.44 GB,1.31 ms,59.5 ms,0%
128,22.0 MB,1.44 GB,1.31 ms,59.5 ms,0%
129,22.0 MB,1.44 GB,1.31 ms,59.5 ms,0%
130,22.0 MB,1.44 GB,1.31 ms,59.5 ms,0%
131,22.0 MB,1.44 GB,1.31 ms,59.5 ms,0%
132,22.0 MB,1.44 GB,1.13 ms,511 µs,0%
133,22.0 MB,1.44 GB,1.11 ms,511 µs,0%
134,22.0 MB,1.44 GB,1.09 ms,511 µs,0%
135,22.0 MB,1.44 GB,1.07 ms,511 µs,0%
136,22.0 MB,1.44 GB,1.02 ms,511 µs,0%
137,22.0 MB,1.44 GB,1.02 ms,494 µs,0%
138,22.0 MB,1.44 GB,367 µs,494 µs,0%
139,22.0 MB,1.44 GB,367 µs,494 µs,0%
140,22.0 MB,1.44 GB,367 µs,494 µs,0%
