step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container,gpu_gpu_0
104,35.8 MB,1.16 GB,13.1 ms,306 ms,0%
105,35.8 MB,1.16 GB,12.8 ms,248 ms,0%
106,35.8 MB,1.16 GB,10.6 ms,248 ms,0%
107,35.8 MB,1.16 GB,10.6 ms,248 ms,0%
108,35.8 MB,1.16 GB,10.6 ms,248 ms,0%
109,35.8 MB,1.16 GB,10.6 ms,248 ms,0%
110,35.8 MB,1.16 GB,10.6 ms,248 ms,0%
111,35.8 MB,1.16 GB,10.6 ms,248 ms,0%
112,35.8 MB,1.16 GB,10.6 ms,248 ms,0%
113,35.8 MB,1.16 GB,10.6 ms,248 ms,0%
114,35.8 MB,1.16 GB,10.6 ms,248 ms,0%
115,35.8 MB,1.16 GB,10.6 ms,248 ms,0%
116,35.8 MB,1.16 GB,8.88 ms,132 ms,0%
117,35.8 MB,1.16 GB,8.88 ms,134 ms,0%
118,35.8 MB,1.16 GB,6.83 ms,137 ms,0%
119,35.8 MB,1.16 GB,6.83 ms,140 ms,0%
120,35.8 MB,1.16 GB,6.83 ms,164 ms,0%
121,35.8 MB,1.16 GB,6.83 ms,139 ms,0%
122,35.8 MB,1.16 GB,6.83 ms,136 ms,0%
123,35.8 MB,1.16 GB,6.83 ms,133 ms,0%
124,35.8 MB,1.16 GB,6.83 ms,99.1 ms,0%
125,35.8 MB,1.16 GB,6.83 ms,99.1 ms,0%
126,35.8 MB,1.16 GB,6.83 ms,99.1 ms,0%
127,35.8 MB,1.16 GB,3.65 ms,99.1 ms,0%
128,35.8 MB,1.16 GB,3.65 ms,99.1 ms,0%
129,35.8 MB,1.16 GB,3.65 ms,99.1 ms,0%
130,35.8 MB,1.16 GB,3.65 ms,99.1 ms,0%
131,35.8 MB,1.16 GB,3.65 ms,99.1 ms,0%
132,35.8 MB,1.16 GB,2.81 ms,99.1 ms,0%
133,35.8 MB,1.16 GB,2.81 ms,99.1 ms,0%
134,35.8 MB,1.16 GB,2.81 ms,99.1 ms,0%
135,35.8 MB,1.16 GB,2.81 ms,99.1 ms,0%
136,35.8 MB,1.16 GB,2.81 ms,23.4 ms,0%
137,35.8 MB,1.16 GB,2.81 ms,23.4 ms,0%
138,35.8 MB,1.16 GB,2.81 ms,23.4 ms,0%
139,35.8 MB,1.16 GB,2.81 ms,23.4 ms,0%
140,35.8 MB,1.16 GB,368 µs,23.4 ms,0%
141,35.8 MB,1.16 GB,368 µs,23.4 ms,0%
142,35.8 MB,1.16 GB,368 µs,16.1 ms,0%
143,35.8 MB,1.16 GB,368 µs,16.1 ms,0%
144,35.8 MB,1.16 GB,368 µs,16.1 ms,0%
145,35.8 MB,1.16 GB,368 µs,16.1 ms,0%
146,35.8 MB,1.16 GB,368 µs,467 µs,0%
147,35.8 MB,1.16 GB,312 µs,467 µs,0%
