step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container,gpu_gpu_0
0,24.9 MB,438 MB,,,
1,24.9 MB,438 MB,,,
2,24.9 MB,438 MB,,,
3,24.9 MB,438 MB,,,
4,24.9 MB,438 MB,,,
5,24.9 MB,438 MB,,,
6,24.9 MB,438 MB,,,
7,24.9 MB,438 MB,,,
8,24.9 MB,438 MB,,,
9,24.9 MB,438 MB,,,
10,24.9 MB,438 MB,,,
11,28.4 MB,440 MB,,,0%
12,28.4 MB,440 MB,,,0%
13,28.4 MB,440 MB,,,0%
14,28.4 MB,440 MB,,,5%
15,28.4 MB,440 MB,,,0%
16,28.4 MB,440 MB,,,1%
17,28.4 MB,440 MB,,,0%
18,28.4 MB,440 MB,,,0%
19,28.4 MB,440 MB,,,1%
20,28.4 MB,440 MB,,,0%
21,28.4 MB,440 MB,,,0%
22,34.2 MB,440 MB,2.75 ms,,1%
23,34.2 MB,440 MB,2.97 ms,,0%
24,34.2 MB,440 MB,3.18 ms,,1%
25,34.2 MB,440 MB,3.40 ms,,1%
26,34.2 MB,1.16 GB,3.62 ms,121 ms,1%
27,34.2 MB,1.16 GB,3.84 ms,129 ms,0%
28,34.2 MB,1.16 GB,4.06 ms,137 ms,1%
29,34.2 MB,1.16 GB,4.27 ms,144 ms,1%
30,34.2 MB,1.16 GB,4.49 ms,152 ms,0%
31,34.2 MB,1.16 GB,4.71 ms,160 ms,0%
32,34.2 MB,1.16 GB,4.93 ms,167 ms,1%
33,34.2 MB,1.16 GB,5.15 ms,175 ms,1%
34,34.2 MB,1.16 GB,3.85 ms,183 ms,1%
35,34.2 MB,1.16 GB,3.85 ms,190 ms,0%
36,34.2 MB,1.16 GB,3.85 ms,198 ms,1%
37,34.2 MB,1.16 GB,3.85 ms,206 ms,1%
38,34.2 MB,1.16 GB,3.85 ms,214 ms,0%
39,34.2 MB,1.16 GB,3.85 ms,221 ms,1%
40,34.2 MB,1.16 GB,3.85 ms,229 ms,0%
41,35.4 MB,1.16 GB,7.17 ms,237 ms,0%
42,35.4 MB,1.16 GB,7.40 ms,172 ms,1%
43,35.4 MB,1.16 GB,7.62 ms,205 ms,1%
44,35.4 MB,1.16 GB,7.85 ms,211 ms,0%
45,35.4 MB,1.16 GB,8.08 ms,218 ms,0%
46,35.4 MB,1.16 GB,8.30 ms,224 ms,1%
47,35.4 MB,1.16 GB,8.53 ms,230 ms,1%
48,35.4 MB,1.16 GB,8.76 ms,237 ms,0%
49,35.4 MB,1.16 GB,8.99 ms,243 ms,1%
50,35.4 MB,1.16 GB,9.21 ms,249 ms,1%
51,35.4 MB,1.16 GB,9.44 ms,255 ms,1%
52,35.4 MB,1.16 GB,9.67 ms,262 ms,1%
53,35.4 MB,1.16 GB,9.89 ms,268 ms,1%
54,35.4 MB,1.16 GB,10.1 ms,274 ms,1%
55,35.4 MB,1.16 GB,10.3 ms,280 ms,1%
56,36.0 MB,1.16 GB,10.8 ms,276 ms,0%
57,36.0 MB,1.16 GB,11.1 ms,282 ms,0%
58,36.0 MB,1.16 GB,11.3 ms,288 ms,1%
59,36.0 MB,1.16 GB,11.5 ms,294 ms,0%
60,36.0 MB,1.16 GB,11.8 ms,300 ms,0%
61,36.0 MB,1.16 GB,12.0 ms,306 ms,0%
62,36.0 MB,1.16 GB,12.2 ms,312 ms,1%
63,36.0 MB,1.16 GB,12.5 ms,318 ms,1%
64,36.0 MB,1.16 GB,12.7 ms,324 ms,1%
65,36.0 MB,1.16 GB,12.9 ms,330 ms,1%
66,36.0 MB,1.16 GB,13.2 ms,336 ms,1%
67,35.9 MB,1.16 GB,13.8 ms,342 ms,0%
68,35.9 MB,1.16 GB,14.1 ms,348 ms,0%
69,35.9 MB,1.16 GB,14.3 ms,354 ms,0%
70,35.9 MB,1.16 GB,14.4 ms,360 ms,0%
71,35.9 MB,1.16 GB,14.8 ms,313 ms,1%
72,35.9 MB,1.16 GB,14.8 ms,313 ms,1%
73,35.9 MB,1.16 GB,14.8 ms,262 ms,1%
74,35.9 MB,1.16 GB,14.8 ms,257 ms,0%
75,35.9 MB,1.16 GB,14.8 ms,252 ms,1%
76,35.9 MB,1.16 GB,14.8 ms,336 ms,1%
77,35.9 MB,1.16 GB,14.8 ms,336 ms,0%
78,35.9 MB,1.16 GB,14.8 ms,336 ms,1%
79,35.9 MB,1.16 GB,14.8 ms,336 ms,0%
80,36.3 MB,1.16 GB,15.1 ms,336 ms,1%
81,36.3 MB,1.16 GB,15.1 ms,336 ms,0%
82,36.3 MB,1.16 GB,12.6 ms,336 ms,0%
83,36.3 MB,1.16 GB,12.9 ms,336 ms,1%
84,36.3 MB,1.16 GB,13.1 ms,336 ms,1%
85,36.3 MB,1.16 GB,13.4 ms,336 ms,0%
86,36.3 MB,1.16 GB,15.6 ms,304 ms,1%
87,36.3 MB,1.16 GB,15.6 ms,310 ms,1%
88,36.3 MB,1.16 GB,15.6 ms,362 ms,1%
89,36.3 MB,1.16 GB,15.6 ms,362 ms,1%
90,36.3 MB,1.16 GB,15.6 ms,362 ms,0%
91,35.8 MB,1.16 GB,14.9 ms,362 ms,0%
92,35.8 MB,1.16 GB,14.9 ms,362 ms,0%
93,35.8 MB,1.16 GB,14.9 ms,362 ms,0%
94,35.8 MB,1.16 GB,14.9 ms,362 ms,0%
95,35.8 MB,1.16 GB,14.9 ms,362 ms,0%
96,35.8 MB,1.16 GB,14.9 ms,362 ms,0%
97,35.8 MB,1.16 GB,14.9 ms,362 ms,0%
98,35.8 MB,1.16 GB,14.9 ms,362 ms,0%
99,35.8 MB,1.16 GB,14.9 ms,362 ms,0%
100,35.8 MB,1.16 GB,14.9 ms,362 ms,0%
101,35.8 MB,1.16 GB,13.0 ms,310 ms,0%
102,35.8 MB,1.16 GB,13.2 ms,304 ms,0%
103,35.8 MB,1.16 GB,15.0 ms,313 ms,0%
