,response_time_ms
0,12479.02488708496
1,123.1210231781006
2,120.57185173034668
3,118.0882453918457
4,113.04306983947754
5,158.53118896484375
6,118.52192878723145
7,118.77918243408205
8,119.54379081726074
9,130.58185577392578
10,159.13772583007812
11,110.6257438659668
12,161.31901741027832
13,129.65703010559082
14,128.09109687805176
15,117.61927604675292
16,153.60116958618164
17,121.78492546081544
18,123.2750415802002
19,120.49412727355956
20,156.54301643371582
21,118.44801902770996
22,120.61285972595216
23,117.53296852111816
24,116.1801815032959
25,145.72978019714355
26,120.33891677856444
27,117.4631118774414
28,119.93813514709473
29,118.03698539733888
30,118.1800365447998
31,122.91622161865234
32,129.90593910217285
33,117.96426773071288
34,158.97083282470703
35,126.09100341796876
36,118.20793151855467
37,157.17816352844238
38,124.1440773010254
39,158.42294692993164
40,206.1789035797119
41,125.57315826416016
42,143.0220603942871
43,161.2110137939453
44,119.33279037475586
45,115.33522605895996
46,126.3141632080078
47,178.63702774047852
48,166.0149097442627
49,128.51715087890625
50,118.79706382751463
51,115.00287055969238
52,122.50709533691406
53,119.80080604553224
54,126.45602226257324
55,121.52099609375
56,125.31900405883788
57,112.99681663513184
58,119.2178726196289
59,115.26799201965332
60,120.25117874145508
61,161.67187690734863
62,120.78213691711426
63,160.58921813964844
64,118.92366409301758
65,157.95207023620603
66,118.7429428100586
67,117.92159080505373
68,117.2161102294922
69,122.15375900268556
70,159.46483612060547
71,120.9869384765625
72,115.93031883239746
73,123.93307685852052
74,113.85226249694824
75,112.88690567016602
76,120.64695358276369
77,117.60878562927246
78,122.53594398498537
79,119.7659969329834
80,115.70405960083008
81,159.2109203338623
82,124.10497665405272
83,121.1698055267334
84,115.38577079772948
85,116.2710189819336
86,165.74597358703613
87,114.73679542541504
88,124.85408782958984
89,113.55376243591309
90,112.25128173828124
91,116.7459487915039
92,113.52825164794922
93,118.87788772583008
94,118.58820915222168
95,127.65002250671388
96,119.10700798034668
97,118.34311485290527
98,119.15302276611328
99,117.20585823059082
100,116.35184288024902
101,116.71185493469238
102,122.1299171447754
103,152.7400016784668
104,156.52894973754883
105,114.27783966064452
106,117.72298812866212
107,123.52395057678224
108,126.07574462890624
109,118.71504783630373
110,120.13506889343262
111,153.65076065063477
112,156.99291229248047
113,128.45516204833984
114,175.13394355773926
115,120.75090408325195
116,120.83005905151369
117,122.58195877075195
118,116.93382263183594
119,129.6100616455078
