step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container,gpu_gpu_0
0,22.0 MB,1.44 GB,257 µs,366 µs,
1,22.0 MB,1.44 GB,257 µs,301 µs,
2,22.0 MB,1.44 GB,118 µs,295 µs,
3,22.0 MB,1.44 GB,118 µs,289 µs,
4,22.0 MB,1.44 GB,118 µs,282 µs,
5,22.0 MB,1.44 GB,141 µs,276 µs,
6,22.0 MB,1.44 GB,138 µs,200 µs,
7,22.0 MB,1.44 GB,135 µs,195 µs,
8,22.0 MB,1.44 GB,132 µs,191 µs,
9,22.0 MB,1.44 GB,129 µs,186 µs,
10,22.0 MB,1.44 GB,126 µs,182 µs,
11,22.0 MB,1.44 GB,123 µs,177 µs,
12,25.8 MB,1.44 GB,120 µs,173 µs,0%
13,25.8 MB,1.44 GB,117 µs,168 µs,0%
14,25.8 MB,1.44 GB,114 µs,164 µs,0%
15,25.8 MB,1.44 GB,111 µs,159 µs,0%
16,25.8 MB,1.44 GB,108 µs,155 µs,1%
17,25.8 MB,1.44 GB,105 µs,150 µs,0%
18,25.8 MB,1.44 GB,102 µs,146 µs,1%
19,25.8 MB,1.44 GB,99.3 µs,141 µs,1%
20,25.8 MB,1.44 GB,75.8 µs,137 µs,1%
21,25.8 MB,1.44 GB,73.6 µs,132 µs,1%
22,25.8 MB,1.44 GB,71.4 µs,128 µs,0%
23,25.8 MB,1.44 GB,69.1 µs,123 µs,1%
24,25.8 MB,1.44 GB,66.9 µs,,0%
25,25.8 MB,1.44 GB,64.7 µs,,1%
26,25.8 MB,1.44 GB,62.5 µs,,1%
27,25.8 MB,1.44 GB,60.2 µs,,1%
28,32.7 MB,1.44 GB,4.66 ms,,0%
29,32.7 MB,1.44 GB,4.92 ms,,0%
30,32.7 MB,1.44 GB,5.19 ms,,0%
31,32.7 MB,2.16 GB,5.40 ms,161 ms,1%
32,32.7 MB,2.16 GB,5.67 ms,170 ms,0%
33,32.7 MB,2.16 GB,5.94 ms,178 ms,1%
34,32.7 MB,2.16 GB,6.21 ms,186 ms,0%
35,32.7 MB,2.16 GB,6.47 ms,194 ms,1%
36,32.7 MB,2.16 GB,6.74 ms,203 ms,1%
37,32.7 MB,2.16 GB,7.01 ms,211 ms,1%
38,32.7 MB,2.16 GB,7.28 ms,219 ms,0%
39,32.7 MB,2.16 GB,7.54 ms,227 ms,0%
40,32.9 MB,2.16 GB,7.94 ms,236 ms,1%
41,32.9 MB,2.16 GB,8.21 ms,244 ms,1%
42,32.9 MB,2.16 GB,8.48 ms,252 ms,0%
43,32.9 MB,2.16 GB,8.75 ms,261 ms,1%
44,32.9 MB,2.16 GB,9.03 ms,269 ms,0%
45,32.9 MB,2.16 GB,9.30 ms,277 ms,1%
46,32.9 MB,2.16 GB,9.57 ms,285 ms,1%
47,32.9 MB,2.16 GB,9.84 ms,294 ms,0%
48,32.9 MB,2.16 GB,10.1 ms,302 ms,1%
49,32.9 MB,2.16 GB,10.4 ms,269 ms,0%
50,32.9 MB,2.16 GB,10.7 ms,276 ms,0%
51,32.9 MB,2.16 GB,10.9 ms,283 ms,1%
52,32.9 MB,2.16 GB,11.2 ms,291 ms,1%
53,32.9 MB,2.16 GB,11.5 ms,298 ms,1%
54,32.9 MB,2.16 GB,11.7 ms,305 ms,0%
55,32.9 MB,2.16 GB,9.72 ms,312 ms,0%
56,33.6 MB,2.16 GB,12.2 ms,319 ms,1%
57,33.6 MB,2.16 GB,12.5 ms,326 ms,1%
58,33.6 MB,2.16 GB,12.8 ms,334 ms,0%
59,33.6 MB,2.16 GB,13.0 ms,341 ms,0%
60,33.6 MB,2.16 GB,13.3 ms,336 ms,1%
61,33.6 MB,2.16 GB,13.6 ms,343 ms,1%
62,33.6 MB,2.16 GB,13.9 ms,350 ms,1%
63,33.6 MB,2.16 GB,14.1 ms,357 ms,0%
64,33.6 MB,2.16 GB,14.4 ms,364 ms,1%
65,33.6 MB,2.16 GB,14.7 ms,371 ms,1%
66,33.6 MB,2.16 GB,14.9 ms,378 ms,1%
67,33.6 MB,2.16 GB,15.2 ms,385 ms,1%
68,33.6 MB,2.16 GB,15.5 ms,392 ms,1%
69,33.6 MB,2.16 GB,15.8 ms,399 ms,1%
70,33.2 MB,2.16 GB,16.1 ms,406 ms,0%
71,33.2 MB,2.16 GB,16.3 ms,413 ms,0%
72,33.2 MB,2.16 GB,14.1 ms,301 ms,0%
73,33.2 MB,2.16 GB,16.4 ms,307 ms,1%
74,33.2 MB,2.16 GB,16.4 ms,366 ms,1%
75,33.2 MB,2.16 GB,16.4 ms,366 ms,0%
76,33.2 MB,2.16 GB,16.4 ms,366 ms,0%
77,33.2 MB,2.16 GB,16.4 ms,374 ms,1%
78,33.2 MB,2.16 GB,16.4 ms,374 ms,1%
79,33.2 MB,2.16 GB,16.4 ms,374 ms,0%
80,33.2 MB,2.16 GB,16.4 ms,374 ms,1%
81,33.2 MB,2.16 GB,16.4 ms,374 ms,1%
82,33.2 MB,2.16 GB,16.4 ms,374 ms,1%
83,33.2 MB,2.16 GB,16.4 ms,374 ms,1%
84,33.2 MB,2.16 GB,16.4 ms,374 ms,0%
85,33.2 MB,2.16 GB,14.0 ms,374 ms,0%
86,33.2 MB,2.16 GB,13.7 ms,374 ms,0%
87,33.5 MB,2.16 GB,15.2 ms,342 ms,0%
88,33.5 MB,2.16 GB,14.8 ms,342 ms,0%
89,33.5 MB,2.16 GB,14.8 ms,342 ms,0%
90,33.5 MB,2.16 GB,14.8 ms,342 ms,0%
91,33.5 MB,2.16 GB,14.8 ms,267 ms,0%
92,33.5 MB,2.16 GB,14.8 ms,272 ms,0%
93,33.5 MB,2.16 GB,14.8 ms,278 ms,0%
94,33.5 MB,2.16 GB,14.8 ms,283 ms,0%
95,33.5 MB,2.16 GB,14.8 ms,289 ms,0%
96,33.5 MB,2.16 GB,14.8 ms,330 ms,0%
97,33.5 MB,2.16 GB,14.8 ms,330 ms,0%
98,33.5 MB,2.16 GB,14.8 ms,330 ms,0%
99,33.5 MB,2.16 GB,14.8 ms,330 ms,0%
100,33.5 MB,2.16 GB,9.99 ms,247 ms,0%
101,33.5 MB,1.44 GB,9.99 ms,247 ms,0%
102,33.5 MB,1.44 GB,9.99 ms,247 ms,0%
103,33.5 MB,1.44 GB,9.99 ms,247 ms,0%
104,33.5 MB,1.44 GB,9.99 ms,247 ms,0%
105,33.5 MB,1.44 GB,9.99 ms,247 ms,0%
106,33.5 MB,1.44 GB,9.99 ms,247 ms,0%
107,33.5 MB,1.44 GB,9.99 ms,247 ms,0%
108,22.7 MB,1.44 GB,9.99 ms,247 ms,0%
109,22.7 MB,1.44 GB,9.99 ms,213 ms,0%
110,22.7 MB,1.44 GB,9.99 ms,213 ms,0%
111,22.7 MB,1.44 GB,8.12 ms,213 ms,0%
112,22.7 MB,1.44 GB,8.12 ms,213 ms,0%
113,22.7 MB,1.44 GB,8.12 ms,213 ms,0%
114,22.7 MB,1.44 GB,8.12 ms,213 ms,0%
115,22.7 MB,1.44 GB,8.12 ms,182 ms,0%
116,22.7 MB,1.44 GB,5.28 ms,178 ms,0%
117,22.7 MB,1.44 GB,5.28 ms,149 ms,0%
118,22.7 MB,1.44 GB,5.28 ms,149 ms,0%
119,22.7 MB,1.44 GB,5.28 ms,149 ms,0%
120,22.7 MB,1.44 GB,5.28 ms,46.5 ms,0%
121,22.7 MB,1.44 GB,5.28 ms,47.4 ms,0%
122,22.7 MB,1.44 GB,4.26 ms,55.0 ms,0%
123,22.7 MB,1.44 GB,4.26 ms,55.0 ms,0%
124,22.7 MB,1.44 GB,4.26 ms,55.0 ms,0%
125,22.7 MB,1.44 GB,4.26 ms,55.0 ms,0%
126,22.7 MB,1.44 GB,4.26 ms,55.0 ms,0%
127,22.7 MB,1.44 GB,4.26 ms,55.0 ms,0%
128,22.7 MB,1.44 GB,4.26 ms,55.0 ms,0%
129,22.7 MB,1.44 GB,4.26 ms,55.0 ms,0%
130,22.7 MB,1.44 GB,279 µs,55.0 ms,0%
131,22.7 MB,1.44 GB,285 µs,55.0 ms,0%
132,22.7 MB,1.44 GB,290 µs,47.0 ms,0%
133,22.7 MB,1.44 GB,296 µs,46.1 ms,0%
134,22.7 MB,1.44 GB,339 µs,39.1 ms,0%
135,22.7 MB,1.44 GB,295 µs,39.1 ms,0%
136,22.7 MB,1.44 GB,289 µs,39.1 ms,0%
137,22.7 MB,1.44 GB,284 µs,510 µs,0%
138,22.7 MB,1.44 GB,278 µs,510 µs,0%
139,22.7 MB,1.44 GB,272 µs,510 µs,0%
140,22.7 MB,1.44 GB,347 µs,510 µs,0%
141,22.7 MB,1.44 GB,347 µs,510 µs,0%
