step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container,gpu_gpu_0
0,21.9 MB,1.44 GB,184 µs,322 µs,
1,21.9 MB,1.44 GB,184 µs,315 µs,
2,21.9 MB,1.44 GB,184 µs,309 µs,
3,21.9 MB,1.44 GB,217 µs,302 µs,
4,21.9 MB,1.44 GB,212 µs,276 µs,
5,21.9 MB,1.44 GB,206 µs,270 µs,
6,21.9 MB,1.44 GB,201 µs,264 µs,
7,21.9 MB,1.44 GB,196 µs,258 µs,
8,21.9 MB,1.44 GB,191 µs,252 µs,
9,21.9 MB,1.44 GB,186 µs,246 µs,
10,21.9 MB,1.44 GB,181 µs,240 µs,
11,25.3 MB,1.44 GB,175 µs,234 µs,0%
12,25.3 MB,1.44 GB,170 µs,228 µs,0%
13,25.3 MB,1.44 GB,165 µs,222 µs,0%
14,25.3 MB,1.44 GB,160 µs,216 µs,0%
15,25.3 MB,1.44 GB,155 µs,210 µs,3%
16,25.3 MB,1.44 GB,135 µs,204 µs,1%
17,25.3 MB,1.44 GB,130 µs,161 µs,1%
18,25.3 MB,1.44 GB,126 µs,156 µs,1%
19,25.3 MB,1.44 GB,121 µs,151 µs,1%
20,25.3 MB,1.44 GB,116 µs,146 µs,1%
21,25.3 MB,1.44 GB,112 µs,142 µs,1%
22,25.3 MB,1.44 GB,107 µs,137 µs,0%
23,25.3 MB,2.16 GB,102 µs,112 ms,1%
24,25.3 MB,2.16 GB,97.6 µs,121 ms,1%
25,25.3 MB,2.16 GB,92.9 µs,130 ms,1%
26,25.3 MB,2.16 GB,88.2 µs,140 ms,0%
27,25.3 MB,2.16 GB,83.5 µs,149 ms,1%
28,25.3 MB,2.16 GB,,158 ms,0%
29,25.3 MB,2.16 GB,,167 ms,0%
30,25.3 MB,2.16 GB,,176 ms,1%
31,31.9 MB,2.16 GB,5.28 ms,185 ms,1%
32,31.9 MB,2.16 GB,5.54 ms,194 ms,1%
33,31.9 MB,2.16 GB,5.79 ms,204 ms,1%
34,31.9 MB,2.16 GB,6.04 ms,213 ms,1%
35,31.9 MB,2.16 GB,6.30 ms,155 ms,1%
36,31.9 MB,2.16 GB,6.55 ms,155 ms,1%
