Index,response_time,cost
122,141.2722110748291,2.636139458656311e-06
123,162.73164749145508,3.036572542190552e-06
124,154.5487403869629,2.8838794956207276e-06
125,157.09567070007324,2.9314052152633667e-06
126,132.41815567016602,2.470922784805298e-06
127,142.1210765838623,2.6519792890548707e-06
128,141.87774658203125,2.6474387512207032e-06
129,153.8308620452881,2.870483885765076e-06
130,153.02138328552246,2.8553790121078492e-06
131,137.96930313110352,2.5745071964263917e-06
132,144.5279598236084,2.696891730308533e-06
133,151.25799179077148,2.822474126815796e-06
134,144.9815273284912,2.705355299949646e-06
135,141.88108444213867,2.647501035690308e-06
136,146.61846160888672,2.7359004936218263e-06
137,141.49069786071777,2.640216422080994e-06
138,163.5460376739502,3.051769062995911e-06
139,139.85190391540527,2.609636527061463e-06
140,148.1285572052002,2.7640788774490357e-06
141,149.5159149169922,2.789966972351074e-06
142,132.90090560913086,2.4799308986663822e-06
143,133.00209045410156,2.481819007873535e-06
144,133.06522369384766,2.482997074127197e-06
145,139.77904319763184,2.6082769460678106e-06
146,148.70948791503906,2.774919044494629e-06
147,141.79515838623047,2.6458976554870605e-06
148,137.71309852600098,2.569726418495178e-06
149,142.8795337677002,2.6661321001052855e-06
150,140.9707546234131,2.6305142812728883e-06
151,143.78623962402344,2.6830512313842772e-06
152,130.35507202148438,2.4324256439208986e-06
153,141.6882038116455,2.6439018831253053e-06
154,135.36319732666016,2.5258772621154787e-06
155,132.99217224121094,2.481633934020996e-06
156,141.4292812347412,2.639070387840271e-06
157,143.0893898010254,2.670048013687134e-06
158,142.12636947631836,2.6520780544281004e-06
159,148.40660095214844,2.76926717376709e-06
160,152.3503303527832,2.8428571643829347e-06
161,139.87832069396973,2.610129464149475e-06
162,158.11915397644043,2.9505034132003787e-06
163,139.49480056762695,2.602972978591919e-06
164,150.32000541687012,2.8049713010787967e-06
165,143.80249977111816,2.683354645729065e-06
166,149.61085319519043,2.7917385206222536e-06
167,138.78812789916992,2.589786466598511e-06
168,131.4624309539795,2.4530889616012574e-06
169,127.39696502685547,2.377227367401123e-06
170,145.16220092773438,2.7087266693115235e-06
171,146.1885929107666,2.727879143714905e-06
172,144.66910362243652,2.6995254735946655e-06
173,131.02002143859863,2.444833600044251e-06
174,144.61321830749512,2.698482653617859e-06
175,146.79603576660156,2.739214027404785e-06
176,134.3738079071045,2.50741525554657e-06
177,143.9039707183838,2.6852480936050416e-06
178,144.14653778076172,2.689774394989014e-06
179,158.17923545837402,2.9516245336532595e-06
180,133.08815956115723,2.483425057411194e-06
181,151.51081085205078,2.827191730499268e-06
182,161.40499114990234,3.0118171348571777e-06
183,172.65634536743164,3.221767404556274e-06
184,144.14052963256836,2.6896622829437256e-06
185,127.66947746276855,2.3823124494552614e-06
186,141.8670654296875,2.6472394409179687e-06
187,148.7534523010254,2.775739419937134e-06
188,140.5123233795166,2.62195995426178e-06
189,128.90310287475586,2.405331899642945e-06
190,129.8283576965332,2.4225971546173095e-06
191,145.4315185546875,2.713752136230469e-06
192,139.81871604919434,2.6090172414779664e-06
193,145.45302391052246,2.714153426170349e-06
194,145.91355323791504,2.722746903419495e-06
195,148.56534004211426,2.772229245185852e-06
196,152.22511291503906,2.840520606994629e-06
197,142.5271511077881,2.6595566396713256e-06
198,130.3083896636963,2.431554551124573e-06
199,143.363618850708,2.6751651277542113e-06
200,134.6876621246338,2.5132717752456666e-06
201,143.9505100250244,2.6861165170669555e-06
202,158.49781036376953,2.9575691413879394e-06
203,163.466215133667,3.050279574394226e-06
204,140.0404453277588,2.6131547098159788e-06
205,131.87384605407715,2.46076596736908e-06
206,140.8742904663086,2.6287142601013182e-06
207,148.4152317047119,2.7694282236099244e-06
208,144.00334358215332,2.687102391242981e-06
209,152.2817611694336,2.841577663421631e-06
210,153.7820816040039,2.869573642730713e-06
211,135.48574447631836,2.528163991928101e-06
212,141.58906936645508,2.642052034378052e-06
213,132.79943466186523,2.4780374507904053e-06
214,148.84085655212402,2.7773703832626345e-06
215,130.91154098510742,2.442809354782105e-06
216,136.49578094482422,2.5470112724304204e-06
217,150.93460083007812,2.816439651489258e-06
218,136.25431060791016,2.5425054359436037e-06
219,151.83663368225098,2.8332715845108035e-06
220,136.74464225769043,2.5516550245285036e-06
221,139.96343612670898,2.6117177181243898e-06
222,141.27845764160156,2.6362560195922855e-06
223,152.05817222595215,2.837405493736267e-06
224,137.14547157287598,2.559134499549866e-06
225,132.6052188873291,2.474413384437561e-06
226,138.4082794189453,2.5826984939575197e-06
227,135.72301864624023,2.532591527938843e-06
228,161.86566352844238,3.020413281440735e-06
229,150.388765335083,2.806254361152649e-06
230,127.19378471374512,2.373436022758484e-06
231,131.0683250427246,2.4457349452972414e-06
232,145.56055068969727,2.716159875869751e-06
233,140.09785652160645,2.6142260026931766e-06
234,148.81415367126465,2.7768721075057987e-06
235,151.48158073425293,2.82664629650116e-06
236,169.67883110046387,3.1662069883346557e-06
237,144.96169090270996,2.704985152244568e-06
238,159.15184020996094,2.969773338317871e-06
239,134.41643714904785,2.508210717201233e-06
240,149.782133102417,2.7949346036911014e-06
241,144.80061531066895,2.701979481697083e-06
242,142.95120239257812,2.667469436645508e-06
243,167.41819381713867,3.124023496627808e-06
244,143.9338207244873,2.685805094718933e-06
245,134.58185195922852,2.511297357559204e-06
246,142.4912929534912,2.6588875265121465e-06
247,135.95819473266602,2.536979913711548e-06
248,149.4403839111328,2.7885575637817383e-06
249,151.5799045562744,2.8284810190200806e-06
250,167.68903732299805,3.1290774364471437e-06
251,143.49703788757324,2.6776547269821166e-06
252,154.0388584136963,2.8743650979995733e-06
253,143.59087944030762,2.6794058103561403e-06
254,129.6464443206787,2.4192026510238648e-06
255,138.81940841674805,2.590370161056519e-06
256,149.1929531097412,2.783940505027771e-06
257,142.94543266296387,2.6673617734909058e-06
258,137.7971649169922,2.571295097351074e-06
259,142.81678199768066,2.6649611520767213e-06
260,135.9426498413086,2.5366898460388187e-06
261,137.2657299041748,2.561378520011902e-06
262,143.6051845550537,2.6796727437973026e-06
263,130.50260543823242,2.435178617477417e-06
264,140.96102714538574,2.630332766532898e-06
265,135.16016006469727,2.5220885868072515e-06
266,155.6572437286377,2.9045641679763798e-06
267,132.7225685119629,2.4766031284332278e-06
268,154.77581024169922,2.8881166191101077e-06
269,154.20961380004883,2.8775513935089113e-06
270,151.43394470214844,2.82575740814209e-06
271,127.97765731811523,2.38806308555603e-06
272,139.16845321655273,2.5968833370208744e-06
273,141.2796974182129,2.6362791538238528e-06
274,139.3028736114502,2.5993916215896608e-06
275,137.6049041748047,2.5677075119018557e-06
276,139.57672119140625,2.6045016174316404e-06
277,139.7420883178711,2.607587368011475e-06
278,144.49844360351562,2.6963409576416018e-06
279,150.74334144592285,2.8128707513809205e-06
280,135.9656810760498,2.5371196088790895e-06
281,138.27552795410156,2.580221351623535e-06
282,157.2983741760254,2.935187662124634e-06
283,131.1215877532959,2.4467288274765016e-06
284,152.83203125,2.8518457031250003e-06
285,140.64574241638184,2.6244495534896853e-06
286,134.52296257019043,2.5101984815597533e-06
287,142.33708381652832,2.6560099840164187e-06
288,153.73878479003906,2.8687657241821287e-06
289,161.57002449035645,3.0148966569900518e-06
290,141.3884162902832,2.638307847976685e-06
291,129.5909881591797,2.418167839050293e-06
292,149.6739387512207,2.7929156970977786e-06
293,134.61403846740723,2.511897957801819e-06
294,137.8592014312744,2.572452698707581e-06
295,132.29379653930664,2.468602243423462e-06
296,130.56812286376953,2.4364011726379396e-06
297,132.03701972961426,2.4638107881546023e-06
298,163.04616928100586,3.0424415187835693e-06
299,161.05976104736328,3.005375141143799e-06
300,141.08662605285645,2.6326764421463013e-06
301,148.22654724121094,2.7659073715209962e-06
302,167.34085083007812,3.122580276489258e-06
303,140.45467376708984,2.6208842124938965e-06
304,155.54118156433105,2.9023984479904178e-06
305,139.64123725891113,2.605705487251282e-06
306,158.1568717956543,2.9512072277069094e-06
307,150.04000663757324,2.799746523857117e-06
308,137.30874061584473,2.5621810998916626e-06
309,128.6276340484619,2.4001916513442996e-06
310,128.9529323577881,2.406261717796326e-06
311,156.47311210632324,2.919788271903992e-06
312,141.4867401123047,2.6401425704956057e-06
313,133.394193649292,2.4891356534957888e-06
314,163.55671882629395,3.051968373298645e-06
315,133.30016136169434,2.4873810110092165e-06
316,147.3963737487793,2.7504163341522217e-06
317,149.71303939819336,2.7936453151702883e-06
318,144.98419761657715,2.70540512752533e-06
319,135.80904006958008,2.5341966876983644e-06
320,131.24160766601562,2.4489683990478514e-06
321,141.572904586792,2.6417503995895388e-06
322,131.27508163452148,2.449593023300171e-06
323,149.72639083862305,2.7938944530487062e-06
324,157.14044570922852,2.9322407169342045e-06
325,129.70008850097656,2.4202036514282225e-06
326,151.1458396911621,2.820381368637085e-06
327,137.58602142333984,2.5673551597595216e-06
328,140.45276641845703,2.620848621368408e-06
329,139.0611171722412,2.594880446434021e-06
330,139.59450721740723,2.604833504676819e-06
331,154.829740524292,2.8891229581832887e-06
332,154.19564247131348,2.87729068851471e-06
333,148.83294105529785,2.777222680091858e-06
334,144.08421516418457,2.688611454963684e-06
335,164.19901847839355,3.063953684806824e-06
336,147.39642143249512,2.7504172239303593e-06
337,138.92502784729004,2.5923410196304326e-06
338,131.32638931274414,2.450550424575806e-06
339,138.26665878295898,2.580055852890015e-06
340,131.30574226379395,2.4501651506423947e-06
341,135.29071807861328,2.524524799346924e-06
342,146.79999351501465,2.7392878789901735e-06
343,150.60601234436035,2.8103081903457642e-06
344,137.64119148254395,2.56838463306427e-06
345,130.95316886901855,2.4435861310958866e-06
346,138.7195110321045,2.58850607585907e-06
347,128.44738960266113,2.3968282899856568e-06
348,142.39625930786133,2.6571141986846923e-06
349,148.23575019836426,2.7660790987014774e-06
350,132.12718963623047,2.4654933586120607e-06
351,141.2546157836914,2.635811130523682e-06
352,137.4105930328369,2.564081665992737e-06
353,144.11497116088867,2.6891853618621827e-06
354,155.46917915344238,2.901054883003235e-06
355,130.27997016906738,2.4310242433547976e-06
356,145.99289894104004,2.724227494239807e-06
357,148.04315567016602,2.762485284805298e-06
358,134.35964584350586,2.5071509914398194e-06
359,135.56361198425293,2.5296169996261596e-06
360,136.27066612243652,2.5428106298446654e-06
361,128.20587158203125,2.3923215637207034e-06
362,135.41555404663086,2.526854238510132e-06
363,128.38478088378906,2.3956600112915044e-06
364,141.8783664703369,2.647450318336487e-06
365,149.68738555908203,2.7931666145324708e-06
366,146.55051231384277,2.7346325597763062e-06
367,148.58355522155762,2.772569140434265e-06
368,150.90904235839844,2.815962730407715e-06
369,152.6440143585205,2.848337307929993e-06
370,158.6747169494629,2.9608702182769777e-06
371,145.89271545410156,2.7223580703735353e-06
372,143.6901569366455,2.681258328437805e-06
373,170.48192024230957,3.181192631721497e-06
374,142.1335220336914,2.6522115211486818e-06
375,158.72783660888672,2.9618614311218266e-06
376,149.46022033691406,2.7889277114868164e-06
377,156.34946823120117,2.917481077194214e-06
378,142.3046588897705,2.6554049348831177e-06
379,151.97501182556152,2.835853720664978e-06
380,148.46224784851074,2.770305544853211e-06
381,144.1385269165039,2.6896249122619634e-06
382,133.95628929138184,2.499624358177185e-06
383,138.8214111328125,2.5904075317382812e-06
384,162.34617233276367,3.02937957572937e-06
385,160.6337547302246,2.9974258632659914e-06
386,163.77081871032715,3.0559634771347045e-06
387,158.45608711242676,2.9567905855178834e-06
388,155.3433895111084,2.898707648277283e-06
389,144.59924697875977,2.698221948623657e-06
390,140.06361961364746,2.613587141990662e-06
391,152.6662826538086,2.8487528343200687e-06
392,148.687744140625,2.7745133056640626e-06
393,145.00055313110352,2.705710321426392e-06
394,140.81392288208008,2.6275878009796146e-06
395,145.2871799468994,2.711058777809143e-06
396,151.55725479125977,2.8280583744049072e-06
397,135.44020652770996,2.527314253807068e-06
398,145.08318901062012,2.7072523069381715e-06
399,135.61043739318848,2.530490761756897e-06
400,151.13844871520996,2.820243453025818e-06
401,146.38605117797852,2.731563714981079e-06
402,144.36306953430176,2.693814877510071e-06
403,142.04959869384766,2.650645511627197e-06
404,138.9087677001953,2.5920376052856443e-06
405,151.3106346130371,2.8234564418792727e-06
406,140.56382179260254,2.6229209146499637e-06
407,141.7677879333496,2.6453869228363035e-06
408,147.255277633667,2.747783480644226e-06
409,141.29910469055176,2.6366412935256962e-06
410,138.76357078552246,2.589328230857849e-06
411,129.90922927856445,2.424106218338013e-06
412,168.06020736694336,3.136003469467163e-06
413,152.38890647888184,2.8435769948959355e-06
414,135.34045219421387,2.525452837944031e-06
415,130.6527614593506,2.437980528831482e-06
416,147.8283405303955,2.75847683429718e-06
417,148.6715793609619,2.77421167087555e-06
418,159.4341278076172,2.9750408248901365e-06
419,142.72475242614746,2.6632438802719117e-06
420,139.57018852233887,2.6043797178268435e-06
421,157.87572860717773,2.945961095809937e-06
422,139.86706733703613,2.6099194765090945e-06
423,129.7673225402832,2.4214582386016847e-06
424,142.65522956848145,2.661946583747864e-06
425,148.91424179077148,2.778739751815796e-06
426,145.0859546661377,2.7073039140701296e-06
427,130.8821678161621,2.442261251449585e-06
428,138.8174533843994,2.590333680152893e-06
429,138.24763298034668,2.5797008314132693e-06
430,134.29598808288574,2.505963137626648e-06
431,138.7986183166504,2.5899822177886965e-06
432,132.4500560760498,2.4715180463790896e-06
433,130.51037788391113,2.435323651313782e-06
434,140.4524803161621,2.6208432826995853e-06
435,155.5675983428955,2.9028913850784303e-06
436,144.88635063171387,2.703579302787781e-06
437,147.35865592956543,2.749712519645691e-06
438,148.43335151672363,2.769766339302063e-06
439,141.2519931793213,2.6357621927261354e-06
440,141.3701057434082,2.637966173171997e-06
441,148.99401664733887,2.7802283506393432e-06
442,138.26208114624023,2.5799704341888426e-06
443,139.7712230682373,2.608131022453308e-06
444,137.86659240722656,2.572590614318848e-06
445,154.87060546875,2.8898854980468754e-06
446,139.06173706054688,2.5948920135498045e-06
447,140.19951820373535,2.616123009681702e-06
448,159.1860294342041,2.9704113092422487e-06
449,132.13419914245605,2.4656241559982302e-06
450,150.63762664794922,2.8108981132507326e-06
451,139.74003791809082,2.6075491075515747e-06
452,131.77385330200195,2.4589001026153563e-06
453,166.26052856445312,3.102421463012695e-06
454,150.71263313293457,2.812297734260559e-06
455,159.03325080871582,2.9675604600906375e-06
456,143.07818412780762,2.6698389158248903e-06
457,141.6356086730957,2.6429204578399663e-06
458,137.01395988464355,2.5566804914474486e-06
459,144.6279525756836,2.698757595062256e-06
460,144.2753791809082,2.6921785755157475e-06
461,140.54880142211914,2.6226406345367435e-06
462,144.02518272399902,2.687509909629822e-06
463,202.95062065124512,3.787058581352234e-06
464,144.71659660339355,2.700411692619324e-06
465,140.08212089538574,2.613932375907898e-06
466,147.45612144470215,2.7515312261581426e-06
467,143.78433227539062,2.683015640258789e-06
468,131.29777908325195,2.4500165576934816e-06
469,144.20900344848633,2.690940004348755e-06
470,137.5516414642334,2.5667136297225955e-06
471,152.9881477355957,2.854758836746216e-06
472,147.76721000671387,2.7573361387252807e-06
473,138.1777286529541,2.5783964166641237e-06
474,152.0596981048584,2.837433966636658e-06
475,145.9571361541748,2.723560160636902e-06
476,145.52979469299316,2.7155859689712523e-06
477,140.5996322631836,2.623589138031006e-06
478,152.72164344787598,2.849785866737366e-06
479,131.42948150634766,2.452474124908447e-06
480,139.31646347045898,2.5996452083587648e-06
481,154.41584587097168,2.8813996839523317e-06
482,134.27062034606934,2.505489775657654e-06
483,140.25073051452637,2.617078631401062e-06
484,157.06872940063477,2.9309024906158447e-06
485,130.18016815185547,2.429161937713623e-06
486,140.5817985534668,2.6232563610076906e-06
487,154.36687469482422,2.88048588180542e-06
488,129.8710823059082,2.4233943958282475e-06
489,138.05556297302246,2.5761168050765994e-06
490,145.4418182373047,2.7139443283081055e-06
491,136.268949508667,2.5427785978317264e-06
492,132.18069076538086,2.466491689682007e-06
493,129.2529582977295,2.4118602018356324e-06
494,136.37022972106934,2.544668486595154e-06
495,139.94121551513672,2.6113030815124515e-06
496,131.70647621154785,2.457642846107483e-06
497,137.43128776550293,2.564467829704285e-06
498,134.1684341430664,2.5035829811096192e-06
499,134.05494689941406,2.5014653091430663e-06
