step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container,gpu_gpu_0
0,,,,,
1,,,,,
2,,,,,
3,,,,,
4,,,,,
5,,,,,
6,,,,,
7,,,,,
8,,,,,
9,,,,,
10,,,,,
11,3.40 MB,2.13 MB,,,0%
12,3.40 MB,2.13 MB,,,0%
13,3.40 MB,2.13 MB,,,0%
14,3.40 MB,2.13 MB,,,0%
15,3.40 MB,2.13 MB,,,0%
16,3.40 MB,2.13 MB,,,0%
17,3.40 MB,2.13 MB,,,0%
18,3.40 MB,2.13 MB,,,0%
19,3.40 MB,2.13 MB,,,0%
20,3.40 MB,2.13 MB,,,0%
21,3.40 MB,2.13 MB,,,0%
22,3.40 MB,2.13 MB,,,0%
23,8.30 MB,2.13 MB,1.22 ms,,0%
24,8.30 MB,2.13 MB,1.31 ms,,0%
25,8.30 MB,2.13 MB,1.39 ms,,0%
26,8.30 MB,2.13 MB,1.47 ms,,0%
27,8.30 MB,2.13 MB,1.55 ms,,0%
28,8.30 MB,2.13 MB,1.64 ms,,0%
29,8.30 MB,2.13 MB,1.72 ms,,0%
30,8.30 MB,5.35 GB,1.80 ms,165 ms,0%
31,8.30 MB,5.35 GB,1.88 ms,174 ms,0%
32,8.30 MB,5.35 GB,1.96 ms,182 ms,0%
33,8.30 MB,5.35 GB,2.05 ms,191 ms,22%
34,8.30 MB,5.35 GB,2.13 ms,199 ms,0%
35,8.30 MB,5.35 GB,2.21 ms,208 ms,7%
36,8.30 MB,5.35 GB,1.67 ms,216 ms,55%
37,8.30 MB,5.35 GB,1.67 ms,225 ms,42%
38,8.30 MB,5.35 GB,1.67 ms,233 ms,18%
39,10.2 MB,5.35 GB,2.32 ms,241 ms,57%
40,10.2 MB,5.35 GB,2.40 ms,250 ms,10%
41,10.2 MB,5.35 GB,2.47 ms,258 ms,28%
42,10.2 MB,5.35 GB,2.55 ms,267 ms,36%
43,10.2 MB,5.35 GB,2.62 ms,275 ms,29%
44,10.2 MB,5.35 GB,2.70 ms,284 ms,20%
45,10.2 MB,6.64 GB,2.77 ms,290 ms,46%
46,10.2 MB,6.64 GB,2.84 ms,298 ms,64%
47,10.2 MB,6.64 GB,2.92 ms,307 ms,16%
48,10.2 MB,6.64 GB,2.99 ms,315 ms,42%
49,10.2 MB,6.64 GB,3.07 ms,323 ms,65%
50,10.2 MB,6.64 GB,3.14 ms,332 ms,69%
51,10.5 MB,6.64 GB,3.05 ms,340 ms,15%
52,10.5 MB,6.64 GB,3.12 ms,349 ms,25%
53,10.5 MB,6.64 GB,3.19 ms,357 ms,43%
54,10.5 MB,6.64 GB,3.26 ms,365 ms,43%
55,10.5 MB,6.64 GB,3.33 ms,374 ms,12%
56,10.5 MB,6.64 GB,3.40 ms,382 ms,35%
57,10.5 MB,6.64 GB,3.47 ms,391 ms,69%
