step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container,gpu_gpu_0
58,10.5 MB,6.64 GB,3.54 ms,399 ms,68%
59,10.5 MB,6.64 GB,3.61 ms,407 ms,21%
60,10.5 MB,6.64 GB,3.68 ms,416 ms,43%
61,10.5 MB,6.64 GB,3.75 ms,424 ms,27%
62,10.5 MB,6.64 GB,3.82 ms,433 ms,32%
63,11.1 MB,6.64 GB,3.71 ms,444 ms,43%
64,11.1 MB,6.64 GB,3.78 ms,452 ms,43%
65,11.1 MB,6.64 GB,3.84 ms,461 ms,29%
66,11.1 MB,6.64 GB,3.91 ms,469 ms,21%
67,11.1 MB,6.64 GB,3.98 ms,478 ms,43%
68,11.1 MB,6.64 GB,4.01 ms,486 ms,14%
69,11.1 MB,6.64 GB,4.01 ms,495 ms,35%
70,11.1 MB,6.64 GB,4.01 ms,503 ms,48%
71,11.1 MB,6.64 GB,3.74 ms,417 ms,33%
72,11.1 MB,6.64 GB,3.74 ms,507 ms,45%
73,11.1 MB,6.64 GB,3.74 ms,507 ms,40%
74,11.1 MB,6.64 GB,3.74 ms,507 ms,47%
75,11.1 MB,6.64 GB,3.74 ms,507 ms,43%
76,11.6 MB,6.64 GB,3.76 ms,507 ms,43%
77,11.6 MB,6.64 GB,3.76 ms,507 ms,37%
78,11.6 MB,6.64 GB,3.76 ms,507 ms,45%
79,11.6 MB,6.64 GB,3.76 ms,507 ms,36%
80,11.6 MB,6.64 GB,3.76 ms,507 ms,43%
81,11.6 MB,6.64 GB,3.76 ms,418 ms,18%
82,11.6 MB,6.64 GB,3.76 ms,497 ms,33%
83,11.6 MB,6.64 GB,3.00 ms,497 ms,30%
84,11.6 MB,6.64 GB,3.06 ms,497 ms,26%
85,11.6 MB,6.64 GB,3.12 ms,497 ms,36%
86,11.6 MB,6.64 GB,3.59 ms,497 ms,68%
87,11.6 MB,6.64 GB,3.59 ms,497 ms,43%
88,11.6 MB,6.64 GB,3.59 ms,497 ms,31%
89,11.6 MB,6.64 GB,3.15 ms,497 ms,18%
90,11.6 MB,6.64 GB,3.09 ms,497 ms,26%
91,11.6 MB,6.64 GB,3.59 ms,497 ms,38%
92,11.6 MB,6.64 GB,3.59 ms,497 ms,43%
93,11.6 MB,6.64 GB,3.59 ms,497 ms,17%
94,11.6 MB,6.64 GB,3.59 ms,497 ms,34%
95,11.6 MB,6.64 GB,3.59 ms,497 ms,43%
96,11.6 MB,6.64 GB,3.59 ms,497 ms,22%
97,11.6 MB,6.64 GB,3.59 ms,497 ms,22%
98,11.6 MB,6.64 GB,3.59 ms,497 ms,22%
99,11.6 MB,6.64 GB,3.58 ms,497 ms,39%
100,11.6 MB,6.64 GB,3.58 ms,497 ms,27%
101,11.6 MB,6.64 GB,3.58 ms,497 ms,40%
102,11.6 MB,6.64 GB,3.74 ms,497 ms,21%
103,11.6 MB,6.64 GB,3.74 ms,497 ms,24%
104,11.6 MB,6.64 GB,3.74 ms,497 ms,27%
105,11.6 MB,6.64 GB,3.74 ms,489 ms,45%
106,11.6 MB,6.64 GB,3.74 ms,489 ms,25%
107,11.6 MB,6.64 GB,3.74 ms,489 ms,46%
108,11.6 MB,6.64 GB,3.74 ms,489 ms,13%
109,11.6 MB,6.64 GB,3.74 ms,488 ms,48%
110,11.6 MB,6.64 GB,3.74 ms,488 ms,45%
111,11.6 MB,6.64 GB,3.87 ms,488 ms,0%
112,11.6 MB,6.64 GB,3.87 ms,488 ms,25%
113,11.6 MB,6.64 GB,3.87 ms,488 ms,19%
114,11.6 MB,6.64 GB,3.87 ms,488 ms,17%
115,11.6 MB,6.64 GB,3.87 ms,488 ms,31%
116,11.6 MB,6.64 GB,3.77 ms,488 ms,11%
117,11.6 MB,6.64 GB,3.77 ms,488 ms,0%
118,11.6 MB,6.64 GB,3.77 ms,488 ms,0%
119,11.6 MB,6.64 GB,3.77 ms,488 ms,0%
120,11.6 MB,6.64 GB,3.77 ms,488 ms,0%
121,11.6 MB,6.64 GB,3.77 ms,488 ms,0%
122,11.6 MB,6.64 GB,3.77 ms,488 ms,0%
123,11.6 MB,6.64 GB,3.76 ms,397 ms,0%
124,11.6 MB,6.64 GB,3.76 ms,333 ms,0%
125,11.6 MB,6.64 GB,3.76 ms,333 ms,0%
126,11.6 MB,6.64 GB,3.76 ms,333 ms,0%
127,11.6 MB,6.64 GB,3.76 ms,358 ms,0%
128,11.6 MB,6.64 GB,3.76 ms,358 ms,0%
129,11.6 MB,6.64 GB,3.76 ms,358 ms,0%
130,11.6 MB,6.64 GB,3.76 ms,358 ms,0%
131,11.6 MB,6.64 GB,3.24 ms,358 ms,0%
132,11.6 MB,6.64 GB,3.18 ms,358 ms,0%
133,11.6 MB,6.64 GB,3.12 ms,358 ms,0%
134,11.6 MB,6.64 GB,2.72 ms,358 ms,0%
135,11.6 MB,6.64 GB,2.72 ms,358 ms,0%
136,11.6 MB,6.64 GB,2.42 ms,358 ms,0%
137,11.6 MB,6.64 GB,2.42 ms,358 ms,0%
138,11.6 MB,6.64 GB,2.42 ms,358 ms,0%
139,11.6 MB,6.64 GB,2.42 ms,358 ms,0%
140,11.6 MB,6.64 GB,2.42 ms,358 ms,0%
141,11.6 MB,6.64 GB,2.42 ms,358 ms,0%
142,11.6 MB,6.64 GB,2.42 ms,191 ms,0%
143,11.6 MB,6.64 GB,2.42 ms,191 ms,0%
144,11.6 MB,6.64 GB,2.42 ms,191 ms,0%
145,11.6 MB,6.64 GB,2.42 ms,191 ms,0%
146,11.6 MB,6.64 GB,1.96 ms,191 ms,0%
147,11.6 MB,6.64 GB,1.96 ms,191 ms,0%
148,11.6 MB,6.64 GB,1.96 ms,191 ms,0%
149,11.6 MB,6.64 GB,1.96 ms,191 ms,0%
150,11.6 MB,6.64 GB,1.96 ms,191 ms,0%
151,11.6 MB,6.64 GB,1.40 ms,191 ms,0%
152,11.6 MB,6.64 GB,1.40 ms,191 ms,0%
153,11.6 MB,6.64 GB,1.40 ms,191 ms,0%
154,11.6 MB,6.64 GB,1.40 ms,191 ms,0%
155,11.6 MB,6.64 GB,1.40 ms,147 ms,0%
156,11.6 MB,6.64 GB,1.40 ms,147 ms,0%
157,11.6 MB,6.64 GB,1.40 ms,60.3 ms,0%
158,11.6 MB,6.64 GB,1.40 ms,60.3 ms,0%
159,11.6 MB,6.64 GB,1.40 ms,60.3 ms,0%
160,11.6 MB,6.64 GB,1.40 ms,60.3 ms,0%
161,11.6 MB,6.64 GB,1.40 ms,60.3 ms,0%
162,11.6 MB,6.64 GB,342 µs,60.3 ms,0%
163,11.6 MB,6.64 GB,288 µs,60.3 ms,0%
164,11.6 MB,6.64 GB,282 µs,60.3 ms,0%
165,11.6 MB,6.64 GB,277 µs,60.3 ms,0%
166,11.6 MB,6.64 GB,271 µs,60.3 ms,0%
167,11.6 MB,6.64 GB,265 µs,60.3 ms,0%
168,11.6 MB,6.64 GB,259 µs,60.3 ms,0%
169,11.6 MB,6.64 GB,254 µs,419 µs,0%
170,11.6 MB,6.64 GB,248 µs,427 µs,0%
171,11.6 MB,6.64 GB,242 µs,430 µs,0%
172,11.6 MB,6.64 GB,237 µs,421 µs,0%
173,11.6 MB,6.64 GB,231 µs,413 µs,0%
174,11.6 MB,6.64 GB,225 µs,405 µs,0%
