step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container,gpu_gpu_0
33,19.9 MB,11.1 GB,1.97 ms,189 ms,38%
34,19.9 MB,11.1 GB,2.04 ms,198 ms,0%
35,19.9 MB,11.1 GB,2.12 ms,206 ms,1%
36,19.9 MB,11.1 GB,2.20 ms,215 ms,26%
37,19.9 MB,11.1 GB,2.28 ms,223 ms,29%
38,21.0 MB,11.1 GB,2.29 ms,232 ms,18%
39,21.0 MB,11.1 GB,2.37 ms,240 ms,49%
40,21.0 MB,11.1 GB,2.45 ms,248 ms,40%
41,21.0 MB,11.1 GB,2.52 ms,257 ms,57%
42,21.0 MB,11.1 GB,2.60 ms,265 ms,34%
43,21.0 MB,11.1 GB,2.68 ms,274 ms,37%
44,21.0 MB,11.1 GB,2.75 ms,282 ms,23%
45,21.0 MB,11.1 GB,2.83 ms,291 ms,68%
46,21.0 MB,13.4 GB,2.91 ms,300 ms,58%
47,21.0 MB,13.4 GB,2.98 ms,309 ms,12%
48,21.0 MB,13.4 GB,3.06 ms,317 ms,21%
49,21.0 MB,13.4 GB,3.14 ms,326 ms,45%
50,21.0 MB,13.4 GB,3.21 ms,334 ms,25%
51,21.0 MB,13.4 GB,3.29 ms,343 ms,14%
52,21.7 MB,13.4 GB,3.09 ms,351 ms,48%
53,21.7 MB,13.4 GB,3.16 ms,360 ms,69%
54,21.7 MB,13.4 GB,3.23 ms,368 ms,40%
55,21.7 MB,13.4 GB,3.30 ms,377 ms,13%
56,21.7 MB,13.4 GB,3.37 ms,385 ms,20%
57,21.7 MB,13.4 GB,3.44 ms,394 ms,36%
58,21.7 MB,13.4 GB,3.51 ms,402 ms,17%
59,21.7 MB,13.4 GB,3.58 ms,411 ms,13%
60,21.7 MB,13.4 GB,3.65 ms,419 ms,31%
61,21.7 MB,13.4 GB,3.72 ms,428 ms,18%
62,21.7 MB,13.4 GB,3.79 ms,436 ms,22%
63,22.1 MB,13.4 GB,3.80 ms,445 ms,45%
64,22.1 MB,13.4 GB,3.87 ms,453 ms,18%
65,22.1 MB,13.4 GB,3.93 ms,462 ms,15%
66,22.1 MB,13.4 GB,4.00 ms,470 ms,40%
67,22.1 MB,13.4 GB,4.07 ms,479 ms,17%
68,22.1 MB,13.4 GB,4.13 ms,487 ms,49%
69,22.1 MB,13.4 GB,4.13 ms,496 ms,45%
70,22.1 MB,13.4 GB,4.13 ms,504 ms,14%
71,22.1 MB,13.4 GB,3.25 ms,429 ms,43%
72,22.1 MB,13.4 GB,3.31 ms,511 ms,42%
73,22.1 MB,13.4 GB,3.38 ms,511 ms,13%
74,22.1 MB,13.4 GB,3.86 ms,511 ms,46%
75,22.1 MB,13.4 GB,3.86 ms,511 ms,19%
76,22.1 MB,13.4 GB,3.86 ms,511 ms,17%
77,22.1 MB,13.4 GB,3.33 ms,511 ms,41%
78,22.1 MB,13.4 GB,3.26 ms,504 ms,14%
79,22.1 MB,13.4 GB,3.20 ms,504 ms,38%
80,22.1 MB,13.4 GB,3.14 ms,504 ms,60%
81,22.1 MB,13.4 GB,3.07 ms,504 ms,18%
82,22.1 MB,13.4 GB,3.01 ms,504 ms,39%
83,22.6 MB,13.4 GB,3.80 ms,504 ms,15%
84,22.6 MB,13.4 GB,3.80 ms,504 ms,0%
85,22.6 MB,13.4 GB,3.80 ms,504 ms,17%
86,22.6 MB,13.4 GB,3.80 ms,504 ms,45%
87,22.6 MB,13.4 GB,3.66 ms,504 ms,32%
88,22.6 MB,13.4 GB,3.66 ms,504 ms,33%
89,22.6 MB,13.4 GB,3.66 ms,500 ms,14%
90,22.6 MB,13.4 GB,3.66 ms,500 ms,39%
91,22.6 MB,13.4 GB,3.66 ms,500 ms,8%
92,22.6 MB,13.4 GB,3.66 ms,500 ms,37%
93,22.6 MB,13.4 GB,3.66 ms,500 ms,20%
94,22.6 MB,13.4 GB,3.66 ms,500 ms,36%
95,22.6 MB,13.4 GB,3.66 ms,490 ms,20%
96,22.6 MB,13.4 GB,3.66 ms,490 ms,45%
97,22.6 MB,13.4 GB,3.66 ms,490 ms,19%
98,22.6 MB,13.4 GB,3.76 ms,490 ms,12%
99,22.6 MB,13.4 GB,3.18 ms,490 ms,29%
100,22.7 MB,13.4 GB,3.76 ms,490 ms,15%
101,22.7 MB,13.4 GB,3.76 ms,490 ms,69%
102,22.7 MB,13.4 GB,3.76 ms,490 ms,42%
103,22.7 MB,13.4 GB,3.76 ms,490 ms,27%
104,22.7 MB,13.4 GB,3.76 ms,490 ms,69%
105,22.7 MB,13.4 GB,3.76 ms,490 ms,30%
106,22.7 MB,13.4 GB,3.76 ms,482 ms,32%
107,22.7 MB,13.4 GB,3.76 ms,495 ms,32%
108,22.7 MB,13.4 GB,3.76 ms,495 ms,14%
109,22.7 MB,13.4 GB,3.76 ms,495 ms,17%
110,22.7 MB,13.4 GB,3.76 ms,495 ms,14%
111,22.7 MB,13.4 GB,3.76 ms,495 ms,18%
112,22.7 MB,13.4 GB,3.73 ms,495 ms,19%
113,22.7 MB,13.4 GB,3.73 ms,495 ms,43%
114,22.7 MB,13.4 GB,3.73 ms,495 ms,34%
115,22.7 MB,13.4 GB,3.73 ms,495 ms,18%
116,22.7 MB,13.4 GB,3.73 ms,495 ms,49%
117,22.7 MB,13.4 GB,3.73 ms,495 ms,29%
118,22.7 MB,13.4 GB,3.73 ms,495 ms,0%
119,23.0 MB,13.4 GB,3.50 ms,495 ms,0%
120,23.0 MB,13.4 GB,3.50 ms,495 ms,0%
121,23.0 MB,13.4 GB,3.50 ms,498 ms,0%
122,23.0 MB,13.4 GB,3.50 ms,498 ms,0%
123,23.0 MB,13.4 GB,3.39 ms,425 ms,0%
124,23.0 MB,13.4 GB,3.39 ms,425 ms,0%
125,23.0 MB,13.4 GB,3.39 ms,425 ms,0%
126,23.0 MB,13.4 GB,3.39 ms,425 ms,0%
127,23.0 MB,13.4 GB,3.39 ms,425 ms,0%
128,23.0 MB,13.4 GB,3.39 ms,425 ms,0%
129,23.0 MB,13.4 GB,3.39 ms,425 ms,0%
130,23.0 MB,13.4 GB,3.39 ms,425 ms,0%
131,23.0 MB,13.4 GB,3.39 ms,425 ms,0%
132,23.0 MB,13.4 GB,3.39 ms,425 ms,0%
133,23.0 MB,13.4 GB,3.39 ms,425 ms,0%
134,23.0 MB,13.4 GB,3.39 ms,425 ms,0%
135,23.0 MB,13.4 GB,3.39 ms,425 ms,0%
136,22.8 MB,13.4 GB,2.46 ms,425 ms,0%
137,22.8 MB,13.4 GB,2.46 ms,425 ms,0%
138,22.8 MB,13.4 GB,2.46 ms,271 ms,0%
139,22.8 MB,13.4 GB,2.46 ms,247 ms,0%
140,22.8 MB,13.4 GB,2.46 ms,247 ms,0%
141,22.8 MB,13.4 GB,2.46 ms,247 ms,0%
142,22.8 MB,13.4 GB,2.46 ms,247 ms,0%
143,22.8 MB,13.4 GB,1.85 ms,247 ms,0%
144,22.8 MB,13.4 GB,1.85 ms,247 ms,0%
145,22.8 MB,13.4 GB,1.85 ms,247 ms,0%
146,22.8 MB,13.4 GB,1.85 ms,247 ms,0%
147,22.8 MB,13.4 GB,1.85 ms,247 ms,0%
148,22.8 MB,13.4 GB,1.85 ms,247 ms,0%
149,22.8 MB,13.4 GB,1.85 ms,247 ms,0%
150,22.8 MB,13.4 GB,1.85 ms,247 ms,0%
151,22.8 MB,13.4 GB,1.39 ms,193 ms,0%
152,22.8 MB,13.4 GB,1.39 ms,193 ms,0%
153,22.8 MB,13.4 GB,1.39 ms,193 ms,0%
154,22.8 MB,13.4 GB,1.39 ms,193 ms,0%
155,22.8 MB,13.4 GB,1.39 ms,98.7 ms,0%
156,22.8 MB,13.4 GB,1.39 ms,98.7 ms,0%
157,22.8 MB,13.4 GB,1.39 ms,98.7 ms,0%
158,22.8 MB,13.4 GB,1.39 ms,98.7 ms,0%
159,22.8 MB,13.4 GB,1.39 ms,98.7 ms,0%
160,22.8 MB,13.4 GB,294 µs,98.7 ms,0%
161,22.8 MB,13.4 GB,300 µs,98.7 ms,0%
162,22.8 MB,13.4 GB,358 µs,79.4 ms,0%
163,22.8 MB,13.4 GB,358 µs,79.4 ms,0%
164,22.8 MB,13.4 GB,358 µs,79.4 ms,0%
165,22.8 MB,13.4 GB,358 µs,79.4 ms,0%
166,22.8 MB,13.4 GB,361 µs,79.4 ms,0%
167,22.8 MB,13.4 GB,361 µs,424 µs,0%
168,22.8 MB,13.4 GB,361 µs,496 µs,0%
169,22.8 MB,13.4 GB,361 µs,496 µs,0%
170,22.8 MB,13.4 GB,361 µs,496 µs,0%
171,22.8 MB,13.4 GB,361 µs,496 µs,0%
172,22.8 MB,13.4 GB,361 µs,496 µs,0%
173,22.8 MB,13.4 GB,361 µs,496 µs,0%
174,22.8 MB,13.4 GB,361 µs,496 µs,0%
175,22.8 MB,13.4 GB,361 µs,496 µs,0%
