step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container,gpu_gpu_0
0,11.2 MB,6.62 GB,,,
1,11.2 MB,6.62 GB,,,
2,11.2 MB,6.62 GB,,,
3,11.2 MB,6.62 GB,,,
4,11.2 MB,6.62 GB,,,
5,11.2 MB,6.62 GB,,,
6,11.2 MB,6.62 GB,,,
7,11.2 MB,6.62 GB,,,
8,11.2 MB,6.62 GB,,,
9,11.2 MB,6.62 GB,,,
10,14.9 MB,6.63 GB,,,0%
11,14.9 MB,6.63 GB,,,0%
12,14.9 MB,6.63 GB,,,0%
13,14.9 MB,6.63 GB,,,0%
14,14.9 MB,6.63 GB,,,0%
15,14.9 MB,6.63 GB,,,0%
16,14.9 MB,6.63 GB,,,0%
17,14.9 MB,6.63 GB,,,0%
18,14.9 MB,6.63 GB,,,0%
19,14.9 MB,6.63 GB,,,0%
20,14.9 MB,6.63 GB,,,0%
21,14.9 MB,6.63 GB,,,0%
22,14.9 MB,6.63 GB,,,0%
23,14.9 MB,6.63 GB,,,0%
24,14.9 MB,6.63 GB,,,0%
25,19.6 MB,6.63 GB,1.37 ms,,0%
26,19.6 MB,6.63 GB,1.45 ms,,0%
27,19.6 MB,6.63 GB,1.53 ms,,0%
28,19.6 MB,6.63 GB,1.60 ms,,0%
29,19.6 MB,11.7 GB,1.68 ms,169 ms,0%
30,19.6 MB,11.7 GB,1.75 ms,178 ms,0%
31,19.6 MB,11.7 GB,1.83 ms,187 ms,0%
32,19.6 MB,11.7 GB,1.90 ms,195 ms,0%
33,19.6 MB,11.7 GB,1.98 ms,204 ms,0%
34,19.6 MB,11.7 GB,2.05 ms,213 ms,5%
35,19.6 MB,11.7 GB,2.13 ms,221 ms,44%
36,19.6 MB,11.7 GB,2.20 ms,230 ms,15%
37,19.6 MB,11.7 GB,2.28 ms,238 ms,40%
38,19.6 MB,11.7 GB,2.35 ms,247 ms,43%
39,19.6 MB,11.7 GB,2.43 ms,256 ms,43%
40,19.6 MB,11.7 GB,2.50 ms,264 ms,32%
41,19.6 MB,11.7 GB,1.89 ms,273 ms,19%
42,21.2 MB,11.7 GB,2.57 ms,282 ms,33%
43,21.2 MB,11.7 GB,2.64 ms,290 ms,43%
44,21.2 MB,11.7 GB,2.71 ms,299 ms,39%
