step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container,gpu_gpu_0
45,21.2 MB,13.4 GB,2.78 ms,313 ms,66%
46,21.2 MB,13.4 GB,2.86 ms,321 ms,33%
47,21.2 MB,13.4 GB,2.93 ms,330 ms,53%
48,21.2 MB,13.4 GB,3.00 ms,339 ms,66%
49,21.2 MB,13.4 GB,3.07 ms,348 ms,25%
50,21.2 MB,13.4 GB,3.15 ms,356 ms,19%
51,21.2 MB,13.4 GB,3.22 ms,365 ms,48%
52,21.9 MB,13.4 GB,3.22 ms,374 ms,17%
53,21.9 MB,13.4 GB,3.29 ms,383 ms,25%
54,21.9 MB,13.4 GB,3.36 ms,392 ms,50%
55,21.9 MB,13.4 GB,3.43 ms,399 ms,34%
56,21.9 MB,13.4 GB,3.50 ms,408 ms,41%
57,21.9 MB,13.4 GB,3.57 ms,416 ms,34%
58,21.9 MB,13.4 GB,3.64 ms,425 ms,43%
59,21.9 MB,13.4 GB,3.71 ms,434 ms,39%
60,21.9 MB,13.4 GB,3.78 ms,443 ms,40%
61,21.9 MB,13.4 GB,3.85 ms,451 ms,31%
62,22.4 MB,13.4 GB,3.85 ms,460 ms,27%
63,22.4 MB,13.4 GB,3.92 ms,469 ms,16%
64,22.4 MB,13.4 GB,3.99 ms,478 ms,39%
65,22.4 MB,13.4 GB,4.06 ms,486 ms,42%
66,22.4 MB,13.4 GB,4.13 ms,495 ms,53%
67,22.4 MB,13.4 GB,4.16 ms,504 ms,42%
68,22.4 MB,13.4 GB,4.16 ms,513 ms,42%
69,22.4 MB,13.4 GB,4.16 ms,521 ms,16%
70,22.4 MB,13.4 GB,3.48 ms,353 ms,69%
71,22.4 MB,13.4 GB,4.02 ms,353 ms,42%
72,22.4 MB,13.4 GB,4.02 ms,448 ms,42%
73,22.4 MB,13.4 GB,4.02 ms,527 ms,42%
74,22.4 MB,13.4 GB,4.02 ms,527 ms,16%
75,22.4 MB,13.4 GB,4.02 ms,527 ms,27%
76,22.4 MB,13.4 GB,3.48 ms,527 ms,41%
77,22.4 MB,13.4 GB,3.42 ms,527 ms,20%
78,22.4 MB,13.4 GB,3.35 ms,527 ms,24%
79,22.4 MB,13.4 GB,3.28 ms,527 ms,41%
80,22.4 MB,13.4 GB,3.22 ms,527 ms,42%
81,22.1 MB,13.4 GB,3.99 ms,527 ms,14%
82,22.1 MB,13.4 GB,3.99 ms,520 ms,16%
83,22.1 MB,13.4 GB,3.99 ms,520 ms,21%
84,22.1 MB,13.4 GB,3.99 ms,520 ms,33%
85,22.1 MB,13.4 GB,3.26 ms,520 ms,53%
86,22.1 MB,13.4 GB,3.33 ms,520 ms,43%
87,22.1 MB,13.4 GB,3.89 ms,520 ms,35%
88,22.1 MB,13.4 GB,3.89 ms,520 ms,33%
89,22.1 MB,13.4 GB,3.89 ms,430 ms,50%
90,22.1 MB,13.4 GB,3.89 ms,438 ms,36%
91,22.1 MB,13.4 GB,3.89 ms,447 ms,33%
92,22.1 MB,13.4 GB,3.89 ms,513 ms,18%
93,22.1 MB,13.4 GB,3.89 ms,513 ms,67%
94,22.1 MB,13.4 GB,3.89 ms,513 ms,69%
95,22.1 MB,13.4 GB,3.89 ms,450 ms,36%
96,22.1 MB,13.4 GB,3.33 ms,442 ms,38%
97,22.1 MB,13.4 GB,3.26 ms,520 ms,59%
98,22.0 MB,13.4 GB,3.87 ms,520 ms,35%
99,22.0 MB,13.4 GB,3.87 ms,520 ms,19%
100,22.0 MB,13.4 GB,3.87 ms,520 ms,42%
101,22.0 MB,13.4 GB,3.87 ms,520 ms,43%
102,22.0 MB,13.4 GB,3.86 ms,520 ms,25%
103,22.0 MB,13.4 GB,3.86 ms,520 ms,17%
104,22.0 MB,13.4 GB,3.86 ms,520 ms,42%
105,22.0 MB,13.4 GB,3.86 ms,521 ms,32%
106,22.0 MB,13.4 GB,3.86 ms,521 ms,19%
107,22.0 MB,13.4 GB,3.86 ms,521 ms,34%
108,22.0 MB,13.4 GB,3.86 ms,521 ms,53%
109,22.0 MB,13.4 GB,3.86 ms,521 ms,20%
110,22.0 MB,13.4 GB,3.86 ms,521 ms,43%
111,22.0 MB,13.4 GB,3.86 ms,521 ms,39%
112,22.6 MB,13.4 GB,3.83 ms,445 ms,20%
113,22.6 MB,13.4 GB,3.83 ms,437 ms,0%
114,22.6 MB,13.4 GB,3.83 ms,490 ms,0%
115,22.6 MB,13.4 GB,3.83 ms,403 ms,0%
116,22.6 MB,13.4 GB,3.83 ms,477 ms,0%
117,22.6 MB,13.4 GB,3.83 ms,477 ms,0%
118,22.6 MB,13.4 GB,3.83 ms,477 ms,0%
119,22.6 MB,13.4 GB,3.83 ms,477 ms,0%
120,22.6 MB,13.4 GB,3.83 ms,477 ms,0%
121,22.6 MB,13.4 GB,3.83 ms,477 ms,0%
122,22.6 MB,13.4 GB,3.08 ms,477 ms,0%
123,22.4 MB,13.4 GB,2.36 ms,477 ms,0%
124,22.4 MB,13.4 GB,2.41 ms,385 ms,0%
125,22.4 MB,13.4 GB,2.45 ms,385 ms,0%
126,22.4 MB,13.4 GB,2.87 ms,385 ms,0%
127,22.4 MB,13.4 GB,2.87 ms,385 ms,0%
128,22.4 MB,13.4 GB,2.87 ms,385 ms,0%
129,22.4 MB,13.4 GB,2.87 ms,385 ms,0%
130,22.4 MB,13.4 GB,2.87 ms,385 ms,0%
131,22.4 MB,13.4 GB,2.87 ms,385 ms,0%
132,22.4 MB,13.4 GB,2.87 ms,359 ms,0%
133,22.4 MB,13.4 GB,2.87 ms,359 ms,0%
134,22.4 MB,13.4 GB,2.38 ms,359 ms,0%
135,22.4 MB,13.4 GB,2.38 ms,359 ms,0%
136,22.4 MB,13.4 GB,2.38 ms,359 ms,0%
137,22.4 MB,13.4 GB,2.38 ms,275 ms,0%
138,22.4 MB,13.4 GB,2.38 ms,275 ms,0%
139,22.4 MB,13.4 GB,2.38 ms,275 ms,0%
140,22.4 MB,13.4 GB,2.38 ms,275 ms,0%
141,22.4 MB,13.4 GB,1.39 ms,275 ms,0%
142,22.4 MB,13.4 GB,1.42 ms,179 ms,0%
143,22.4 MB,13.4 GB,1.45 ms,179 ms,0%
144,22.4 MB,13.4 GB,1.48 ms,179 ms,0%
145,22.4 MB,13.4 GB,1.70 ms,179 ms,0%
146,22.4 MB,13.4 GB,1.70 ms,179 ms,0%
147,22.6 MB,13.4 GB,1.32 ms,179 ms,0%
148,22.6 MB,13.4 GB,1.32 ms,142 ms,0%
149,22.6 MB,13.4 GB,1.32 ms,142 ms,0%
150,22.6 MB,13.4 GB,1.32 ms,142 ms,0%
151,22.6 MB,13.4 GB,1.32 ms,142 ms,0%
152,22.6 MB,13.4 GB,1.32 ms,142 ms,0%
153,22.6 MB,13.4 GB,1.32 ms,142 ms,0%
154,22.6 MB,13.4 GB,1.32 ms,142 ms,0%
155,22.6 MB,13.4 GB,1.32 ms,142 ms,0%
156,22.6 MB,13.4 GB,1.32 ms,142 ms,0%
157,22.6 MB,13.4 GB,1.32 ms,412 µs,0%
158,22.6 MB,13.4 GB,319 µs,420 µs,0%
159,22.6 MB,13.4 GB,367 µs,429 µs,0%
160,22.6 MB,13.4 GB,369 µs,437 µs,0%
161,22.6 MB,13.4 GB,369 µs,382 µs,0%
162,22.6 MB,13.4 GB,369 µs,498 µs,0%
163,22.6 MB,13.4 GB,369 µs,498 µs,0%
164,22.6 MB,13.4 GB,369 µs,498 µs,0%
165,22.6 MB,13.4 GB,369 µs,498 µs,0%
166,22.6 MB,13.4 GB,369 µs,498 µs,0%
167,22.6 MB,13.4 GB,369 µs,498 µs,0%
168,22.6 MB,13.4 GB,369 µs,498 µs,0%
169,22.6 MB,13.4 GB,369 µs,498 µs,0%
170,22.6 MB,13.4 GB,369 µs,498 µs,0%
