step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container
0,,270 MB,,
1,,270 MB,,
2,3.67 MB,273 MB,,
3,3.67 MB,3.42 MB,,
4,3.67 MB,3.42 MB,,
5,3.67 MB,3.42 MB,,
6,3.67 MB,3.42 MB,,
7,3.67 MB,3.42 MB,,
8,3.67 MB,3.42 MB,,
9,3.67 MB,3.42 MB,,
10,3.67 MB,3.42 MB,,
11,3.67 MB,3.42 MB,,
12,3.67 MB,3.42 MB,,
13,3.67 MB,760 MB,,639 ms
14,8.17 MB,760 MB,1.03 ms,693 ms
15,8.17 MB,760 MB,1.10 ms,748 ms
16,8.17 MB,760 MB,1.16 ms,803 ms
17,8.17 MB,760 MB,1.23 ms,858 ms
18,8.17 MB,760 MB,1.29 ms,913 ms
19,8.17 MB,760 MB,1.36 ms,967 ms
20,8.17 MB,760 MB,1.43 ms,1.02 s
21,8.17 MB,760 MB,1.49 ms,1.08 s
22,8.17 MB,760 MB,1.56 ms,1.13 s
23,8.17 MB,760 MB,1.62 ms,1.19 s
24,8.17 MB,760 MB,1.69 ms,1.24 s
25,8.17 MB,760 MB,1.75 ms,1.30 s
26,8.17 MB,1.07 GB,1.82 ms,1.67 s
27,8.17 MB,1.07 GB,1.38 ms,1.74 s
28,8.17 MB,1.07 GB,1.38 ms,1.81 s
29,8.17 MB,1.07 GB,1.38 ms,1.87 s
30,7.96 MB,1.07 GB,1.32 ms,1.94 s
31,7.96 MB,1.07 GB,1.36 ms,2.01 s
32,7.96 MB,1.07 GB,1.40 ms,2.08 s
33,7.96 MB,1.07 GB,1.44 ms,2.14 s
34,7.96 MB,1.07 GB,1.48 ms,2.21 s
35,7.96 MB,1.07 GB,1.52 ms,2.28 s
36,7.96 MB,1.07 GB,1.56 ms,2.35 s
37,7.96 MB,1.07 GB,1.60 ms,2.42 s
38,7.96 MB,1.07 GB,1.64 ms,2.48 s
39,7.96 MB,1.07 GB,1.67 ms,2.02 s
40,7.96 MB,1.07 GB,1.71 ms,2.02 s
41,7.96 MB,1.37 GB,1.75 ms,3.10 s
42,7.96 MB,1.37 GB,1.79 ms,3.18 s
43,7.96 MB,1.37 GB,1.83 ms,3.26 s
44,7.96 MB,1.37 GB,1.87 ms,3.34 s
45,7.96 MB,1.37 GB,1.91 ms,3.42 s
46,7.96 MB,1.37 GB,1.58 ms,3.49 s
47,7.96 MB,1.37 GB,1.58 ms,3.57 s
48,7.96 MB,1.37 GB,1.58 ms,3.65 s
49,7.96 MB,1.37 GB,1.58 ms,3.73 s
50,7.96 MB,1.37 GB,1.58 ms,3.81 s
51,7.96 MB,1.37 GB,1.58 ms,3.89 s
52,7.96 MB,1.37 GB,1.58 ms,3.96 s
53,7.96 MB,1.37 GB,1.58 ms,4.04 s
54,7.96 MB,1.37 GB,1.58 ms,4.12 s
55,7.96 MB,1.37 GB,1.58 ms,3.58 s
56,9.10 MB,1.37 GB,2.28 ms,3.58 s
57,9.10 MB,1.37 GB,2.28 ms,3.58 s
58,9.10 MB,479 MB,2.28 ms,4.59 s
59,9.10 MB,479 MB,2.28 ms,4.67 s
