step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container
0,12.8 MB,14.8 GB,2.85 ms,31.0 ms
1,12.8 MB,14.8 GB,2.85 ms,32.7 ms
2,12.8 MB,14.8 GB,2.85 ms,34.4 ms
3,12.8 MB,14.8 GB,2.85 ms,36.2 ms
4,12.8 MB,14.8 GB,2.85 ms,37.9 ms
5,12.8 MB,14.8 GB,2.85 ms,39.6 ms
6,12.8 MB,14.8 GB,2.85 ms,41.3 ms
7,12.8 MB,14.8 GB,2.85 ms,43.0 ms
8,12.8 MB,14.8 GB,2.85 ms,44.7 ms
9,12.8 MB,14.8 GB,2.85 ms,46.4 ms
10,12.8 MB,14.8 GB,2.85 ms,48.2 ms
11,12.5 MB,14.8 GB,2.58 ms,49.9 ms
12,12.5 MB,14.8 GB,1.71 ms,51.6 ms
13,12.5 MB,14.8 GB,1.75 ms,53.3 ms
14,12.5 MB,14.8 GB,2.04 ms,55.0 ms
15,12.5 MB,14.8 GB,2.04 ms,56.7 ms
16,12.5 MB,14.8 GB,2.04 ms,58.4 ms
17,12.5 MB,15.0 GB,2.04 ms,984 ms
18,12.5 MB,15.0 GB,2.04 ms,1.01 s
19,12.5 MB,15.0 GB,2.04 ms,1.04 s
20,12.5 MB,15.0 GB,2.04 ms,1.07 s
21,12.5 MB,15.0 GB,2.04 ms,1.10 s
22,12.5 MB,15.0 GB,2.04 ms,1.12 s
23,12.5 MB,15.0 GB,2.04 ms,1.15 s
24,12.5 MB,15.0 GB,2.04 ms,1.18 s
25,12.6 MB,15.0 GB,1.88 ms,1.21 s
26,12.6 MB,15.0 GB,1.88 ms,1.24 s
27,12.6 MB,15.0 GB,1.88 ms,1.27 s
28,12.6 MB,15.0 GB,1.88 ms,1.29 s
29,12.6 MB,15.0 GB,1.54 ms,1.32 s
30,12.6 MB,15.0 GB,1.54 ms,1.35 s
31,12.6 MB,15.0 GB,1.54 ms,1.38 s
32,12.6 MB,15.0 GB,1.54 ms,1.41 s
33,12.6 MB,15.0 GB,1.54 ms,1.43 s
34,12.6 MB,15.6 GB,1.54 ms,2.48 s
35,12.6 MB,15.6 GB,1.54 ms,2.52 s
36,12.6 MB,13.9 GB,1.54 ms,2.57 s
37,12.6 MB,13.9 GB,1.54 ms,2.62 s
38,12.6 MB,13.9 GB,1.54 ms,2.67 s
39,12.6 MB,13.9 GB,1.26 ms,2.71 s
40,12.6 MB,13.9 GB,1.28 ms,2.76 s
41,12.6 MB,13.9 GB,1.08 ms,2.81 s
42,12.6 MB,13.9 GB,1.28 ms,2.86 s
43,12.6 MB,13.9 GB,1.25 ms,3.14 s
44,12.6 MB,14.2 GB,1.23 ms,3.43 s
45,12.6 MB,14.2 GB,1.20 ms,3.50 s
46,12.6 MB,14.2 GB,1.18 ms,3.58 s
47,12.6 MB,14.2 GB,1.15 ms,3.65 s
48,12.6 MB,14.2 GB,1.12 ms,3.73 s
49,12.6 MB,14.2 GB,1.10 ms,3.81 s
50,12.6 MB,14.2 GB,1.07 ms,3.88 s
51,12.6 MB,14.2 GB,1.05 ms,3.96 s
52,12.6 MB,14.2 GB,1.02 ms,4.03 s
53,12.6 MB,14.2 GB,996 µs,4.11 s
54,12.6 MB,14.2 GB,971 µs,4.19 s
55,12.6 MB,14.2 GB,1.50 ms,4.26 s
56,12.6 MB,14.2 GB,1.50 ms,4.34 s
57,12.6 MB,14.2 GB,1.45 ms,4.41 s
58,12.6 MB,14.2 GB,1.45 ms,4.49 s
59,12.6 MB,14.2 GB,1.45 ms,4.56 s
60,12.6 MB,14.2 GB,1.45 ms,3.66 s
61,12.6 MB,14.2 GB,1.45 ms,3.66 s
62,12.6 MB,14.2 GB,1.45 ms,4.02 s
63,12.6 MB,14.2 GB,1.45 ms,4.02 s
64,12.6 MB,14.2 GB,1.45 ms,4.02 s
65,12.6 MB,14.2 GB,1.45 ms,4.02 s
66,12.6 MB,14.2 GB,1.45 ms,3.97 s
67,12.6 MB,14.2 GB,1.45 ms,3.88 s
68,12.6 MB,14.2 GB,1.45 ms,3.79 s
69,12.6 MB,14.2 GB,1.45 ms,3.70 s
70,12.6 MB,14.2 GB,1.45 ms,3.61 s
71,12.6 MB,14.2 GB,1.78 ms,3.52 s
72,12.6 MB,14.2 GB,1.78 ms,3.43 s
73,12.6 MB,14.2 GB,1.78 ms,3.35 s
74,12.6 MB,14.2 GB,1.78 ms,3.26 s
75,12.6 MB,14.2 GB,1.78 ms,3.17 s
76,12.6 MB,14.2 GB,1.78 ms,3.08 s
77,12.6 MB,14.2 GB,1.78 ms,1.94 s
78,12.6 MB,14.2 GB,1.78 ms,1.94 s
79,12.6 MB,14.2 GB,1.78 ms,1.94 s
80,12.6 MB,16.6 GB,1.78 ms,3.71 s
81,12.6 MB,16.6 GB,1.78 ms,3.81 s
82,12.6 MB,16.6 GB,1.78 ms,4.43 s
83,12.6 MB,16.6 GB,1.78 ms,4.44 s
84,12.6 MB,16.6 GB,1.78 ms,4.44 s
85,12.6 MB,16.6 GB,1.51 ms,4.44 s
86,12.6 MB,16.6 GB,1.55 ms,4.45 s
87,13.0 MB,16.6 GB,2.32 ms,4.45 s
88,13.0 MB,16.6 GB,2.38 ms,4.45 s
89,13.0 MB,16.6 GB,2.43 ms,4.45 s
90,13.0 MB,16.6 GB,2.49 ms,4.46 s
91,13.0 MB,16.6 GB,2.55 ms,4.46 s
92,13.0 MB,16.6 GB,2.60 ms,4.46 s
93,13.0 MB,16.6 GB,2.66 ms,4.47 s
94,13.0 MB,16.6 GB,2.72 ms,3.09 s
95,13.0 MB,12.8 GB,2.77 ms,3.18 s
96,13.0 MB,12.8 GB,2.83 ms,3.28 s
97,13.0 MB,12.8 GB,3.42 ms,3.37 s
98,13.0 MB,12.8 GB,3.42 ms,3.47 s
99,13.0 MB,12.8 GB,3.42 ms,3.56 s
100,13.0 MB,13.0 GB,3.42 ms,3.68 s
101,13.0 MB,13.0 GB,3.42 ms,3.77 s
102,13.0 MB,13.0 GB,3.42 ms,3.87 s
103,13.0 MB,13.0 GB,3.42 ms,3.96 s
104,13.0 MB,13.0 GB,3.42 ms,4.06 s
105,13.1 MB,13.0 GB,2.77 ms,4.15 s
106,13.1 MB,13.0 GB,2.77 ms,4.25 s
107,13.1 MB,13.0 GB,2.77 ms,4.35 s
108,13.1 MB,13.0 GB,2.77 ms,4.44 s
109,13.1 MB,13.0 GB,2.77 ms,4.54 s
110,13.1 MB,13.0 GB,2.77 ms,4.63 s
111,13.1 MB,13.0 GB,2.77 ms,4.73 s
112,13.1 MB,13.0 GB,2.77 ms,4.82 s
113,13.1 MB,13.0 GB,2.77 ms,4.92 s
114,13.1 MB,13.0 GB,2.77 ms,5.01 s
115,13.1 MB,13.0 GB,2.97 ms,5.11 s
116,13.1 MB,13.0 GB,2.97 ms,5.20 s
117,13.1 MB,13.2 GB,2.97 ms,5.33 s
118,13.1 MB,13.2 GB,2.97 ms,5.42 s
119,13.1 MB,13.2 GB,2.97 ms,5.52 s
120,13.1 MB,13.2 GB,3.58 ms,5.61 s
121,13.1 MB,13.2 GB,3.58 ms,5.71 s
122,13.1 MB,13.2 GB,3.58 ms,5.77 s
123,13.1 MB,13.2 GB,3.58 ms,5.77 s
124,13.1 MB,13.2 GB,3.58 ms,5.77 s
125,13.1 MB,13.2 GB,3.58 ms,5.77 s
126,13.1 MB,13.2 GB,3.58 ms,5.77 s
127,13.1 MB,13.2 GB,3.58 ms,5.77 s
128,13.1 MB,13.2 GB,3.58 ms,5.77 s
129,13.1 MB,13.2 GB,3.58 ms,5.77 s
130,13.1 MB,8.35 GB,3.58 ms,5.77 s
131,13.1 MB,8.35 GB,3.15 ms,5.77 s
132,13.1 MB,8.35 GB,3.15 ms,5.77 s
133,13.5 MB,8.35 GB,3.54 ms,5.77 s
134,13.5 MB,8.35 GB,3.54 ms,5.77 s
135,13.5 MB,8.35 GB,3.54 ms,5.77 s
136,13.5 MB,8.35 GB,3.54 ms,5.77 s
137,13.5 MB,8.35 GB,3.54 ms,5.77 s
138,13.5 MB,8.35 GB,3.54 ms,4.64 s
139,13.5 MB,8.35 GB,3.54 ms,4.54 s
140,13.5 MB,8.35 GB,3.54 ms,4.45 s
141,13.5 MB,8.35 GB,3.54 ms,4.35 s
142,13.5 MB,8.35 GB,3.54 ms,4.25 s
143,13.5 MB,8.35 GB,3.54 ms,4.16 s
144,13.5 MB,8.35 GB,3.54 ms,4.06 s
145,13.5 MB,8.35 GB,3.54 ms,3.96 s
146,13.5 MB,8.35 GB,3.54 ms,3.87 s
147,13.5 MB,8.35 GB,3.91 ms,3.77 s
148,13.5 MB,8.35 GB,3.99 ms,3.67 s
149,13.5 MB,8.35 GB,3.35 ms,3.58 s
150,13.5 MB,8.35 GB,3.98 ms,3.48 s
151,13.5 MB,8.35 GB,3.90 ms,3.38 s
152,13.5 MB,8.35 GB,3.82 ms,3.29 s
153,12.7 MB,8.35 GB,4.63 ms,3.19 s
154,12.7 MB,8.35 GB,4.63 ms,3.09 s
155,12.7 MB,8.35 GB,4.63 ms,3.00 s
156,12.7 MB,8.35 GB,4.63 ms,2.90 s
157,12.7 MB,8.35 GB,4.63 ms,2.80 s
158,12.7 MB,8.35 GB,4.63 ms,2.71 s
159,12.7 MB,8.35 GB,4.63 ms,2.61 s
160,12.7 MB,8.35 GB,4.63 ms,
161,12.7 MB,8.35 GB,4.63 ms,
162,12.7 MB,8.35 GB,4.63 ms,
163,12.7 MB,8.35 GB,4.63 ms,
164,12.7 MB,8.35 GB,4.63 ms,
165,12.7 MB,8.35 GB,4.45 ms,
166,12.7 MB,8.35 GB,4.45 ms,
167,12.7 MB,8.35 GB,4.45 ms,
168,12.7 MB,8.35 GB,4.45 ms,
169,12.7 MB,8.35 GB,4.45 ms,
170,12.7 MB,8.35 GB,3.73 ms,
171,12.7 MB,8.35 GB,3.65 ms,
172,12.7 MB,8.35 GB,3.58 ms,
173,16.5 MB,8.35 GB,3.50 ms,
174,16.5 MB,8.35 GB,3.43 ms,
175,16.5 MB,8.35 GB,3.35 ms,
176,16.5 MB,8.35 GB,3.28 ms,
177,16.5 MB,8.35 GB,3.21 ms,
178,16.5 MB,8.35 GB,3.13 ms,
179,16.5 MB,8.35 GB,3.06 ms,
180,16.5 MB,8.35 GB,3.06 ms,
181,16.5 MB,4.16 GB,2.99 ms,
182,16.5 MB,4.16 GB,2.92 ms,
183,16.5 MB,4.16 GB,2.84 ms,
184,16.5 MB,4.16 GB,2.77 ms,
185,16.5 MB,4.16 GB,2.70 ms,
186,16.5 MB,4.16 GB,2.62 ms,
187,16.5 MB,4.16 GB,2.55 ms,
188,16.5 MB,4.16 GB,2.47 ms,
189,16.5 MB,4.16 GB,2.40 ms,
190,16.5 MB,4.16 GB,2.33 ms,
