step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container
0,,,,
1,,,,
2,,,,
3,,,,
4,28.8 MB,280 MB,,
5,28.8 MB,280 MB,,
6,28.8 MB,280 MB,,
7,28.8 MB,280 MB,,
8,28.8 MB,280 MB,,
9,28.8 MB,280 MB,,
10,28.8 MB,280 MB,,
11,28.8 MB,280 MB,,
12,28.8 MB,280 MB,,
13,28.8 MB,280 MB,,
14,28.8 MB,280 MB,,
15,28.8 MB,280 MB,,
16,28.8 MB,280 MB,,
17,29.5 MB,280 MB,705 µs,
18,29.5 MB,280 MB,741 µs,
19,29.5 MB,615 MB,777 µs,1.05 s
20,29.5 MB,615 MB,813 µs,1.12 s
21,29.5 MB,615 MB,849 µs,1.19 s
22,29.5 MB,615 MB,885 µs,1.26 s
23,29.5 MB,615 MB,920 µs,1.33 s
24,29.5 MB,615 MB,956 µs,1.39 s
25,29.5 MB,615 MB,992 µs,1.46 s
26,29.5 MB,615 MB,1.03 ms,1.53 s
27,29.5 MB,615 MB,1.06 ms,1.60 s
28,29.5 MB,615 MB,1.10 ms,1.66 s
29,29.5 MB,615 MB,1.14 ms,1.73 s
30,29.5 MB,615 MB,805 µs,1.80 s
31,29.5 MB,615 MB,830 µs,1.87 s
32,29.5 MB,615 MB,855 µs,1.93 s
33,29.5 MB,615 MB,880 µs,2.00 s
34,29.5 MB,615 MB,905 µs,2.07 s
35,29.5 MB,615 MB,929 µs,1.49 s
36,29.5 MB,615 MB,954 µs,1.49 s
37,29.5 MB,1.28 GB,979 µs,2.53 s
38,29.5 MB,1.28 GB,1.00 ms,2.61 s
39,29.5 MB,1.28 GB,1.03 ms,2.68 s
40,30.3 MB,1.28 GB,938 µs,2.76 s
41,30.3 MB,1.28 GB,961 µs,2.83 s
42,30.3 MB,1.28 GB,983 µs,2.91 s
43,30.3 MB,1.28 GB,1.01 ms,2.98 s
44,30.3 MB,1.28 GB,1.03 ms,3.06 s
45,30.3 MB,1.28 GB,1.05 ms,3.13 s
46,30.3 MB,1.28 GB,1.07 ms,3.21 s
47,30.3 MB,1.28 GB,1.09 ms,3.28 s
48,30.3 MB,1.28 GB,1.12 ms,3.36 s
49,30.3 MB,314 MB,1.14 ms,3.66 s
50,30.3 MB,314 MB,1.16 ms,3.74 s
51,30.3 MB,314 MB,1.34 ms,3.82 s
52,30.3 MB,314 MB,1.34 ms,3.90 s
53,30.3 MB,314 MB,1.34 ms,3.98 s
54,30.3 MB,314 MB,1.15 ms,4.06 s
55,30.3 MB,314 MB,1.13 ms,4.14 s
56,30.3 MB,314 MB,1.11 ms,4.22 s
57,30.8 MB,314 MB,1.79 ms,4.30 s
58,30.8 MB,314 MB,1.79 ms,4.38 s
59,30.8 MB,314 MB,1.79 ms,4.46 s
60,30.8 MB,314 MB,1.79 ms,4.54 s
