step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container
82,19.6 MB,6.76 GB,1.61 ms,5.42 s
83,19.6 MB,6.76 GB,1.61 ms,5.42 s
84,19.6 MB,6.76 GB,1.61 ms,5.42 s
85,19.6 MB,6.76 GB,1.61 ms,5.42 s
86,19.6 MB,6.76 GB,1.61 ms,5.42 s
87,19.6 MB,6.76 GB,1.61 ms,5.42 s
88,20.3 MB,6.76 GB,1.96 ms,4.66 s
89,20.3 MB,6.76 GB,1.96 ms,4.57 s
90,20.3 MB,6.76 GB,1.96 ms,4.48 s
91,20.3 MB,6.76 GB,1.96 ms,3.62 s
92,20.3 MB,6.76 GB,1.96 ms,3.62 s
93,20.3 MB,6.76 GB,1.96 ms,4.31 s
94,20.3 MB,6.76 GB,1.96 ms,4.22 s
95,20.3 MB,9.37 GB,1.96 ms,5.71 s
96,20.3 MB,9.37 GB,1.63 ms,5.72 s
97,20.3 MB,9.37 GB,1.96 ms,5.73 s
98,20.3 MB,9.37 GB,1.96 ms,5.74 s
99,20.3 MB,9.37 GB,1.96 ms,5.74 s
100,20.3 MB,9.37 GB,1.96 ms,5.75 s
101,20.3 MB,9.37 GB,1.96 ms,5.76 s
102,20.3 MB,9.37 GB,1.96 ms,5.77 s
103,20.3 MB,9.37 GB,1.96 ms,5.77 s
104,20.3 MB,9.37 GB,1.96 ms,5.78 s
105,20.3 MB,9.37 GB,1.96 ms,5.79 s
106,20.3 MB,9.37 GB,1.96 ms,5.79 s
107,20.8 MB,9.37 GB,1.76 ms,5.84 s
108,20.8 MB,9.37 GB,1.76 ms,5.85 s
109,20.8 MB,9.37 GB,1.76 ms,5.86 s
110,20.8 MB,9.37 GB,1.76 ms,5.87 s
111,20.8 MB,9.37 GB,1.76 ms,4.94 s
112,20.8 MB,9.37 GB,1.76 ms,4.85 s
113,20.8 MB,9.37 GB,1.76 ms,4.75 s
114,20.8 MB,9.37 GB,1.76 ms,4.66 s
115,20.8 MB,9.37 GB,2.03 ms,4.57 s
116,20.8 MB,9.37 GB,2.03 ms,4.48 s
117,20.8 MB,9.37 GB,2.03 ms,4.39 s
118,20.8 MB,9.37 GB,2.03 ms,2.26 s
119,20.8 MB,9.37 GB,2.03 ms,2.26 s
120,20.8 MB,9.37 GB,2.03 ms,2.26 s
121,21.0 MB,9.37 GB,3.08 ms,2.26 s
122,21.0 MB,9.37 GB,3.08 ms,2.26 s
123,21.0 MB,9.37 GB,3.08 ms,2.26 s
124,21.0 MB,9.37 GB,3.08 ms,2.26 s
125,21.0 MB,9.37 GB,3.08 ms,2.26 s
126,21.0 MB,11.9 GB,3.08 ms,3.64 s
127,21.0 MB,11.9 GB,3.08 ms,3.74 s
128,21.0 MB,11.9 GB,3.08 ms,3.83 s
129,21.0 MB,11.9 GB,3.08 ms,3.92 s
130,21.0 MB,11.9 GB,3.08 ms,4.01 s
131,21.0 MB,11.9 GB,3.08 ms,4.11 s
132,21.0 MB,11.9 GB,3.08 ms,4.20 s
133,21.0 MB,11.9 GB,3.08 ms,4.29 s
134,21.0 MB,11.9 GB,3.18 ms,4.39 s
135,21.0 MB,11.9 GB,3.18 ms,4.48 s
136,21.0 MB,11.9 GB,3.18 ms,4.57 s
137,21.0 MB,11.9 GB,3.18 ms,4.66 s
138,21.0 MB,11.9 GB,3.18 ms,4.76 s
139,22.6 MB,11.9 GB,5.35 ms,4.85 s
140,22.6 MB,10.8 GB,5.35 ms,2.74 s
141,22.6 MB,10.8 GB,5.35 ms,2.83 s
142,22.6 MB,10.8 GB,5.35 ms,2.93 s
143,22.6 MB,10.8 GB,5.35 ms,3.02 s
144,22.6 MB,10.8 GB,5.35 ms,3.12 s
145,22.6 MB,10.8 GB,5.35 ms,3.21 s
146,22.6 MB,10.8 GB,5.35 ms,3.31 s
147,22.6 MB,10.8 GB,5.35 ms,3.40 s
148,22.6 MB,10.8 GB,6.30 ms,3.50 s
149,22.6 MB,10.8 GB,6.43 ms,3.59 s
150,22.6 MB,10.8 GB,7.72 ms,3.69 s
151,22.6 MB,10.8 GB,7.72 ms,3.78 s
152,22.6 MB,10.8 GB,7.72 ms,3.88 s
153,22.6 MB,10.8 GB,7.72 ms,3.97 s
154,22.6 MB,10.8 GB,7.72 ms,4.07 s
155,22.6 MB,9.01 GB,7.72 ms,4.16 s
156,22.5 MB,9.01 GB,7.99 ms,3.41 s
157,22.5 MB,9.01 GB,7.99 ms,3.41 s
158,22.5 MB,9.01 GB,7.99 ms,3.41 s
159,22.5 MB,9.01 GB,7.99 ms,3.41 s
160,22.5 MB,9.01 GB,7.99 ms,3.41 s
161,22.5 MB,9.01 GB,7.99 ms,3.41 s
162,22.5 MB,9.01 GB,7.99 ms,3.41 s
163,22.5 MB,9.01 GB,7.99 ms,3.41 s
164,22.5 MB,9.01 GB,7.99 ms,3.41 s
165,22.5 MB,9.01 GB,7.99 ms,3.41 s
166,22.5 MB,9.01 GB,7.99 ms,3.41 s
167,22.9 MB,9.02 GB,8.12 ms,3.41 s
168,22.9 MB,9.02 GB,8.12 ms,3.41 s
169,22.9 MB,9.02 GB,8.12 ms,3.41 s
170,22.9 MB,9.02 GB,8.12 ms,3.41 s
171,22.9 MB,9.02 GB,8.12 ms,3.41 s
172,22.9 MB,9.02 GB,8.12 ms,3.40 s
173,22.9 MB,9.02 GB,8.12 ms,3.30 s
174,22.9 MB,9.02 GB,8.12 ms,3.21 s
175,22.9 MB,9.02 GB,8.12 ms,3.11 s
176,22.9 MB,9.02 GB,8.12 ms,3.01 s
177,22.9 MB,9.02 GB,8.12 ms,2.92 s
178,22.9 MB,9.02 GB,8.12 ms,2.82 s
179,22.9 MB,9.02 GB,8.12 ms,2.72 s
180,22.9 MB,9.02 GB,8.12 ms,2.62 s
181,22.9 MB,9.02 GB,6.02 ms,2.53 s
182,22.9 MB,9.02 GB,5.04 ms,2.43 s
183,22.9 MB,9.02 GB,5.04 ms,2.33 s
184,22.9 MB,9.02 GB,6.03 ms,2.24 s
185,22.9 MB,9.02 GB,5.91 ms,2.14 s
186,21.8 MB,9.02 GB,5.79 ms,
187,21.8 MB,9.02 GB,5.79 ms,
188,21.8 MB,9.02 GB,5.79 ms,
189,21.8 MB,9.02 GB,5.79 ms,
190,21.8 MB,9.02 GB,5.79 ms,
191,21.8 MB,9.02 GB,5.79 ms,
192,21.8 MB,9.02 GB,5.79 ms,
193,21.8 MB,14.0 GB,5.79 ms,2.49 s
194,21.8 MB,14.0 GB,5.79 ms,2.59 s
195,21.8 MB,14.0 GB,5.79 ms,2.68 s
196,21.8 MB,11.1 GB,5.79 ms,2.78 s
197,21.8 MB,11.1 GB,5.79 ms,2.87 s
198,21.8 MB,11.1 GB,5.79 ms,2.97 s
199,21.8 MB,11.1 GB,2.94 ms,3.06 s
200,21.8 MB,11.1 GB,3.00 ms,3.16 s
201,21.8 MB,11.1 GB,3.52 ms,3.25 s
202,21.8 MB,11.1 GB,3.52 ms,3.35 s
203,21.8 MB,11.1 GB,3.52 ms,3.44 s
204,21.8 MB,11.1 GB,3.52 ms,3.54 s
205,21.8 MB,11.1 GB,3.52 ms,3.63 s
206,21.8 MB,11.1 GB,3.52 ms,3.73 s
207,21.8 MB,11.1 GB,3.52 ms,3.82 s
208,21.8 MB,11.1 GB,3.52 ms,3.92 s
209,21.8 MB,11.1 GB,3.52 ms,4.01 s
210,21.8 MB,11.1 GB,3.52 ms,4.11 s
211,21.8 MB,11.1 GB,3.52 ms,4.20 s
212,21.8 MB,11.1 GB,3.52 ms,4.30 s
213,21.8 MB,11.1 GB,3.52 ms,4.39 s
214,21.8 MB,11.1 GB,3.52 ms,4.49 s
215,21.8 MB,11.1 GB,2.97 ms,4.58 s
216,21.8 MB,11.1 GB,2.88 ms,4.68 s
217,21.8 MB,11.1 GB,2.38 ms,4.77 s
218,21.9 MB,11.1 GB,3.29 ms,4.87 s
219,21.9 MB,11.1 GB,3.29 ms,4.96 s
220,21.9 MB,11.1 GB,3.29 ms,5.06 s
221,21.9 MB,16.1 GB,3.29 ms,5.00 s
222,21.9 MB,16.1 GB,3.29 ms,5.10 s
223,21.9 MB,16.1 GB,3.29 ms,5.20 s
224,21.9 MB,16.1 GB,3.29 ms,5.30 s
225,21.9 MB,16.1 GB,3.29 ms,5.40 s
226,21.9 MB,16.1 GB,3.29 ms,5.50 s
227,21.9 MB,16.1 GB,2.65 ms,1.94 s
228,21.9 MB,16.1 GB,3.17 ms,2.04 s
229,21.9 MB,16.1 GB,3.17 ms,2.14 s
230,22.7 MB,16.1 GB,3.86 ms,2.24 s
231,22.7 MB,16.1 GB,3.86 ms,2.34 s
232,22.7 MB,16.1 GB,3.86 ms,2.44 s
233,22.7 MB,16.1 GB,3.86 ms,2.54 s
234,22.7 MB,16.1 GB,3.86 ms,2.64 s
235,22.7 MB,16.1 GB,3.86 ms,1.93 s
236,22.7 MB,16.1 GB,3.86 ms,1.93 s
237,22.7 MB,16.1 GB,3.86 ms,1.93 s
238,22.7 MB,16.3 GB,3.86 ms,3.15 s
239,22.7 MB,16.3 GB,3.86 ms,3.26 s
240,22.7 MB,16.3 GB,3.86 ms,3.36 s
241,22.7 MB,16.3 GB,3.86 ms,3.47 s
242,22.7 MB,16.3 GB,3.86 ms,3.57 s
243,22.7 MB,16.3 GB,3.86 ms,3.67 s
244,22.7 MB,16.3 GB,3.86 ms,3.78 s
245,22.7 MB,16.3 GB,3.86 ms,3.88 s
246,22.7 MB,16.3 GB,4.64 ms,3.99 s
247,22.7 MB,16.3 GB,4.64 ms,4.09 s
248,22.7 MB,16.3 GB,3.85 ms,4.19 s
249,22.7 MB,16.3 GB,3.77 ms,4.30 s
250,22.7 MB,16.3 GB,3.70 ms,4.40 s
251,22.7 MB,16.5 GB,3.62 ms,4.51 s
252,22.7 MB,16.5 GB,3.54 ms,4.61 s
253,22.7 MB,16.5 GB,3.46 ms,4.71 s
254,22.7 MB,16.5 GB,3.39 ms,3.85 s
255,22.7 MB,16.5 GB,3.31 ms,3.85 s
256,22.9 MB,16.5 GB,4.37 ms,3.85 s
257,22.9 MB,16.5 GB,4.37 ms,3.85 s
258,22.9 MB,16.5 GB,4.37 ms,3.85 s
259,22.9 MB,16.5 GB,4.57 ms,3.85 s
260,22.9 MB,16.5 GB,4.57 ms,3.85 s
261,22.9 MB,16.5 GB,4.57 ms,3.85 s
262,22.9 MB,16.5 GB,4.57 ms,3.85 s
263,22.9 MB,16.5 GB,4.57 ms,3.85 s
264,22.9 MB,16.5 GB,4.57 ms,3.85 s
265,22.9 MB,16.5 GB,4.57 ms,3.85 s
266,22.9 MB,16.5 GB,4.57 ms,3.85 s
267,22.9 MB,16.5 GB,4.57 ms,3.85 s
268,22.9 MB,16.5 GB,4.57 ms,3.97 s
269,22.9 MB,16.5 GB,4.57 ms,3.92 s
270,22.9 MB,16.5 GB,3.47 ms,3.81 s
271,22.9 MB,16.5 GB,3.47 ms,3.70 s
272,22.9 MB,16.5 GB,3.47 ms,3.60 s
273,22.9 MB,16.5 GB,3.47 ms,3.49 s
274,22.9 MB,16.3 GB,3.47 ms,3.38 s
275,12.6 MB,16.3 GB,3.47 ms,3.28 s
276,12.6 MB,16.3 GB,3.47 ms,3.17 s
277,12.6 MB,16.3 GB,3.47 ms,3.06 s
278,12.6 MB,16.3 GB,2.78 ms,2.95 s
279,12.6 MB,16.3 GB,2.78 ms,2.85 s
280,12.6 MB,16.3 GB,2.28 ms,2.74 s
281,12.6 MB,16.3 GB,2.28 ms,100.0 µs
282,12.6 MB,16.3 GB,2.28 ms,103 µs
283,12.6 MB,16.3 GB,2.28 ms,105 µs
284,12.6 MB,16.3 GB,2.28 ms,108 µs
285,12.6 MB,16.3 GB,2.28 ms,135 µs
286,12.6 MB,16.3 GB,2.28 ms,138 µs
287,12.6 MB,16.3 GB,2.28 ms,141 µs
288,12.6 MB,16.3 GB,2.28 ms,144 µs
289,12.6 MB,16.3 GB,2.28 ms,147 µs
290,12.6 MB,16.3 GB,253 µs,151 µs
291,12.6 MB,16.3 GB,259 µs,154 µs
292,12.6 MB,16.3 GB,265 µs,157 µs
293,12.6 MB,16.3 GB,223 µs,190 µs
294,12.6 MB,16.3 GB,223 µs,190 µs
295,12.6 MB,16.3 GB,223 µs,207 µs
296,12.6 MB,16.3 GB,299 µs,207 µs
297,12.6 MB,16.3 GB,306 µs,207 µs
298,12.6 MB,16.3 GB,312 µs,207 µs
299,12.6 MB,16.3 GB,318 µs,207 µs
300,12.6 MB,16.3 GB,325 µs,207 µs
301,12.6 MB,16.3 GB,381 µs,207 µs
302,12.6 MB,16.3 GB,381 µs,207 µs
303,12.6 MB,16.3 GB,381 µs,207 µs
304,12.6 MB,16.3 GB,381 µs,207 µs
305,12.6 MB,16.3 GB,381 µs,207 µs
306,12.6 MB,16.3 GB,381 µs,207 µs
307,12.6 MB,16.3 GB,381 µs,207 µs
308,12.6 MB,16.3 GB,381 µs,207 µs
309,12.6 MB,16.3 GB,381 µs,207 µs
