step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container
0,22.8 MB,915 MB,214 µs,80.8 µs
1,22.8 MB,915 MB,142 µs,78.9 µs
2,26.2 MB,919 MB,138 µs,77.0 µs
3,26.2 MB,919 MB,135 µs,75.1 µs
4,26.2 MB,919 MB,132 µs,73.2 µs
5,26.2 MB,919 MB,129 µs,71.3 µs
6,26.2 MB,919 MB,126 µs,69.4 µs
7,26.2 MB,919 MB,123 µs,67.5 µs
8,26.2 MB,919 MB,120 µs,65.6 µs
9,26.2 MB,919 MB,117 µs,63.7 µs
10,26.2 MB,919 MB,114 µs,0 s
11,26.2 MB,919 MB,111 µs,0 s
12,26.2 MB,919 MB,107 µs,0 s
13,26.2 MB,919 MB,104 µs,0 s
14,26.2 MB,919 MB,101 µs,0 s
15,26.2 MB,919 MB,98.2 µs,0 s
16,26.2 MB,919 MB,95.1 µs,0 s
17,26.2 MB,919 MB,92.0 µs,0 s
18,26.2 MB,1.37 GB,88.9 µs,247 ms
19,32.6 MB,1.37 GB,5.14 ms,261 ms
20,32.6 MB,1.37 GB,5.32 ms,276 ms
21,32.6 MB,1.37 GB,5.60 ms,291 ms
22,32.6 MB,1.37 GB,5.87 ms,305 ms
23,32.6 MB,1.37 GB,6.14 ms,320 ms
24,32.6 MB,1.37 GB,6.42 ms,334 ms
25,32.6 MB,1.37 GB,6.69 ms,349 ms
26,32.6 MB,1.37 GB,6.96 ms,364 ms
27,32.6 MB,1.37 GB,7.24 ms,378 ms
28,32.6 MB,1.37 GB,7.51 ms,393 ms
29,32.6 MB,1.37 GB,7.78 ms,408 ms
30,32.6 MB,1.37 GB,8.05 ms,422 ms
31,32.6 MB,1.37 GB,8.33 ms,417 ms
32,32.6 MB,1.37 GB,8.60 ms,431 ms
33,32.6 MB,1.37 GB,8.87 ms,445 ms
34,32.6 MB,1.37 GB,9.15 ms,459 ms
35,32.6 MB,1.37 GB,9.42 ms,473 ms
36,32.6 MB,1.37 GB,9.69 ms,487 ms
37,32.9 MB,1.37 GB,10.0 ms,501 ms
38,32.9 MB,1.37 GB,10.3 ms,515 ms
39,32.9 MB,1.37 GB,10.6 ms,529 ms
40,32.9 MB,1.37 GB,10.8 ms,543 ms
41,32.9 MB,1.37 GB,11.1 ms,557 ms
42,32.9 MB,1.37 GB,11.4 ms,571 ms
43,32.9 MB,1.37 GB,11.7 ms,585 ms
44,32.9 MB,1.37 GB,11.9 ms,599 ms
45,32.9 MB,1.37 GB,12.2 ms,613 ms
46,32.9 MB,1.37 GB,12.5 ms,627 ms
47,32.9 MB,1.37 GB,12.8 ms,641 ms
48,32.9 MB,1.38 GB,13.0 ms,649 ms
49,32.9 MB,1.38 GB,13.3 ms,663 ms
50,33.0 MB,1.38 GB,13.6 ms,676 ms
51,33.0 MB,1.38 GB,13.9 ms,690 ms
52,33.0 MB,1.38 GB,14.1 ms,704 ms
