step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container
0,21.5 MB,918 MB,143 µs,42.0 µs
1,21.5 MB,918 MB,140 µs,41.1 µs
2,22.0 MB,922 MB,137 µs,40.2 µs
3,22.0 MB,922 MB,134 µs,39.3 µs
4,22.0 MB,922 MB,131 µs,38.4 µs
5,22.0 MB,922 MB,128 µs,37.4 µs
6,22.0 MB,922 MB,124 µs,36.5 µs
7,22.0 MB,922 MB,121 µs,0 s
8,22.0 MB,922 MB,118 µs,0 s
9,22.0 MB,922 MB,115 µs,0 s
10,22.0 MB,922 MB,112 µs,0 s
11,22.0 MB,922 MB,108 µs,0 s
12,22.0 MB,922 MB,105 µs,0 s
13,22.0 MB,922 MB,102 µs,0 s
14,22.0 MB,922 MB,98.9 µs,0 s
15,22.0 MB,922 MB,95.7 µs,0 s
16,22.0 MB,922 MB,92.6 µs,0 s
17,22.0 MB,922 MB,89.4 µs,0 s
18,22.0 MB,922 MB,,0 s
19,22.0 MB,922 MB,,0 s
20,22.0 MB,922 MB,,
21,32.0 MB,1.38 GB,5.49 ms,294 ms
22,32.0 MB,1.38 GB,5.76 ms,309 ms
23,32.0 MB,1.38 GB,6.03 ms,324 ms
24,32.0 MB,1.38 GB,6.30 ms,340 ms
25,32.0 MB,1.38 GB,6.58 ms,355 ms
26,32.0 MB,1.38 GB,6.85 ms,370 ms
27,32.0 MB,1.38 GB,7.12 ms,385 ms
28,32.0 MB,1.38 GB,7.39 ms,400 ms
29,32.0 MB,1.38 GB,7.66 ms,415 ms
30,32.0 MB,1.38 GB,7.93 ms,430 ms
31,32.0 MB,1.38 GB,8.20 ms,445 ms
32,32.0 MB,1.38 GB,8.47 ms,460 ms
33,32.0 MB,1.38 GB,8.89 ms,475 ms
34,32.0 MB,1.38 GB,9.17 ms,490 ms
35,32.0 MB,1.38 GB,9.44 ms,505 ms
36,32.0 MB,1.38 GB,9.72 ms,521 ms
37,32.0 MB,1.38 GB,9.99 ms,536 ms
38,32.0 MB,1.38 GB,10.3 ms,524 ms
39,32.0 MB,1.38 GB,10.5 ms,538 ms
40,32.0 MB,1.38 GB,10.8 ms,552 ms
41,32.0 MB,1.38 GB,11.1 ms,567 ms
42,32.0 MB,1.38 GB,11.4 ms,581 ms
43,32.0 MB,1.38 GB,11.6 ms,595 ms
44,32.0 MB,1.38 GB,11.9 ms,610 ms
45,32.0 MB,1.38 GB,12.2 ms,624 ms
46,32.0 MB,1.38 GB,12.5 ms,638 ms
47,32.0 MB,1.38 GB,12.8 ms,653 ms
48,32.0 MB,1.38 GB,13.0 ms,667 ms
49,32.0 MB,1.38 GB,13.3 ms,681 ms
50,32.0 MB,1.38 GB,13.6 ms,696 ms
51,33.6 MB,1.38 GB,13.9 ms,710 ms
52,33.6 MB,1.38 GB,14.1 ms,724 ms
53,33.6 MB,1.38 GB,14.4 ms,722 ms
54,33.6 MB,1.38 GB,14.7 ms,736 ms
55,33.6 MB,1.38 GB,15.0 ms,750 ms
56,33.6 MB,1.38 GB,15.2 ms,764 ms
57,33.6 MB,1.38 GB,15.5 ms,778 ms
58,33.6 MB,1.38 GB,15.8 ms,792 ms
59,33.6 MB,1.38 GB,16.1 ms,806 ms
60,33.6 MB,1.38 GB,16.3 ms,820 ms
61,33.6 MB,1.38 GB,16.6 ms,834 ms
62,33.6 MB,1.38 GB,13.7 ms,668 ms
63,33.6 MB,1.38 GB,14.0 ms,804 ms
64,33.6 MB,1.38 GB,16.7 ms,804 ms
65,33.6 MB,1.38 GB,16.7 ms,804 ms
66,33.6 MB,1.38 GB,16.7 ms,804 ms
67,33.6 MB,1.38 GB,14.1 ms,804 ms
68,33.6 MB,1.38 GB,13.8 ms,804 ms
69,33.6 MB,1.38 GB,13.5 ms,804 ms
70,32.5 MB,1.38 GB,16.6 ms,804 ms
