step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container
0,22.1 MB,897 MB,,
1,25.5 MB,901 MB,,
2,25.5 MB,901 MB,,
3,25.5 MB,901 MB,,
4,25.5 MB,901 MB,,
5,25.5 MB,901 MB,,
6,25.5 MB,901 MB,,
7,25.5 MB,901 MB,,
8,25.5 MB,901 MB,,
9,25.5 MB,901 MB,,
10,25.5 MB,901 MB,,
11,25.5 MB,901 MB,,
12,25.5 MB,901 MB,,
13,25.5 MB,901 MB,,
14,25.5 MB,901 MB,,
15,25.5 MB,901 MB,,
16,25.5 MB,901 MB,,
17,32.0 MB,901 MB,3.78 ms,
18,32.0 MB,901 MB,4.01 ms,
19,32.0 MB,901 MB,4.23 ms,
20,32.0 MB,1.35 GB,4.45 ms,206 ms
21,32.0 MB,1.35 GB,4.68 ms,217 ms
22,32.0 MB,1.35 GB,4.90 ms,228 ms
23,32.0 MB,1.35 GB,5.12 ms,239 ms
24,32.0 MB,1.35 GB,5.35 ms,249 ms
25,32.0 MB,1.35 GB,5.57 ms,260 ms
26,32.0 MB,1.35 GB,5.79 ms,271 ms
27,32.0 MB,1.35 GB,6.02 ms,282 ms
28,32.0 MB,1.35 GB,6.24 ms,292 ms
29,32.0 MB,1.35 GB,6.46 ms,303 ms
30,32.0 MB,1.35 GB,6.69 ms,314 ms
31,32.0 MB,1.35 GB,6.91 ms,325 ms
32,32.0 MB,1.35 GB,7.13 ms,335 ms
33,32.0 MB,1.35 GB,7.36 ms,357 ms
34,32.4 MB,1.35 GB,7.95 ms,368 ms
35,32.4 MB,1.35 GB,8.19 ms,380 ms
36,32.4 MB,1.35 GB,8.42 ms,391 ms
37,32.4 MB,1.35 GB,8.66 ms,402 ms
38,32.4 MB,1.35 GB,8.89 ms,413 ms
39,32.4 MB,1.35 GB,9.13 ms,424 ms
40,32.4 MB,1.35 GB,9.36 ms,435 ms
41,32.4 MB,1.35 GB,9.59 ms,446 ms
42,32.4 MB,1.35 GB,9.83 ms,457 ms
43,32.4 MB,1.35 GB,10.1 ms,468 ms
44,32.4 MB,1.35 GB,10.3 ms,480 ms
45,32.4 MB,1.35 GB,10.5 ms,491 ms
46,32.4 MB,1.35 GB,10.8 ms,502 ms
47,32.4 MB,1.35 GB,11.0 ms,513 ms
48,33.2 MB,1.35 GB,11.9 ms,524 ms
49,33.2 MB,1.35 GB,12.1 ms,535 ms
50,33.2 MB,1.35 GB,12.4 ms,439 ms
51,33.2 MB,1.35 GB,12.6 ms,613 ms
52,33.2 MB,1.35 GB,12.9 ms,625 ms
53,22.1 MB,1.35 GB,13.1 ms,637 ms
54,22.1 MB,1.35 GB,13.4 ms,650 ms
55,22.1 MB,1.35 GB,13.6 ms,662 ms
56,22.1 MB,1.35 GB,13.9 ms,674 ms
57,22.1 MB,1.35 GB,14.1 ms,686 ms
58,22.1 MB,1.35 GB,14.4 ms,698 ms
59,22.1 MB,1.35 GB,14.6 ms,711 ms
60,22.1 MB,914 MB,14.9 ms,723 ms
61,22.1 MB,914 MB,15.3 ms,641 ms
62,22.1 MB,914 MB,15.6 ms,654 ms
63,22.1 MB,914 MB,15.7 ms,667 ms
64,22.1 MB,914 MB,15.7 ms,784 ms
65,22.1 MB,914 MB,13.2 ms,816 ms
66,22.1 MB,914 MB,16.3 ms,816 ms
67,22.1 MB,914 MB,16.3 ms,816 ms
68,22.1 MB,914 MB,16.3 ms,816 ms
69,22.1 MB,914 MB,16.3 ms,816 ms
70,22.1 MB,914 MB,16.3 ms,816 ms
71,22.1 MB,914 MB,16.3 ms,816 ms
72,22.1 MB,914 MB,16.3 ms,816 ms
73,22.1 MB,914 MB,16.3 ms,816 ms
74,22.1 MB,914 MB,16.3 ms,816 ms
75,22.1 MB,914 MB,16.3 ms,816 ms
76,22.1 MB,898 MB,16.3 ms,833 ms
77,22.1 MB,898 MB,17.1 ms,833 ms
78,22.1 MB,898 MB,17.1 ms,833 ms
79,22.1 MB,898 MB,17.1 ms,833 ms
80,22.1 MB,898 MB,17.1 ms,872 ms
81,22.1 MB,898 MB,17.1 ms,872 ms
82,22.1 MB,898 MB,17.1 ms,872 ms
83,22.1 MB,898 MB,17.1 ms,872 ms
84,22.1 MB,898 MB,17.1 ms,872 ms
85,22.1 MB,898 MB,17.1 ms,872 ms
86,22.1 MB,914 MB,17.1 ms,817 ms
87,22.1 MB,914 MB,17.1 ms,817 ms
88,22.1 MB,914 MB,17.1 ms,817 ms
89,22.1 MB,914 MB,17.1 ms,817 ms
90,22.1 MB,914 MB,17.1 ms,817 ms
91,22.1 MB,914 MB,17.1 ms,817 ms
92,22.1 MB,914 MB,17.1 ms,817 ms
93,22.1 MB,914 MB,17.1 ms,649 ms
94,22.1 MB,914 MB,17.2 ms,663 ms
95,22.1 MB,914 MB,17.2 ms,676 ms
96,22.1 MB,914 MB,17.2 ms,689 ms
97,22.1 MB,914 MB,17.2 ms,703 ms
98,22.1 MB,914 MB,12.3 ms,800 ms
99,22.1 MB,914 MB,12.3 ms,800 ms
100,22.1 MB,914 MB,12.3 ms,692 ms
101,22.1 MB,914 MB,12.3 ms,679 ms
102,22.1 MB,914 MB,12.3 ms,552 ms
103,22.1 MB,914 MB,12.3 ms,552 ms
104,22.1 MB,914 MB,12.3 ms,552 ms
105,22.1 MB,914 MB,12.3 ms,552 ms
106,22.1 MB,914 MB,12.3 ms,552 ms
107,22.1 MB,914 MB,12.3 ms,552 ms
108,22.1 MB,914 MB,9.57 ms,552 ms
109,22.1 MB,914 MB,9.57 ms,552 ms
110,22.1 MB,914 MB,9.57 ms,552 ms
111,22.1 MB,914 MB,9.57 ms,371 ms
112,22.1 MB,914 MB,6.77 ms,425 ms
113,22.1 MB,914 MB,6.77 ms,425 ms
114,22.1 MB,914 MB,6.77 ms,425 ms
115,22.1 MB,914 MB,6.77 ms,425 ms
116,22.1 MB,914 MB,6.77 ms,313 ms
117,22.1 MB,914 MB,6.77 ms,313 ms
118,22.1 MB,914 MB,6.77 ms,313 ms
119,22.1 MB,914 MB,6.77 ms,313 ms
120,22.1 MB,914 MB,6.77 ms,313 ms
121,22.1 MB,914 MB,6.77 ms,313 ms
122,22.1 MB,914 MB,6.77 ms,313 ms
123,22.1 MB,914 MB,6.77 ms,313 ms
124,22.1 MB,914 MB,6.77 ms,313 ms
125,22.1 MB,914 MB,6.77 ms,152 ms
126,22.1 MB,914 MB,293 µs,121 ms
127,22.1 MB,914 MB,299 µs,121 ms
128,22.1 MB,914 MB,297 µs,121 ms
129,22.1 MB,914 MB,291 µs,121 ms
130,22.1 MB,914 MB,286 µs,121 ms
131,22.1 MB,914 MB,280 µs,121 ms
132,22.1 MB,914 MB,359 µs,121 ms
133,22.1 MB,914 MB,359 µs,121 ms
134,22.1 MB,914 MB,359 µs,121 ms
135,22.1 MB,914 MB,359 µs,121 ms
136,22.1 MB,914 MB,359 µs,198 µs
137,22.1 MB,914 MB,359 µs,198 µs
138,22.1 MB,914 MB,359 µs,198 µs
