step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container,gpu_gpu_0
111,17.8 MB,3.54 GB,963 µs,659 ms,0%
112,17.8 MB,3.54 GB,799 µs,643 ms,0%
113,18.0 MB,3.54 GB,1.00 ms,627 ms,0%
114,18.0 MB,3.54 GB,1.00 ms,611 ms,0%
115,18.0 MB,3.54 GB,1.00 ms,595 ms,0%
116,18.0 MB,3.54 GB,1.00 ms,579 ms,0%
117,18.0 MB,3.54 GB,1.00 ms,563 ms,0%
118,18.0 MB,3.54 GB,1.00 ms,547 ms,0%
119,18.0 MB,3.54 GB,1.00 ms,531 ms,0%
120,18.0 MB,3.54 GB,1.00 ms,515 ms,0%
121,18.0 MB,3.54 GB,1.00 ms,499 ms,0%
122,18.0 MB,2.05 GB,961 µs,535 ms,0%
123,18.0 MB,2.05 GB,830 µs,54.5 ms,0%
124,18.0 MB,2.05 GB,830 µs,56.3 ms,0%
125,18.0 MB,2.05 GB,830 µs,58.1 ms,0%
126,18.0 MB,2.05 GB,830 µs,60.0 ms,0%
127,18.0 MB,2.05 GB,830 µs,61.8 ms,0%
128,18.0 MB,2.05 GB,830 µs,63.6 ms,0%
129,18.0 MB,2.05 GB,830 µs,65.5 ms,0%
130,18.0 MB,2.05 GB,830 µs,67.3 ms,0%
131,18.0 MB,2.05 GB,830 µs,69.1 ms,0%
132,18.0 MB,2.05 GB,830 µs,71.0 ms,0%
133,18.0 MB,2.05 GB,746 µs,72.8 ms,0%
134,18.0 MB,2.05 GB,746 µs,74.7 ms,0%
135,18.0 MB,2.05 GB,746 µs,44.6 ms,0%
136,18.0 MB,2.05 GB,568 µs,45.7 ms,0%
137,18.0 MB,2.05 GB,580 µs,46.8 ms,0%
138,18.0 MB,2.05 GB,592 µs,48.0 ms,0%
139,18.0 MB,2.05 GB,603 µs,49.1 ms,0%
140,18.0 MB,2.05 GB,699 µs,50.2 ms,0%
141,18.0 MB,2.05 GB,699 µs,51.3 ms,0%
142,18.0 MB,2.05 GB,699 µs,52.4 ms,0%
143,18.0 MB,2.05 GB,699 µs,53.5 ms,0%
144,18.0 MB,2.05 GB,622 µs,54.6 ms,0%
145,18.0 MB,2.05 GB,622 µs,55.8 ms,0%
146,18.0 MB,2.05 GB,622 µs,66.9 ms,0%
147,18.0 MB,2.05 GB,622 µs,66.9 ms,0%
148,18.0 MB,2.05 GB,622 µs,66.9 ms,0%
149,18.0 MB,2.05 GB,622 µs,66.9 ms,0%
150,18.0 MB,2.05 GB,622 µs,45.1 ms,0%
151,18.0 MB,2.05 GB,622 µs,45.1 ms,0%
152,18.0 MB,2.05 GB,622 µs,45.1 ms,0%
153,18.0 MB,2.05 GB,622 µs,45.1 ms,0%
154,18.1 MB,2.05 GB,266 µs,45.1 ms,0%
155,18.1 MB,2.05 GB,271 µs,45.1 ms,0%
156,18.1 MB,2.05 GB,277 µs,45.1 ms,0%
157,18.1 MB,2.05 GB,283 µs,45.1 ms,0%
158,18.1 MB,2.05 GB,289 µs,45.1 ms,0%
159,18.1 MB,2.05 GB,294 µs,45.1 ms,0%
160,18.1 MB,2.05 GB,300 µs,45.1 ms,0%
161,18.1 MB,2.05 GB,306 µs,45.1 ms,0%
162,18.1 MB,2.05 GB,342 µs,45.1 ms,0%
163,18.1 MB,2.05 GB,342 µs,423 µs,0%
164,18.1 MB,2.05 GB,342 µs,432 µs,0%
