step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container,gpu_gpu_0
67,18.4 MB,4.85 GB,1.58 ms,874 ms,100%
68,18.4 MB,4.85 GB,1.58 ms,889 ms,0%
69,18.4 MB,4.85 GB,1.10 ms,905 ms,100%
70,18.4 MB,4.85 GB,1.10 ms,921 ms,0%
71,18.4 MB,4.85 GB,1.10 ms,936 ms,100%
72,18.4 MB,4.85 GB,1.10 ms,939 ms,0%
73,18.4 MB,4.85 GB,1.10 ms,939 ms,100%
74,18.4 MB,4.85 GB,1.10 ms,939 ms,0%
75,18.4 MB,4.85 GB,1.10 ms,939 ms,42%
76,18.4 MB,4.85 GB,1.10 ms,939 ms,0%
77,18.4 MB,4.85 GB,1.10 ms,939 ms,82%
78,18.8 MB,4.85 GB,1.18 ms,939 ms,0%
79,18.8 MB,4.85 GB,1.18 ms,939 ms,0%
80,18.8 MB,5.21 GB,1.18 ms,944 ms,0%
81,18.8 MB,5.21 GB,1.18 ms,944 ms,0%
82,18.8 MB,5.21 GB,1.18 ms,944 ms,100%
83,18.8 MB,5.21 GB,1.18 ms,944 ms,0%
84,18.8 MB,5.21 GB,1.18 ms,944 ms,41%
85,18.8 MB,5.21 GB,1.18 ms,710 ms,0%
86,18.8 MB,5.21 GB,1.18 ms,726 ms,0%
87,18.8 MB,5.21 GB,1.18 ms,742 ms,0%
88,18.9 MB,5.21 GB,945 µs,758 ms,0%
89,18.9 MB,5.21 GB,1.11 ms,773 ms,100%
90,18.9 MB,5.21 GB,1.11 ms,789 ms,0%
91,18.9 MB,5.21 GB,1.11 ms,805 ms,0%
92,18.9 MB,5.21 GB,1.11 ms,958 ms,100%
93,18.9 MB,5.21 GB,1.11 ms,958 ms,0%
94,18.9 MB,5.21 GB,1.11 ms,958 ms,0%
95,18.9 MB,5.21 GB,1.11 ms,958 ms,4%
96,18.9 MB,5.21 GB,1.11 ms,958 ms,0%
97,18.9 MB,5.21 GB,1.11 ms,806 ms,44%
98,18.9 MB,5.21 GB,1.11 ms,790 ms,0%
99,18.9 MB,5.21 GB,1.11 ms,774 ms,0%
100,19.0 MB,5.21 GB,1.07 ms,758 ms,100%
101,19.0 MB,5.21 GB,1.07 ms,742 ms,0%
102,19.0 MB,5.33 GB,1.07 ms,726 ms,0%
103,19.0 MB,5.33 GB,1.07 ms,710 ms,100%
104,19.0 MB,5.33 GB,1.07 ms,694 ms,0%
105,19.0 MB,5.33 GB,875 µs,678 ms,0%
106,19.0 MB,5.33 GB,893 µs,662 ms,0%
107,19.0 MB,5.33 GB,911 µs,647 ms,0%
108,19.0 MB,5.33 GB,930 µs,631 ms,100%
109,19.0 MB,5.33 GB,948 µs,417 ms,0%
110,19.0 MB,5.33 GB,966 µs,417 ms,0%
111,19.0 MB,5.33 GB,1.10 ms,417 ms,100%
112,19.0 MB,5.33 GB,1.10 ms,417 ms,0%
113,19.0 MB,5.33 GB,959 µs,531 ms,0%
114,19.0 MB,5.33 GB,940 µs,515 ms,0%
115,19.0 MB,5.33 GB,922 µs,499 ms,0%
116,19.0 MB,5.33 GB,904 µs,483 ms,0%
117,19.0 MB,5.33 GB,885 µs,467 ms,0%
118,19.1 MB,5.59 GB,1.10 ms,597 ms,0%
119,19.1 MB,5.59 GB,1.10 ms,588 ms,0%
120,19.1 MB,5.59 GB,1.10 ms,580 ms,0%
121,19.1 MB,5.59 GB,1.10 ms,572 ms,0%
122,19.1 MB,5.59 GB,1.10 ms,563 ms,0%
123,19.1 MB,5.59 GB,1.10 ms,555 ms,0%
124,19.1 MB,5.59 GB,995 µs,547 ms,0%
125,19.1 MB,5.59 GB,995 µs,538 ms,0%
126,19.1 MB,5.59 GB,995 µs,530 ms,0%
127,19.1 MB,5.59 GB,995 µs,215 ms,0%
128,19.1 MB,5.59 GB,995 µs,223 ms,0%
129,19.1 MB,5.59 GB,995 µs,144 ms,0%
130,19.1 MB,5.59 GB,995 µs,148 ms,0%
131,19.1 MB,5.59 GB,995 µs,153 ms,0%
132,19.1 MB,5.59 GB,995 µs,157 ms,0%
133,19.1 MB,5.59 GB,849 µs,162 ms,0%
134,19.1 MB,5.59 GB,833 µs,166 ms,0%
135,19.1 MB,5.59 GB,816 µs,171 ms,0%
136,19.1 MB,5.59 GB,792 µs,175 ms,0%
137,19.1 MB,5.59 GB,792 µs,180 ms,0%
138,19.1 MB,5.59 GB,771 µs,184 ms,0%
139,19.1 MB,5.59 GB,771 µs,189 ms,0%
140,19.1 MB,5.59 GB,771 µs,141 ms,0%
141,19.1 MB,5.59 GB,771 µs,144 ms,0%
142,19.1 MB,5.59 GB,771 µs,148 ms,0%
143,19.1 MB,5.59 GB,771 µs,151 ms,0%
144,19.1 MB,5.59 GB,771 µs,154 ms,0%
145,19.1 MB,5.59 GB,771 µs,157 ms,0%
146,19.1 MB,5.59 GB,771 µs,160 ms,0%
147,19.1 MB,5.59 GB,771 µs,163 ms,0%
148,19.1 MB,5.59 GB,630 µs,167 ms,0%
149,19.1 MB,5.59 GB,630 µs,170 ms,0%
150,19.1 MB,5.59 GB,630 µs,173 ms,0%
151,19.1 MB,5.59 GB,630 µs,176 ms,0%
152,19.1 MB,5.59 GB,630 µs,179 ms,0%
153,19.1 MB,5.59 GB,630 µs,183 ms,0%
154,19.1 MB,5.59 GB,630 µs,161 ms,0%
155,19.1 MB,5.59 GB,630 µs,161 ms,0%
156,19.1 MB,5.59 GB,630 µs,159 ms,0%
157,19.1 MB,5.59 GB,630 µs,155 ms,0%
158,19.1 MB,5.59 GB,630 µs,152 ms,0%
159,19.1 MB,5.59 GB,630 µs,149 ms,0%
160,19.1 MB,5.59 GB,287 µs,146 ms,0%
161,19.1 MB,5.59 GB,345 µs,143 ms,0%
162,19.1 MB,5.59 GB,345 µs,337 µs,0%
163,19.1 MB,5.59 GB,345 µs,337 µs,0%
164,19.1 MB,5.59 GB,345 µs,337 µs,0%
165,19.1 MB,5.59 GB,288 µs,404 µs,0%
166,19.1 MB,5.59 GB,282 µs,394 µs,0%
167,19.1 MB,5.59 GB,277 µs,384 µs,0%
168,19.1 MB,5.59 GB,271 µs,374 µs,0%
169,19.2 MB,5.59 GB,354 µs,364 µs,0%
