step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container,gpu_gpu_0
0,19.2 MB,3.06 GB,193 µs,115 µs,
1,19.2 MB,3.06 GB,98.8 µs,112 µs,
2,19.2 MB,3.06 GB,128 µs,110 µs,
3,19.2 MB,3.06 GB,125 µs,107 µs,
4,19.2 MB,3.06 GB,122 µs,105 µs,
5,19.2 MB,3.06 GB,118 µs,102 µs,
6,19.2 MB,3.06 GB,115 µs,99.7 µs,
7,19.2 MB,3.06 GB,112 µs,97.1 µs,
8,19.2 MB,3.06 GB,109 µs,0 s,
9,22.6 MB,3.06 GB,106 µs,0 s,0%
10,22.6 MB,3.06 GB,103 µs,0 s,0%
11,22.6 MB,3.06 GB,99.9 µs,0 s,0%
12,22.6 MB,3.06 GB,96.8 µs,0 s,0%
13,22.6 MB,3.06 GB,93.7 µs,0 s,2%
14,22.6 MB,3.06 GB,90.6 µs,0 s,6%
15,22.6 MB,3.06 GB,87.5 µs,0 s,12%
16,22.6 MB,3.06 GB,84.4 µs,0 s,18%
17,22.6 MB,3.06 GB,81.3 µs,0 s,23%
18,22.6 MB,3.06 GB,78.2 µs,0 s,0%
19,22.6 MB,3.06 GB,75.1 µs,0 s,13%
20,22.6 MB,3.06 GB,,0 s,32%
21,22.6 MB,3.06 GB,,0 s,47%
22,22.6 MB,3.06 GB,,0 s,0%
23,22.6 MB,3.06 GB,,,0%
24,22.6 MB,3.06 GB,,,56%
25,22.6 MB,3.84 GB,,214 ms,0%
26,22.6 MB,3.84 GB,,228 ms,0%
27,22.6 MB,3.84 GB,,241 ms,30%
28,26.7 MB,3.84 GB,1.02 ms,254 ms,0%
29,26.7 MB,3.84 GB,1.06 ms,267 ms,0%
30,26.7 MB,3.84 GB,1.11 ms,280 ms,0%
31,26.7 MB,3.84 GB,1.15 ms,293 ms,0%
32,26.7 MB,3.84 GB,1.19 ms,306 ms,0%
33,26.7 MB,3.84 GB,1.23 ms,319 ms,0%
34,26.7 MB,3.84 GB,1.27 ms,333 ms,0%
35,26.7 MB,3.84 GB,1.32 ms,346 ms,64%
36,26.7 MB,3.84 GB,1.36 ms,359 ms,20%
37,26.7 MB,3.84 GB,1.40 ms,372 ms,0%
38,26.7 MB,3.84 GB,1.44 ms,385 ms,0%
39,26.7 MB,3.84 GB,1.48 ms,398 ms,0%
40,26.7 MB,3.84 GB,1.53 ms,411 ms,0%
41,26.7 MB,3.84 GB,1.57 ms,425 ms,77%
42,26.7 MB,3.84 GB,1.61 ms,304 ms,24%
43,26.7 MB,3.84 GB,1.65 ms,304 ms,0%
44,26.7 MB,3.84 GB,1.69 ms,304 ms,0%
45,27.2 MB,3.84 GB,1.36 ms,304 ms,41%
46,27.2 MB,3.84 GB,1.39 ms,304 ms,0%
47,27.2 MB,3.84 GB,1.42 ms,304 ms,0%
48,27.2 MB,3.84 GB,1.45 ms,304 ms,0%
49,27.2 MB,4.53 GB,1.48 ms,586 ms,40%
50,27.2 MB,4.53 GB,1.52 ms,601 ms,0%
51,27.2 MB,4.53 GB,1.55 ms,615 ms,0%
52,27.2 MB,4.53 GB,1.58 ms,630 ms,84%
53,17.9 MB,4.53 GB,1.61 ms,644 ms,0%
54,17.9 MB,4.53 GB,1.64 ms,659 ms,100%
55,17.9 MB,4.53 GB,1.67 ms,673 ms,0%
56,17.9 MB,4.53 GB,1.70 ms,688 ms,100%
57,17.9 MB,4.53 GB,1.74 ms,702 ms,0%
58,17.9 MB,4.53 GB,1.77 ms,717 ms,0%
59,17.9 MB,4.14 GB,1.80 ms,731 ms,0%
60,17.9 MB,4.14 GB,1.83 ms,746 ms,0%
61,17.9 MB,4.14 GB,1.86 ms,760 ms,36%
62,17.9 MB,4.14 GB,1.89 ms,775 ms,0%
63,17.9 MB,4.14 GB,1.89 ms,789 ms,100%
64,18.4 MB,4.14 GB,1.58 ms,804 ms,0%
65,18.4 MB,4.14 GB,1.58 ms,818 ms,100%
66,18.4 MB,4.14 GB,1.58 ms,833 ms,0%
