,matrix_size,response_time_ms,gpu_used
0,0,9755.013704299929,True
1,200,138.28206062316897,True
2,400,83.52780342102051,True
3,600,180.1910400390625,True
4,800,159.9719524383545,True
5,1000,165.90499877929688,True
6,1200,164.8712158203125,True
7,1400,203.11594009399417,True
8,1600,96.97198867797852,True
9,1800,200.1438140869141,True
10,2000,140.85793495178223,True
11,2200,138.98277282714844,True
12,2400,135.93506813049316,True
13,2600,184.04388427734375,True
14,2800,143.39399337768555,True
15,3000,145.22695541381836,True
16,3200,179.57401275634766,True
17,3400,168.4868335723877,True
18,3600,186.40995025634768,True
19,3800,248.3220100402832,True
20,4000,202.61073112487793,True
21,4200,218.1580066680908,True
22,4400,237.24102973937988,True
23,4600,251.43790245056152,True
24,4800,263.9486789703369,True
25,5000,277.47201919555664,True
26,5200,293.42103004455566,True
27,5400,391.6909694671631,True
28,5600,336.9319438934326,True
29,5800,356.0469150543213,True
30,6000,371.34408950805664,True
31,6200,381.38484954833984,True
32,6400,414.6389961242676,True
33,6600,421.086072921753,True
34,6800,466.92585945129395,True
35,7000,503.48901748657227,True
36,7200,504.5437812805176,True
37,7400,515.0289535522461,True
38,7600,546.6539859771729,True
39,7800,572.4380016326904,True
40,8000,604.8018932342529,True
41,8200,692.1281814575195,True
42,8400,659.3430042266846,True
43,8600,684.5991611480713,True
44,8800,724.9200344085693,True
45,9000,736.9060516357422,True
46,9200,804.0549755096436,True
47,9400,792.4838066101074,True
48,9600,825.0739574432373,True
49,9800,845.576286315918,True
50,10000,920.762062072754,True
51,10200,932.988166809082,True
52,10400,989.72487449646,True
53,10600,1076.747179031372,True
54,10800,1645.1168060302734,True
55,11000,1073.503017425537,True
56,11200,1176.912784576416,True
57,11400,1160.8140468597412,True
58,11600,1199.1989612579346,True
59,11800,1323.6517906188965,True
60,12000,1331.7701816558838,True
61,12200,1301.9051551818848,True
62,12400,1364.577054977417,True
63,12600,1418.2000160217283,True
64,12800,1441.32399559021,True
65,13000,1475.5041599273682,True
66,13200,1594.0589904785156,True
67,13400,1536.329984664917,True
68,13600,2050.207138061523,True
69,13800,1617.1951293945312,True
70,14000,1678.2021522521973,True
71,14200,1679.6081066131592,True
72,14400,1762.8378868103027,True
73,14600,1856.2440872192385,True
74,14800,1887.7439498901367,True
75,15000,1950.770139694214,True
76,15200,2099.630117416382,True
77,15400,2108.592748641968,True
78,15600,2089.336633682251,True
79,15800,2147.702932357788,True
80,16000,2183.027982711792,True
81,16200,2226.7861366271973,True
82,16400,2239.4320964813232,True
83,16600,2291.879177093506,True
84,16800,2522.894859313965,True
85,17000,2969.1319465637207,True
86,17200,2495.4538345336914,True
87,17400,2605.055332183838,True
88,17600,2635.040044784546,True
89,17800,2809.170961380005,True
90,18000,2866.0879135131836,True
91,18200,2907.862901687622,True
92,18400,2895.3847885131836,True
93,18600,2912.009954452514,True
94,18800,2955.4622173309326,True
95,19000,3064.703941345215,True
96,19200,3181.593179702759,True
97,19400,3185.976982116699,True
98,19600,3336.9030952453613,True
99,19800,3383.3069801330566,True
100,20000,3404.2317867279053,True
