,matrix_size,response_time_ms,gpu_used
0,0,9051.828861236572,True
1,200,134.9787712097168,True
2,400,78.91678810119629,True
3,600,180.56797981262207,True
4,800,159.71994400024414,True
5,1000,157.82499313354492,True
6,1200,170.2711582183838,True
7,1400,150.84505081176758,True
8,1600,173.02393913269043,True
9,1800,108.23893547058104,True
10,2000,110.64696311950684,True
11,2200,110.78000068664552,True
12,2400,206.8490982055664,True
13,2600,145.1859474182129,True
14,2800,145.59626579284668,True
15,3000,178.97582054138184,True
16,3200,170.4387664794922,True
17,3400,166.34440422058103,True
18,3600,178.7419319152832,True
19,3800,191.68519973754883,True
20,4000,201.7230987548828,True
21,4200,288.82694244384766,True
22,4400,227.0510196685791,True
23,4600,259.5362663269043,True
24,4800,268.44215393066406,True
25,5000,279.35004234313965,True
26,5200,298.3229160308838,True
27,5400,317.0289993286133,True
28,5600,341.5689468383789,True
29,5800,353.801965713501,True
30,6000,368.2360649108887,True
31,6200,382.1167945861816,True
32,6400,413.80882263183594,True
33,6600,484.4439029693603,True
34,6800,509.6731185913086,True
35,7000,469.41399574279785,True
36,7200,501.8272399902344,True
37,7400,521.5058326721191,True
38,7600,550.8460998535156,True
39,7800,563.776969909668,True
40,8000,615.7991886138916,True
41,8200,615.5669689178467,True
42,8400,640.5448913574219,True
43,8600,675.2755641937256,True
44,8800,778.5110473632812,True
45,9000,817.5580501556396,True
46,9200,784.6150398254395,True
47,9400,794.3429946899414,True
48,9600,837.9702568054199,True
49,9800,929.8670291900636,True
50,10000,897.6881504058838,True
51,10200,928.0869960784912,True
52,10400,1068.2592391967771,True
53,10600,995.7208633422852,True
54,10800,1542.820930480957,True
55,11000,1079.4899463653564,True
56,11200,1112.7963066101074,True
57,11400,1205.8708667755127,True
58,11600,1193.176031112671,True
59,11800,1232.3846817016602,True
60,12000,1273.4949588775637,True
61,12200,1318.9680576324463,True
62,12400,1347.6941585540771,True
63,12600,1379.3449401855469,True
64,12800,1418.743133544922,True
65,13000,1479.7189235687256,True
66,13200,1536.1909866333008,True
67,13400,1541.3837432861328,True
68,13600,2067.1513080596924,True
69,13800,1630.328893661499,True
70,14000,1688.1680488586426,True
71,14200,1743.8068389892578,True
72,14400,1770.2829837799072,True
73,14600,1840.0659561157229,True
74,14800,1897.6061344146729,True
75,15000,1956.74991607666,True
76,15200,2000.0689029693604,True
77,15400,2088.0560874938965,True
78,15600,2059.4940185546875,True
79,15800,2129.016160964966,True
80,16000,2189.1658306121826,True
81,16200,2260.962963104248,True
82,16400,2276.8001556396484,True
83,16600,2308.8700771331787,True
84,16800,2374.4871616363525,True
85,17000,2969.285011291504,True
86,17200,2450.186014175415,True
87,17400,2669.0380573272705,True
88,17600,2661.0066890716553,True
89,17800,2664.942979812622,True
90,18000,2760.392904281616,True
91,18200,,
92,18400,,
93,18600,,
94,18800,,
95,19000,,
96,19200,,
97,19400,,
98,19600,,
99,19800,3599.057197570801,True
100,20000,3320.2879428863525,True
