,matrix_size,response_time_ms,gpu_used
0,0,10304.656744003296,True
1,200,134.45496559143066,True
2,400,107.90514945983888,True
3,600,107.73396492004396,True
4,800,109.31897163391112,True
5,1000,110.51702499389648,True
6,1200,160.80188751220703,True
7,1400,163.96403312683103,True
8,1600,166.39113426208496,True
9,1800,204.18691635131836,True
10,2000,177.00600624084473,True
11,2200,179.3510913848877,True
12,2400,135.6983184814453,True
13,2600,132.04073905944824,True
14,2800,142.90308952331543,True
15,3000,147.99785614013672,True
16,3200,201.0040283203125,True
17,3400,170.0000762939453,True
18,3600,176.27382278442383,True
19,3800,193.52030754089355,True
20,4000,207.5350284576416,True
21,4200,217.36383438110352,True
22,4400,277.1749496459961,True
23,4600,250.66375732421875,True
24,4800,266.94393157958984,True
25,5000,289.55698013305664,True
26,5200,378.5426616668701,True
27,5400,316.44511222839355,True
28,5600,327.44717597961426,True
29,5800,378.6709308624267,True
30,6000,376.9500255584717,True
31,6200,440.9143924713135,True
32,6400,414.6549701690674,True
33,6600,437.62898445129395,True
34,6800,476.8657684326172,True
35,7000,488.13319206237793,True
36,7200,534.7681045532227,True
37,7400,528.907060623169,True
38,7600,558.398962020874,True
39,7800,580.5928707122803,True
40,8000,616.6691780090332,True
41,8200,622.056245803833,True
42,8400,725.0492572784424,True
43,8600,693.3648586273193,True
44,8800,712.1169567108154,True
45,9000,735.5258464813232,True
46,9200,875.885009765625,True
47,9400,805.3250312805176,True
48,9600,829.8630714416504,True
49,9800,863.5108470916748,True
50,10000,915.3070449829102,True
51,10200,940.9751892089844,True
52,10400,965.0568962097168,True
53,10600,982.8567504882812,True
54,10800,1522.163152694702,True
55,11000,1078.3789157867432,True
56,11200,1128.2169818878174,True
57,11400,1140.1758193969729,True
58,11600,1181.0200214385986,True
59,11800,1221.5609550476074,True
60,12000,1258.7928771972656,True
61,12200,1330.989122390747,True
62,12400,1422.9638576507568,True
63,12600,1551.84006690979,True
64,12800,1536.2951755523682,True
65,13000,1497.309923171997,True
66,13200,1546.1649894714355,True
67,13400,1664.7930145263672,True
68,13600,2149.003028869629,True
69,13800,1684.4260692596436,True
70,14000,1689.4729137420654,True
71,14200,1747.4501132965088,True
72,14400,1779.4029712677002,True
73,14600,1813.6179447174072,True
74,14800,1933.103084564209,True
75,15000,2045.208215713501,True
76,15200,1989.936351776123,True
77,15400,2089.114189147949,True
78,15600,2144.32692527771,True
79,15800,2185.6610774993896,True
80,16000,2237.6177310943604,True
81,16200,2356.292247772217,True
82,16400,2326.512098312378,True
83,16600,2468.5590267181396,True
84,16800,2426.229953765869,True
85,17000,3012.1469497680664,True
86,17200,2506.5228939056396,True
87,17400,2616.6999340057373,True
88,17600,2657.301902770996,True
89,17800,2765.5811309814453,True
90,18000,2769.110918045044,True
91,18200,2935.541868209839,True
92,18400,2921.7658042907715,True
93,18600,2946.2809562683105,True
94,18800,3067.2481060028076,True
95,19000,3055.3693771362305,True
96,19200,3197.554349899292,True
97,19400,,
98,19600,,
99,19800,,
100,20000,,
