step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container,gpu_gpu_0
137,19.5 MB,2.86 GB,859 µs,739 ms,0%
138,19.5 MB,2.86 GB,839 µs,723 ms,0%
139,19.5 MB,2.86 GB,820 µs,707 ms,0%
140,19.5 MB,2.86 GB,800 µs,691 ms,0%
141,19.5 MB,2.86 GB,780 µs,512 ms,0%
142,19.8 MB,2.86 GB,1.27 ms,651 ms,0%
143,19.8 MB,2.86 GB,1.29 ms,635 ms,0%
144,19.8 MB,2.86 GB,1.29 ms,619 ms,0%
145,19.8 MB,2.86 GB,1.29 ms,603 ms,0%
146,19.8 MB,2.86 GB,1.29 ms,587 ms,0%
147,19.8 MB,2.86 GB,1.29 ms,571 ms,0%
148,19.8 MB,2.86 GB,1.29 ms,555 ms,0%
149,19.8 MB,2.86 GB,1.29 ms,539 ms,0%
150,19.8 MB,2.86 GB,1.29 ms,523 ms,0%
151,19.8 MB,2.86 GB,1.29 ms,507 ms,0%
152,19.8 MB,2.86 GB,1.29 ms,491 ms,0%
153,19.8 MB,2.86 GB,1.29 ms,475 ms,0%
154,19.8 MB,2.86 GB,1.37 ms,459 ms,0%
155,19.8 MB,2.86 GB,1.37 ms,443 ms,0%
156,19.8 MB,2.86 GB,1.03 ms,427 ms,0%
157,19.8 MB,2.86 GB,1.03 ms,411 ms,0%
158,19.8 MB,2.86 GB,1.03 ms,395 ms,0%
159,19.8 MB,2.86 GB,1.03 ms,104 µs,0%
160,19.8 MB,2.86 GB,1.03 ms,108 µs,0%
161,19.8 MB,2.86 GB,1.03 ms,100 µs,0%
162,19.8 MB,2.86 GB,1.03 ms,103 µs,0%
163,19.8 MB,2.86 GB,1.03 ms,107 µs,0%
164,19.8 MB,2.86 GB,1.03 ms,110 µs,0%
165,19.8 MB,2.86 GB,1.03 ms,113 µs,0%
166,19.8 MB,2.86 GB,1.03 ms,116 µs,0%
167,19.8 MB,2.86 GB,1.03 ms,119 µs,0%
168,19.8 MB,2.86 GB,1.03 ms,123 µs,0%
169,19.8 MB,2.86 GB,1.03 ms,126 µs,0%
170,19.8 MB,2.86 GB,1.03 ms,129 µs,0%
171,19.8 MB,2.86 GB,1.03 ms,132 µs,0%
172,19.8 MB,2.86 GB,1.03 ms,135 µs,0%
173,19.8 MB,2.86 GB,177 µs,139 µs,0%
174,19.8 MB,2.86 GB,177 µs,145 µs,0%
175,19.8 MB,2.86 GB,177 µs,148 µs,0%
176,19.8 MB,2.86 GB,258 µs,152 µs,0%
177,19.8 MB,2.86 GB,264 µs,155 µs,0%
178,19.8 MB,2.86 GB,270 µs,158 µs,0%
179,19.8 MB,1.47 GB,276 µs,161 µs,0%
180,19.8 MB,1.47 GB,282 µs,165 µs,0%
181,19.8 MB,1.47 GB,288 µs,168 µs,0%
182,19.8 MB,1.47 GB,294 µs,195 µs,0%
183,19.8 MB,1.47 GB,356 µs,195 µs,0%
184,19.8 MB,1.47 GB,356 µs,195 µs,0%
185,19.8 MB,1.47 GB,356 µs,195 µs,0%
186,19.8 MB,1.47 GB,356 µs,195 µs,0%
187,19.8 MB,1.47 GB,356 µs,195 µs,0%
188,19.8 MB,1.47 GB,356 µs,169 µs,0%
189,19.8 MB,1.47 GB,356 µs,166 µs,0%
190,19.8 MB,1.47 GB,356 µs,163 µs,0%
191,19.8 MB,1.47 GB,356 µs,160 µs,0%
192,19.8 MB,1.47 GB,356 µs,156 µs,0%
193,19.8 MB,1.47 GB,356 µs,153 µs,0%
