step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container,gpu_gpu_0
0,18.2 MB,2.05 GB,213 µs,223 µs,
1,18.2 MB,2.05 GB,209 µs,216 µs,
2,18.2 MB,2.05 GB,204 µs,210 µs,
3,18.2 MB,2.05 GB,200 µs,204 µs,
4,18.2 MB,2.05 GB,195 µs,197 µs,
5,18.2 MB,2.05 GB,191 µs,191 µs,
6,18.2 MB,2.05 GB,186 µs,,
7,18.2 MB,2.05 GB,182 µs,,
8,18.2 MB,2.05 GB,177 µs,,
9,18.2 MB,2.05 GB,173 µs,,
10,21.8 MB,2.05 GB,95.4 µs,,0%
11,21.8 MB,2.05 GB,95.4 µs,,0%
12,21.8 MB,2.05 GB,95.4 µs,,0%
13,21.8 MB,2.05 GB,122 µs,,0%
14,21.8 MB,2.05 GB,118 µs,,2%
15,21.8 MB,2.05 GB,114 µs,,2%
16,21.8 MB,2.05 GB,111 µs,,0%
17,21.8 MB,2.05 GB,107 µs,,0%
18,21.8 MB,2.05 GB,104 µs,,0%
19,21.8 MB,2.05 GB,100.0 µs,,0%
20,21.8 MB,2.05 GB,96.4 µs,,0%
21,21.8 MB,2.05 GB,92.7 µs,,9%
22,21.8 MB,2.05 GB,89.1 µs,,0%
23,21.8 MB,2.05 GB,85.5 µs,,0%
24,21.8 MB,2.05 GB,81.9 µs,,0%
25,21.8 MB,2.44 GB,78.2 µs,201 ms,0%
26,21.8 MB,2.44 GB,74.6 µs,213 ms,0%
27,21.8 MB,2.44 GB,,226 ms,0%
28,26.0 MB,2.44 GB,1.02 ms,238 ms,0%
29,26.0 MB,2.44 GB,1.06 ms,251 ms,50%
30,26.0 MB,2.44 GB,1.11 ms,264 ms,0%
31,26.0 MB,2.44 GB,1.15 ms,276 ms,0%
32,26.0 MB,2.44 GB,1.19 ms,289 ms,0%
33,26.0 MB,2.44 GB,1.23 ms,301 ms,0%
34,26.0 MB,2.44 GB,1.27 ms,314 ms,0%
35,26.0 MB,2.44 GB,1.32 ms,326 ms,0%
36,26.0 MB,2.44 GB,1.36 ms,339 ms,100%
37,26.0 MB,2.64 GB,1.40 ms,382 ms,0%
38,26.0 MB,2.64 GB,1.44 ms,396 ms,0%
39,26.0 MB,2.64 GB,1.49 ms,410 ms,0%
40,26.0 MB,2.64 GB,1.53 ms,423 ms,0%
41,26.0 MB,2.64 GB,1.57 ms,437 ms,0%
42,26.1 MB,2.64 GB,1.27 ms,451 ms,32%
43,26.1 MB,2.64 GB,1.30 ms,464 ms,0%
44,26.1 MB,2.64 GB,1.33 ms,478 ms,0%
45,26.1 MB,2.64 GB,1.36 ms,492 ms,0%
46,26.1 MB,2.64 GB,1.39 ms,505 ms,46%
47,26.1 MB,3.74 GB,1.43 ms,538 ms,0%
48,26.1 MB,3.74 GB,1.46 ms,552 ms,0%
49,26.1 MB,3.74 GB,1.49 ms,566 ms,76%
50,26.1 MB,3.47 GB,1.52 ms,580 ms,0%
51,18.1 MB,3.47 GB,1.55 ms,594 ms,0%
52,18.1 MB,3.47 GB,1.58 ms,608 ms,100%
53,18.1 MB,3.47 GB,1.62 ms,623 ms,0%
54,18.1 MB,3.47 GB,1.65 ms,637 ms,0%
55,18.1 MB,3.47 GB,1.68 ms,651 ms,100%
56,18.1 MB,3.47 GB,1.71 ms,665 ms,0%
57,18.1 MB,3.47 GB,1.74 ms,679 ms,0%
58,18.2 MB,2.64 GB,1.44 ms,710 ms,0%
59,18.2 MB,2.64 GB,1.47 ms,724 ms,100%
60,18.2 MB,2.64 GB,1.49 ms,739 ms,0%
61,18.2 MB,2.64 GB,1.50 ms,753 ms,0%
62,18.2 MB,2.64 GB,1.50 ms,768 ms,0%
63,18.2 MB,2.64 GB,1.50 ms,782 ms,0%
64,18.2 MB,2.64 GB,1.50 ms,797 ms,81%
65,18.2 MB,2.64 GB,1.50 ms,811 ms,0%
66,18.2 MB,2.64 GB,1.50 ms,826 ms,32%
67,18.2 MB,2.64 GB,1.50 ms,840 ms,0%
68,18.2 MB,2.64 GB,1.50 ms,855 ms,40%
69,18.2 MB,2.64 GB,1.50 ms,869 ms,0%
70,18.2 MB,2.64 GB,747 µs,672 ms,42%
71,18.2 MB,2.64 GB,887 µs,672 ms,0%
72,18.2 MB,2.64 GB,887 µs,672 ms,78%
73,18.2 MB,2.64 GB,887 µs,771 ms,0%
74,18.2 MB,2.64 GB,887 µs,755 ms,0%
75,18.2 MB,2.64 GB,745 µs,740 ms,0%
76,18.2 MB,2.64 GB,731 µs,725 ms,0%
77,18.2 MB,2.64 GB,716 µs,709 ms,0%
78,18.2 MB,2.64 GB,701 µs,694 ms,0%
79,18.2 MB,2.64 GB,686 µs,678 ms,100%
80,18.2 MB,2.64 GB,671 µs,663 ms,0%
81,18.2 MB,4.19 GB,657 µs,940 ms,100%
82,18.2 MB,4.19 GB,642 µs,940 ms,0%
83,19.0 MB,4.19 GB,1.02 ms,940 ms,50%
84,19.0 MB,4.19 GB,1.02 ms,940 ms,0%
85,19.0 MB,4.19 GB,1.02 ms,949 ms,0%
86,19.0 MB,4.19 GB,1.02 ms,949 ms,0%
87,19.0 MB,4.19 GB,1.02 ms,949 ms,0%
88,19.0 MB,4.19 GB,979 µs,949 ms,100%
89,19.0 MB,4.19 GB,979 µs,949 ms,0%
90,19.0 MB,4.19 GB,979 µs,949 ms,0%
91,19.0 MB,4.19 GB,979 µs,949 ms,74%
92,19.0 MB,4.19 GB,979 µs,949 ms,0%
93,19.0 MB,4.19 GB,979 µs,949 ms,0%
94,19.1 MB,4.19 GB,1.03 ms,949 ms,0%
95,19.1 MB,4.19 GB,1.03 ms,949 ms,0%
96,19.1 MB,4.19 GB,1.03 ms,949 ms,24%
97,19.1 MB,4.19 GB,1.03 ms,954 ms,0%
98,19.1 MB,4.19 GB,1.03 ms,954 ms,0%
99,19.1 MB,4.14 GB,1.03 ms,957 ms,100%
100,19.1 MB,4.14 GB,1.03 ms,957 ms,0%
101,19.1 MB,4.14 GB,1.03 ms,957 ms,0%
102,19.1 MB,4.14 GB,1.19 ms,957 ms,7%
103,19.1 MB,4.14 GB,1.19 ms,957 ms,0%
104,19.1 MB,4.14 GB,1.19 ms,957 ms,37%
105,19.1 MB,4.14 GB,1.19 ms,957 ms,0%
106,19.1 MB,4.14 GB,1.19 ms,957 ms,0%
107,19.1 MB,4.14 GB,1.19 ms,961 ms,21%
108,19.1 MB,4.14 GB,1.19 ms,961 ms,0%
109,19.1 MB,4.14 GB,1.19 ms,961 ms,0%
110,19.1 MB,4.14 GB,1.19 ms,961 ms,5%
111,19.1 MB,4.14 GB,1.19 ms,961 ms,0%
112,19.1 MB,4.14 GB,1.19 ms,961 ms,0%
113,19.5 MB,4.14 GB,1.18 ms,961 ms,64%
114,19.5 MB,4.14 GB,1.18 ms,961 ms,0%
115,19.5 MB,2.59 GB,1.18 ms,962 ms,0%
116,19.5 MB,2.59 GB,1.18 ms,962 ms,21%
117,19.5 MB,2.59 GB,1.18 ms,962 ms,0%
118,19.5 MB,2.59 GB,853 µs,732 ms,0%
119,19.5 MB,2.59 GB,872 µs,748 ms,62%
120,19.5 MB,2.59 GB,892 µs,764 ms,0%
121,19.5 MB,2.59 GB,912 µs,780 ms,0%
122,19.5 MB,2.59 GB,932 µs,796 ms,29%
123,19.5 MB,2.59 GB,952 µs,963 ms,0%
124,19.5 MB,2.59 GB,971 µs,963 ms,0%
125,19.5 MB,2.59 GB,991 µs,963 ms,0%
126,19.5 MB,2.59 GB,1.19 ms,963 ms,100%
127,19.5 MB,2.59 GB,1.19 ms,963 ms,0%
128,19.5 MB,2.59 GB,1.19 ms,963 ms,0%
129,19.5 MB,2.59 GB,1.19 ms,963 ms,100%
130,19.5 MB,2.59 GB,998 µs,963 ms,0%
131,19.5 MB,2.59 GB,978 µs,963 ms,0%
132,19.5 MB,2.59 GB,958 µs,963 ms,0%
133,19.5 MB,2.59 GB,938 µs,963 ms,0%
134,19.5 MB,2.59 GB,918 µs,788 ms,0%
135,19.5 MB,2.59 GB,899 µs,772 ms,0%
136,19.5 MB,2.86 GB,879 µs,756 ms,100%
