step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container,gpu_gpu_0
81,18.0 MB,1.73 GB,775 µs,932 ms,73%
82,18.0 MB,1.73 GB,893 µs,932 ms,0%
83,18.0 MB,1.02 GB,893 µs,946 ms,0%
84,18.0 MB,1.02 GB,893 µs,946 ms,88%
85,18.0 MB,1.02 GB,893 µs,946 ms,0%
86,18.0 MB,1.02 GB,893 µs,946 ms,46%
87,18.5 MB,1.02 GB,1.02 ms,946 ms,0%
88,18.5 MB,1.02 GB,1.02 ms,946 ms,0%
89,18.5 MB,1.02 GB,1.02 ms,946 ms,13%
90,18.5 MB,1.02 GB,1.02 ms,946 ms,0%
91,18.5 MB,1.02 GB,1.02 ms,946 ms,100%
92,18.5 MB,1.02 GB,1.02 ms,946 ms,46%
93,18.5 MB,1.02 GB,1.02 ms,946 ms,0%
94,18.5 MB,1.02 GB,1.02 ms,946 ms,28%
95,18.5 MB,1.02 GB,1.02 ms,946 ms,0%
96,18.5 MB,1.02 GB,1.07 ms,946 ms,0%
97,18.5 MB,1.02 GB,1.07 ms,946 ms,100%
98,18.5 MB,1.02 GB,1.07 ms,605 ms,0%
99,18.6 MB,1.02 GB,1.15 ms,605 ms,73%
100,18.6 MB,2.57 GB,1.15 ms,806 ms,0%
101,18.6 MB,2.57 GB,1.15 ms,822 ms,0%
102,18.6 MB,2.57 GB,1.15 ms,962 ms,16%
103,18.6 MB,2.57 GB,1.15 ms,962 ms,0%
104,18.6 MB,2.57 GB,1.15 ms,962 ms,0%
105,18.6 MB,2.57 GB,1.15 ms,962 ms,100%
106,18.6 MB,2.57 GB,1.32 ms,962 ms,0%
107,18.6 MB,2.57 GB,1.32 ms,962 ms,0%
108,18.6 MB,2.57 GB,1.32 ms,962 ms,100%
109,18.6 MB,2.57 GB,1.32 ms,962 ms,0%
110,18.6 MB,2.57 GB,1.32 ms,962 ms,0%
111,18.6 MB,2.79 GB,1.32 ms,963 ms,100%
112,18.6 MB,2.79 GB,1.32 ms,963 ms,0%
113,18.7 MB,2.79 GB,1.34 ms,963 ms,0%
114,18.7 MB,2.79 GB,1.34 ms,963 ms,100%
115,18.7 MB,2.79 GB,1.34 ms,963 ms,0%
116,18.7 MB,2.79 GB,1.34 ms,963 ms,0%
117,18.7 MB,2.79 GB,1.34 ms,966 ms,100%
118,18.7 MB,2.79 GB,1.34 ms,966 ms,0%
119,18.7 MB,2.79 GB,1.34 ms,966 ms,0%
120,18.7 MB,2.79 GB,1.34 ms,966 ms,100%
121,18.7 MB,2.79 GB,1.40 ms,966 ms,0%
122,18.7 MB,2.79 GB,1.40 ms,966 ms,0%
123,18.7 MB,2.79 GB,1.40 ms,966 ms,100%
124,18.7 MB,2.79 GB,1.40 ms,966 ms,0%
125,18.7 MB,2.79 GB,1.40 ms,966 ms,0%
126,18.7 MB,2.79 GB,1.40 ms,966 ms,0%
127,18.7 MB,2.79 GB,1.21 ms,817 ms,0%
128,18.7 MB,2.79 GB,1.19 ms,800 ms,0%
129,18.7 MB,2.79 GB,1.17 ms,784 ms,0%
130,18.7 MB,2.79 GB,1.14 ms,776 ms,0%
131,19.1 MB,2.79 GB,1.28 ms,760 ms,0%
132,19.1 MB,2.79 GB,1.28 ms,743 ms,0%
133,19.1 MB,2.79 GB,1.25 ms,727 ms,0%
134,19.1 MB,2.79 GB,1.25 ms,711 ms,0%
135,19.1 MB,2.79 GB,1.25 ms,695 ms,0%
136,19.1 MB,2.79 GB,1.25 ms,679 ms,0%
137,19.1 MB,2.79 GB,1.25 ms,662 ms,0%
138,19.1 MB,2.79 GB,1.25 ms,646 ms,0%
139,19.1 MB,2.79 GB,1.25 ms,630 ms,0%
140,19.1 MB,2.79 GB,1.25 ms,614 ms,0%
141,19.1 MB,3.06 GB,1.25 ms,629 ms,0%
142,19.1 MB,3.06 GB,1.25 ms,615 ms,0%
143,19.1 MB,3.06 GB,1.25 ms,408 ms,0%
144,19.1 MB,3.06 GB,1.25 ms,409 ms,0%
145,19.1 MB,3.06 GB,1.25 ms,411 ms,0%
146,19.1 MB,3.06 GB,1.01 ms,412 ms,0%
147,19.1 MB,3.06 GB,895 µs,518 ms,0%
148,19.1 MB,3.06 GB,895 µs,503 ms,0%
149,19.1 MB,3.06 GB,895 µs,489 ms,0%
150,19.1 MB,3.06 GB,895 µs,474 ms,0%
151,19.1 MB,3.06 GB,895 µs,460 ms,0%
152,19.1 MB,3.06 GB,895 µs,445 ms,0%
153,19.1 MB,3.06 GB,895 µs,431 ms,0%
154,19.1 MB,3.06 GB,895 µs,416 ms,0%
155,19.1 MB,3.06 GB,895 µs,378 ms,0%
156,19.1 MB,3.06 GB,895 µs,363 ms,0%
157,19.1 MB,3.06 GB,895 µs,348 ms,0%
158,19.1 MB,3.06 GB,895 µs,333 ms,0%
159,19.1 MB,3.06 GB,684 µs,318 ms,0%
160,19.1 MB,3.06 GB,684 µs,35.4 ms,0%
161,19.1 MB,3.06 GB,684 µs,36.3 ms,0%
162,19.1 MB,3.06 GB,582 µs,37.2 ms,0%
163,19.1 MB,3.06 GB,582 µs,38.1 ms,0%
164,19.1 MB,3.06 GB,582 µs,39.0 ms,0%
165,19.1 MB,3.06 GB,582 µs,40.0 ms,0%
166,19.1 MB,3.06 GB,582 µs,40.9 ms,0%
167,19.1 MB,3.06 GB,582 µs,41.8 ms,0%
168,19.1 MB,3.06 GB,582 µs,42.7 ms,0%
169,19.1 MB,3.06 GB,582 µs,31.0 ms,0%
170,19.1 MB,3.06 GB,582 µs,31.7 ms,0%
171,19.1 MB,3.06 GB,582 µs,32.3 ms,0%
172,19.1 MB,3.06 GB,582 µs,33.0 ms,0%
173,19.1 MB,3.06 GB,278 µs,33.6 ms,0%
174,19.1 MB,3.06 GB,332 µs,34.3 ms,0%
175,19.1 MB,3.06 GB,332 µs,34.9 ms,0%
176,19.1 MB,3.06 GB,332 µs,35.6 ms,0%
177,19.1 MB,3.06 GB,332 µs,36.2 ms,0%
178,19.1 MB,3.06 GB,281 µs,36.9 ms,0%
179,19.1 MB,3.06 GB,276 µs,37.6 ms,0%
180,19.1 MB,3.06 GB,270 µs,38.2 ms,0%
181,19.1 MB,3.06 GB,330 µs,38.9 ms,0%
