,matrix_size,response_time_ms,gpu_used
0,0,11620.835065841677,True
1,200,140.67506790161133,True
2,400,79.40292358398438,True
3,600,196.94185256958008,True
4,800,109.29298400878906,True
5,1000,111.04774475097656,True
6,1200,107.41901397705078,True
7,1400,109.92121696472168,True
8,1600,109.08079147338869,True
9,1800,108.9029312133789,True
10,2000,137.8490924835205,True
11,2200,134.7658634185791,True
12,2400,172.40595817565918,True
13,2600,137.91513442993164,True
14,2800,138.66209983825684,True
15,3000,145.7669734954834,True
16,3200,158.00714492797852,True
17,3400,177.84881591796875,True
18,3600,195.25694847106936,True
19,3800,185.66012382507324,True
20,4000,197.21698760986328,True
21,4200,220.34192085266113,True
22,4400,233.52694511413577,True
23,4600,254.8179626464844,True
24,4800,274.122953414917,True
25,5000,278.2001495361328,True
26,5200,294.3878173828125,True
27,5400,315.49811363220215,True
28,5600,330.0967216491699,True
29,5800,352.86498069763184,True
30,6000,373.6340999603271,True
31,6200,395.7209587097168,True
32,6400,416.26906394958496,True
33,6600,542.3202514648438,True
34,6800,508.8169574737549,True
35,7000,502.2408962249756,True
36,7200,501.270055770874,True
37,7400,532.2790145874023,True
38,7600,611.8032932281494,True
39,7800,603.4259796142578,True
40,8000,600.193977355957,True
41,8200,622.1268177032471,True
42,8400,710.4942798614502,True
43,8600,671.8301773071289,True
44,8800,718.2190418243408,True
45,9000,736.224889755249,True
46,9200,772.4049091339111,True
47,9400,798.4402179718018,True
48,9600,827.0418643951416,True
49,9800,868.5476779937744,True
50,10000,897.4957466125488,True
51,10200,1099.1580486297607,True
52,10400,1023.0209827423096,True
53,10600,987.3292446136476,True
54,10800,1517.8289413452148,True
55,11000,1132.8649520874023,True
56,11200,1094.939947128296,True
57,11400,1201.442003250122,True
58,11600,1180.685043334961,True
59,11800,1276.1149406433103,True
60,12000,1250.5991458892822,True
61,12200,1308.6791038513184,True
62,12400,1433.3348274230957,True
63,12600,1424.8418807983398,True
64,12800,1421.7090606689453,True
65,13000,1454.2372226715088,True
66,13200,1511.207103729248,True
67,13400,1658.1699848175049,True
68,13600,2151.010036468506,True
69,13800,1662.4300479888916,True
70,14000,1692.1579837799072,True
71,14200,1745.4800605773926,True
72,14400,1859.994888305664,True
73,14600,1842.966079711914,True
74,14800,1866.5440082550049,True
75,15000,1944.058895111084,True
76,15200,1998.118877410889,True
77,15400,2135.6520652770996,True
78,15600,2110.024929046631,True
79,15800,2179.2261600494385,True
80,16000,2400.2702236175537,True
81,16200,2239.643096923828,True
82,16400,2313.707113265991,True
83,16600,2406.8002700805664,True
84,16800,2371.29282951355,True
85,17000,3051.854133605957,True
86,17200,2598.797082901001,True
87,17400,2630.077838897705,True
88,17600,2697.2029209136963,True
89,17800,2865.3528690338135,True
90,18000,2910.633325576782,True
91,18200,3138.0858421325684,True
92,18400,3009.2930793762207,True
93,18600,3008.486747741699,True
94,18800,3116.604804992676,True
95,19000,3079.699754714966,True
96,19200,3397.596836090088,True
97,19400,3265.1660442352295,True
98,19600,3490.5519485473633,True
99,19800,3452.9998302459717,True
100,20000,3574.23996925354,True
