"Time","GPU 0","GPU 0"
2025-09-03 13:35:57,,0%
2025-09-03 13:35:58,,0%
2025-09-03 13:35:59,,0%
2025-09-03 13:36:00,,0%
2025-09-03 13:36:01,,0%
2025-09-03 13:36:02,,0%
2025-09-03 13:36:03,,0%
2025-09-03 13:36:04,,0%
2025-09-03 13:36:05,,0%
2025-09-03 13:36:06,0%,
2025-09-03 13:36:07,0%,
2025-09-03 13:36:08,0%,
2025-09-03 13:36:09,0%,
2025-09-03 13:36:10,0%,
2025-09-03 13:36:11,0%,
2025-09-03 13:36:12,0%,
2025-09-03 13:36:13,0%,
2025-09-03 13:36:14,0%,
2025-09-03 13:36:15,0%,
2025-09-03 13:36:16,0%,
2025-09-03 13:36:17,0%,
2025-09-03 13:36:18,0%,
2025-09-03 13:36:19,0%,
2025-09-03 13:36:20,0%,
2025-09-03 13:36:21,0%,
2025-09-03 13:36:22,0%,
2025-09-03 13:36:23,0%,
2025-09-03 13:36:24,0%,
2025-09-03 13:36:25,0%,
2025-09-03 13:36:26,0%,
2025-09-03 13:36:27,0%,
2025-09-03 13:36:28,0%,
2025-09-03 13:36:29,0%,
2025-09-03 13:36:30,0%,
2025-09-03 13:36:31,64%,
2025-09-03 13:36:32,70%,
2025-09-03 13:36:33,25%,
2025-09-03 13:36:34,15%,
2025-09-03 13:36:35,14%,
2025-09-03 13:36:36,20%,
2025-09-03 13:36:37,49%,
2025-09-03 13:36:38,34%,
2025-09-03 13:36:39,45%,
2025-09-03 13:36:40,16%,
2025-09-03 13:36:41,45%,
2025-09-03 13:36:42,32%,
2025-09-03 13:36:43,47%,
2025-09-03 13:36:44,30%,
2025-09-03 13:36:45,51%,
2025-09-03 13:36:46,29%,
2025-09-03 13:36:47,32%,
2025-09-03 13:36:48,44%,
2025-09-03 13:36:49,19%,
2025-09-03 13:36:50,45%,
2025-09-03 13:36:51,20%,
2025-09-03 13:36:52,19%,
2025-09-03 13:36:53,28%,
2025-09-03 13:36:54,36%,
2025-09-03 13:36:55,15%,
2025-09-03 13:36:56,44%,
2025-09-03 13:36:57,16%,
2025-09-03 13:36:58,42%,
2025-09-03 13:36:59,15%,
2025-09-03 13:37:00,45%,
2025-09-03 13:37:01,45%,
2025-09-03 13:37:02,15%,
2025-09-03 13:37:03,37%,
2025-09-03 13:37:04,38%,
2025-09-03 13:37:05,0%,
2025-09-03 13:37:06,0%,
2025-09-03 13:37:07,0%,
2025-09-03 13:37:08,0%,
2025-09-03 13:37:09,10%,
2025-09-03 13:37:10,0%,
2025-09-03 13:37:11,0%,
2025-09-03 13:37:12,33%,
2025-09-03 13:37:13,37%,
2025-09-03 13:37:14,57%,
2025-09-03 13:37:15,6%,
2025-09-03 13:37:16,9%,
2025-09-03 13:37:17,38%,
2025-09-03 13:37:18,46%,
2025-09-03 13:37:19,45%,
2025-09-03 13:37:20,0%,
2025-09-03 13:37:21,0%,
2025-09-03 13:37:22,16%,
2025-09-03 13:37:23,45%,
2025-09-03 13:37:24,40%,
2025-09-03 13:37:25,49%,
2025-09-03 13:37:26,20%,
2025-09-03 13:37:27,8%,
2025-09-03 13:37:28,27%,
2025-09-03 13:37:29,32%,
2025-09-03 13:37:30,34%,
2025-09-03 13:37:31,0%,
2025-09-03 13:37:32,45%,
2025-09-03 13:37:33,44%,
2025-09-03 13:37:34,69%,
2025-09-03 13:37:35,24%,
2025-09-03 13:37:36,37%,
2025-09-03 13:37:37,61%,
2025-09-03 13:37:38,70%,
2025-09-03 13:37:39,32%,
2025-09-03 13:37:40,43%,
2025-09-03 13:37:41,2%,
2025-09-03 13:37:42,0%,
2025-09-03 13:37:43,2%,
2025-09-03 13:37:44,33%,
2025-09-03 13:37:45,29%,
2025-09-03 13:37:46,21%,
2025-09-03 13:37:47,17%,
2025-09-03 13:37:48,23%,
2025-09-03 13:37:49,45%,
2025-09-03 13:37:50,56%,
2025-09-03 13:37:51,52%,
2025-09-03 13:37:52,45%,
2025-09-03 13:37:53,41%,
2025-09-03 13:37:54,33%,
2025-09-03 13:37:55,41%,
2025-09-03 13:37:56,12%,
2025-09-03 13:37:57,20%,
2025-09-03 13:37:58,33%,
2025-09-03 13:37:59,18%,
2025-09-03 13:38:00,22%,
2025-09-03 13:38:01,0%,
2025-09-03 13:38:02,0%,
2025-09-03 13:38:03,0%,
2025-09-03 13:38:04,0%,
2025-09-03 13:38:05,0%,
2025-09-03 13:38:06,0%,
2025-09-03 13:38:07,0%,
2025-09-03 13:38:08,0%,
2025-09-03 13:38:09,0%,
2025-09-03 13:38:10,0%,
2025-09-03 13:38:11,0%,
2025-09-03 13:38:12,0%,
2025-09-03 13:38:13,0%,
2025-09-03 13:38:14,0%,
2025-09-03 13:38:15,0%,
2025-09-03 13:38:16,0%,
2025-09-03 13:38:17,0%,
2025-09-03 13:38:18,0%,
2025-09-03 13:38:19,0%,
2025-09-03 13:38:20,0%,
2025-09-03 13:38:21,0%,
2025-09-03 13:38:22,0%,
2025-09-03 13:38:23,0%,
2025-09-03 13:38:24,0%,
2025-09-03 13:38:25,0%,
2025-09-03 13:38:26,0%,
2025-09-03 13:38:27,0%,
2025-09-03 13:38:28,0%,
2025-09-03 13:38:29,0%,
2025-09-03 13:38:30,0%,
2025-09-03 13:38:31,0%,
2025-09-03 13:38:32,0%,
2025-09-03 13:38:33,0%,
2025-09-03 13:38:34,0%,
2025-09-03 13:38:35,0%,
2025-09-03 13:38:36,0%,
2025-09-03 13:38:37,0%,
2025-09-03 13:38:38,0%,
2025-09-03 13:38:39,0%,
2025-09-03 13:38:40,0%,
2025-09-03 13:38:41,0%,
2025-09-03 13:38:42,0%,
2025-09-03 13:38:43,0%,
2025-09-03 13:38:44,0%,
2025-09-03 13:38:45,0%,
2025-09-03 13:38:46,0%,
2025-09-03 13:38:47,0%,
2025-09-03 13:38:48,0%,
2025-09-03 13:38:49,0%,
2025-09-03 13:38:50,0%,
2025-09-03 13:38:51,0%,
2025-09-03 13:38:52,0%,
2025-09-03 13:38:53,0%,
2025-09-03 13:38:54,0%,
2025-09-03 13:38:55,0%,
2025-09-03 13:38:56,0%,
2025-09-03 13:38:57,0%,
2025-09-03 13:38:58,0%,
