"Time","GPU 0","GPU 0"
2025-09-03 13:31:04,,0%
2025-09-03 13:31:05,,0%
2025-09-03 13:31:06,,0%
2025-09-03 13:31:07,,0%
2025-09-03 13:31:08,,0%
2025-09-03 13:31:09,,0%
2025-09-03 13:31:10,,0%
2025-09-03 13:31:11,,0%
2025-09-03 13:31:12,,0%
2025-09-03 13:31:13,,0%
2025-09-03 13:31:14,,0%
2025-09-03 13:31:15,0%,
2025-09-03 13:31:16,0%,
2025-09-03 13:31:17,0%,
2025-09-03 13:31:18,0%,
2025-09-03 13:31:19,0%,
2025-09-03 13:31:20,0%,
2025-09-03 13:31:21,0%,
2025-09-03 13:31:22,0%,
2025-09-03 13:31:23,0%,
2025-09-03 13:31:24,0%,
2025-09-03 13:31:25,0%,
2025-09-03 13:31:26,0%,
2025-09-03 13:31:27,0%,
2025-09-03 13:31:28,0%,
2025-09-03 13:31:29,0%,
2025-09-03 13:31:30,0%,
2025-09-03 13:31:31,0%,
2025-09-03 13:31:32,0%,
2025-09-03 13:31:33,0%,
2025-09-03 13:31:34,0%,
2025-09-03 13:31:35,0%,
2025-09-03 13:31:36,0%,
2025-09-03 13:31:37,0%,
2025-09-03 13:31:38,0%,
2025-09-03 13:31:39,18%,
2025-09-03 13:31:40,27%,
2025-09-03 13:31:41,19%,
2025-09-03 13:31:42,41%,
2025-09-03 13:31:43,47%,
2025-09-03 13:31:44,16%,
2025-09-03 13:31:45,45%,
2025-09-03 13:31:46,20%,
2025-09-03 13:31:47,45%,
2025-09-03 13:31:48,46%,
2025-09-03 13:31:49,45%,
2025-09-03 13:31:50,45%,
2025-09-03 13:31:51,10%,
2025-09-03 13:31:52,32%,
2025-09-03 13:31:53,45%,
2025-09-03 13:31:54,33%,
2025-09-03 13:31:55,45%,
2025-09-03 13:31:56,3%,
2025-09-03 13:31:57,43%,
2025-09-03 13:31:58,43%,
2025-09-03 13:31:59,69%,
2025-09-03 13:32:00,53%,
2025-09-03 13:32:01,38%,
2025-09-03 13:32:02,19%,
2025-09-03 13:32:03,29%,
2025-09-03 13:32:04,29%,
2025-09-03 13:32:05,18%,
2025-09-03 13:32:06,15%,
2025-09-03 13:32:07,43%,
2025-09-03 13:32:08,20%,
2025-09-03 13:32:09,18%,
2025-09-03 13:32:10,29%,
2025-09-03 13:32:11,43%,
2025-09-03 13:32:12,43%,
2025-09-03 13:32:13,43%,
2025-09-03 13:32:14,53%,
2025-09-03 13:32:15,39%,
2025-09-03 13:32:16,33%,
2025-09-03 13:32:17,33%,
2025-09-03 13:32:18,20%,
2025-09-03 13:32:19,28%,
2025-09-03 13:32:20,69%,
2025-09-03 13:32:21,20%,
2025-09-03 13:32:22,14%,
2025-09-03 13:32:23,40%,
2025-09-03 13:32:24,38%,
2025-09-03 13:32:25,36%,
2025-09-03 13:32:26,70%,
2025-09-03 13:32:27,43%,
2025-09-03 13:32:28,36%,
2025-09-03 13:32:29,36%,
2025-09-03 13:32:30,33%,
2025-09-03 13:32:31,38%,
2025-09-03 13:32:32,23%,
2025-09-03 13:32:33,27%,
2025-09-03 13:32:34,43%,
2025-09-03 13:32:35,41%,
2025-09-03 13:32:36,19%,
