timestamp,response_time_ms
2025-09-03T14:27:00.822813,34534.2800617218
2025-09-03T14:27:02.387270,1563.1003379821777
2025-09-03T14:27:03.706497,1318.6659812927246
2025-09-03T14:27:04.937447,1230.2982807159424
2025-09-03T14:27:06.165346,1227.3447513580322
2025-09-03T14:27:07.685454,1519.4497108459473
2025-09-03T14:27:08.914290,1228.0852794647217
2025-09-03T14:27:10.260976,1346.3311195373535
2025-09-03T14:27:11.517770,1256.2079429626465
2025-09-03T14:27:12.820482,1302.0949363708496
2025-09-03T14:27:14.033633,1212.285041809082
2025-09-03T14:27:15.248592,1214.0216827392578
2025-09-03T14:27:16.506616,1257.4238777160645
2025-09-03T14:27:17.747504,1240.2129173278809
2025-09-03T14:27:18.976628,1228.4040451049805
2025-09-03T14:27:20.217278,1239.9420738220215
2025-09-03T14:27:21.496202,1278.2881259918213
2025-09-03T14:27:22.857216,1360.2778911590576
2025-09-03T14:27:24.291569,1433.5999488830566
2025-09-03T14:27:25.635481,1343.4040546417236
2025-09-03T14:27:26.911722,1275.691032409668
2025-09-03T14:27:28.431942,1519.8149681091309
2025-09-03T14:27:29.691761,1259.300947189331
2025-09-03T14:27:31.103639,1411.111831665039
2025-09-03T14:27:32.381461,1276.9010066986084
2025-09-03T14:27:33.766609,1384.3908309936523
2025-09-03T14:27:35.437679,1670.2909469604492
2025-09-03T14:27:36.668902,1230.6900024414062
2025-09-03T14:27:38.325258,1655.7929515838623
2025-09-03T14:27:39.624277,1298.5508441925049
2025-09-03T14:27:40.832885,1207.8609466552734
2025-09-03T14:27:42.107336,1273.9238739013672
2025-09-03T14:27:43.345190,1237.1349334716797
2025-09-03T14:27:44.628917,1283.2658290863037
2025-09-03T14:27:47.329428,2699.873924255371
2025-09-03T14:27:48.569018,1239.0851974487305
2025-09-03T14:27:49.806103,1236.4389896392822
2025-09-03T14:27:51.391719,1584.9101543426514
2025-09-03T14:27:52.693570,1301.16605758667
2025-09-03T14:27:54.436671,1742.408037185669
2025-09-03T14:27:55.762023,1324.6750831604004
2025-09-03T14:27:56.992544,1229.731798171997
2025-09-03T14:27:58.220870,1227.6298999786377
2025-09-03T14:27:59.515245,1293.7648296356201
2025-09-03T14:28:02.029996,2514.202833175659
2025-09-03T14:28:03.266122,1234.8573207855225
2025-09-03T14:28:04.584288,1317.2898292541504
2025-09-03T14:28:06.099347,1514.3921375274658
2025-09-03T14:28:07.309507,1209.501028060913
2025-09-03T14:28:10.112596,2802.3598194122314
2025-09-03T14:28:11.804458,1691.2760734558105
2025-09-03T14:28:13.032200,1227.046012878418
2025-09-03T14:28:14.243088,1210.341215133667
2025-09-03T14:28:15.493044,1249.4218349456787
2025-09-03T14:28:17.025644,1532.3898792266846
2025-09-03T14:28:18.307412,1281.0578346252441
2025-09-03T14:28:24.848983,6540.899038314819
2025-09-03T14:28:27.574094,2722.6409912109375
2025-09-03T14:28:28.841497,1266.662836074829
2025-09-03T14:28:32.458709,3616.671085357666
2025-09-03T14:28:33.740591,1281.02707862854
2025-09-03T14:28:34.987012,1245.5768585205078
2025-09-03T14:28:36.347175,1359.6351146697998
2025-09-03T14:28:38.844868,2497.067928314209
2025-09-03T14:28:40.075125,1229.5279502868652
2025-09-03T14:28:41.595061,1519.5422172546387
2025-09-03T14:28:42.832721,1236.9341850280762
2025-09-03T14:28:44.063149,1229.6779155731201
2025-09-03T14:28:45.586767,1522.9060649871826
2025-09-03T14:28:47.093162,1505.640983581543
2025-09-03T14:28:48.361565,1267.7130699157715
2025-09-03T14:28:49.591083,1228.7847995758057
2025-09-03T14:28:50.870346,1278.8076400756836
2025-09-03T14:28:52.135237,1264.2040252685547
2025-09-03T14:28:53.788949,1653.0098915100098
2025-09-03T14:28:55.338328,1548.6760139465332
2025-09-03T14:28:56.608766,1270.2291011810303
2025-09-03T14:28:57.821743,1212.1491432189941
2025-09-03T14:28:59.029078,1206.7301273345947
2025-09-03T14:29:00.252411,1222.6831912994385
2025-09-03T14:29:01.571461,1318.6118602752686
2025-09-03T14:29:02.783682,1211.3680839538574
2025-09-03T14:29:03.995853,1211.4708423614502
2025-09-03T14:29:05.189068,1192.5339698791504
2025-09-03T14:29:06.690060,1500.4947185516357
2025-09-03T14:29:07.907680,1216.8676853179932
2025-09-03T14:29:09.122617,1214.4649028778076
2025-09-03T14:29:10.376829,1253.5057067871094
2025-09-03T14:29:11.598409,1221.2920188903809
2025-09-03T14:29:12.834693,1235.640048980713
2025-09-03T14:29:14.053270,1217.585802078247
2025-09-03T14:29:15.292661,1238.595724105835
2025-09-03T14:29:16.548415,1254.953384399414
2025-09-03T14:29:18.184978,1635.7481479644775
2025-09-03T14:29:19.419229,1233.483076095581
2025-09-03T14:29:20.984256,1564.1160011291504
2025-09-03T14:29:22.360335,1375.2360343933105
2025-09-03T14:29:25.144005,2782.8543186187744
2025-09-03T14:29:29.141362,3996.979236602783
2025-09-03T14:29:30.381561,1239.400863647461
2025-09-03T14:29:31.677805,1295.4339981079102
2025-09-03T14:29:33.106536,1427.9448986053467
2025-09-03T14:29:34.338071,1230.691909790039
2025-09-03T14:29:35.569633,1230.9269905090332
2025-09-03T14:29:36.789824,1219.3868160247803
2025-09-03T14:29:38.032902,1242.2540187835693
2025-09-03T14:29:39.249982,1216.2070274353027
2025-09-03T14:29:40.469133,1218.5649871826172
2025-09-03T14:29:41.985579,1516.098976135254
2025-09-03T14:29:43.248583,1262.1941566467285
2025-09-03T14:29:44.494634,1245.2590465545654
2025-09-03T14:29:45.733592,1238.1370067596436
2025-09-03T14:29:47.960973,2226.501941680908
2025-09-03T14:29:49.198636,1236.7937564849854
2025-09-03T14:29:50.447926,1248.2059001922607
2025-09-03T14:29:51.919141,1470.409870147705
2025-09-03T14:29:53.288477,1368.3760166168213
2025-09-03T14:29:54.553834,1264.103889465332
2025-09-03T14:29:55.843843,1289.4668579101562
2025-09-03T14:29:57.060606,1216.0499095916748
2025-09-03T14:29:58.287829,1226.6478538513184
2025-09-03T14:29:59.509268,1220.6487655639648
2025-09-03T14:30:00.916401,1406.379222869873
2025-09-03T14:30:02.140273,1223.2661247253418
2025-09-03T14:30:07.107597,4966.439962387085
2025-09-03T14:30:08.330210,1222.10693359375
2025-09-03T14:30:09.560010,1229.0949821472168
2025-09-03T14:30:10.805639,1244.861125946045
2025-09-03T14:30:12.463685,1657.7610969543457
2025-09-03T14:30:15.506790,3042.320966720581
2025-09-03T14:30:16.837339,1329.693078994751
2025-09-03T14:30:18.081254,1242.542028427124
2025-09-03T14:30:19.311106,1229.0589809417725
2025-09-03T14:30:20.577316,1264.8069858551025
2025-09-03T14:30:22.923369,2345.0710773468018
2025-09-03T14:30:24.314430,1389.7912502288818
2025-09-03T14:30:25.950914,1635.5998516082764
2025-09-03T14:30:27.158495,1206.9110870361328
2025-09-03T14:30:29.022107,1863.0900382995605
2025-09-03T14:30:30.244850,1222.020149230957
2025-09-03T14:30:31.470252,1224.5781421661377
2025-09-03T14:30:32.695330,1223.9890098571777
2025-09-03T14:30:34.247035,1550.8100986480713
2025-09-03T14:30:35.576633,1328.8209438323975
2025-09-03T14:30:37.246872,1669.53706741333
2025-09-03T14:30:38.783203,1535.6988906860352
2025-09-03T14:30:40.034278,1250.7331371307373
2025-09-03T14:30:41.244947,1209.761142730713
2025-09-03T14:30:42.458344,1212.550163269043
2025-09-03T14:30:43.711218,1251.6231536865234
2025-09-03T14:30:44.953098,1241.3861751556396
2025-09-03T14:30:46.226570,1272.857904434204
2025-09-03T14:30:47.478840,1251.5149116516113
2025-09-03T14:30:48.701460,1221.9977378845215
2025-09-03T14:30:49.919812,1217.5519466400146
2025-09-03T14:30:54.061419,4140.827894210815
2025-09-03T14:30:55.634555,1572.28684425354
2025-09-03T14:30:57.139010,1503.9019584655762
2025-09-03T14:30:58.412431,1272.6600170135498
2025-09-03T14:30:59.651675,1238.48295211792
2025-09-03T14:31:01.336541,1684.3221187591553
2025-09-03T14:31:02.591352,1254.0347576141357
2025-09-03T14:31:04.109370,1517.3499584197998
2025-09-03T14:31:05.375669,1265.5270099639893
2025-09-03T14:31:06.605721,1229.5191287994385
2025-09-03T14:31:07.934561,1328.0749320983887
2025-09-03T14:31:09.267960,1332.8449726104736
2025-09-03T14:31:10.491929,1223.1791019439697
2025-09-03T14:31:11.712609,1220.0119495391846
2025-09-03T14:31:12.934243,1220.4523086547852
2025-09-03T14:31:14.155472,1220.7238674163818
2025-09-03T14:31:15.646034,1490.1072978973389
2025-09-03T14:31:17.142197,1495.2130317687988
2025-09-03T14:31:18.353332,1210.30592918396
2025-09-03T14:31:19.574469,1220.2198505401611
2025-09-03T14:31:20.891595,1315.8068656921387
2025-09-03T14:31:22.216303,1324.1028785705566
2025-09-03T14:31:23.893357,1676.238775253296
2025-09-03T14:31:25.435705,1541.5098667144775
2025-09-03T14:31:26.730570,1294.407844543457
2025-09-03T14:31:29.352076,2620.6719875335693
2025-09-03T14:31:30.583158,1230.0879955291748
2025-09-03T14:31:31.801449,1216.7348861694336
2025-09-03T14:31:33.057740,1255.4450035095215
2025-09-03T14:31:34.286056,1227.6818752288818
2025-09-03T14:31:41.471934,7185.039043426514
2025-09-03T14:31:52.164766,10691.796064376831
2025-09-03T14:31:53.496262,1330.8510780334473
2025-09-03T14:31:54.798655,1301.560878753662
2025-09-03T14:31:57.402905,2603.2769680023193
2025-09-03T14:31:58.619310,1215.500831604004
2025-09-03T14:31:59.839042,1218.8427448272705
2025-09-03T14:32:02.056227,2216.2399291992188
2025-09-03T14:32:03.276352,1219.3398475646973
2025-09-03T14:32:04.564901,1287.7569198608398
2025-09-03T14:32:05.798131,1232.391357421875
2025-09-03T14:32:07.039108,1240.1220798492432
2025-09-03T14:32:08.276482,1235.8100414276123
2025-09-03T14:32:09.542923,1265.8109664916992
2025-09-03T14:32:10.789586,1245.9383010864258
2025-09-03T14:32:12.453869,1663.6159420013428
2025-09-03T14:32:14.825031,2370.279312133789
2025-09-03T14:32:16.052218,1226.6359329223633
2025-09-03T14:32:17.365082,1311.9721412658691
2025-09-03T14:32:18.603490,1237.4942302703857
2025-09-03T14:32:21.103605,2499.2380142211914
2025-09-03T14:32:22.709997,1605.6478023529053
2025-09-03T14:32:24.430060,1719.322919845581
2025-09-03T14:32:25.749165,1318.1939125061035
2025-09-03T14:32:26.994039,1244.0710067749023
2025-09-03T14:32:28.400528,1405.8737754821777
2025-09-03T14:32:29.800296,1398.8468647003174
2025-09-03T14:32:31.040498,1239.306926727295
2025-09-03T14:32:32.274012,1231.3148975372314
2025-09-03T14:32:33.489776,1215.0871753692627
2025-09-03T14:32:34.773567,1282.8829288482666
2025-09-03T14:32:37.387649,2613.1410598754883
2025-09-03T14:32:40.078162,2689.932107925415
2025-09-03T14:32:41.303414,1224.256992340088
2025-09-03T14:32:42.521709,1217.9629802703857
2025-09-03T14:32:43.744220,1221.5430736541748
2025-09-03T14:32:44.989027,1243.91508102417
2025-09-03T14:32:46.219514,1229.797124862671
2025-09-03T14:32:47.456918,1236.8290424346924
2025-09-03T14:32:48.793475,1335.6637954711914
2025-09-03T14:32:50.044471,1250.30517578125
2025-09-03T14:32:52.785149,2739.819049835205
2025-09-03T14:32:54.306839,1520.7328796386719
2025-09-03T14:32:55.948600,1640.7618522644043
2025-09-03T14:32:57.155570,1206.2911987304688
2025-09-03T14:32:58.425356,1268.8519954681396
2025-09-03T14:32:59.939117,1512.876033782959
2025-09-03T14:33:02.152374,2212.676763534546
2025-09-03T14:33:03.358490,1205.1162719726562
2025-09-03T14:33:04.873854,1515.0671005249023
2025-09-03T14:33:06.118915,1244.743824005127
2025-09-03T14:33:07.326835,1206.9401741027832
2025-09-03T14:33:08.547253,1219.5179462432861
2025-09-03T14:33:10.069810,1521.6341018676758
2025-09-03T14:33:11.289246,1218.5919284820557
2025-09-03T14:33:12.509642,1219.7456359863281
2025-09-03T14:33:14.055938,1543.8659191131592
2025-09-03T14:33:16.684430,2627.732038497925
2025-09-03T14:33:17.885538,1200.1731395721436
2025-09-03T14:33:19.112443,1226.0420322418213
