"Time","GPU 0","GPU 0"
2025-09-03 11:25:19,,0%
2025-09-03 11:25:20,,0%
2025-09-03 11:25:21,,0%
2025-09-03 11:25:22,,0%
2025-09-03 11:25:23,,0%
2025-09-03 11:25:24,,0%
2025-09-03 11:25:25,,0%
2025-09-03 11:25:26,,0%
2025-09-03 11:25:27,,0%
2025-09-03 11:25:28,,0%
2025-09-03 11:25:29,,0%
2025-09-03 11:25:30,,0%
2025-09-03 11:25:31,,0%
2025-09-03 11:25:32,,0%
2025-09-03 11:25:33,,0%
2025-09-03 11:25:34,,0%
2025-09-03 11:25:35,,0%
2025-09-03 11:25:36,,0%
2025-09-03 11:25:37,,0%
2025-09-03 11:25:38,,0%
2025-09-03 11:25:39,,0%
2025-09-03 11:25:40,,0%
2025-09-03 11:25:41,,0%
2025-09-03 11:25:42,,0%
2025-09-03 11:25:43,,0%
2025-09-03 11:25:44,,0%
2025-09-03 11:25:45,,0%
2025-09-03 11:25:46,,0%
2025-09-03 11:25:47,,0%
2025-09-03 11:25:48,,0%
2025-09-03 11:25:49,,0%
2025-09-03 11:25:50,,0%
2025-09-03 11:25:51,,0%
2025-09-03 11:25:52,,0%
2025-09-03 11:25:53,,0%
2025-09-03 11:25:54,,0%
2025-09-03 11:25:55,,0%
2025-09-03 11:25:56,,0%
2025-09-03 11:25:57,,0%
2025-09-03 11:25:58,,0%
2025-09-03 11:25:59,,0%
2025-09-03 11:26:00,,0%
2025-09-03 11:26:01,,0%
2025-09-03 11:26:02,,0%
2025-09-03 11:26:03,,0%
2025-09-03 11:26:04,,0%
2025-09-03 11:26:05,,0%
2025-09-03 11:26:06,,0%
2025-09-03 11:26:07,,0%
2025-09-03 11:26:08,,0%
2025-09-03 11:26:09,,0%
2025-09-03 11:26:10,,0%
2025-09-03 11:26:11,,0%
2025-09-03 11:26:12,,0%
2025-09-03 11:26:13,,0%
2025-09-03 11:26:14,,0%
2025-09-03 11:26:15,,0%
2025-09-03 11:26:16,,0%
2025-09-03 11:26:17,,0%
2025-09-03 11:26:18,,0%
2025-09-03 11:26:19,,0%
2025-09-03 11:26:20,,0%
2025-09-03 11:26:21,,0%
2025-09-03 11:26:22,,0%
2025-09-03 11:26:23,,0%
2025-09-03 11:26:24,,0%
2025-09-03 11:26:25,,0%
2025-09-03 11:26:26,,0%
2025-09-03 11:26:27,,0%
2025-09-03 11:26:28,,0%
2025-09-03 11:26:29,,0%
2025-09-03 11:26:30,,0%
2025-09-03 11:26:31,,0%
2025-09-03 11:26:32,,0%
2025-09-03 11:26:33,,0%
2025-09-03 11:26:34,,0%
2025-09-03 11:26:35,,0%
2025-09-03 11:26:36,,0%
2025-09-03 11:26:37,,0%
2025-09-03 11:26:38,,0%
2025-09-03 11:26:39,,0%
2025-09-03 11:26:40,,0%
2025-09-03 11:26:41,,0%
2025-09-03 11:26:42,,0%
2025-09-03 11:26:43,,0%
2025-09-03 11:26:44,,0%
2025-09-03 11:26:45,,0%
2025-09-03 11:26:46,,0%
2025-09-03 11:26:47,,0%
2025-09-03 11:26:48,0%,
2025-09-03 11:26:49,0%,
2025-09-03 11:26:50,0%,
2025-09-03 11:26:51,0%,
2025-09-03 11:26:52,0%,
2025-09-03 11:26:53,0%,
2025-09-03 11:26:54,0%,
2025-09-03 11:26:55,0%,
2025-09-03 11:26:56,0%,
2025-09-03 11:26:57,0%,
2025-09-03 11:26:58,0%,
2025-09-03 11:26:59,0%,
2025-09-03 11:27:00,0%,
2025-09-03 11:27:01,0%,
2025-09-03 11:27:02,0%,
2025-09-03 11:27:03,0%,
2025-09-03 11:27:04,0%,
2025-09-03 11:27:05,0%,
2025-09-03 11:27:06,0%,
2025-09-03 11:27:07,0%,
2025-09-03 11:27:08,0%,
2025-09-03 11:27:09,0%,
2025-09-03 11:27:10,0%,
2025-09-03 11:27:11,11%,
2025-09-03 11:27:12,0%,
2025-09-03 11:27:13,0%,
2025-09-03 11:27:14,0%,
2025-09-03 11:27:15,0%,
2025-09-03 11:27:16,0%,
2025-09-03 11:27:17,0%,
2025-09-03 11:27:18,0%,
2025-09-03 11:27:19,0%,
2025-09-03 11:27:20,0%,
2025-09-03 11:27:21,0%,
2025-09-03 11:27:22,0%,
2025-09-03 11:27:23,48%,
2025-09-03 11:27:24,45%,
2025-09-03 11:27:25,38%,
2025-09-03 11:27:26,40%,
2025-09-03 11:27:27,30%,
2025-09-03 11:27:28,45%,
2025-09-03 11:27:29,45%,
2025-09-03 11:27:30,45%,
2025-09-03 11:27:31,29%,
2025-09-03 11:27:32,41%,
2025-09-03 11:27:33,33%,
2025-09-03 11:27:34,45%,
2025-09-03 11:27:35,71%,
2025-09-03 11:27:36,45%,
2025-09-03 11:27:37,71%,
2025-09-03 11:27:38,58%,
2025-09-03 11:27:39,30%,
2025-09-03 11:27:40,45%,
2025-09-03 11:27:41,34%,
2025-09-03 11:27:42,19%,
2025-09-03 11:27:43,17%,
2025-09-03 11:27:44,21%,
2025-09-03 11:27:45,45%,
2025-09-03 11:27:46,46%,
2025-09-03 11:27:47,19%,
2025-09-03 11:27:48,16%,
2025-09-03 11:27:49,23%,
2025-09-03 11:27:50,70%,
2025-09-03 11:27:51,44%,
2025-09-03 11:27:52,69%,
2025-09-03 11:27:53,17%,
2025-09-03 11:27:54,56%,
2025-09-03 11:27:55,14%,
2025-09-03 11:27:56,45%,
2025-09-03 11:27:57,16%,
2025-09-03 11:27:58,13%,
2025-09-03 11:27:59,14%,
2025-09-03 11:28:00,12%,
2025-09-03 11:28:01,40%,
2025-09-03 11:28:02,14%,
2025-09-03 11:28:03,0%,
2025-09-03 11:28:04,45%,
2025-09-03 11:28:05,17%,
2025-09-03 11:28:06,49%,
2025-09-03 11:28:07,16%,
2025-09-03 11:28:08,20%,
2025-09-03 11:28:09,35%,
2025-09-03 11:28:10,30%,
2025-09-03 11:28:11,49%,
2025-09-03 11:28:12,9%,
2025-09-03 11:28:13,30%,
2025-09-03 11:28:14,12%,
2025-09-03 11:28:15,17%,
2025-09-03 11:28:16,46%,
2025-09-03 11:28:17,30%,
2025-09-03 11:28:18,39%,
2025-09-03 11:28:19,0%,
2025-09-03 11:28:20,33%,
2025-09-03 11:28:21,14%,
2025-09-03 11:28:22,45%,
2025-09-03 11:28:23,20%,
2025-09-03 11:28:24,17%,
2025-09-03 11:28:25,26%,
2025-09-03 11:28:26,19%,
2025-09-03 11:28:27,24%,
2025-09-03 11:28:28,15%,
2025-09-03 11:28:29,29%,
2025-09-03 11:28:30,45%,
2025-09-03 11:28:31,29%,
