timestamp,matrix_size,response_time_ms,gpu_used
2025-09-14T12:08:54.346269,0,11620.835065841675,True
2025-09-14T12:08:54.487693,200,140.67506790161133,True
2025-09-14T12:08:54.568037,400,79.40292358398438,True
2025-09-14T12:08:54.765357,600,196.94185256958008,True
2025-09-14T12:08:54.875230,800,109.29298400878906,True
2025-09-14T12:08:54.986839,1000,111.04774475097656,True
2025-09-14T12:08:55.094652,1200,107.41901397705078,True
2025-09-14T12:08:55.205077,1400,109.92121696472168,True
2025-09-14T12:08:55.314669,1600,109.08079147338867,True
2025-09-14T12:08:55.424121,1800,108.9029312133789,True
2025-09-14T12:08:55.562489,2000,137.8490924835205,True
2025-09-14T12:08:55.697932,2200,134.7658634185791,True
2025-09-14T12:08:55.870895,2400,172.40595817565918,True
2025-09-14T12:08:56.009405,2600,137.91513442993164,True
2025-09-14T12:08:56.148586,2800,138.66209983825684,True
2025-09-14T12:08:56.294988,3000,145.7669734954834,True
2025-09-14T12:08:56.453631,3200,158.00714492797852,True
2025-09-14T12:08:56.632131,3400,177.84881591796875,True
2025-09-14T12:08:56.827804,3600,195.25694847106934,True
2025-09-14T12:08:57.013973,3800,185.66012382507324,True
2025-09-14T12:08:57.211674,4000,197.21698760986328,True
2025-09-14T12:08:57.432535,4200,220.34192085266113,True
2025-09-14T12:08:57.666532,4400,233.52694511413574,True
2025-09-14T12:08:57.921855,4600,254.81796264648438,True
2025-09-14T12:08:58.196554,4800,274.122953414917,True
2025-09-14T12:08:58.475442,5000,278.2001495361328,True
2025-09-14T12:08:58.770501,5200,294.3878173828125,True
2025-09-14T12:08:59.086686,5400,315.49811363220215,True
2025-09-14T12:08:59.417463,5600,330.0967216491699,True
2025-09-14T12:08:59.770785,5800,352.86498069763184,True
2025-09-14T12:09:00.145123,6000,373.63409996032715,True
2025-09-14T12:09:00.541542,6200,395.7209587097168,True
2025-09-14T12:09:00.958889,6400,416.26906394958496,True
2025-09-14T12:09:01.501875,6600,542.3202514648438,True
2025-09-14T12:09:02.011413,6800,508.8169574737549,True
2025-09-14T12:09:02.514391,7000,502.2408962249756,True
2025-09-14T12:09:03.016251,7200,501.270055770874,True
2025-09-14T12:09:03.549256,7400,532.2790145874023,True
2025-09-14T12:09:04.161776,7600,611.8032932281494,True
2025-09-14T12:09:04.765927,7800,603.4259796142578,True
2025-09-14T12:09:05.366523,8000,600.193977355957,True
2025-09-14T12:09:05.988939,8200,622.1268177032471,True
2025-09-14T12:09:06.699946,8400,710.4942798614502,True
2025-09-14T12:09:07.372404,8600,671.8301773071289,True
2025-09-14T12:09:08.091345,8800,718.2190418243408,True
2025-09-14T12:09:08.828075,9000,736.224889755249,True
2025-09-14T12:09:09.601139,9200,772.4049091339111,True
2025-09-14T12:09:10.400127,9400,798.4402179718018,True
2025-09-14T12:09:11.228150,9600,827.0418643951416,True
2025-09-14T12:09:12.097300,9800,868.5476779937744,True
2025-09-14T12:09:12.995702,10000,897.4957466125488,True
2025-09-14T12:09:14.095529,10200,1099.1580486297607,True
2025-09-14T12:09:15.119240,10400,1023.0209827423096,True
2025-09-14T12:09:16.108048,10600,987.3292446136475,True
2025-09-14T12:09:17.626657,10800,1517.8289413452148,True
2025-09-14T12:09:18.760021,11000,1132.8649520874023,True
2025-09-14T12:09:19.855650,11200,1094.939947128296,True
2025-09-14T12:09:21.057800,11400,1201.442003250122,True
2025-09-14T12:09:22.239183,11600,1180.685043334961,True
2025-09-14T12:09:23.516096,11800,1276.1149406433105,True
2025-09-14T12:09:24.767273,12000,1250.5991458892822,True
2025-09-14T12:09:26.077331,12200,1308.6791038513184,True
2025-09-14T12:09:27.511495,12400,1433.3348274230957,True
2025-09-14T12:09:28.936998,12600,1424.8418807983398,True
2025-09-14T12:09:30.359098,12800,1421.7090606689453,True
2025-09-14T12:09:31.814225,13000,1454.2372226715088,True
2025-09-14T12:09:33.325873,13200,1511.207103729248,True
2025-09-14T12:09:34.984979,13400,1658.1699848175049,True
2025-09-14T12:09:37.136682,13600,2151.010036468506,True
2025-09-14T12:09:38.799718,13800,1662.4300479888916,True
2025-09-14T12:09:40.492771,14000,1692.1579837799072,True
2025-09-14T12:09:42.238980,14200,1745.4800605773926,True
2025-09-14T12:09:44.099575,14400,1859.994888305664,True
2025-09-14T12:09:45.944251,14600,1842.966079711914,True
2025-09-14T12:09:47.811650,14800,1866.5440082550049,True
2025-09-14T12:09:49.756512,15000,1944.058895111084,True
2025-09-14T12:09:51.755652,15200,1998.1188774108887,True
2025-09-14T12:09:53.892112,15400,2135.6520652770996,True
2025-09-14T12:09:56.003432,15600,2110.024929046631,True
2025-09-14T12:09:58.184261,15800,2179.2261600494385,True
2025-09-14T12:10:00.585363,16000,2400.2702236175537,True
2025-09-14T12:10:02.826451,16200,2239.643096923828,True
2025-09-14T12:10:05.141075,16400,2313.707113265991,True
2025-09-14T12:10:07.548734,16600,2406.8002700805664,True
2025-09-14T12:10:09.920847,16800,2371.29282951355,True
2025-09-14T12:10:12.973597,17000,3051.854133605957,True
2025-09-14T12:10:15.574160,17200,2598.797082901001,True
2025-09-14T12:10:18.205256,17400,2630.077838897705,True
2025-09-14T12:10:20.902934,17600,2697.2029209136963,True
2025-09-14T12:10:23.769127,17800,2865.3528690338135,True
2025-09-14T12:10:26.680501,18000,2910.633325576782,True
2025-09-14T12:10:29.819288,18200,3138.0858421325684,True
2025-09-14T12:10:32.830326,18400,3009.2930793762207,True
2025-09-14T12:10:35.840206,18600,3008.486747741699,True
2025-09-14T12:10:38.957698,18800,3116.604804992676,True
2025-09-14T12:10:42.037990,19000,3079.699754714966,True
2025-09-14T12:10:45.437423,19200,3397.596836090088,True
2025-09-14T12:10:48.703386,19400,3265.1660442352295,True
2025-09-14T12:10:52.195324,19600,3490.5519485473633,True
2025-09-14T12:10:55.649211,19800,3452.9998302459717,True
2025-09-14T12:10:59.224516,20000,3574.23996925354,True
