"Time","GPU 0","GPU 0"
2025-09-14 12:08:42,,0%
2025-09-14 12:08:43,,0%
2025-09-14 12:08:44,,0%
2025-09-14 12:08:45,,0%
2025-09-14 12:08:46,,0%
2025-09-14 12:08:47,,0%
2025-09-14 12:08:48,,0%
2025-09-14 12:08:49,,0%
2025-09-14 12:08:50,,0%
2025-09-14 12:08:51,,0%
2025-09-14 12:08:52,,0%
2025-09-14 12:08:53,,0%
2025-09-14 12:08:54,0%,
2025-09-14 12:08:55,0%,
2025-09-14 12:08:56,0%,
2025-09-14 12:08:57,1%,
2025-09-14 12:08:58,4%,
2025-09-14 12:08:59,0%,
2025-09-14 12:09:00,7%,
2025-09-14 12:09:01,10%,
2025-09-14 12:09:02,27%,
2025-09-14 12:09:03,0%,
2025-09-14 12:09:04,0%,
2025-09-14 12:09:05,0%,
2025-09-14 12:09:06,32%,
2025-09-14 12:09:07,0%,
2025-09-14 12:09:08,0%,
2025-09-14 12:09:09,0%,
2025-09-14 12:09:10,53%,
2025-09-14 12:09:11,0%,
2025-09-14 12:09:12,0%,
2025-09-14 12:09:13,19%,
2025-09-14 12:09:14,75%,
2025-09-14 12:09:15,0%,
2025-09-14 12:09:16,0%,
2025-09-14 12:09:17,90%,
2025-09-14 12:09:18,75%,
2025-09-14 12:09:19,100%,
2025-09-14 12:09:20,0%,
2025-09-14 12:09:21,0%,
2025-09-14 12:09:22,0%,
2025-09-14 12:09:23,44%,
2025-09-14 12:09:24,25%,
2025-09-14 12:09:25,0%,
2025-09-14 12:09:26,0%,
2025-09-14 12:09:27,0%,
2025-09-14 12:09:28,100%,
2025-09-14 12:09:29,0%,
2025-09-14 12:09:30,0%,
2025-09-14 12:09:31,33%,
2025-09-14 12:09:32,0%,
2025-09-14 12:09:33,0%,
2025-09-14 12:09:34,0%,
2025-09-14 12:09:35,74%,
2025-09-14 12:09:36,0%,
2025-09-14 12:09:37,67%,
2025-09-14 12:09:38,0%,
2025-09-14 12:09:39,90%,
2025-09-14 12:09:40,0%,
2025-09-14 12:09:41,0%,
2025-09-14 12:09:42,0%,
2025-09-14 12:09:43,0%,
2025-09-14 12:09:44,32%,
2025-09-14 12:09:45,0%,
2025-09-14 12:09:46,100%,
2025-09-14 12:09:47,0%,
2025-09-14 12:09:48,100%,
2025-09-14 12:09:49,0%,
2025-09-14 12:09:50,26%,
2025-09-14 12:09:51,0%,
2025-09-14 12:09:52,0%,
2025-09-14 12:09:53,0%,
2025-09-14 12:09:54,0%,
2025-09-14 12:09:55,0%,
2025-09-14 12:09:56,100%,
2025-09-14 12:09:57,0%,
2025-09-14 12:09:58,100%,
2025-09-14 12:09:59,0%,
2025-09-14 12:10:00,33%,
2025-09-14 12:10:01,0%,
2025-09-14 12:10:02,0%,
2025-09-14 12:10:03,0%,
2025-09-14 12:10:04,0%,
2025-09-14 12:10:05,100%,
2025-09-14 12:10:06,0%,
2025-09-14 12:10:07,32%,
2025-09-14 12:10:08,0%,
2025-09-14 12:10:09,0%,
2025-09-14 12:10:10,0%,
2025-09-14 12:10:11,0%,
2025-09-14 12:10:12,100%,
2025-09-14 12:10:13,0%,
2025-09-14 12:10:14,100%,
2025-09-14 12:10:15,100%,
2025-09-14 12:10:16,0%,
2025-09-14 12:10:17,0%,
2025-09-14 12:10:18,0%,
2025-09-14 12:10:19,0%,
2025-09-14 12:10:20,39%,
2025-09-14 12:10:21,0%,
2025-09-14 12:10:22,0%,
2025-09-14 12:10:23,100%,
2025-09-14 12:10:24,0%,
2025-09-14 12:10:25,0%,
2025-09-14 12:10:26,100%,
2025-09-14 12:10:27,0%,
2025-09-14 12:10:28,0%,
2025-09-14 12:10:29,100%,
2025-09-14 12:10:30,0%,
2025-09-14 12:10:31,0%,
2025-09-14 12:10:32,100%,
2025-09-14 12:10:33,0%,
2025-09-14 12:10:34,0%,
2025-09-14 12:10:35,100%,
2025-09-14 12:10:36,0%,
2025-09-14 12:10:37,0%,
2025-09-14 12:10:38,100%,
2025-09-14 12:10:39,0%,
2025-09-14 12:10:40,0%,
2025-09-14 12:10:41,100%,
2025-09-14 12:10:42,0%,
2025-09-14 12:10:43,0%,
2025-09-14 12:10:44,100%,
2025-09-14 12:10:45,0%,
2025-09-14 12:10:46,0%,
2025-09-14 12:10:47,38%,
2025-09-14 12:10:48,0%,
2025-09-14 12:10:49,0%,
2025-09-14 12:10:50,0%,
2025-09-14 12:10:51,100%,
2025-09-14 12:10:52,0%,
2025-09-14 12:10:53,0%,
2025-09-14 12:10:54,52%,
2025-09-14 12:10:55,0%,
2025-09-14 12:10:56,0%,
2025-09-14 12:10:57,0%,
2025-09-14 12:10:58,100%,
2025-09-14 12:10:59,0%,
2025-09-14 12:11:00,0%,
2025-09-14 12:11:01,50%,
2025-09-14 12:11:02,0%,
2025-09-14 12:11:03,0%,
2025-09-14 12:11:04,0%,
2025-09-14 12:11:05,0%,
2025-09-14 12:11:06,0%,
2025-09-14 12:11:07,0%,
2025-09-14 12:11:08,0%,
2025-09-14 12:11:09,0%,
2025-09-14 12:11:10,0%,
2025-09-14 12:11:11,0%,
2025-09-14 12:11:12,0%,
2025-09-14 12:11:13,0%,
2025-09-14 12:11:14,0%,
2025-09-14 12:11:15,0%,
2025-09-14 12:11:16,0%,
2025-09-14 12:11:17,0%,
2025-09-14 12:11:18,0%,
2025-09-14 12:11:19,0%,
2025-09-14 12:11:20,0%,
2025-09-14 12:11:21,0%,
2025-09-14 12:11:22,0%,
2025-09-14 12:11:23,0%,
2025-09-14 12:11:24,0%,
2025-09-14 12:11:25,0%,
2025-09-14 12:11:26,0%,
2025-09-14 12:11:27,0%,
2025-09-14 12:11:28,0%,
2025-09-14 12:11:29,0%,
2025-09-14 12:11:30,0%,
2025-09-14 12:11:31,0%,
2025-09-14 12:11:32,0%,
2025-09-14 12:11:33,0%,
2025-09-14 12:11:34,0%,
2025-09-14 12:11:35,0%,
2025-09-14 12:11:36,0%,
2025-09-14 12:11:37,0%,
2025-09-14 12:11:38,0%,
2025-09-14 12:11:39,0%,
2025-09-14 12:11:40,0%,
2025-09-14 12:11:41,0%,
2025-09-14 12:11:42,0%,
2025-09-14 12:11:43,0%,
2025-09-14 12:11:44,0%,
2025-09-14 12:11:45,0%,
2025-09-14 12:11:46,0%,
2025-09-14 12:11:47,0%,
2025-09-14 12:11:48,0%,
2025-09-14 12:11:49,0%,
2025-09-14 12:11:50,0%,
2025-09-14 12:11:51,0%,
2025-09-14 12:11:52,0%,
2025-09-14 12:11:53,0%,
2025-09-14 12:11:54,0%,
2025-09-14 12:11:55,0%,
2025-09-14 12:11:56,0%,
2025-09-14 12:11:57,0%,
2025-09-14 12:11:58,0%,
2025-09-14 12:11:59,0%,
