timestamp,matrix_size,response_time_ms,gpu_used
2025-09-14T11:27:55.902807,0,2466.3760662078857,False
2025-09-14T11:27:55.999597,200,95.92604637145996,False
2025-09-14T11:27:56.160191,400,160.1409912109375,False
2025-09-14T11:27:56.319954,600,159.196138381958,False
2025-09-14T11:27:56.487265,800,166.6278839111328,False
2025-09-14T11:27:56.654272,1000,166.33081436157227,False
2025-09-14T11:27:56.846844,1200,192.23904609680176,False
2025-09-14T11:27:56.978250,1400,131.11400604248047,False
2025-09-14T11:27:57.101408,1600,122.90000915527344,False
2025-09-14T11:27:57.246120,1800,144.17386054992676,False
2025-09-14T11:27:57.417215,2000,170.99499702453613,False
2025-09-14T11:27:57.604053,2200,186.48982048034668,False
2025-09-14T11:27:57.825524,2400,220.87502479553223,False
2025-09-14T11:27:58.110817,2600,284.8320007324219,False
2025-09-14T11:27:58.397032,2800,285.59017181396484,False
2025-09-14T11:27:58.717513,3000,320.04785537719727,False
2025-09-14T11:27:59.105138,3200,387.2859477996826,False
2025-09-14T11:27:59.527316,3400,421.5960502624512,False
2025-09-14T11:27:59.954844,3600,426.94902420043945,False
2025-09-14T11:28:00.503812,3800,548.267126083374,False
2025-09-14T11:28:01.049831,4000,545.4390048980713,False
2025-09-14T11:28:01.726439,4200,675.5950450897217,False
2025-09-14T11:28:02.545597,4400,818.0677890777588,False
2025-09-14T11:28:03.457505,4600,911.3879203796387,False
2025-09-14T11:28:04.383070,4800,924.8309135437012,False
2025-09-14T11:28:05.435184,5000,1051.4099597930908,False
2025-09-14T11:28:06.526595,5200,1090.712070465088,False
2025-09-14T11:28:07.784602,5400,1257.2722434997559,False
2025-09-14T11:28:09.227961,5600,1442.7540302276611,False
2025-09-14T11:28:10.800570,5800,1571.0210800170898,False
2025-09-14T11:28:12.263657,6000,1462.3773097991943,False
2025-09-14T11:28:14.026983,6200,1762.5510692596436,False
2025-09-14T11:28:15.816824,6400,1789.1430854797363,False
2025-09-14T11:28:17.905132,6600,2087.5730514526367,False
2025-09-14T11:28:19.892240,6800,1986.6721630096436,False
2025-09-14T11:28:22.271703,7000,2378.6630630493164,False
2025-09-14T11:28:24.568302,7200,2295.5081462860107,False
2025-09-14T11:28:27.350865,7400,2781.9440364837646,False
2025-09-14T11:28:29.948453,7600,2597.048044204712,False
2025-09-14T11:28:33.112821,7800,3163.9046669006348,False
2025-09-14T11:28:36.114742,8000,3001.253843307495,False
2025-09-14T11:28:39.513131,8200,3397.5818157196045,False
2025-09-14T11:28:42.908050,8400,3394.1402435302734,False
2025-09-14T11:28:46.947537,8600,4038.7208461761475,False
2025-09-14T11:28:50.973823,8800,4025.6009101867676,False
2025-09-14T11:28:55.613060,9000,4638.453006744385,False
2025-09-14T11:28:59.952523,9200,4338.675022125244,False
2025-09-14T11:29:00.052152,9400,-1,N/A
2025-09-14T11:29:00.206081,9600,-1,N/A
2025-09-14T11:29:00.349864,9800,-1,N/A
2025-09-14T11:29:00.517408,10000,-1,N/A
2025-09-14T11:29:00.703101,10200,-1,N/A
2025-09-14T11:29:00.849328,10400,-1,N/A
2025-09-14T11:29:01.009739,10600,-1,N/A
2025-09-14T11:29:01.169086,10800,-1,N/A
2025-09-14T11:29:01.330143,11000,-1,N/A
2025-09-14T11:29:01.496071,11200,-1,N/A
2025-09-14T11:29:01.695241,11400,-1,N/A
2025-09-14T11:29:01.829272,11600,-1,N/A
2025-09-14T11:29:11.522639,11800,9692.72494316101,False
2025-09-14T11:29:20.082396,12000,8559.01312828064,False
2025-09-14T11:29:30.672203,12200,10588.982820510864,False
2025-09-14T11:29:40.399953,12400,9726.97114944458,False
2025-09-14T11:29:40.514384,12600,-1,N/A
2025-09-14T11:29:40.589163,12800,-1,N/A
2025-09-14T11:29:40.748688,13000,-1,N/A
2025-09-14T11:29:40.926839,13200,-1,N/A
2025-09-14T11:29:41.066416,13400,-1,N/A
2025-09-14T11:29:41.225874,13600,-1,N/A
2025-09-14T11:29:41.391945,13800,-1,N/A
2025-09-14T11:29:41.559548,14000,-1,N/A
2025-09-14T11:29:41.722394,14200,-1,N/A
2025-09-14T11:29:41.879879,14400,-1,N/A
2025-09-14T11:29:42.044803,14600,-1,N/A
2025-09-14T11:29:42.189382,14800,-1,N/A
2025-09-14T11:29:42.299509,15000,-1,N/A
2025-09-14T11:29:42.374688,15200,-1,N/A
2025-09-14T11:30:03.030763,15400,20655.96079826355,False
2025-09-14T11:30:20.988558,15600,17956.902980804443,False
2025-09-14T11:30:21.348644,15800,-1,N/A
2025-09-14T11:30:21.420882,16000,-1,N/A
2025-09-14T11:30:21.582114,16200,-1,N/A
2025-09-14T11:30:21.744799,16400,-1,N/A
2025-09-14T11:30:21.925607,16600,-1,N/A
2025-09-14T11:30:22.067223,16800,-1,N/A
2025-09-14T11:30:22.224217,17000,-1,N/A
2025-09-14T11:30:22.385243,17200,-1,N/A
2025-09-14T11:30:22.512610,17400,-1,N/A
2025-09-14T11:30:22.685375,17600,-1,N/A
2025-09-14T11:30:22.865265,17800,-1,N/A
2025-09-14T11:30:23.001843,18000,-1,N/A
2025-09-14T11:30:23.197499,18200,-1,N/A
2025-09-14T11:30:23.307924,18400,-1,N/A
2025-09-14T11:30:57.758031,18600,34449.50985908508,False
2025-09-14T11:31:29.493163,18800,31734.156131744385,False
2025-09-14T11:32:05.913256,19000,36419.071197509766,False
2025-09-14T11:32:39.928084,19200,34012.32385635376,False
2025-09-14T11:32:40.463596,19400,-1,N/A
2025-09-14T11:32:40.534424,19600,-1,N/A
2025-09-14T11:32:40.642418,19800,-1,N/A
2025-09-14T11:32:40.753722,20000,-1,N/A
