"Time","GPU 0","GPU 0"
2025-09-14 14:59:56,,0%
2025-09-14 14:59:57,,0%
2025-09-14 14:59:58,,0%
2025-09-14 14:59:59,,0%
2025-09-14 15:00:00,,0%
2025-09-14 15:00:01,,0%
2025-09-14 15:00:02,,0%
2025-09-14 15:00:03,,0%
2025-09-14 15:00:04,,0%
2025-09-14 15:00:05,,0%
2025-09-14 15:00:06,,0%
2025-09-14 15:00:07,,0%
2025-09-14 15:00:08,,0%
2025-09-14 15:00:09,,0%
2025-09-14 15:00:10,,0%
2025-09-14 15:00:11,,0%
2025-09-14 15:00:12,,0%
2025-09-14 15:00:13,,0%
2025-09-14 15:00:14,,0%
2025-09-14 15:00:15,,0%
2025-09-14 15:00:16,,0%
2025-09-14 15:00:17,,0%
2025-09-14 15:00:18,,0%
2025-09-14 15:00:19,,0%
2025-09-14 15:00:20,,0%
2025-09-14 15:00:21,,0%
2025-09-14 15:00:22,,0%
2025-09-14 15:00:23,,0%
2025-09-14 15:00:24,,0%
2025-09-14 15:00:25,,0%
2025-09-14 15:00:26,,0%
2025-09-14 15:00:27,,0%
2025-09-14 15:00:28,,0%
2025-09-14 15:00:29,,0%
2025-09-14 15:00:30,,0%
2025-09-14 15:00:31,,0%
2025-09-14 15:00:32,,0%
2025-09-14 15:00:33,,0%
2025-09-14 15:00:34,,0%
2025-09-14 15:00:35,,0%
2025-09-14 15:00:36,,0%
2025-09-14 15:00:37,,0%
2025-09-14 15:00:38,,0%
2025-09-14 15:00:39,,0%
2025-09-14 15:00:40,,0%
2025-09-14 15:00:41,,0%
2025-09-14 15:00:42,,0%
2025-09-14 15:00:43,,0%
2025-09-14 15:00:44,,0%
2025-09-14 15:00:45,,0%
2025-09-14 15:00:46,,0%
2025-09-14 15:00:47,,0%
2025-09-14 15:00:48,,0%
2025-09-14 15:00:49,,0%
2025-09-14 15:00:50,,0%
2025-09-14 15:00:51,,0%
2025-09-14 15:00:52,,0%
2025-09-14 15:00:53,,0%
2025-09-14 15:00:54,,0%
2025-09-14 15:00:55,,0%
2025-09-14 15:00:56,,0%
2025-09-14 15:00:57,,0%
2025-09-14 15:00:58,,0%
2025-09-14 15:00:59,,0%
2025-09-14 15:01:00,,0%
2025-09-14 15:01:01,,0%
2025-09-14 15:01:02,,0%
2025-09-14 15:01:03,0%,
2025-09-14 15:01:04,0%,
2025-09-14 15:01:05,0%,
2025-09-14 15:01:06,0%,
2025-09-14 15:01:07,0%,
2025-09-14 15:01:08,50%,
2025-09-14 15:01:09,21%,
2025-09-14 15:01:10,0%,
2025-09-14 15:01:11,0%,
2025-09-14 15:01:12,0%,
2025-09-14 15:01:13,41%,
2025-09-14 15:01:14,26%,
2025-09-14 15:01:15,0%,
2025-09-14 15:01:16,0%,
2025-09-14 15:01:17,98%,
2025-09-14 15:01:18,0%,
2025-09-14 15:01:19,0%,
2025-09-14 15:01:20,59%,
2025-09-14 15:01:21,0%,
2025-09-14 15:01:22,0%,
2025-09-14 15:01:23,100%,
2025-09-14 15:01:24,0%,
2025-09-14 15:01:25,0%,
2025-09-14 15:01:26,55%,
2025-09-14 15:01:27,0%,
2025-09-14 15:01:28,100%,
2025-09-14 15:01:29,0%,
2025-09-14 15:01:30,0%,
2025-09-14 15:01:31,0%,
2025-09-14 15:01:32,0%,
2025-09-14 15:01:33,0%,
2025-09-14 15:01:34,0%,
2025-09-14 15:01:35,0%,
2025-09-14 15:01:36,0%,
2025-09-14 15:01:37,72%,
2025-09-14 15:01:38,0%,
2025-09-14 15:01:39,74%,
2025-09-14 15:01:40,0%,
2025-09-14 15:01:41,62%,
2025-09-14 15:01:42,0%,
2025-09-14 15:01:43,0%,
2025-09-14 15:01:44,0%,
2025-09-14 15:01:45,0%,
2025-09-14 15:01:46,0%,
2025-09-14 15:01:47,0%,
2025-09-14 15:01:48,100%,
2025-09-14 15:01:49,0%,
2025-09-14 15:01:50,42%,
2025-09-14 15:01:51,0%,
2025-09-14 15:01:52,0%,
2025-09-14 15:01:53,0%,
2025-09-14 15:01:54,0%,
2025-09-14 15:01:55,100%,
2025-09-14 15:01:56,0%,
2025-09-14 15:01:57,0%,
2025-09-14 15:01:58,0%,
2025-09-14 15:01:59,0%,
2025-09-14 15:02:00,100%,
2025-09-14 15:02:01,0%,
2025-09-14 15:02:02,0%,
2025-09-14 15:02:03,16%,
2025-09-14 15:02:04,0%,
2025-09-14 15:02:05,0%,
2025-09-14 15:02:06,100%,
2025-09-14 15:02:07,0%,
2025-09-14 15:02:08,71%,
2025-09-14 15:02:09,0%,
2025-09-14 15:02:10,0%,
2025-09-14 15:02:11,58%,
2025-09-14 15:02:12,0%,
2025-09-14 15:02:13,0%,
2025-09-14 15:02:14,100%,
2025-09-14 15:02:15,0%,
2025-09-14 15:02:16,0%,
2025-09-14 15:02:17,100%,
2025-09-14 15:02:18,0%,
2025-09-14 15:02:19,0%,
2025-09-14 15:02:20,100%,
2025-09-14 15:02:21,0%,
2025-09-14 15:02:22,0%,
2025-09-14 15:02:23,100%,
2025-09-14 15:02:24,0%,
2025-09-14 15:02:25,0%,
2025-09-14 15:02:26,100%,
2025-09-14 15:02:27,0%,
2025-09-14 15:02:28,0%,
2025-09-14 15:02:29,100%,
2025-09-14 15:02:30,0%,
2025-09-14 15:02:31,0%,
2025-09-14 15:02:32,100%,
2025-09-14 15:02:33,0%,
2025-09-14 15:02:34,0%,
2025-09-14 15:02:35,0%,
2025-09-14 15:02:36,0%,
2025-09-14 15:02:37,0%,
2025-09-14 15:02:38,0%,
2025-09-14 15:02:39,100%,
2025-09-14 15:02:40,0%,
2025-09-14 15:02:41,0%,
2025-09-14 15:02:42,100%,
2025-09-14 15:02:43,0%,
2025-09-14 15:02:44,0%,
2025-09-14 15:02:45,24%,
2025-09-14 15:02:46,0%,
2025-09-14 15:02:47,0%,
2025-09-14 15:02:48,0%,
2025-09-14 15:02:49,100%,
2025-09-14 15:02:50,0%,
2025-09-14 15:02:51,0%,
2025-09-14 15:02:52,0%,
2025-09-14 15:02:53,0%,
2025-09-14 15:02:54,0%,
2025-09-14 15:02:55,0%,
2025-09-14 15:02:56,0%,
2025-09-14 15:02:57,0%,
2025-09-14 15:02:58,0%,
2025-09-14 15:02:59,0%,
2025-09-14 15:03:00,0%,
2025-09-14 15:03:01,0%,
2025-09-14 15:03:02,0%,
2025-09-14 15:03:03,0%,
2025-09-14 15:03:04,0%,
2025-09-14 15:03:05,0%,
2025-09-14 15:03:06,0%,
2025-09-14 15:03:07,0%,
2025-09-14 15:03:08,0%,
2025-09-14 15:03:09,0%,
2025-09-14 15:03:10,0%,
2025-09-14 15:03:11,0%,
2025-09-14 15:03:12,0%,
2025-09-14 15:03:13,0%,
2025-09-14 15:03:14,0%,
2025-09-14 15:03:15,0%,
2025-09-14 15:03:16,0%,
2025-09-14 15:03:17,0%,
2025-09-14 15:03:18,0%,
2025-09-14 15:03:19,0%,
2025-09-14 15:03:20,0%,
2025-09-14 15:03:21,0%,
2025-09-14 15:03:22,0%,
2025-09-14 15:03:23,0%,
2025-09-14 15:03:24,0%,
2025-09-14 15:03:25,0%,
2025-09-14 15:03:26,0%,
2025-09-14 15:03:27,0%,
2025-09-14 15:03:28,0%,
2025-09-14 15:03:29,0%,
2025-09-14 15:03:30,0%,
2025-09-14 15:03:31,0%,
2025-09-14 15:03:32,0%,
2025-09-14 15:03:33,0%,
2025-09-14 15:03:34,0%,
2025-09-14 15:03:35,0%,
2025-09-14 15:03:36,0%,
2025-09-14 15:03:37,0%,
2025-09-14 15:03:38,0%,
2025-09-14 15:03:39,0%,
2025-09-14 15:03:40,0%,
2025-09-14 15:03:41,0%,
2025-09-14 15:03:42,0%,
2025-09-14 15:03:43,0%,
2025-09-14 15:03:44,0%,
2025-09-14 15:03:45,0%,
2025-09-14 15:03:46,0%,
