"Time","GPU 0","GPU 0"
2025-09-03 13:40:41,,0%
2025-09-03 13:40:42,,0%
2025-09-03 13:40:43,,0%
2025-09-03 13:40:44,,0%
2025-09-03 13:40:45,,0%
2025-09-03 13:40:46,,0%
2025-09-03 13:40:47,,0%
2025-09-03 13:40:48,,0%
2025-09-03 13:40:49,,0%
2025-09-03 13:40:50,,0%
2025-09-03 13:40:51,0%,
2025-09-03 13:40:52,0%,
2025-09-03 13:40:53,0%,
2025-09-03 13:40:54,0%,
2025-09-03 13:40:55,0%,
2025-09-03 13:40:56,0%,
2025-09-03 13:40:57,0%,
2025-09-03 13:40:58,0%,
2025-09-03 13:40:59,0%,
2025-09-03 13:41:00,0%,
2025-09-03 13:41:01,0%,
2025-09-03 13:41:02,0%,
2025-09-03 13:41:03,0%,
2025-09-03 13:41:04,0%,
2025-09-03 13:41:05,0%,
2025-09-03 13:41:06,0%,
2025-09-03 13:41:07,0%,
2025-09-03 13:41:08,0%,
2025-09-03 13:41:09,0%,
2025-09-03 13:41:10,0%,
2025-09-03 13:41:11,0%,
2025-09-03 13:41:12,0%,
2025-09-03 13:41:13,0%,
2025-09-03 13:41:14,0%,
2025-09-03 13:41:15,5%,
2025-09-03 13:41:16,44%,
2025-09-03 13:41:17,15%,
2025-09-03 13:41:18,40%,
2025-09-03 13:41:19,43%,
2025-09-03 13:41:20,43%,
2025-09-03 13:41:21,32%,
2025-09-03 13:41:22,19%,
2025-09-03 13:41:23,33%,
2025-09-03 13:41:24,43%,
2025-09-03 13:41:25,39%,
2025-09-03 13:41:26,66%,
2025-09-03 13:41:27,33%,
2025-09-03 13:41:28,53%,
2025-09-03 13:41:29,66%,
2025-09-03 13:41:30,25%,
2025-09-03 13:41:31,19%,
2025-09-03 13:41:32,48%,
2025-09-03 13:41:33,17%,
2025-09-03 13:41:34,25%,
2025-09-03 13:41:35,50%,
2025-09-03 13:41:36,34%,
2025-09-03 13:41:37,41%,
2025-09-03 13:41:38,34%,
2025-09-03 13:41:39,43%,
2025-09-03 13:41:40,39%,
2025-09-03 13:41:41,40%,
2025-09-03 13:41:42,31%,
2025-09-03 13:41:43,27%,
2025-09-03 13:41:44,16%,
2025-09-03 13:41:45,39%,
2025-09-03 13:41:46,42%,
2025-09-03 13:41:47,53%,
2025-09-03 13:41:48,42%,
2025-09-03 13:41:49,42%,
2025-09-03 13:41:50,16%,
2025-09-03 13:41:51,69%,
2025-09-03 13:41:52,42%,
2025-09-03 13:41:53,42%,
2025-09-03 13:41:54,42%,
2025-09-03 13:41:55,16%,
2025-09-03 13:41:56,27%,
2025-09-03 13:41:57,41%,
2025-09-03 13:41:58,20%,
2025-09-03 13:41:59,24%,
2025-09-03 13:42:00,41%,
2025-09-03 13:42:01,42%,
2025-09-03 13:42:02,14%,
2025-09-03 13:42:03,16%,
2025-09-03 13:42:04,21%,
2025-09-03 13:42:05,33%,
2025-09-03 13:42:06,53%,
2025-09-03 13:42:07,43%,
2025-09-03 13:42:08,35%,
2025-09-03 13:42:09,33%,
2025-09-03 13:42:10,50%,
2025-09-03 13:42:11,36%,
2025-09-03 13:42:12,33%,
2025-09-03 13:42:13,18%,
2025-09-03 13:42:14,67%,
2025-09-03 13:42:15,69%,
2025-09-03 13:42:16,36%,
2025-09-03 13:42:17,38%,
2025-09-03 13:42:18,59%,
2025-09-03 13:42:19,35%,
2025-09-03 13:42:20,19%,
2025-09-03 13:42:21,42%,
2025-09-03 13:42:22,43%,
2025-09-03 13:42:23,25%,
2025-09-03 13:42:24,17%,
2025-09-03 13:42:25,42%,
2025-09-03 13:42:26,32%,
2025-09-03 13:42:27,19%,
2025-09-03 13:42:28,34%,
2025-09-03 13:42:29,53%,
2025-09-03 13:42:30,20%,
2025-09-03 13:42:31,43%,
2025-09-03 13:42:32,39%,
2025-09-03 13:42:33,20%,
2025-09-03 13:42:34,0%,
2025-09-03 13:42:35,0%,
2025-09-03 13:42:36,0%,
2025-09-03 13:42:37,0%,
2025-09-03 13:42:38,0%,
2025-09-03 13:42:39,0%,
2025-09-03 13:42:40,0%,
2025-09-03 13:42:41,0%,
2025-09-03 13:42:42,0%,
2025-09-03 13:42:43,0%,
2025-09-03 13:42:44,0%,
2025-09-03 13:42:45,0%,
2025-09-03 13:42:46,0%,
2025-09-03 13:42:47,0%,
2025-09-03 13:42:48,0%,
2025-09-03 13:42:49,0%,
2025-09-03 13:42:50,0%,
2025-09-03 13:42:51,0%,
2025-09-03 13:42:52,0%,
2025-09-03 13:42:53,0%,
2025-09-03 13:42:54,0%,
2025-09-03 13:42:55,0%,
2025-09-03 13:42:56,0%,
2025-09-03 13:42:57,0%,
2025-09-03 13:42:58,0%,
2025-09-03 13:42:59,0%,
2025-09-03 13:43:00,0%,
2025-09-03 13:43:01,0%,
2025-09-03 13:43:02,0%,
2025-09-03 13:43:03,0%,
2025-09-03 13:43:04,0%,
2025-09-03 13:43:05,0%,
2025-09-03 13:43:06,0%,
2025-09-03 13:43:07,0%,
2025-09-03 13:43:08,0%,
2025-09-03 13:43:09,0%,
2025-09-03 13:43:10,0%,
2025-09-03 13:43:11,0%,
2025-09-03 13:43:12,0%,
2025-09-03 13:43:13,0%,
2025-09-03 13:43:14,0%,
2025-09-03 13:43:15,0%,
2025-09-03 13:43:16,0%,
2025-09-03 13:43:17,0%,
2025-09-03 13:43:18,0%,
2025-09-03 13:43:19,0%,
2025-09-03 13:43:20,0%,
2025-09-03 13:43:21,0%,
2025-09-03 13:43:22,0%,
2025-09-03 13:43:23,0%,
2025-09-03 13:43:24,0%,
2025-09-03 13:43:25,0%,
2025-09-03 13:43:26,0%,
2025-09-03 13:43:27,0%,
2025-09-03 13:43:28,0%,
2025-09-03 13:43:29,0%,
2025-09-03 13:43:30,0%,
2025-09-03 13:43:31,0%,
