step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container
0,9.69 MB,10.2 GB,,
1,9.69 MB,10.2 GB,,
2,13.1 MB,10.2 GB,,
3,13.1 MB,10.2 GB,,
4,13.1 MB,10.2 GB,,
5,13.1 MB,10.2 GB,,
6,13.1 MB,10.2 GB,,
7,13.1 MB,10.2 GB,,
8,13.1 MB,10.2 GB,,
9,13.1 MB,10.2 GB,,
10,13.1 MB,10.2 GB,,
11,13.1 MB,10.2 GB,,
12,13.1 MB,10.2 GB,,
13,13.1 MB,10.2 GB,,
14,13.1 MB,10.2 GB,,
15,13.1 MB,10.2 GB,,
16,13.1 MB,13.8 GB,,124 ms
17,13.1 MB,13.8 GB,,132 ms
18,13.1 MB,13.8 GB,,141 ms
19,13.1 MB,13.8 GB,,150 ms
20,13.1 MB,13.8 GB,,158 ms
21,13.1 MB,13.8 GB,,167 ms
22,17.7 MB,13.8 GB,1.70 ms,175 ms
23,17.7 MB,13.8 GB,1.77 ms,184 ms
24,17.7 MB,13.8 GB,1.84 ms,193 ms
25,17.7 MB,13.8 GB,1.92 ms,201 ms
26,17.7 MB,20.5 GB,1.99 ms,458 ms
27,17.7 MB,20.5 GB,2.06 ms,477 ms
28,17.7 MB,20.5 GB,2.14 ms,496 ms
29,17.7 MB,20.5 GB,2.21 ms,515 ms
30,17.7 MB,20.5 GB,2.28 ms,533 ms
31,17.7 MB,20.5 GB,2.36 ms,552 ms
32,17.9 MB,20.5 GB,1.99 ms,571 ms
33,17.9 MB,20.5 GB,2.04 ms,590 ms
34,17.9 MB,20.5 GB,2.10 ms,609 ms
35,17.9 MB,20.5 GB,2.16 ms,627 ms
36,17.9 MB,20.5 GB,2.22 ms,646 ms
37,17.9 MB,20.5 GB,2.28 ms,665 ms
38,17.9 MB,20.5 GB,2.34 ms,1.58 s
39,17.9 MB,20.5 GB,2.40 ms,1.62 s
40,17.9 MB,20.5 GB,2.45 ms,1.67 s
41,17.9 MB,20.5 GB,2.51 ms,1.71 s
42,17.9 MB,20.5 GB,2.57 ms,1.75 s
43,17.9 MB,20.5 GB,2.63 ms,1.80 s
44,17.9 MB,20.5 GB,2.69 ms,1.84 s
45,17.9 MB,20.5 GB,2.75 ms,1.88 s
46,17.9 MB,20.5 GB,2.81 ms,1.93 s
47,17.9 MB,20.5 GB,2.87 ms,1.97 s
48,17.9 MB,20.5 GB,2.92 ms,2.01 s
49,17.9 MB,20.5 GB,2.42 ms,2.06 s
50,17.9 MB,20.5 GB,2.42 ms,2.71 s
51,17.9 MB,20.5 GB,2.42 ms,2.77 s
52,18.0 MB,20.5 GB,2.26 ms,2.83 s
53,18.0 MB,20.5 GB,2.30 ms,2.88 s
54,18.0 MB,20.5 GB,2.34 ms,2.94 s
55,18.0 MB,20.5 GB,2.38 ms,2.99 s
56,18.0 MB,20.5 GB,2.42 ms,3.05 s
57,18.0 MB,20.5 GB,2.44 ms,3.11 s
58,18.0 MB,20.5 GB,2.44 ms,3.16 s
59,18.0 MB,20.5 GB,2.44 ms,3.22 s
60,18.0 MB,20.5 GB,2.44 ms,3.27 s
61,18.0 MB,20.5 GB,2.44 ms,3.33 s
62,18.0 MB,20.5 GB,919 µs,3.09 s
63,18.0 MB,20.5 GB,938 µs,3.09 s
64,18.2 MB,20.5 GB,841 µs,3.09 s
65,18.2 MB,20.5 GB,858 µs,4.16 s
66,18.2 MB,20.5 GB,1.01 ms,4.24 s
67,18.2 MB,20.5 GB,1.01 ms,4.32 s
68,18.2 MB,20.5 GB,1.01 ms,4.41 s
69,18.2 MB,20.5 GB,1.01 ms,4.49 s
70,18.2 MB,20.5 GB,1.01 ms,4.57 s
71,18.2 MB,20.5 GB,1.01 ms,4.65 s
72,18.2 MB,20.5 GB,1.01 ms,4.74 s
73,18.2 MB,20.5 GB,1.01 ms,4.82 s
74,18.2 MB,20.5 GB,1.01 ms,4.90 s
75,18.2 MB,20.5 GB,1.01 ms,4.93 s
76,18.2 MB,20.5 GB,1.01 ms,5.20 s
77,18.3 MB,20.5 GB,911 µs,5.30 s
78,18.3 MB,20.5 GB,911 µs,5.39 s
79,18.3 MB,20.5 GB,911 µs,5.49 s
80,18.3 MB,20.5 GB,911 µs,5.58 s
81,18.3 MB,20.5 GB,911 µs,5.68 s
82,18.3 MB,20.5 GB,687 µs,5.68 s
83,18.3 MB,20.5 GB,687 µs,5.68 s
84,18.3 MB,20.5 GB,687 µs,5.68 s
85,18.3 MB,20.5 GB,687 µs,5.68 s
86,18.3 MB,20.5 GB,687 µs,5.71 s
87,18.3 MB,20.5 GB,687 µs,5.71 s
88,18.3 MB,20.5 GB,687 µs,5.71 s
89,18.3 MB,20.5 GB,687 µs,5.00 s
90,18.3 MB,20.5 GB,687 µs,5.71 s
91,18.3 MB,20.5 GB,687 µs,5.71 s
92,18.3 MB,20.5 GB,412 µs,5.71 s
93,18.4 MB,20.5 GB,610 µs,5.71 s
94,18.4 MB,20.5 GB,623 µs,5.71 s
95,18.4 MB,20.5 GB,635 µs,5.71 s
96,18.4 MB,20.5 GB,750 µs,5.71 s
97,18.4 MB,20.5 GB,750 µs,5.71 s
98,18.4 MB,20.5 GB,750 µs,5.69 s
99,18.4 MB,20.5 GB,750 µs,5.69 s
100,18.4 MB,20.5 GB,750 µs,5.69 s
101,18.4 MB,20.5 GB,750 µs,5.69 s
102,18.4 MB,20.5 GB,750 µs,5.69 s
103,18.4 MB,20.5 GB,750 µs,5.69 s
104,18.4 MB,20.5 GB,750 µs,5.69 s
105,18.4 MB,20.5 GB,750 µs,4.86 s
106,18.7 MB,20.5 GB,798 µs,4.76 s
107,18.7 MB,20.5 GB,798 µs,5.65 s
108,18.7 MB,20.5 GB,798 µs,5.65 s
109,18.7 MB,20.5 GB,798 µs,5.65 s
110,18.7 MB,20.5 GB,798 µs,5.64 s
111,18.7 MB,20.5 GB,798 µs,5.64 s
112,18.7 MB,20.5 GB,826 µs,5.64 s
113,18.7 MB,20.5 GB,826 µs,5.64 s
114,18.7 MB,20.5 GB,826 µs,5.64 s
115,18.7 MB,20.5 GB,826 µs,5.64 s
116,18.7 MB,20.5 GB,826 µs,5.64 s
117,18.7 MB,20.5 GB,826 µs,5.64 s
118,18.7 MB,20.5 GB,826 µs,5.64 s
119,18.7 MB,20.5 GB,826 µs,5.64 s
120,18.7 MB,20.5 GB,826 µs,5.64 s
121,18.7 MB,20.5 GB,709 µs,5.64 s
122,18.7 MB,20.5 GB,695 µs,4.79 s
123,18.7 MB,20.5 GB,682 µs,4.70 s
124,18.7 MB,20.5 GB,765 µs,4.60 s
125,18.8 MB,20.5 GB,888 µs,4.58 s
126,18.8 MB,20.5 GB,888 µs,5.60 s
127,18.8 MB,20.5 GB,888 µs,5.60 s
128,18.8 MB,20.5 GB,888 µs,5.60 s
129,18.8 MB,20.5 GB,888 µs,5.60 s
130,18.8 MB,20.5 GB,888 µs,5.60 s
131,18.8 MB,20.5 GB,888 µs,5.60 s
132,18.8 MB,20.5 GB,888 µs,5.60 s
133,18.8 MB,20.5 GB,888 µs,5.60 s
