step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container
0,10.4 MB,10.1 GB,190 µs,64.7 µs
1,10.4 MB,10.1 GB,186 µs,63.3 µs
2,13.8 MB,10.1 GB,182 µs,61.9 µs
3,13.8 MB,10.1 GB,179 µs,60.5 µs
4,13.8 MB,10.1 GB,175 µs,59.1 µs
5,13.8 MB,10.1 GB,171 µs,57.7 µs
6,13.8 MB,10.1 GB,167 µs,56.3 µs
7,13.8 MB,10.1 GB,163 µs,54.9 µs
8,13.8 MB,10.1 GB,68.6 µs,37.9 µs
9,13.8 MB,10.1 GB,68.6 µs,36.9 µs
10,13.8 MB,10.1 GB,68.6 µs,35.9 µs
11,13.8 MB,10.1 GB,87.2 µs,34.9 µs
12,13.8 MB,10.1 GB,84.9 µs,33.9 µs
13,13.8 MB,10.1 GB,82.5 µs,32.9 µs
14,13.8 MB,10.1 GB,80.2 µs,31.9 µs
15,13.8 MB,10.1 GB,77.9 µs,31.0 µs
16,13.8 MB,10.1 GB,75.6 µs,30.0 µs
17,13.8 MB,10.1 GB,73.2 µs,29.0 µs
18,13.8 MB,14.0 GB,70.9 µs,143 ms
19,13.8 MB,14.0 GB,68.6 µs,152 ms
20,13.8 MB,14.0 GB,66.3 µs,161 ms
21,13.8 MB,14.0 GB,63.9 µs,169 ms
22,18.5 MB,14.0 GB,1.84 ms,178 ms
23,18.5 MB,14.0 GB,1.91 ms,187 ms
24,18.5 MB,14.0 GB,1.99 ms,195 ms
25,18.5 MB,14.0 GB,2.06 ms,204 ms
26,18.5 MB,14.0 GB,2.14 ms,213 ms
27,18.5 MB,14.0 GB,2.16 ms,222 ms
28,18.5 MB,20.3 GB,2.24 ms,669 ms
29,18.5 MB,20.3 GB,2.32 ms,695 ms
30,18.5 MB,20.3 GB,2.40 ms,720 ms
31,18.5 MB,20.3 GB,2.47 ms,745 ms
32,18.5 MB,20.3 GB,2.55 ms,771 ms
33,18.5 MB,20.3 GB,2.63 ms,796 ms
34,18.5 MB,20.3 GB,2.71 ms,821 ms
35,18.5 MB,20.3 GB,2.78 ms,847 ms
36,18.5 MB,20.3 GB,2.86 ms,872 ms
37,18.5 MB,20.3 GB,2.94 ms,897 ms
38,18.5 MB,20.3 GB,3.02 ms,923 ms
39,18.5 MB,20.3 GB,3.09 ms,948 ms
40,19.2 MB,20.3 GB,2.14 ms,973 ms
41,19.2 MB,20.3 GB,2.19 ms,998 ms
42,19.2 MB,20.3 GB,2.24 ms,1.02 s
43,19.2 MB,20.3 GB,2.29 ms,835 ms
44,19.2 MB,20.3 GB,2.34 ms,835 ms
45,19.2 MB,20.3 GB,2.39 ms,835 ms
46,19.2 MB,20.3 GB,2.45 ms,835 ms
47,19.2 MB,20.3 GB,2.50 ms,2.45 s
48,19.2 MB,20.3 GB,2.55 ms,2.50 s
49,19.2 MB,20.3 GB,2.60 ms,2.56 s
50,19.2 MB,20.3 GB,2.65 ms,2.61 s
51,19.2 MB,20.3 GB,2.70 ms,2.67 s
52,19.2 MB,20.3 GB,2.75 ms,2.72 s
53,19.3 MB,20.3 GB,2.31 ms,2.77 s
54,19.3 MB,20.3 GB,2.35 ms,2.83 s
55,19.3 MB,20.3 GB,2.39 ms,2.88 s
56,19.3 MB,20.3 GB,2.43 ms,2.93 s
57,19.3 MB,20.3 GB,2.47 ms,2.99 s
58,19.3 MB,20.3 GB,2.47 ms,3.04 s
59,19.3 MB,20.3 GB,2.47 ms,3.10 s
60,19.3 MB,20.3 GB,2.47 ms,3.69 s
61,19.3 MB,20.3 GB,2.47 ms,3.75 s
62,19.3 MB,20.3 GB,834 µs,3.87 s
63,19.3 MB,20.3 GB,851 µs,3.96 s
64,19.3 MB,20.3 GB,868 µs,4.04 s
65,19.3 MB,20.3 GB,1.04 ms,4.12 s
66,19.4 MB,20.3 GB,910 µs,4.21 s
67,19.4 MB,20.3 GB,910 µs,4.29 s
68,19.4 MB,20.3 GB,910 µs,4.37 s
69,19.4 MB,20.3 GB,910 µs,4.46 s
70,19.4 MB,20.3 GB,910 µs,4.54 s
71,19.4 MB,20.3 GB,910 µs,4.63 s
72,19.4 MB,20.3 GB,910 µs,4.71 s
73,19.4 MB,20.3 GB,910 µs,4.79 s
74,19.4 MB,20.3 GB,910 µs,5.07 s
75,19.4 MB,20.3 GB,910 µs,5.16 s
76,19.4 MB,20.3 GB,910 µs,5.22 s
77,19.4 MB,20.3 GB,910 µs,5.22 s
78,19.4 MB,20.3 GB,910 µs,5.46 s
79,19.4 MB,20.3 GB,910 µs,5.55 s
80,19.4 MB,20.3 GB,910 µs,5.65 s
81,19.4 MB,20.3 GB,910 µs,5.74 s
82,19.6 MB,20.3 GB,559 µs,5.74 s
83,19.6 MB,20.3 GB,570 µs,5.74 s
84,19.6 MB,20.3 GB,582 µs,5.74 s
85,19.6 MB,20.3 GB,681 µs,5.74 s
86,19.6 MB,20.3 GB,681 µs,5.73 s
87,19.6 MB,20.3 GB,681 µs,5.73 s
88,19.6 MB,20.3 GB,681 µs,4.62 s
89,19.6 MB,20.3 GB,681 µs,4.72 s
90,19.6 MB,20.3 GB,681 µs,4.82 s
91,19.6 MB,20.3 GB,681 µs,4.91 s
92,19.6 MB,20.3 GB,681 µs,5.73 s
93,19.6 MB,20.3 GB,681 µs,5.73 s
94,19.6 MB,20.3 GB,681 µs,5.73 s
95,19.6 MB,20.3 GB,681 µs,5.73 s
96,19.7 MB,20.3 GB,722 µs,5.73 s
97,19.7 MB,20.3 GB,722 µs,5.73 s
98,19.7 MB,20.3 GB,722 µs,5.73 s
99,19.7 MB,20.3 GB,722 µs,5.73 s
100,19.7 MB,20.3 GB,726 µs,4.92 s
101,19.7 MB,20.3 GB,726 µs,4.83 s
102,19.7 MB,20.3 GB,726 µs,4.73 s
103,19.7 MB,20.3 GB,726 µs,4.64 s
104,19.7 MB,20.3 GB,726 µs,4.54 s
105,19.7 MB,20.3 GB,726 µs,5.74 s
106,19.7 MB,20.3 GB,726 µs,5.74 s
107,19.7 MB,20.3 GB,726 µs,5.76 s
108,19.7 MB,20.3 GB,726 µs,5.76 s
109,19.7 MB,20.3 GB,726 µs,5.76 s
110,19.7 MB,20.3 GB,726 µs,5.76 s
