step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container
303,9.80 MB,10.1 GB,731 µs,5.74 s
304,9.80 MB,10.1 GB,731 µs,5.74 s
305,9.80 MB,10.1 GB,731 µs,5.74 s
306,9.80 MB,10.1 GB,731 µs,5.74 s
307,9.80 MB,10.1 GB,731 µs,5.74 s
308,9.80 MB,10.1 GB,731 µs,5.74 s
309,9.80 MB,10.1 GB,731 µs,5.74 s
310,9.80 MB,10.1 GB,731 µs,5.74 s
311,9.80 MB,10.1 GB,731 µs,5.76 s
312,9.80 MB,10.1 GB,731 µs,5.74 s
313,9.80 MB,10.1 GB,731 µs,5.74 s
314,9.80 MB,10.1 GB,656 µs,5.74 s
315,9.80 MB,10.1 GB,769 µs,5.74 s
316,9.80 MB,10.1 GB,650 µs,5.74 s
317,9.80 MB,10.1 GB,638 µs,5.74 s
318,9.80 MB,10.1 GB,625 µs,5.74 s
319,9.85 MB,10.1 GB,751 µs,5.74 s
320,9.85 MB,10.1 GB,751 µs,5.74 s
321,9.85 MB,10.1 GB,751 µs,5.74 s
322,9.85 MB,10.1 GB,751 µs,5.74 s
323,9.85 MB,10.1 GB,751 µs,5.70 s
324,9.85 MB,10.1 GB,751 µs,5.70 s
325,9.85 MB,10.1 GB,751 µs,4.98 s
326,9.85 MB,10.1 GB,751 µs,5.70 s
327,9.85 MB,10.1 GB,751 µs,5.70 s
328,9.85 MB,10.1 GB,751 µs,5.70 s
329,9.85 MB,10.1 GB,751 µs,5.70 s
330,9.90 MB,10.1 GB,760 µs,5.70 s
331,9.90 MB,10.1 GB,749 µs,5.70 s
332,9.90 MB,10.1 GB,749 µs,5.70 s
333,9.90 MB,10.1 GB,749 µs,5.70 s
334,9.90 MB,10.1 GB,749 µs,5.70 s
335,9.90 MB,10.1 GB,749 µs,5.75 s
336,9.90 MB,10.1 GB,749 µs,5.75 s
337,9.90 MB,10.1 GB,749 µs,5.75 s
338,9.90 MB,10.1 GB,749 µs,5.75 s
339,9.90 MB,10.1 GB,749 µs,5.75 s
340,9.90 MB,10.1 GB,749 µs,5.75 s
341,9.90 MB,10.1 GB,749 µs,5.72 s
342,10.1 MB,10.1 GB,623 µs,5.72 s
343,10.1 MB,10.1 GB,635 µs,5.72 s
344,10.1 MB,10.1 GB,753 µs,5.72 s
345,10.1 MB,10.1 GB,753 µs,5.72 s
346,10.1 MB,10.1 GB,753 µs,5.72 s
347,10.1 MB,10.1 GB,753 µs,5.68 s
348,10.1 MB,10.1 GB,753 µs,5.68 s
349,10.1 MB,10.1 GB,753 µs,5.68 s
350,10.1 MB,10.1 GB,753 µs,5.68 s
351,10.1 MB,10.1 GB,753 µs,5.68 s
352,10.1 MB,10.1 GB,753 µs,5.68 s
353,10.1 MB,10.1 GB,753 µs,5.68 s
354,10.1 MB,10.1 GB,753 µs,5.68 s
355,10.1 MB,10.1 GB,753 µs,5.68 s
356,10.1 MB,10.1 GB,753 µs,4.85 s
357,10.2 MB,10.1 GB,802 µs,4.75 s
358,10.2 MB,10.1 GB,802 µs,4.66 s
359,10.2 MB,10.1 GB,802 µs,5.72 s
360,10.2 MB,10.1 GB,668 µs,5.73 s
361,10.2 MB,10.1 GB,682 µs,5.73 s
362,10.2 MB,10.1 GB,697 µs,5.73 s
363,10.2 MB,10.1 GB,711 µs,5.73 s
364,10.2 MB,10.1 GB,725 µs,5.73 s
365,10.2 MB,10.1 GB,842 µs,5.73 s
366,10.2 MB,10.1 GB,842 µs,5.73 s
367,10.2 MB,10.1 GB,842 µs,5.73 s
368,10.2 MB,10.1 GB,842 µs,5.73 s
369,10.2 MB,10.1 GB,842 µs,5.73 s
370,10.2 MB,10.1 GB,842 µs,5.73 s
371,10.2 MB,10.1 GB,816 µs,5.73 s
372,10.2 MB,10.1 GB,816 µs,5.73 s
373,10.2 MB,10.1 GB,816 µs,5.73 s
374,10.2 MB,10.1 GB,816 µs,5.73 s
375,10.2 MB,10.1 GB,816 µs,5.73 s
376,10.2 MB,10.1 GB,816 µs,5.73 s
377,10.2 MB,10.1 GB,816 µs,4.73 s
378,10.2 MB,10.1 GB,816 µs,5.69 s
379,10.2 MB,10.1 GB,820 µs,5.69 s
380,10.2 MB,10.1 GB,820 µs,5.69 s
381,10.2 MB,10.1 GB,820 µs,5.69 s
382,10.2 MB,10.1 GB,820 µs,5.69 s
383,10.2 MB,10.1 GB,820 µs,5.69 s
384,10.5 MB,10.1 GB,809 µs,5.69 s
385,10.5 MB,10.1 GB,809 µs,5.69 s
386,10.5 MB,10.1 GB,809 µs,5.70 s
387,10.5 MB,10.1 GB,809 µs,5.70 s
388,10.5 MB,10.1 GB,809 µs,5.70 s
389,10.5 MB,10.1 GB,809 µs,5.70 s
390,10.5 MB,10.1 GB,826 µs,5.70 s
391,10.5 MB,10.1 GB,826 µs,5.72 s
392,10.5 MB,10.1 GB,826 µs,5.72 s
393,10.5 MB,10.1 GB,826 µs,5.72 s
394,10.5 MB,10.1 GB,826 µs,5.72 s
395,10.5 MB,10.1 GB,826 µs,5.72 s
396,10.5 MB,10.1 GB,826 µs,5.72 s
397,10.5 MB,10.1 GB,826 µs,5.72 s
398,10.5 MB,10.1 GB,826 µs,5.72 s
399,10.5 MB,10.1 GB,705 µs,5.72 s
400,10.5 MB,10.1 GB,692 µs,5.72 s
401,10.5 MB,10.1 GB,678 µs,5.67 s
402,10.5 MB,10.1 GB,506 µs,5.67 s
403,10.5 MB,10.1 GB,760 µs,5.65 s
404,10.5 MB,10.1 GB,760 µs,5.65 s
405,10.5 MB,10.1 GB,760 µs,5.65 s
406,10.5 MB,10.1 GB,760 µs,5.65 s
407,10.5 MB,10.1 GB,760 µs,5.65 s
408,10.5 MB,10.1 GB,760 µs,5.65 s
409,10.5 MB,10.1 GB,760 µs,5.65 s
410,10.5 MB,10.1 GB,760 µs,5.65 s
411,10.5 MB,10.1 GB,760 µs,5.65 s
412,10.5 MB,10.1 GB,760 µs,5.65 s
413,10.5 MB,10.1 GB,760 µs,5.65 s
414,10.5 MB,10.1 GB,760 µs,5.65 s
415,10.5 MB,10.1 GB,760 µs,5.69 s
416,10.5 MB,10.1 GB,760 µs,5.69 s
417,10.3 MB,10.1 GB,690 µs,5.69 s
418,10.3 MB,10.1 GB,690 µs,5.69 s
419,10.3 MB,10.1 GB,690 µs,4.54 s
420,10.3 MB,10.1 GB,690 µs,4.64 s
421,10.3 MB,10.1 GB,690 µs,4.73 s
422,10.3 MB,10.1 GB,690 µs,4.83 s
423,10.3 MB,10.1 GB,690 µs,4.92 s
424,10.3 MB,10.1 GB,690 µs,5.02 s
425,10.3 MB,10.1 GB,690 µs,5.73 s
426,10.3 MB,10.1 GB,690 µs,5.73 s
427,10.3 MB,10.1 GB,690 µs,5.73 s
428,10.3 MB,10.1 GB,727 µs,5.73 s
429,10.3 MB,10.1 GB,727 µs,4.95 s
430,10.3 MB,10.1 GB,727 µs,4.86 s
431,10.3 MB,10.1 GB,713 µs,4.76 s
432,10.3 MB,10.1 GB,713 µs,4.67 s
433,10.3 MB,10.1 GB,713 µs,4.57 s
434,10.3 MB,10.1 GB,713 µs,4.48 s
435,10.3 MB,10.1 GB,713 µs,5.69 s
436,10.3 MB,10.1 GB,713 µs,5.69 s
437,10.3 MB,10.1 GB,713 µs,5.69 s
438,10.3 MB,10.1 GB,713 µs,5.67 s
439,10.3 MB,10.1 GB,713 µs,5.67 s
440,10.3 MB,10.1 GB,713 µs,5.67 s
441,10.3 MB,10.1 GB,713 µs,5.67 s
442,10.3 MB,10.1 GB,713 µs,5.67 s
443,10.3 MB,10.1 GB,713 µs,5.67 s
444,10.3 MB,10.1 GB,421 µs,5.67 s
445,10.3 MB,10.1 GB,421 µs,5.67 s
446,10.3 MB,10.1 GB,421 µs,5.67 s
447,10.3 MB,10.1 GB,421 µs,5.67 s
448,10.4 MB,10.1 GB,701 µs,5.67 s
449,10.4 MB,10.1 GB,701 µs,5.67 s
450,10.4 MB,10.1 GB,701 µs,5.67 s
451,10.4 MB,10.1 GB,701 µs,5.70 s
452,10.4 MB,10.1 GB,701 µs,5.70 s
453,10.4 MB,10.1 GB,701 µs,5.66 s
454,10.4 MB,10.1 GB,701 µs,5.66 s
455,10.4 MB,10.1 GB,701 µs,5.66 s
456,10.4 MB,10.1 GB,701 µs,5.66 s
457,10.4 MB,10.1 GB,701 µs,5.66 s
458,10.4 MB,10.1 GB,701 µs,5.66 s
459,10.4 MB,10.1 GB,701 µs,5.66 s
460,10.4 MB,10.1 GB,701 µs,5.66 s
461,10.4 MB,10.1 GB,701 µs,5.66 s
462,10.4 MB,10.1 GB,701 µs,5.66 s
463,10.7 MB,10.1 GB,759 µs,5.61 s
464,10.7 MB,10.1 GB,759 µs,5.61 s
465,10.7 MB,10.1 GB,759 µs,5.61 s
466,10.7 MB,10.1 GB,759 µs,5.61 s
467,10.7 MB,10.1 GB,759 µs,5.61 s
468,10.7 MB,10.1 GB,759 µs,5.61 s
469,10.7 MB,10.1 GB,759 µs,5.57 s
470,10.7 MB,10.1 GB,759 µs,5.57 s
471,10.7 MB,10.1 GB,759 µs,5.57 s
472,10.7 MB,10.1 GB,759 µs,5.57 s
473,10.7 MB,10.1 GB,759 µs,5.57 s
474,10.7 MB,10.1 GB,759 µs,5.57 s
475,10.7 MB,10.1 GB,759 µs,4.52 s
476,10.7 MB,10.1 GB,759 µs,5.55 s
477,10.7 MB,10.1 GB,719 µs,5.55 s
478,10.7 MB,10.1 GB,719 µs,5.55 s
479,10.7 MB,10.1 GB,719 µs,5.55 s
480,10.7 MB,10.1 GB,719 µs,5.56 s
481,10.7 MB,10.1 GB,719 µs,5.56 s
482,10.6 MB,10.1 GB,740 µs,5.56 s
483,10.6 MB,10.1 GB,740 µs,5.56 s
484,10.6 MB,10.1 GB,740 µs,5.56 s
485,10.6 MB,10.1 GB,740 µs,5.56 s
486,10.6 MB,10.1 GB,740 µs,5.56 s
487,10.6 MB,10.1 GB,740 µs,5.56 s
488,10.6 MB,10.1 GB,605 µs,5.56 s
489,10.6 MB,10.1 GB,618 µs,5.56 s
490,10.6 MB,10.1 GB,745 µs,5.56 s
491,10.6 MB,10.1 GB,745 µs,5.53 s
492,10.6 MB,10.1 GB,745 µs,5.53 s
493,10.6 MB,10.1 GB,745 µs,5.53 s
494,10.6 MB,10.1 GB,745 µs,5.53 s
495,10.6 MB,10.1 GB,745 µs,4.44 s
496,10.6 MB,10.1 GB,745 µs,4.53 s
497,10.4 MB,10.1 GB,764 µs,4.63 s
498,10.4 MB,10.1 GB,764 µs,4.72 s
499,10.4 MB,10.1 GB,764 µs,5.49 s
500,10.4 MB,10.1 GB,764 µs,5.49 s
501,10.4 MB,10.1 GB,764 µs,5.49 s
502,10.4 MB,10.1 GB,764 µs,5.49 s
503,10.4 MB,10.1 GB,764 µs,5.49 s
504,10.4 MB,10.1 GB,764 µs,5.49 s
505,10.4 MB,10.1 GB,764 µs,4.78 s
506,10.4 MB,10.1 GB,764 µs,5.50 s
507,10.4 MB,10.1 GB,764 µs,5.50 s
508,10.4 MB,10.1 GB,791 µs,5.50 s
509,10.4 MB,10.1 GB,773 µs,5.50 s
510,10.4 MB,10.1 GB,773 µs,5.50 s
511,10.4 MB,10.1 GB,773 µs,5.50 s
512,10.4 MB,10.1 GB,773 µs,5.50 s
513,10.4 MB,10.1 GB,773 µs,4.67 s
514,10.4 MB,10.1 GB,773 µs,4.76 s
515,10.4 MB,10.1 GB,773 µs,5.51 s
516,10.4 MB,10.1 GB,773 µs,5.51 s
