step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container
0,9.39 MB,10.2 GB,233 µs,77.5 µs
1,9.39 MB,10.2 GB,233 µs,75.8 µs
2,13.1 MB,10.2 GB,196 µs,74.1 µs
3,13.1 MB,10.2 GB,192 µs,72.3 µs
4,13.1 MB,10.2 GB,188 µs,70.6 µs
5,13.1 MB,10.2 GB,185 µs,68.9 µs
6,13.1 MB,10.2 GB,181 µs,67.2 µs
7,13.1 MB,10.2 GB,177 µs,65.5 µs
8,13.1 MB,10.2 GB,173 µs,63.8 µs
9,13.1 MB,10.2 GB,169 µs,62.1 µs
10,13.1 MB,10.2 GB,165 µs,60.4 µs
11,13.1 MB,10.2 GB,161 µs,58.6 µs
12,13.1 MB,10.2 GB,157 µs,56.9 µs
13,13.1 MB,10.2 GB,153 µs,55.2 µs
14,13.1 MB,10.2 GB,62.3 µs,53.5 µs
15,13.1 MB,10.2 GB,79.2 µs,51.8 µs
16,13.1 MB,10.2 GB,77.1 µs,
17,13.1 MB,13.7 GB,75.0 µs,132 ms
18,13.1 MB,13.7 GB,72.8 µs,140 ms
19,13.1 MB,13.7 GB,70.7 µs,149 ms
20,13.1 MB,13.7 GB,68.5 µs,157 ms
21,13.1 MB,13.7 GB,66.4 µs,166 ms
22,16.1 MB,13.7 GB,1.46 ms,174 ms
23,16.1 MB,13.7 GB,1.51 ms,183 ms
24,16.1 MB,13.7 GB,1.57 ms,192 ms
25,16.1 MB,13.7 GB,1.63 ms,200 ms
26,16.1 MB,13.7 GB,1.68 ms,209 ms
27,16.1 MB,13.7 GB,1.74 ms,217 ms
28,16.1 MB,13.7 GB,1.79 ms,226 ms
29,16.1 MB,13.7 GB,1.85 ms,234 ms
30,16.1 MB,13.7 GB,1.91 ms,243 ms
31,16.1 MB,20.4 GB,1.92 ms,222 ms
32,16.1 MB,20.4 GB,1.98 ms,230 ms
33,16.1 MB,20.4 GB,2.04 ms,238 ms
34,16.1 MB,20.4 GB,2.09 ms,245 ms
35,16.1 MB,20.4 GB,2.15 ms,253 ms
36,16.1 MB,20.4 GB,2.21 ms,260 ms
37,16.1 MB,20.4 GB,2.27 ms,268 ms
38,16.1 MB,20.4 GB,2.33 ms,275 ms
39,17.0 MB,20.4 GB,1.70 ms,283 ms
40,17.0 MB,20.4 GB,1.74 ms,291 ms
41,17.0 MB,20.4 GB,1.78 ms,298 ms
42,17.0 MB,20.4 GB,1.82 ms,306 ms
43,17.0 MB,20.4 GB,1.86 ms,313 ms
44,17.0 MB,20.4 GB,1.90 ms,321 ms
45,17.0 MB,20.4 GB,1.94 ms,328 ms
46,17.0 MB,20.4 GB,1.98 ms,1.40 s
47,17.0 MB,20.4 GB,2.02 ms,1.43 s
48,17.0 MB,20.4 GB,2.06 ms,1.47 s
49,17.0 MB,20.4 GB,2.10 ms,1.50 s
50,17.0 MB,20.4 GB,2.14 ms,1.53 s
51,17.0 MB,20.4 GB,2.18 ms,1.56 s
52,17.0 MB,20.4 GB,2.22 ms,1.59 s
53,17.0 MB,20.4 GB,2.26 ms,1.62 s
54,17.0 MB,20.4 GB,2.30 ms,1.66 s
55,17.0 MB,20.4 GB,2.34 ms,1.69 s
56,17.0 MB,20.4 GB,2.38 ms,1.72 s
57,17.2 MB,20.4 GB,1.91 ms,1.75 s
58,17.2 MB,20.4 GB,1.91 ms,1.78 s
59,17.2 MB,20.4 GB,1.91 ms,1.81 s
60,17.2 MB,20.4 GB,1.91 ms,1.85 s
61,17.2 MB,20.4 GB,1.91 ms,2.77 s
62,17.2 MB,20.4 GB,1.02 ms,2.83 s
63,17.2 MB,20.4 GB,1.02 ms,2.89 s
64,17.2 MB,20.4 GB,1.02 ms,2.95 s
65,17.2 MB,20.4 GB,1.02 ms,3.01 s
66,17.2 MB,20.4 GB,1.02 ms,3.07 s
67,17.2 MB,20.4 GB,1.02 ms,3.13 s
68,17.2 MB,20.4 GB,1.02 ms,3.19 s
69,17.2 MB,20.4 GB,1.02 ms,3.25 s
70,17.2 MB,20.4 GB,1.02 ms,3.30 s
71,17.2 MB,20.4 GB,1.02 ms,3.36 s
72,17.2 MB,20.4 GB,1.02 ms,3.42 s
73,17.2 MB,20.4 GB,1.02 ms,3.48 s
74,17.4 MB,20.4 GB,950 µs,3.54 s
75,17.4 MB,20.4 GB,950 µs,3.54 s
76,17.4 MB,20.4 GB,950 µs,3.54 s
77,17.4 MB,20.4 GB,950 µs,4.13 s
78,17.4 MB,20.4 GB,950 µs,3.38 s
79,17.4 MB,20.4 GB,950 µs,3.38 s
80,17.4 MB,20.4 GB,950 µs,4.54 s
81,17.4 MB,20.4 GB,950 µs,4.63 s
82,17.4 MB,20.4 GB,834 µs,4.71 s
83,17.4 MB,20.4 GB,834 µs,4.80 s
84,17.4 MB,20.4 GB,834 µs,4.89 s
85,17.4 MB,20.4 GB,834 µs,4.97 s
86,17.4 MB,20.4 GB,834 µs,5.06 s
87,17.4 MB,20.4 GB,834 µs,5.15 s
88,17.6 MB,20.4 GB,805 µs,5.22 s
89,17.6 MB,20.4 GB,805 µs,5.22 s
90,17.6 MB,20.4 GB,805 µs,5.22 s
91,17.6 MB,20.4 GB,805 µs,5.52 s
92,17.6 MB,20.4 GB,805 µs,5.52 s
93,17.6 MB,20.4 GB,805 µs,5.52 s
94,17.6 MB,20.4 GB,805 µs,5.53 s
95,17.6 MB,20.4 GB,805 µs,5.53 s
96,17.6 MB,20.4 GB,805 µs,5.53 s
97,17.6 MB,20.4 GB,805 µs,5.53 s
98,17.6 MB,20.4 GB,805 µs,5.53 s
99,17.6 MB,20.4 GB,653 µs,5.53 s
100,17.6 MB,20.4 GB,775 µs,5.53 s
101,17.6 MB,20.4 GB,775 µs,5.53 s
