step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container
281,10.1 MB,20.5 GB,816 µs,5.57 s
282,10.1 MB,10.2 GB,792 µs,5.57 s
283,10.1 MB,10.2 GB,792 µs,5.57 s
284,10.1 MB,10.2 GB,792 µs,5.57 s
285,10.1 MB,10.2 GB,792 µs,5.57 s
286,10.1 MB,10.2 GB,792 µs,5.57 s
287,10.1 MB,10.2 GB,792 µs,5.57 s
288,10.1 MB,10.2 GB,792 µs,5.57 s
289,10.1 MB,10.2 GB,792 µs,5.57 s
290,10.1 MB,10.2 GB,786 µs,5.57 s
291,10.1 MB,10.2 GB,786 µs,5.57 s
292,10.1 MB,10.2 GB,770 µs,5.57 s
293,10.1 MB,10.2 GB,770 µs,5.58 s
294,10.1 MB,10.2 GB,770 µs,5.58 s
295,10.1 MB,10.2 GB,770 µs,5.58 s
296,10.1 MB,10.2 GB,770 µs,5.58 s
297,10.1 MB,10.2 GB,770 µs,5.58 s
