timestamp,response_time_ms,gpu_used
2025-09-13T12:56:23.354451,3730.24320602417,False
2025-09-13T12:56:25.440521,2084.5630168914795,False
2025-09-13T12:56:27.516912,2075.6280422210693,False
2025-09-13T12:56:29.607412,2090.006113052368,False
2025-09-13T12:56:31.684103,2075.885057449341,False
2025-09-13T12:56:33.763084,2078.1688690185547,False
2025-09-13T12:56:35.838450,2075.1049518585205,False
2025-09-13T12:56:37.913360,2074.120044708252,False
2025-09-13T12:56:40.002902,2089.015007019043,False
2025-09-13T12:56:42.083706,2080.1849365234375,False
2025-09-13T12:56:44.205355,2118.5901165008545,False
2025-09-13T12:56:46.285171,2079.0891647338867,False
2025-09-13T12:56:48.362947,2077.0370960235596,False
2025-09-13T12:56:50.452946,2089.383840560913,False
2025-09-13T12:56:52.529919,2076.2102603912354,False
2025-09-13T12:56:54.617325,2086.7199897766113,False
2025-09-13T12:56:56.695812,2077.841281890869,False
2025-09-13T12:56:58.771506,2075.4480361938477,False
2025-09-13T12:57:00.865511,2093.163013458252,False
2025-09-13T12:57:02.964126,2097.806692123413,False
2025-09-13T12:57:05.041863,2077.2647857666016,False
2025-09-13T12:57:07.136040,2093.4479236602783,False
2025-09-13T12:57:09.213388,2077.097177505493,False
2025-09-13T12:57:11.289033,2074.8562812805176,False
2025-09-13T12:57:13.367491,2077.65793800354,False
2025-09-13T12:57:15.443880,2075.5419731140137,False
2025-09-13T12:57:17.526076,2081.4831256866455,False
2025-09-13T12:57:19.616703,2089.272975921631,False
2025-09-13T12:57:21.703547,2086.097002029419,False
2025-09-13T12:57:23.820935,2116.791009902954,False
2025-09-13T12:57:25.899933,2078.2630443573,False
2025-09-13T12:57:27.980784,2080.1758766174316,False
2025-09-13T12:57:30.065695,2083.9200019836426,False
2025-09-13T12:57:32.151125,2084.662914276123,False
2025-09-13T12:57:34.264442,2112.733840942383,False
2025-09-13T12:57:36.339188,2074.2931365966797,False
2025-09-13T12:57:38.444192,2104.5877933502197,True
2025-09-13T12:57:40.588333,2143.378973007202,True
2025-09-13T12:57:42.696164,2107.109785079956,True
2025-09-13T12:57:44.847081,2150.318145751953,True
2025-09-13T12:57:46.964244,2116.326332092285,True
2025-09-13T12:57:49.086566,2121.8459606170654,True
2025-09-13T12:57:51.195719,2108.4439754486084,True
2025-09-13T12:57:53.305687,2109.1818809509277,True
2025-09-13T12:57:55.417679,2111.189842224121,True
2025-09-13T12:57:57.526916,2108.29496383667,True
2025-09-13T12:57:59.649792,2122.089147567749,True
2025-09-13T12:58:01.783480,2132.9360008239746,True
2025-09-13T12:58:03.890431,2105.597972869873,True
2025-09-13T12:58:06.001862,2110.568046569824,True
2025-09-13T12:58:08.120742,2118.0059909820557,True
2025-09-13T12:58:10.224784,2103.3260822296143,True
2025-09-13T12:58:12.334854,2109.358072280884,True
2025-09-13T12:58:14.480563,2144.975185394287,True
2025-09-13T12:58:16.597368,2116.0850524902344,True
2025-09-13T12:58:18.708302,2109.9538803100586,True
2025-09-13T12:58:20.831945,2123.108148574829,True
2025-09-13T12:58:22.952108,2119.305372238159,True
2025-09-13T12:58:25.056580,2103.7380695343018,True
2025-09-13T12:58:27.179190,2122.2143173217773,True
2025-09-13T12:58:29.298553,2118.4768676757812,True
2025-09-13T12:58:31.404628,2105.1273345947266,True
2025-09-13T12:58:33.523836,2118.454933166504,True
2025-09-13T12:58:35.630563,2105.731725692749,True
2025-09-13T12:58:37.746716,2115.5760288238525,True
2025-09-13T12:58:39.858159,2110.6741428375244,True
2025-09-13T12:58:41.973056,2113.541841506958,True
2025-09-13T12:58:44.076028,2102.717876434326,True
2025-09-13T12:58:46.229208,2152.353048324585,True
2025-09-13T12:58:48.343213,2113.071918487549,True
2025-09-13T12:58:50.531343,2187.4759197235107,True
2025-09-13T12:58:52.635887,2104.1040420532227,True
2025-09-13T12:58:54.834382,2197.690010070801,True
2025-09-13T12:58:56.940363,2105.2498817443848,True
2025-09-13T12:58:59.041951,2101.3028621673584,True
2025-09-13T12:59:01.149967,2107.1419715881348,True
2025-09-13T12:59:03.256292,2105.6149005889893,True
2025-09-13T12:59:05.357599,2100.5570888519287,True
2025-09-13T12:59:07.476011,2117.6908016204834,True
2025-09-13T12:59:09.580311,2103.693962097168,True
2025-09-13T12:59:11.688842,2107.8040599823,True
