"Time","GPU 0","GPU 0"
2025-09-13 10:36:13,,0%
2025-09-13 10:36:14,,0%
2025-09-13 10:36:15,,0%
2025-09-13 10:36:16,,0%
2025-09-13 10:36:17,,0%
2025-09-13 10:36:18,,0%
2025-09-13 10:36:19,,0%
2025-09-13 10:36:20,0%,
2025-09-13 10:36:21,0%,
2025-09-13 10:36:22,0%,
2025-09-13 10:36:23,0%,
2025-09-13 10:36:24,0%,
2025-09-13 10:36:25,0%,
2025-09-13 10:36:26,0%,
2025-09-13 10:36:27,0%,
2025-09-13 10:36:28,0%,
2025-09-13 10:36:29,0%,
2025-09-13 10:36:30,0%,
2025-09-13 10:36:31,0%,
2025-09-13 10:36:32,0%,
2025-09-13 10:36:33,0%,
2025-09-13 10:36:34,0%,
2025-09-13 10:36:35,0%,
2025-09-13 10:36:36,0%,
2025-09-13 10:36:37,0%,
2025-09-13 10:36:38,0%,
2025-09-13 10:36:39,0%,
2025-09-13 10:36:40,0%,
2025-09-13 10:36:41,0%,
2025-09-13 10:36:42,0%,
2025-09-13 10:36:43,0%,
2025-09-13 10:36:44,0%,
2025-09-13 10:36:45,0%,
2025-09-13 10:36:46,0%,
2025-09-13 10:36:47,0%,
2025-09-13 10:36:48,0%,
2025-09-13 10:36:49,0%,
2025-09-13 10:36:50,0%,
2025-09-13 10:36:51,0%,
2025-09-13 10:36:52,0%,
2025-09-13 10:36:53,0%,
2025-09-13 10:36:54,0%,
2025-09-13 10:36:55,0%,
2025-09-13 10:36:56,0%,
2025-09-13 10:36:57,0%,
2025-09-13 10:36:58,0%,
2025-09-13 10:36:59,0%,
2025-09-13 10:37:00,0%,
2025-09-13 10:37:01,0%,
2025-09-13 10:37:02,0%,
2025-09-13 10:37:03,0%,
2025-09-13 10:37:04,0%,
2025-09-13 10:37:05,0%,
2025-09-13 10:37:06,0%,
2025-09-13 10:37:07,0%,
2025-09-13 10:37:08,0%,
2025-09-13 10:37:09,0%,
2025-09-13 10:37:10,0%,
2025-09-13 10:37:11,0%,
2025-09-13 10:37:12,0%,
2025-09-13 10:37:13,0%,
2025-09-13 10:37:14,0%,
2025-09-13 10:37:15,0%,
2025-09-13 10:37:16,0%,
2025-09-13 10:37:17,0%,
2025-09-13 10:37:18,0%,
2025-09-13 10:37:19,0%,
2025-09-13 10:37:20,0%,
2025-09-13 10:37:21,0%,
2025-09-13 10:37:22,0%,
2025-09-13 10:37:23,0%,
2025-09-13 10:37:24,0%,
2025-09-13 10:37:25,0%,
2025-09-13 10:37:26,0%,
2025-09-13 10:37:27,0%,
2025-09-13 10:37:28,0%,
2025-09-13 10:37:29,0%,
2025-09-13 10:37:30,0%,
2025-09-13 10:37:31,0%,
2025-09-13 10:37:32,0%,
2025-09-13 10:37:33,0%,
2025-09-13 10:37:34,0%,
2025-09-13 10:37:35,0%,
2025-09-13 10:37:36,0%,
2025-09-13 10:37:37,0%,
2025-09-13 10:37:38,0%,
2025-09-13 10:37:39,0%,
2025-09-13 10:37:40,0%,
2025-09-13 10:37:41,0%,
2025-09-13 10:37:42,0%,
2025-09-13 10:37:43,0%,
2025-09-13 10:37:44,0%,
