Execution Mode,Response Time
CPU,1560.9721660614014
CPU,1344.2367553710938
CPU,1430.9728145599365
CPU,1383.912181854248
CPU,1422.731590270996
CPU,1561.6490840911865
CPU,3241.2081241607666
CPU,1303.6408424377441
CPU,1491.8885231018066
CPU,1346.07515335083
CPU,1942.4323558807373
CPU,1300.5161762237549
CPU,1414.0936374664307
CPU,1731.681203842163
CPU,1544.1019535064697
CPU,1777.0196437835693
CPU,1412.605953216553
CPU,1359.0492725372314
CPU,1273.4670639038086
CPU,1640.2061939239502
CPU,1661.78560256958
CPU,1446.2550163269043
CPU,1275.555181503296
CPU,1356.8296909332275
CPU,1586.719560623169
CPU,1664.179515838623
CPU,1318.3355808258057
CPU,1646.7787742614746
CPU,1241.7561531066895
CPU,2261.507987976074
CPU,1293.9094543457031
CPU,2069.6715354919434
CPU,2368.628454208374
CPU,1347.8365421295166
CPU,1318.8491344451904
CPU,1723.9697933197021
CPU,1325.885248184204
CPU,1733.9298248291016
CPU,1562.8483772277832
CPU,1408.8107585906982
CPU,1297.3596096038818
CPU,3130.0438404083257
CPU,2133.2884788513184
CPU,1376.71217918396
CPU,1392.634105682373
CPU,1427.0941734313965
CPU,2019.4243431091309
CPU,1281.6182136535645
CPU,1786.707878112793
CPU,2201.944589614868
CPU,2067.883586883545
CPU,2050.652027130127
CPU,1379.6244144439697
CPU,1569.008207321167
CPU,1336.2456798553467
CPU,1569.89164352417
CPU,2379.773759841919
CPU,3706.1334133148193
CPU,1883.5092544555664
CPU,1303.7004470825195
CPU,1330.8635234832764
CPU,1614.0153884887695
CPU,2925.8315563201904
CPU,1324.2329597473145
CPU,1229.8352241516113
CPU,1399.625015258789
CPU,1251.0912418365479
CPU,2305.0989627838135
CPU,2083.7783336639404
CPU,1264.457082748413
CPU,1985.423231124878
CPU,1352.521800994873
CPU,2147.6338863372803
CPU,1273.1237888336182
CPU,1298.515272140503
CPU,1461.9445323944092
CPU,1551.6680240631104
CPU,2227.094841003418
CPU,1419.6881294250488
CPU,1736.6066455841064
CPU,1664.6372318267822
CPU,1501.1436939239502
CPU,1314.905309677124
CPU,1592.6171779632568
CPU,1682.3677062988281
CPU,1281.6107273101807
CPU,1527.7647495269775
CPU,1682.3415279388428
CPU,1293.3931350708008
CPU,1562.6746654510498
CPU,1302.3459434509277
CPU,1459.5017910003662
CPU,1741.267442703247
CPU,1790.7849788665771
CPU,1320.5292224884033
CPU,2067.856454849243
CPU,2050.437355041504
CPU,1255.6973457336426
CPU,1443.6461925506592
CPU,1920.0469970703125
CPU,1511.2196445465088
CPU,1526.6940116882324
CPU,1374.7495651245117
CPU,1249.4990348815918
CPU,1321.653938293457
CPU,1439.7472381591797
CPU,1337.4468326568604
CPU,2943.8001155853276
CPU,1627.7864933013916
CPU,1307.4378490447998
CPU,1309.9233627319336
CPU,1376.054048538208
CPU,1339.6145343780518
CPU,1337.2272491455078
CPU,1284.2488288879395
CPU,1325.5563735961914
CPU,1258.2030773162842
CPU,1679.8665046691895
CPU,1555.833387374878
CPU,1343.5787200927734
CPU,1638.2285118103027
CPU,1671.2852001190186
CPU,1422.5746154785156
CPU,2628.7896633148193
CPU,1538.3617877960205
CPU,1623.1084823608398
CPU,1318.5349941253662
CPU,1542.4388408660889
CPU,1385.4230403900146
CPU,1608.3137512207031
CPU,1368.4638977050781
CPU,1599.606466293335
CPU,1681.1254024505615
CPU,1250.3412246704102
CPU,1551.0825634002686
CPU,1312.939214706421
CPU,1402.7411937713623
CPU,1376.3887882232666
CPU,1248.1504917144775
CPU,1482.6693534851074
CPU,1367.485237121582
CPU,1845.4142570495605
CPU,2683.840799331665
CPU,1237.2925758361816
CPU,1250.2973079681396
CPU,1363.039255142212
CPU,1385.9745979309082
CPU,1282.141351699829
CPU,1259.9112033843994
CPU,2059.870147705078
CPU,1408.7244033813477
CPU,1370.7604885101318
CPU,1532.2195053100586
CPU,1544.4895267486572
CPU,1259.0288162231445
CPU,1262.5043392181396
CPU,1347.1532821655273
CPU,1865.3550624847412
CPU,1402.3082256317139
CPU,1647.5079536437988
CPU,1281.9543361663818
CPU,1846.0561275482178
CPU,1284.8313331604004
CPU,1267.7290439605713
CPU,1226.7551898956299
CPU,1447.0462322235107
CPU,1263.9581680297852
CPU,1348.3936309814453
CPU,1246.8821048736572
CPU,2220.0798988342285
CPU,2126.892042160034
CPU,1566.779613494873
CPU,1713.4625434875488
CPU,1377.5628089904785
CPU,1457.2794437408447
CPU,1722.9691982269287
CPU,1387.608528137207
CPU,1481.8505764007568
CPU,1346.0782527923584
CPU,1364.8998737335205
CPU,1336.1571311950684
CPU,1577.0068168640137
CPU,1630.4103374481201
CPU,1377.7698993682861
CPU,1795.0610160827637
CPU,1400.5688190460205
CPU,1406.6792011260986
CPU,1332.7446460723877
CPU,1982.12571144104
CPU,1393.5348510742188
CPU,1315.7073497772217
CPU,1327.2067546844482
CPU,1409.214735031128
CPU,1427.9746055603027
CPU,1887.6678943634033
CPU,1345.5777645111084
CPU,1502.3042678833008
CPU,1370.2257633209229
CPU,1348.7738609313965
CPU,3157.306146621704
CPU,1365.1751518249512
CPU,3121.6197967529297
CPU,2194.5570945739746
CPU,1335.1524829864502
CPU,1539.2780303955078
CPU,1316.147518157959
CPU,1423.9986896514893
CPU,1421.8017101287842
CPU,1320.2919483184814
CPU,1299.0095138549805
CPU,1245.1710224151611
CPU,1289.6024703979492
CPU,1344.2343711853027
CPU,1589.5438194274902
CPU,1364.3518447875977
CPU,1552.861738204956
CPU,1346.4935302734375
CPU,1576.8293857574463
CPU,1252.8955936431885
CPU,1581.3706398010254
CPU,1984.6250534057617
CPU,1700.4456520080566
CPU,2242.2664165496826
CPU,1650.9496688842773
CPU,1234.511375427246
CPU,2737.622356414795
CPU,1755.493974685669
CPU,1607.7608108520508
CPU,1777.5514125823975
CPU,1384.8371982574463
CPU,2057.3115825653076
CPU,1384.4338417053223
CPU,1594.639253616333
CPU,3280.2478790283203
CPU,1499.9329090118408
CPU,1656.64701461792
CPU,1423.0803489685059
CPU,1254.6175003051758
CPU,1363.9273643493652
CPU,1421.9323635101318
CPU,1331.6442966461182
CPU,1482.5609683990479
CPU,1258.4862232208252
CPU,2729.624032974243
CPU,2684.511947631836
CPU,1354.0842056274414
CPU,1406.02126121521
CPU,1439.423131942749
CPU,1599.8644351959229
CPU,1423.8674640655518
CPU,2092.3036575317383
CPU,1278.1135082244873
CPU,1447.381353378296
CPU,1765.1451110839844
CPU,1405.1220893859863
CPU,1266.806697845459
CPU,1332.919692993164
CPU,1804.3543815612793
CPU,1318.9808368682861
CPU,1520.7142353057861
CPU,1355.053186416626
CPU,1271.1940288543701
CPU,1412.8129482269287
CPU,1548.6131191253662
CPU,1364.013671875
CPU,1315.7454013824463
CPU,1335.850429534912
CPU,1561.3024234771729
GPU,220.4279899597168
GPU,147.053861618042
GPU,174.04146194458008
GPU,145.80297470092773
GPU,172.0128059387207
GPU,371.8270778656006
GPU,182.21807479858398
GPU,161.5776538848877
GPU,148.01945686340332
GPU,154.32300567626953
GPU,149.4976043701172
GPU,150.25691986083984
GPU,150.92830657958984
GPU,170.29943466186523
GPU,154.5217990875244
GPU,151.3552188873291
GPU,143.95594596862793
GPU,154.3299674987793
GPU,138.38891983032227
GPU,148.1215476989746
GPU,151.25551223754883
GPU,182.29107856750488
GPU,151.98922157287598
GPU,140.51709175109863
GPU,139.34473991394043
GPU,142.01092720031738
GPU,180.31811714172363
GPU,143.43771934509277
GPU,148.01363945007324
GPU,156.11639022827148
GPU,153.28526496887207
GPU,202.58398056030273
GPU,140.3712272644043
GPU,161.52515411376953
GPU,168.43276023864746
GPU,157.63554573059082
GPU,141.2287712097168
GPU,175.27437210083008
