timestamp,response_time_ms,gpu_used
2025-09-13T18:17:12.135075,3053.3151626586914,False
2025-09-13T18:17:14.287147,2151.4899730682373,False
2025-09-13T18:17:16.437991,2150.205135345459,False
2025-09-13T18:17:18.558376,2119.624137878418,False
2025-09-13T18:17:20.641500,2078.5610675811768,False
2025-09-13T18:17:22.784876,2142.444849014282,False
2025-09-13T18:17:24.861666,2076.164722442627,False
2025-09-13T18:17:26.938228,2075.927734375,False
2025-09-13T18:17:29.011786,2072.7407932281494,False
2025-09-13T18:17:31.183864,2171.53000831604,False
2025-09-13T18:17:33.298522,2114.1040325164795,False
2025-09-13T18:17:35.381859,2082.489252090454,False
2025-09-13T18:17:37.496563,2114.187002182007,False
2025-09-13T18:17:39.575712,2078.3438682556152,False
2025-09-13T18:17:41.652230,2075.727939605713,False
2025-09-13T18:17:43.727392,2074.2568969726562,False
2025-09-13T18:17:45.805337,2077.3377418518066,False
2025-09-13T18:17:47.884103,2078.1309604644775,False
2025-09-13T18:17:50.025722,2140.980005264282,False
2025-09-13T18:17:52.100812,2074.4917392730713,False
2025-09-13T18:17:54.180314,2079.0860652923584,False
2025-09-13T18:17:56.295587,2114.6881580352783,False
2025-09-13T18:17:58.413760,2117.130756378174,True
2025-09-13T18:18:00.526823,2112.5428676605225,True
2025-09-13T18:18:02.637145,2109.7238063812256,True
2025-09-13T18:18:04.744436,2106.633186340332,True
2025-09-13T18:18:06.851499,2106.189012527466,True
2025-09-13T18:18:08.957170,2104.8641204833984,True
2025-09-13T18:18:11.086574,2128.5240650177,True
2025-09-13T18:18:13.192405,2105.1859855651855,True
2025-09-13T18:18:15.307109,2114.3319606781006,True
2025-09-13T18:18:17.418236,2110.2828979492188,True
2025-09-13T18:18:19.526284,2107.254981994629,True
2025-09-13T18:18:21.630996,2104.1200160980225,True
2025-09-13T18:18:23.752874,2121.227979660034,True
2025-09-13T18:18:25.856820,2103.250741958618,True
2025-09-13T18:18:28.014494,2157.1199893951416,True
2025-09-13T18:18:30.120580,2105.315923690796,True
2025-09-13T18:18:32.228212,2106.6598892211914,True
2025-09-13T18:18:34.337397,2108.4887981414795,True
2025-09-13T18:18:36.446720,2108.5522174835205,True
2025-09-13T18:18:38.561093,2113.572120666504,True
2025-09-13T18:18:40.712262,2150.3920555114746,True
2025-09-13T18:18:42.822435,2109.527826309204,True
2025-09-13T18:18:44.930757,2107.503890991211,True
2025-09-13T18:18:47.037204,2105.7190895080566,True
2025-09-13T18:18:49.149094,2111.2430095672607,True
2025-09-13T18:18:51.258810,2108.910083770752,True
2025-09-13T18:18:53.411563,2152.2607803344727,True
2025-09-13T18:18:55.517555,2104.724884033203,True
2025-09-13T18:18:57.630493,2112.2679710388184,True
2025-09-13T18:18:59.760322,2129.1117668151855,True
2025-09-13T18:19:01.874686,2113.5730743408203,True
2025-09-13T18:19:03.988328,2112.7569675445557,True
2025-09-13T18:19:06.107735,2118.8206672668457,True
2025-09-13T18:19:08.212456,2104.2139530181885,True
2025-09-13T18:19:10.317387,2102.9582023620605,True
