"Time","GPU 0","GPU 0"
2025-09-18 10:31:38,,0%
2025-09-18 10:31:40,,0%
2025-09-18 10:31:42,,0%
2025-09-18 10:31:44,,0%
2025-09-18 10:31:46,,0%
2025-09-18 10:31:48,,0%
2025-09-18 10:31:50,,0%
2025-09-18 10:31:52,,0%
2025-09-18 10:31:54,,0%
2025-09-18 10:31:56,,0%
2025-09-18 10:31:58,,0%
2025-09-18 10:32:00,,0%
2025-09-18 10:32:02,,0%
2025-09-18 10:32:04,,0%
2025-09-18 10:32:06,,0%
2025-09-18 10:32:08,,0%
2025-09-18 10:32:10,,0%
2025-09-18 10:32:12,,0%
2025-09-18 10:32:14,,0%
2025-09-18 10:32:16,,0%
2025-09-18 10:32:18,,0%
2025-09-18 10:32:20,,0%
2025-09-18 10:32:22,,0%
2025-09-18 10:32:24,,0%
2025-09-18 10:32:26,,0%
2025-09-18 10:32:28,,0%
2025-09-18 10:32:30,,0%
2025-09-18 10:32:32,,0%
2025-09-18 10:32:34,,0%
2025-09-18 10:32:36,,0%
2025-09-18 10:32:38,,0%
2025-09-18 10:32:40,,0%
2025-09-18 10:32:42,,0%
2025-09-18 10:32:44,,0%
2025-09-18 10:32:46,,0%
2025-09-18 10:32:48,,0%
2025-09-18 10:32:50,,0%
2025-09-18 10:32:52,,0%
2025-09-18 10:32:54,,0%
2025-09-18 10:32:56,,0%
2025-09-18 10:32:58,,0%
2025-09-18 10:33:00,,0%
2025-09-18 10:33:02,,0%
2025-09-18 10:33:04,,0%
2025-09-18 10:33:06,,0%
2025-09-18 10:33:08,,0%
2025-09-18 10:33:10,,0%
2025-09-18 10:33:12,,0%
2025-09-18 10:33:14,,0%
2025-09-18 10:33:16,,0%
2025-09-18 10:33:18,,0%
2025-09-18 10:33:20,,0%
2025-09-18 10:33:22,,0%
2025-09-18 10:33:24,,0%
2025-09-18 10:33:26,,0%
2025-09-18 10:33:28,,0%
2025-09-18 10:33:30,,0%
2025-09-18 10:33:32,,0%
2025-09-18 10:33:34,,0%
2025-09-18 10:33:36,,0%
2025-09-18 10:33:38,,0%
2025-09-18 10:33:40,,0%
2025-09-18 10:33:42,,0%
2025-09-18 10:33:44,,0%
2025-09-18 10:33:46,,0%
2025-09-18 10:33:48,,0%
2025-09-18 10:33:50,,0%
2025-09-18 10:33:52,,0%
2025-09-18 10:33:54,,0%
2025-09-18 10:33:56,,0%
2025-09-18 10:33:58,,0%
2025-09-18 10:34:00,,0%
2025-09-18 10:34:02,0%,
2025-09-18 10:34:04,0%,
2025-09-18 10:34:06,0%,
2025-09-18 10:34:08,0%,
2025-09-18 10:34:10,0%,
2025-09-18 10:34:12,0%,
2025-09-18 10:34:14,0%,
2025-09-18 10:34:16,0%,
2025-09-18 10:34:18,0%,
2025-09-18 10:34:20,0%,
2025-09-18 10:34:22,0%,
2025-09-18 10:34:24,0%,
2025-09-18 10:34:26,0%,
2025-09-18 10:34:28,0%,
2025-09-18 10:34:30,0%,
2025-09-18 10:34:32,0%,
2025-09-18 10:34:34,0%,
2025-09-18 10:34:36,0%,
2025-09-18 10:34:38,0%,
2025-09-18 10:34:40,0%,
2025-09-18 10:34:42,0%,
2025-09-18 10:34:44,0%,
2025-09-18 10:34:46,0%,
2025-09-18 10:34:48,14%,
2025-09-18 10:34:50,69%,
2025-09-18 10:34:52,67%,
2025-09-18 10:34:54,68%,
2025-09-18 10:34:56,66%,
2025-09-18 10:34:58,67%,
2025-09-18 10:35:00,63%,
2025-09-18 10:35:02,44%,
2025-09-18 10:35:04,67%,
2025-09-18 10:35:06,37%,
2025-09-18 10:35:08,66%,
2025-09-18 10:35:10,70%,
2025-09-18 10:35:12,69%,
2025-09-18 10:35:14,70%,
2025-09-18 10:35:16,70%,
2025-09-18 10:35:18,71%,
2025-09-18 10:35:20,71%,
2025-09-18 10:35:22,65%,
2025-09-18 10:35:24,66%,
2025-09-18 10:35:26,68%,
2025-09-18 10:35:28,66%,
2025-09-18 10:35:30,67%,
2025-09-18 10:35:32,65%,
2025-09-18 10:35:34,67%,
2025-09-18 10:35:36,67%,
2025-09-18 10:35:38,28%,
2025-09-18 10:35:40,37%,
2025-09-18 10:35:42,68%,
2025-09-18 10:35:44,70%,
2025-09-18 10:35:46,69%,
2025-09-18 10:35:48,69%,
