step,ram-gpu_queue-proxy,ram-gpu_user-container,cpu-cpu-2_queue-proxy,cpu-cpu-2_user-container,cpu-cpu-1_queue-proxy,cpu-cpu-1_user-container,cpu-gpu_queue-proxy,cpu-gpu_user-container,ram-cpu-2_queue-proxy,ram-cpu-2_user-container,ram-cpu-1_queue-proxy,ram-cpu-1_user-container,gpu_gpu_0
238,7.94 MB,16.3 MB,886 µs,3.08 ms,,,414 µs,99.2 µs,7.93 MB,16.1 MB,16.3 MB,34.1 MB,0%
239,7.94 MB,16.3 MB,886 µs,3.14 ms,,,414 µs,99.2 µs,7.93 MB,16.1 MB,16.3 MB,34.1 MB,0%
240,7.94 MB,16.3 MB,886 µs,3.19 ms,,,414 µs,99.2 µs,7.93 MB,16.1 MB,16.3 MB,34.1 MB,0%
241,7.94 MB,16.3 MB,886 µs,3.25 ms,,,414 µs,99.2 µs,7.93 MB,16.1 MB,16.3 MB,34.1 MB,0%
242,7.94 MB,16.3 MB,886 µs,3.30 ms,,,414 µs,99.2 µs,7.93 MB,16.1 MB,16.3 MB,34.1 MB,0%
243,7.94 MB,16.3 MB,886 µs,3.36 ms,,,295 µs,99.2 µs,7.93 MB,16.1 MB,16.3 MB,34.1 MB,0%
244,7.94 MB,16.3 MB,886 µs,3.39 ms,,,301 µs,99.2 µs,7.93 MB,16.1 MB,16.3 MB,34.1 MB,0%
245,7.94 MB,16.3 MB,886 µs,3.39 ms,,,363 µs,99.2 µs,7.93 MB,16.1 MB,16.3 MB,34.1 MB,0%
246,7.94 MB,16.3 MB,539 µs,1.51 ms,,,363 µs,84.1 µs,7.93 MB,16.1 MB,16.3 MB,34.1 MB,0%
247,7.94 MB,16.3 MB,540 µs,1.46 ms,,,363 µs,82.4 µs,8.03 MB,16.1 MB,9.05 MB,34.1 MB,0%
248,7.94 MB,16.3 MB,550 µs,1.46 ms,,,363 µs,90.1 µs,8.03 MB,16.1 MB,9.05 MB,34.1 MB,0%
249,7.94 MB,16.3 MB,645 µs,1.46 ms,,,363 µs,81.6 µs,8.03 MB,16.1 MB,9.05 MB,34.1 MB,0%
250,7.94 MB,16.3 MB,645 µs,1.46 ms,,,363 µs,81.6 µs,8.03 MB,16.1 MB,9.05 MB,18.0 MB,0%
251,7.94 MB,16.3 MB,645 µs,1.46 ms,,,363 µs,81.6 µs,8.03 MB,16.1 MB,9.05 MB,18.0 MB,0%
252,7.94 MB,16.3 MB,645 µs,1.46 ms,,,363 µs,81.6 µs,8.03 MB,16.1 MB,9.05 MB,18.0 MB,0%
253,7.94 MB,16.3 MB,645 µs,1.46 ms,,,363 µs,81.6 µs,8.03 MB,16.1 MB,9.05 MB,18.0 MB,0%
254,7.94 MB,16.3 MB,645 µs,1.46 ms,,,301 µs,81.6 µs,8.03 MB,16.1 MB,9.05 MB,18.0 MB,0%
255,7.94 MB,16.3 MB,645 µs,1.46 ms,,,295 µs,81.6 µs,8.03 MB,16.1 MB,9.05 MB,18.0 MB,0%
256,7.94 MB,16.3 MB,645 µs,1.46 ms,,,289 µs,81.6 µs,8.03 MB,16.1 MB,9.05 MB,18.0 MB,0%
257,7.94 MB,16.3 MB,645 µs,1.46 ms,,,283 µs,81.6 µs,8.03 MB,16.1 MB,9.05 MB,18.0 MB,0%
258,7.94 MB,16.3 MB,645 µs,1.46 ms,,,277 µs,81.6 µs,8.03 MB,16.1 MB,9.05 MB,18.0 MB,0%
259,7.94 MB,16.3 MB,645 µs,1.17 ms,,,271 µs,81.6 µs,8.03 MB,16.1 MB,9.05 MB,18.0 MB,0%
260,7.94 MB,16.3 MB,645 µs,1.20 ms,,,265 µs,81.6 µs,8.03 MB,16.1 MB,9.05 MB,18.0 MB,0%
261,7.94 MB,16.3 MB,645 µs,1.43 ms,,,259 µs,81.6 µs,8.03 MB,16.1 MB,9.05 MB,18.0 MB,0%
262,7.94 MB,16.3 MB,552 µs,1.43 ms,,,253 µs,81.6 µs,8.03 MB,16.1 MB,9.05 MB,18.0 MB,0%
263,7.94 MB,16.3 MB,541 µs,1.39 ms,,,253 µs,71.0 µs,8.03 MB,16.1 MB,9.05 MB,18.0 MB,0%
264,7.94 MB,16.3 MB,502 µs,1.39 ms,,,247 µs,71.0 µs,8.24 MB,16.1 MB,9.05 MB,18.0 MB,0%
265,7.94 MB,16.3 MB,513 µs,1.39 ms,,,241 µs,71.0 µs,8.24 MB,16.1 MB,9.05 MB,18.0 MB,0%
266,7.94 MB,16.3 MB,523 µs,1.39 ms,,,235 µs,58.8 µs,8.24 MB,16.1 MB,9.05 MB,18.0 MB,0%
267,7.94 MB,16.3 MB,533 µs,1.39 ms,,,229 µs,57.6 µs,8.24 MB,16.1 MB,9.05 MB,18.0 MB,0%
268,7.94 MB,16.3 MB,619 µs,1.39 ms,,,223 µs,56.4 µs,8.24 MB,16.1 MB,9.05 MB,18.0 MB,0%
269,7.94 MB,16.3 MB,619 µs,1.39 ms,,,217 µs,55.2 µs,8.24 MB,16.1 MB,9.05 MB,18.0 MB,0%
270,7.94 MB,16.3 MB,619 µs,1.39 ms,,,211 µs,47.4 µs,8.24 MB,16.1 MB,9.05 MB,18.0 MB,0%
271,7.94 MB,16.3 MB,619 µs,1.39 ms,,,205 µs,47.4 µs,8.24 MB,16.1 MB,9.05 MB,18.0 MB,0%
272,7.94 MB,16.3 MB,619 µs,1.39 ms,,,199 µs,47.4 µs,8.24 MB,16.1 MB,9.05 MB,18.0 MB,0%
273,8.03 MB,16.3 MB,619 µs,1.39 ms,,,263 µs,47.4 µs,8.24 MB,16.1 MB,9.05 MB,18.0 MB,0%
274,8.03 MB,16.3 MB,619 µs,1.39 ms,,,263 µs,47.4 µs,8.24 MB,16.1 MB,9.05 MB,18.0 MB,0%
275,8.03 MB,16.3 MB,619 µs,1.39 ms,,,263 µs,37.4 µs,8.24 MB,16.1 MB,9.05 MB,18.0 MB,0%
276,8.03 MB,16.3 MB,619 µs,1.39 ms,,,214 µs,37.4 µs,8.24 MB,16.1 MB,9.05 MB,18.0 MB,0%
277,8.03 MB,16.3 MB,619 µs,1.39 ms,,,214 µs,37.4 µs,8.24 MB,16.1 MB,9.05 MB,18.0 MB,0%
278,8.03 MB,16.3 MB,619 µs,1.34 ms,,,214 µs,37.4 µs,8.24 MB,16.1 MB,9.05 MB,18.0 MB,0%
279,8.03 MB,16.3 MB,628 µs,1.34 ms,,,214 µs,37.4 µs,8.37 MB,16.1 MB,9.05 MB,18.0 MB,0%
280,8.03 MB,16.3 MB,628 µs,1.34 ms,,,214 µs,37.4 µs,8.37 MB,16.1 MB,9.05 MB,18.0 MB,
281,8.03 MB,16.3 MB,628 µs,1.34 ms,,,214 µs,37.4 µs,8.37 MB,16.1 MB,9.05 MB,18.0 MB,
282,8.03 MB,16.3 MB,628 µs,1.34 ms,,,214 µs,37.4 µs,8.37 MB,16.1 MB,9.05 MB,18.0 MB,
283,8.03 MB,16.3 MB,631 µs,1.34 ms,,,214 µs,37.4 µs,8.37 MB,16.1 MB,9.05 MB,18.0 MB,
284,8.03 MB,16.3 MB,631 µs,1.34 ms,,,214 µs,37.4 µs,8.37 MB,16.1 MB,9.05 MB,18.0 MB,
285,8.03 MB,16.3 MB,631 µs,1.34 ms,,,214 µs,37.4 µs,8.37 MB,16.1 MB,9.05 MB,18.0 MB,
286,8.03 MB,16.3 MB,631 µs,1.34 ms,,,214 µs,37.4 µs,8.37 MB,16.1 MB,9.05 MB,18.0 MB,
287,8.03 MB,16.3 MB,631 µs,1.34 ms,,,214 µs,37.4 µs,8.37 MB,16.1 MB,9.05 MB,18.0 MB,
288,8.03 MB,16.3 MB,631 µs,1.34 ms,,,214 µs,37.4 µs,8.37 MB,16.1 MB,9.05 MB,18.0 MB,
289,8.03 MB,16.3 MB,630 µs,1.34 ms,,,214 µs,37.4 µs,8.50 MB,16.1 MB,9.05 MB,18.0 MB,
290,8.03 MB,16.3 MB,630 µs,1.34 ms,,,214 µs,13.2 µs,8.50 MB,16.1 MB,9.05 MB,18.0 MB,
291,8.03 MB,16.3 MB,630 µs,1.34 ms,,,214 µs,13.2 µs,8.50 MB,16.1 MB,9.05 MB,18.0 MB,
292,8.03 MB,16.3 MB,630 µs,1.33 ms,,,214 µs,13.2 µs,8.50 MB,16.1 MB,9.05 MB,18.0 MB,
293,8.03 MB,16.3 MB,630 µs,1.33 ms,,,214 µs,13.2 µs,8.50 MB,16.1 MB,9.05 MB,18.0 MB,
294,8.03 MB,16.3 MB,630 µs,1.33 ms,,,214 µs,13.2 µs,8.50 MB,16.1 MB,9.05 MB,18.0 MB,
295,8.03 MB,16.3 MB,628 µs,1.11 ms,,,214 µs,10.1 µs,8.50 MB,16.1 MB,9.05 MB,18.0 MB,
296,8.03 MB,16.3 MB,628 µs,1.09 ms,,,,9.92 µs,8.50 MB,16.1 MB,9.05 MB,18.0 MB,
297,8.03 MB,16.3 MB,628 µs,1.38 ms,,,,9.70 µs,8.50 MB,16.1 MB,9.05 MB,18.0 MB,
298,8.03 MB,16.3 MB,628 µs,1.38 ms,,,,9.49 µs,8.50 MB,16.1 MB,9.05 MB,18.0 MB,
299,8.03 MB,16.3 MB,628 µs,1.38 ms,,,,9.27 µs,8.50 MB,16.1 MB,9.05 MB,18.0 MB,
300,8.03 MB,16.3 MB,628 µs,1.38 ms,,,,9.05 µs,8.50 MB,16.1 MB,9.05 MB,18.0 MB,
301,8.03 MB,16.3 MB,628 µs,1.38 ms,,,,8.83 µs,8.50 MB,16.1 MB,9.05 MB,18.0 MB,
302,8.03 MB,16.3 MB,628 µs,1.38 ms,,,,8.61 µs,8.50 MB,16.1 MB,9.05 MB,18.0 MB,
303,8.03 MB,16.3 MB,628 µs,1.38 ms,,,,8.39 µs,8.50 MB,16.1 MB,9.05 MB,18.0 MB,
304,8.03 MB,16.3 MB,539 µs,1.38 ms,,,,8.17 µs,8.50 MB,16.1 MB,9.05 MB,18.0 MB,
305,8.03 MB,16.3 MB,529 µs,1.38 ms,,,,7.95 µs,8.50 MB,16.1 MB,9.05 MB,18.0 MB,
306,8.03 MB,16.3 MB,518 µs,1.38 ms,,,,7.73 µs,8.50 MB,16.1 MB,9.05 MB,18.0 MB,
307,8.03 MB,16.3 MB,398 µs,1.41 ms,,,,7.51 µs,8.50 MB,16.1 MB,9.05 MB,18.0 MB,
308,8.03 MB,16.3 MB,661 µs,1.41 ms,,,,,8.70 MB,16.1 MB,9.05 MB,18.0 MB,
309,8.03 MB,16.3 MB,661 µs,1.41 ms,,,,,8.70 MB,16.1 MB,9.05 MB,18.0 MB,
310,8.03 MB,16.3 MB,661 µs,1.41 ms,,,,,8.70 MB,16.1 MB,9.05 MB,18.0 MB,
311,8.03 MB,16.3 MB,661 µs,1.43 ms,,,,,8.70 MB,16.1 MB,9.05 MB,18.0 MB,
312,8.03 MB,16.3 MB,661 µs,1.43 ms,,,,,8.70 MB,16.1 MB,9.05 MB,18.0 MB,
313,8.03 MB,16.3 MB,661 µs,1.43 ms,,,,,8.70 MB,16.1 MB,9.05 MB,18.0 MB,
314,8.03 MB,16.3 MB,661 µs,1.43 ms,,,,,8.70 MB,16.1 MB,9.05 MB,18.0 MB,
315,8.03 MB,16.3 MB,661 µs,1.43 ms,,,,,8.70 MB,16.1 MB,9.05 MB,18.0 MB,
316,8.03 MB,16.3 MB,661 µs,1.43 ms,,,,,8.70 MB,16.1 MB,9.05 MB,18.0 MB,
317,8.03 MB,16.3 MB,661 µs,1.43 ms,,,,,8.70 MB,16.1 MB,9.05 MB,18.0 MB,
318,8.03 MB,16.3 MB,661 µs,1.43 ms,,,,,8.70 MB,16.1 MB,9.05 MB,18.0 MB,
319,8.03 MB,16.3 MB,661 µs,1.43 ms,,,,,8.70 MB,16.1 MB,9.05 MB,18.0 MB,
320,8.03 MB,16.3 MB,661 µs,1.43 ms,,,,,8.70 MB,16.1 MB,9.05 MB,18.0 MB,
321,8.03 MB,16.3 MB,661 µs,1.43 ms,,,,,8.70 MB,16.1 MB,9.05 MB,18.0 MB,
322,8.03 MB,16.3 MB,661 µs,1.43 ms,,,,,8.70 MB,16.1 MB,9.05 MB,18.0 MB,
323,8.03 MB,16.3 MB,661 µs,1.47 ms,,,,,8.70 MB,16.1 MB,9.05 MB,18.0 MB,
324,8.03 MB,16.3 MB,568 µs,1.47 ms,,,,,8.70 MB,16.1 MB,9.05 MB,18.0 MB,
325,8.03 MB,16.3 MB,557 µs,1.47 ms,,,,,8.70 MB,16.1 MB,9.05 MB,18.0 MB,
326,8.03 MB,16.3 MB,546 µs,1.47 ms,,,,,8.70 MB,16.1 MB,9.05 MB,18.0 MB,
327,8.03 MB,16.3 MB,535 µs,1.47 ms,,,,,8.70 MB,16.1 MB,9.05 MB,18.0 MB,
328,8.03 MB,16.3 MB,644 µs,1.47 ms,,,,,8.75 MB,16.1 MB,9.05 MB,18.0 MB,
329,8.03 MB,16.3 MB,644 µs,1.47 ms,,,,,8.75 MB,16.1 MB,9.05 MB,18.0 MB,
330,8.03 MB,16.3 MB,644 µs,1.47 ms,,,,,8.75 MB,16.1 MB,9.05 MB,18.0 MB,
331,8.03 MB,16.3 MB,644 µs,1.47 ms,,,,,8.75 MB,16.1 MB,9.05 MB,18.0 MB,
332,8.03 MB,16.3 MB,644 µs,1.47 ms,,,,,8.75 MB,16.1 MB,9.05 MB,18.0 MB,
333,8.03 MB,16.3 MB,644 µs,1.47 ms,,,,,8.75 MB,16.1 MB,9.05 MB,18.0 MB,
334,8.03 MB,16.3 MB,644 µs,1.47 ms,,,,,8.75 MB,16.1 MB,9.05 MB,18.0 MB,
335,8.03 MB,16.3 MB,644 µs,1.47 ms,,,,,8.75 MB,16.1 MB,9.05 MB,18.0 MB,
336,8.03 MB,16.3 MB,644 µs,1.47 ms,,,,,8.75 MB,16.1 MB,9.05 MB,18.0 MB,
337,8.03 MB,16.3 MB,644 µs,1.47 ms,,,,,8.75 MB,16.1 MB,9.05 MB,18.0 MB,
338,8.03 MB,16.3 MB,644 µs,959 µs,,,,,8.75 MB,16.1 MB,9.05 MB,18.0 MB,
339,8.03 MB,16.3 MB,648 µs,959 µs,,,,,8.75 MB,16.1 MB,9.05 MB,18.0 MB,
340,8.03 MB,16.3 MB,648 µs,1.21 ms,,,,,8.75 MB,16.1 MB,9.05 MB,18.0 MB,
341,8.03 MB,16.3 MB,648 µs,1.42 ms,,,,,8.75 MB,16.1 MB,9.05 MB,18.0 MB,
342,8.03 MB,16.3 MB,648 µs,1.42 ms,,,,,8.75 MB,16.1 MB,9.05 MB,18.0 MB,
343,8.03 MB,16.3 MB,648 µs,1.42 ms,,,,,8.75 MB,16.1 MB,9.05 MB,18.0 MB,
344,8.03 MB,16.3 MB,648 µs,1.42 ms,,,,,8.75 MB,16.1 MB,9.05 MB,18.0 MB,
345,8.03 MB,16.3 MB,628 µs,1.42 ms,,,,,8.81 MB,16.1 MB,9.05 MB,18.0 MB,
346,8.03 MB,16.3 MB,628 µs,1.42 ms,,,,,8.81 MB,16.1 MB,9.05 MB,18.0 MB,
347,8.03 MB,16.3 MB,628 µs,1.42 ms,,,,,8.81 MB,16.1 MB,9.05 MB,18.0 MB,
348,8.03 MB,16.3 MB,628 µs,1.42 ms,,,,,8.81 MB,16.1 MB,9.05 MB,18.0 MB,
349,8.03 MB,16.3 MB,597 µs,1.42 ms,,,,,8.81 MB,16.1 MB,9.05 MB,18.0 MB,
350,8.03 MB,16.3 MB,597 µs,1.42 ms,,,,,8.81 MB,16.1 MB,9.05 MB,18.0 MB,
351,8.03 MB,16.3 MB,597 µs,1.42 ms,,,,,8.81 MB,16.1 MB,9.05 MB,18.0 MB,
352,8.03 MB,16.3 MB,597 µs,1.44 ms,,,,,8.81 MB,16.2 MB,9.05 MB,18.0 MB,
353,8.03 MB,16.3 MB,597 µs,1.44 ms,,,,,8.81 MB,16.2 MB,9.05 MB,18.0 MB,
354,8.03 MB,16.3 MB,597 µs,1.44 ms,,,,,8.81 MB,16.2 MB,9.05 MB,18.0 MB,
355,8.03 MB,16.3 MB,597 µs,1.44 ms,,,,,8.81 MB,16.2 MB,9.05 MB,18.0 MB,
356,8.03 MB,16.3 MB,597 µs,1.44 ms,,,,,8.81 MB,16.2 MB,9.05 MB,18.0 MB,
357,8.03 MB,16.3 MB,605 µs,1.42 ms,,,,,8.85 MB,16.2 MB,9.05 MB,18.0 MB,
358,8.03 MB,16.3 MB,605 µs,1.42 ms,,,,,8.85 MB,16.2 MB,9.05 MB,18.0 MB,
359,8.03 MB,16.3 MB,605 µs,1.42 ms,,,,,8.85 MB,16.2 MB,9.05 MB,18.0 MB,
360,8.03 MB,16.3 MB,605 µs,1.42 ms,,,,,8.85 MB,16.2 MB,9.05 MB,18.0 MB,
361,8.03 MB,16.3 MB,605 µs,1.42 ms,,,,,8.85 MB,16.2 MB,9.05 MB,18.0 MB,
362,8.03 MB,16.3 MB,605 µs,1.42 ms,,,,,8.85 MB,16.2 MB,9.05 MB,18.0 MB,
363,8.03 MB,16.3 MB,605 µs,1.42 ms,,,,,8.85 MB,16.2 MB,9.05 MB,18.0 MB,
364,8.03 MB,16.3 MB,605 µs,1.42 ms,,,,,8.85 MB,16.2 MB,9.05 MB,18.0 MB,
365,8.03 MB,16.3 MB,605 µs,1.42 ms,,,,,8.85 MB,16.2 MB,9.05 MB,18.0 MB,
366,8.03 MB,16.3 MB,605 µs,1.42 ms,,,,,8.85 MB,16.2 MB,9.05 MB,18.0 MB,
367,8.03 MB,16.3 MB,605 µs,1.23 ms,,,,,8.85 MB,16.2 MB,9.05 MB,18.0 MB,
368,8.03 MB,16.3 MB,479 µs,1.20 ms,,,,,8.85 MB,16.2 MB,9.05 MB,18.0 MB,
369,8.03 MB,16.3 MB,489 µs,1.18 ms,,,,,8.85 MB,16.2 MB,9.05 MB,18.0 MB,
370,8.03 MB,16.3 MB,499 µs,1.16 ms,,,,,8.85 MB,16.2 MB,9.05 MB,18.0 MB,
371,8.03 MB,16.3 MB,509 µs,1.13 ms,,,,,8.85 MB,16.2 MB,9.05 MB,18.0 MB,
372,8.03 MB,16.3 MB,602 µs,1.39 ms,,,,,8.85 MB,16.2 MB,9.05 MB,18.0 MB,
373,8.03 MB,16.3 MB,506 µs,1.39 ms,,,,,8.85 MB,16.2 MB,9.05 MB,18.0 MB,
374,8.03 MB,16.3 MB,496 µs,1.39 ms,,,,,8.85 MB,16.2 MB,9.05 MB,18.0 MB,
375,8.03 MB,16.3 MB,486 µs,1.39 ms,,,,,8.85 MB,16.2 MB,9.05 MB,18.0 MB,
376,8.03 MB,16.3 MB,476 µs,1.39 ms,,,,,8.85 MB,16.2 MB,9.05 MB,18.0 MB,
377,8.03 MB,16.3 MB,466 µs,1.39 ms,,,,,8.85 MB,16.2 MB,9.05 MB,18.0 MB,
378,8.03 MB,16.3 MB,456 µs,1.39 ms,,,,,8.85 MB,16.2 MB,9.05 MB,18.0 MB,
379,8.03 MB,16.3 MB,446 µs,1.39 ms,,,,,8.85 MB,16.2 MB,9.05 MB,18.0 MB,
380,8.03 MB,16.3 MB,436 µs,1.39 ms,,,,,8.85 MB,16.2 MB,9.05 MB,18.0 MB,
381,8.03 MB,16.3 MB,426 µs,1.39 ms,,,,,8.85 MB,16.2 MB,9.05 MB,18.0 MB,
382,8.03 MB,16.3 MB,416 µs,1.39 ms,,,,,8.85 MB,16.2 MB,9.05 MB,18.0 MB,
383,8.03 MB,16.3 MB,406 µs,1.42 ms,,,,,8.85 MB,16.2 MB,9.05 MB,18.0 MB,
384,8.03 MB,16.3 MB,396 µs,1.42 ms,,,,,8.85 MB,16.2 MB,9.05 MB,18.0 MB,
385,8.03 MB,16.3 MB,386 µs,1.42 ms,,,,,8.85 MB,16.2 MB,9.05 MB,18.0 MB,
386,8.03 MB,16.3 MB,376 µs,1.42 ms,,,,,8.85 MB,16.2 MB,9.05 MB,18.0 MB,
387,8.03 MB,16.3 MB,618 µs,1.42 ms,,,,,9.09 MB,16.2 MB,9.05 MB,18.0 MB,
388,8.03 MB,16.3 MB,632 µs,1.42 ms,,,,,9.09 MB,16.2 MB,9.05 MB,18.0 MB,
389,8.03 MB,16.3 MB,632 µs,1.19 ms,,,,,9.09 MB,16.2 MB,9.05 MB,18.0 MB,
390,8.03 MB,16.3 MB,632 µs,1.45 ms,,,,,9.09 MB,16.2 MB,9.05 MB,18.0 MB,
391,8.03 MB,16.3 MB,632 µs,1.45 ms,,,,,9.09 MB,16.2 MB,9.05 MB,18.0 MB,
392,8.03 MB,16.3 MB,632 µs,1.45 ms,,,,,9.09 MB,16.2 MB,9.05 MB,18.0 MB,
393,8.03 MB,16.3 MB,632 µs,1.45 ms,,,,,9.09 MB,16.2 MB,9.05 MB,18.0 MB,
394,8.03 MB,16.3 MB,632 µs,1.45 ms,,,,,9.09 MB,16.2 MB,9.05 MB,18.0 MB,
395,8.03 MB,16.3 MB,632 µs,1.45 ms,,,,,9.09 MB,16.2 MB,9.05 MB,18.0 MB,
396,8.03 MB,16.3 MB,632 µs,1.45 ms,,,,,9.09 MB,16.2 MB,9.05 MB,18.0 MB,
397,8.03 MB,16.3 MB,632 µs,1.45 ms,,,,,9.09 MB,16.2 MB,9.05 MB,18.0 MB,
398,8.03 MB,16.3 MB,632 µs,1.45 ms,,,,,9.09 MB,16.2 MB,9.05 MB,18.0 MB,
399,8.03 MB,16.3 MB,632 µs,1.45 ms,,,,,9.09 MB,16.2 MB,9.05 MB,18.0 MB,
400,8.03 MB,16.3 MB,632 µs,1.43 ms,,,,,9.09 MB,16.2 MB,9.05 MB,18.0 MB,
401,8.03 MB,16.3 MB,616 µs,1.43 ms,,,,,9.21 MB,16.2 MB,9.05 MB,18.0 MB,
402,8.03 MB,16.3 MB,616 µs,1.43 ms,,,,,9.21 MB,16.2 MB,9.05 MB,18.0 MB,
403,8.03 MB,16.3 MB,616 µs,1.43 ms,,,,,9.21 MB,16.2 MB,9.05 MB,18.0 MB,
404,8.03 MB,16.3 MB,616 µs,1.43 ms,,,,,9.21 MB,16.2 MB,9.05 MB,18.0 MB,
405,8.03 MB,16.3 MB,612 µs,1.43 ms,,,,,9.21 MB,16.2 MB,9.05 MB,18.0 MB,
406,8.03 MB,16.3 MB,612 µs,1.43 ms,,,,,9.21 MB,16.2 MB,9.05 MB,18.0 MB,
407,8.03 MB,16.3 MB,612 µs,1.43 ms,,,,,9.21 MB,16.2 MB,9.05 MB,18.0 MB,
408,8.03 MB,16.3 MB,612 µs,1.43 ms,,,,,9.21 MB,16.2 MB,9.05 MB,18.0 MB,
409,8.03 MB,16.3 MB,612 µs,1.43 ms,,,,,9.21 MB,16.2 MB,9.05 MB,18.0 MB,
410,8.03 MB,16.3 MB,612 µs,1.43 ms,,,,,9.21 MB,16.2 MB,9.05 MB,18.0 MB,
411,8.03 MB,16.3 MB,612 µs,1.43 ms,,,,,9.21 MB,16.2 MB,9.05 MB,18.0 MB,
412,8.03 MB,16.3 MB,612 µs,1.18 ms,,,,,9.21 MB,16.2 MB,9.05 MB,18.0 MB,
413,8.03 MB,16.3 MB,612 µs,1.21 ms,,,,,9.21 MB,16.2 MB,9.05 MB,18.0 MB,
414,8.03 MB,16.3 MB,612 µs,1.23 ms,,,,,9.21 MB,16.2 MB,9.05 MB,18.0 MB,
415,8.03 MB,16.3 MB,612 µs,1.47 ms,,,,,9.21 MB,16.2 MB,9.05 MB,18.0 MB,
416,8.03 MB,16.3 MB,612 µs,1.43 ms,,,,,9.21 MB,16.2 MB,9.05 MB,18.0 MB,
417,8.03 MB,16.3 MB,258 µs,1.43 ms,,,,,9.21 MB,16.2 MB,9.05 MB,18.0 MB,
418,8.03 MB,16.3 MB,258 µs,1.43 ms,,,,,9.21 MB,16.2 MB,9.05 MB,18.0 MB,
419,8.03 MB,16.3 MB,258 µs,1.43 ms,,,,,9.21 MB,16.2 MB,9.05 MB,18.0 MB,
420,8.03 MB,16.3 MB,444 µs,1.43 ms,,,,,9.37 MB,16.2 MB,9.05 MB,18.0 MB,
421,8.03 MB,16.3 MB,455 µs,1.43 ms,,,,,9.37 MB,16.2 MB,9.05 MB,18.0 MB,
422,8.03 MB,16.3 MB,466 µs,1.43 ms,,,,,9.37 MB,16.2 MB,9.05 MB,18.0 MB,
423,8.03 MB,16.3 MB,476 µs,1.43 ms,,,,,9.37 MB,16.2 MB,9.05 MB,18.0 MB,
424,8.03 MB,16.3 MB,487 µs,1.43 ms,,,,,9.37 MB,16.2 MB,9.05 MB,18.0 MB,
425,8.03 MB,16.3 MB,498 µs,1.43 ms,,,,,9.37 MB,16.2 MB,9.05 MB,18.0 MB,
426,8.03 MB,16.3 MB,509 µs,1.43 ms,,,,,9.37 MB,16.2 MB,9.05 MB,18.0 MB,
427,8.03 MB,16.3 MB,520 µs,1.43 ms,,,,,9.37 MB,16.2 MB,9.05 MB,18.0 MB,
428,8.03 MB,16.3 MB,530 µs,1.43 ms,,,,,9.37 MB,16.2 MB,9.05 MB,18.0 MB,
429,8.03 MB,16.3 MB,541 µs,1.43 ms,,,,,9.37 MB,16.2 MB,9.05 MB,18.0 MB,
430,8.03 MB,16.3 MB,648 µs,1.43 ms,,,,,9.37 MB,16.2 MB,9.05 MB,18.0 MB,
431,8.03 MB,16.3 MB,648 µs,1.43 ms,,,,,9.37 MB,16.2 MB,9.05 MB,18.0 MB,
432,8.03 MB,16.3 MB,590 µs,904 µs,,,,,9.38 MB,16.2 MB,9.05 MB,18.0 MB,
433,8.03 MB,16.3 MB,590 µs,904 µs,,,,,9.38 MB,16.2 MB,9.05 MB,18.0 MB,
434,8.03 MB,16.3 MB,590 µs,904 µs,,,,,9.38 MB,16.2 MB,9.05 MB,18.0 MB,
435,8.03 MB,16.3 MB,590 µs,1.08 ms,,,,,9.38 MB,16.2 MB,9.05 MB,18.0 MB,
436,8.03 MB,16.3 MB,590 µs,1.06 ms,,,,,9.38 MB,16.2 MB,9.05 MB,18.0 MB,
437,8.03 MB,16.3 MB,590 µs,1.03 ms,,,,,9.38 MB,16.2 MB,9.05 MB,18.0 MB,
438,8.03 MB,16.3 MB,590 µs,1.01 ms,,,,,9.38 MB,16.2 MB,9.05 MB,18.0 MB,
439,8.03 MB,16.3 MB,590 µs,988 µs,,,,,9.38 MB,16.2 MB,9.05 MB,18.0 MB,
440,8.03 MB,16.3 MB,590 µs,965 µs,,,,,9.38 MB,16.2 MB,9.05 MB,18.0 MB,
441,8.03 MB,16.3 MB,590 µs,943 µs,,,,,9.38 MB,16.2 MB,9.05 MB,18.0 MB,
442,8.03 MB,16.3 MB,590 µs,920 µs,,,,,9.38 MB,16.2 MB,9.05 MB,18.0 MB,
443,8.03 MB,16.3 MB,590 µs,897 µs,,,,,9.38 MB,16.2 MB,9.05 MB,18.0 MB,
444,8.03 MB,16.3 MB,590 µs,874 µs,,,,,9.38 MB,16.2 MB,9.05 MB,18.0 MB,
445,8.03 MB,16.3 MB,532 µs,851 µs,,,,,9.39 MB,16.2 MB,9.05 MB,18.0 MB,
446,8.03 MB,16.3 MB,532 µs,828 µs,,,,,9.39 MB,16.2 MB,9.05 MB,18.0 MB,
447,8.03 MB,16.3 MB,521 µs,870 µs,,,,,9.39 MB,16.2 MB,9.05 MB,18.0 MB,
448,8.03 MB,16.3 MB,521 µs,870 µs,,,,,9.39 MB,16.2 MB,9.05 MB,18.0 MB,
449,8.03 MB,16.3 MB,521 µs,870 µs,,,,,9.39 MB,16.2 MB,,18.0 MB,
450,8.03 MB,16.3 MB,521 µs,708 µs,,,,,9.39 MB,16.2 MB,,18.0 MB,
451,8.03 MB,16.3 MB,521 µs,708 µs,,,,,9.39 MB,16.2 MB,,18.0 MB,
452,8.03 MB,16.3 MB,521 µs,708 µs,,,,,9.39 MB,16.2 MB,,18.0 MB,
