step,ram-gpu_queue-proxy,ram-gpu_user-container,cpu-cpu-2_queue-proxy,cpu-cpu-2_user-container,cpu-cpu-1_queue-proxy,cpu-cpu-1_user-container,cpu-gpu_queue-proxy,cpu-gpu_user-container,ram-cpu-2_queue-proxy,ram-cpu-2_user-container,ram-cpu-1_queue-proxy,ram-cpu-1_user-container,gpu_gpu_0
234,8.52 MB,16.2 MB,618 µs,1.34 ms,,,314 µs,56.1 µs,7.74 MB,16.1 MB,8.31 MB,16.1 MB,0%
235,8.52 MB,16.2 MB,618 µs,1.34 ms,,,314 µs,56.1 µs,7.74 MB,16.1 MB,8.31 MB,16.1 MB,0%
236,8.52 MB,16.2 MB,618 µs,1.34 ms,,,314 µs,56.1 µs,7.74 MB,16.1 MB,8.31 MB,16.1 MB,0%
237,8.52 MB,16.2 MB,618 µs,1.34 ms,,,314 µs,56.1 µs,7.74 MB,16.1 MB,8.31 MB,16.1 MB,0%
238,8.52 MB,16.2 MB,618 µs,1.34 ms,,,314 µs,56.1 µs,7.74 MB,16.1 MB,8.31 MB,16.1 MB,0%
239,8.52 MB,16.2 MB,618 µs,1.34 ms,,,314 µs,56.1 µs,7.74 MB,16.1 MB,8.31 MB,16.1 MB,0%
240,8.52 MB,16.2 MB,632 µs,1.34 ms,,,314 µs,56.1 µs,7.74 MB,16.1 MB,8.31 MB,16.1 MB,0%
241,8.52 MB,16.2 MB,632 µs,1.34 ms,,,314 µs,56.1 µs,7.74 MB,16.1 MB,8.31 MB,16.1 MB,0%
242,8.52 MB,16.2 MB,632 µs,1.34 ms,,,314 µs,56.1 µs,7.74 MB,16.1 MB,8.31 MB,16.1 MB,0%
243,8.52 MB,16.2 MB,632 µs,1.34 ms,,,314 µs,56.1 µs,7.74 MB,16.1 MB,8.31 MB,16.1 MB,0%
244,8.52 MB,16.2 MB,632 µs,1.34 ms,,,314 µs,56.1 µs,7.74 MB,16.1 MB,8.31 MB,16.1 MB,0%
245,8.52 MB,16.2 MB,615 µs,1.34 ms,,,314 µs,56.1 µs,7.83 MB,16.1 MB,8.31 MB,16.1 MB,0%
246,8.52 MB,16.2 MB,615 µs,1.33 ms,,,314 µs,56.1 µs,7.83 MB,16.1 MB,8.31 MB,16.1 MB,0%
247,8.52 MB,16.2 MB,615 µs,1.33 ms,,,314 µs,0 s,7.83 MB,16.1 MB,8.31 MB,16.1 MB,0%
248,8.52 MB,16.2 MB,615 µs,1.33 ms,,,314 µs,0 s,7.83 MB,16.1 MB,8.31 MB,16.1 MB,0%
249,8.52 MB,16.2 MB,615 µs,1.33 ms,,,253 µs,0 s,7.83 MB,16.1 MB,8.31 MB,16.1 MB,0%
250,8.52 MB,16.2 MB,615 µs,1.33 ms,,,247 µs,0 s,7.83 MB,16.1 MB,8.31 MB,16.1 MB,0%
251,8.52 MB,16.2 MB,615 µs,1.33 ms,,,224 µs,0 s,7.83 MB,16.1 MB,8.31 MB,16.1 MB,0%
252,8.52 MB,16.2 MB,615 µs,809 µs,,,219 µs,0 s,7.83 MB,16.1 MB,8.31 MB,16.1 MB,0%
253,8.52 MB,16.2 MB,615 µs,831 µs,,,214 µs,0 s,7.83 MB,16.1 MB,8.31 MB,16.1 MB,0%
254,8.52 MB,16.2 MB,615 µs,852 µs,,,210 µs,0 s,7.83 MB,16.1 MB,8.31 MB,16.1 MB,
255,8.52 MB,16.2 MB,615 µs,874 µs,,,205 µs,0 s,7.83 MB,16.1 MB,8.31 MB,16.1 MB,
256,8.52 MB,16.2 MB,615 µs,896 µs,,,200 µs,0 s,7.83 MB,16.1 MB,8.31 MB,16.1 MB,
257,8.52 MB,16.2 MB,615 µs,984 µs,,,195 µs,0 s,7.83 MB,16.2 MB,8.31 MB,16.1 MB,
258,8.52 MB,16.2 MB,495 µs,1.01 ms,,,190 µs,0 s,7.83 MB,16.2 MB,8.31 MB,16.1 MB,
259,8.52 MB,16.2 MB,508 µs,1.03 ms,,,186 µs,0 s,7.96 MB,16.2 MB,8.31 MB,16.1 MB,
260,8.52 MB,16.2 MB,518 µs,1.05 ms,,,181 µs,0 s,7.96 MB,16.2 MB,8.31 MB,16.1 MB,
261,8.52 MB,16.2 MB,612 µs,1.08 ms,,,176 µs,0 s,7.96 MB,16.2 MB,8.31 MB,16.1 MB,
262,8.52 MB,16.2 MB,612 µs,1.10 ms,,,171 µs,0 s,7.96 MB,16.2 MB,8.31 MB,16.1 MB,
263,8.52 MB,16.2 MB,612 µs,1.12 ms,,,166 µs,0 s,7.96 MB,16.2 MB,8.31 MB,16.1 MB,
264,8.52 MB,16.2 MB,612 µs,1.15 ms,,,162 µs,0 s,7.96 MB,16.2 MB,8.31 MB,16.1 MB,
265,8.52 MB,16.2 MB,612 µs,1.17 ms,,,157 µs,0 s,7.96 MB,16.2 MB,8.31 MB,16.1 MB,
266,8.52 MB,16.2 MB,612 µs,1.19 ms,,,152 µs,0 s,7.96 MB,16.2 MB,8.31 MB,16.1 MB,
267,8.52 MB,16.2 MB,612 µs,1.22 ms,,,147 µs,0 s,7.96 MB,16.2 MB,8.31 MB,16.1 MB,
268,8.52 MB,16.2 MB,612 µs,1.40 ms,,,143 µs,0 s,7.96 MB,16.2 MB,8.31 MB,16.1 MB,
269,8.52 MB,16.2 MB,612 µs,1.40 ms,,,,0 s,7.96 MB,16.2 MB,8.31 MB,16.1 MB,
270,8.52 MB,16.2 MB,617 µs,1.22 ms,,,,0 s,8.07 MB,16.2 MB,8.31 MB,16.1 MB,
271,8.52 MB,16.2 MB,617 µs,1.19 ms,,,,0 s,8.07 MB,16.2 MB,8.31 MB,16.1 MB,
272,8.52 MB,16.2 MB,617 µs,1.17 ms,,,,0 s,8.07 MB,16.2 MB,8.31 MB,16.1 MB,
273,8.52 MB,16.2 MB,617 µs,1.41 ms,,,,0 s,8.07 MB,16.2 MB,8.31 MB,16.1 MB,
274,8.52 MB,16.2 MB,617 µs,1.41 ms,,,,0 s,8.07 MB,16.2 MB,8.31 MB,16.1 MB,
275,8.52 MB,16.2 MB,617 µs,1.41 ms,,,,0 s,8.07 MB,16.2 MB,8.31 MB,16.1 MB,
276,8.52 MB,16.2 MB,617 µs,1.41 ms,,,,0 s,8.07 MB,16.2 MB,8.31 MB,16.1 MB,
277,8.52 MB,16.2 MB,607 µs,1.41 ms,,,,0 s,8.07 MB,16.2 MB,8.31 MB,16.1 MB,
278,8.52 MB,16.2 MB,607 µs,1.41 ms,,,,0 s,8.07 MB,16.2 MB,8.31 MB,16.1 MB,
279,8.52 MB,16.2 MB,607 µs,1.41 ms,,,,0 s,8.07 MB,16.2 MB,8.31 MB,16.1 MB,
280,8.52 MB,16.2 MB,607 µs,1.41 ms,,,,0 s,8.07 MB,16.2 MB,8.31 MB,16.1 MB,
281,8.52 MB,16.2 MB,607 µs,1.44 ms,,,,0 s,8.07 MB,16.2 MB,8.31 MB,16.1 MB,
282,8.52 MB,16.2 MB,607 µs,1.44 ms,,,,,8.07 MB,16.2 MB,8.31 MB,16.1 MB,
283,8.52 MB,16.2 MB,607 µs,1.44 ms,,,,,8.07 MB,16.2 MB,8.31 MB,16.1 MB,
284,8.52 MB,16.2 MB,522 µs,1.44 ms,,,,,8.07 MB,16.2 MB,8.31 MB,16.1 MB,
285,8.52 MB,16.2 MB,609 µs,1.44 ms,,,,,8.27 MB,16.2 MB,8.31 MB,16.1 MB,
286,8.52 MB,16.2 MB,609 µs,1.44 ms,,,,,8.27 MB,16.2 MB,8.31 MB,16.1 MB,
287,8.52 MB,16.2 MB,609 µs,1.44 ms,,,,,8.27 MB,16.2 MB,8.31 MB,16.1 MB,
288,8.52 MB,16.2 MB,609 µs,1.23 ms,,,,,8.27 MB,16.2 MB,8.31 MB,16.1 MB,
289,8.52 MB,16.2 MB,609 µs,1.21 ms,,,,,8.27 MB,16.2 MB,8.31 MB,16.1 MB,
290,8.52 MB,16.2 MB,609 µs,1.42 ms,,,,,8.27 MB,16.1 MB,8.31 MB,16.1 MB,
291,8.52 MB,16.2 MB,621 µs,1.42 ms,,,,,8.27 MB,16.1 MB,8.31 MB,16.1 MB,
292,8.52 MB,16.2 MB,621 µs,1.46 ms,,,,,8.27 MB,16.1 MB,8.31 MB,16.1 MB,
293,8.52 MB,16.2 MB,621 µs,1.46 ms,,,,,8.27 MB,16.1 MB,8.31 MB,16.1 MB,
294,8.52 MB,16.2 MB,621 µs,1.46 ms,,,,,8.27 MB,16.1 MB,8.31 MB,16.1 MB,
295,8.52 MB,16.2 MB,621 µs,1.46 ms,,,,,8.27 MB,16.1 MB,8.31 MB,16.1 MB,
296,8.52 MB,16.2 MB,621 µs,1.46 ms,,,,,8.27 MB,16.1 MB,8.31 MB,16.1 MB,
297,8.52 MB,16.2 MB,643 µs,1.46 ms,,,,,8.54 MB,16.1 MB,8.31 MB,16.1 MB,
298,8.52 MB,16.2 MB,643 µs,1.46 ms,,,,,8.54 MB,16.1 MB,8.31 MB,16.1 MB,
299,8.52 MB,16.2 MB,643 µs,1.46 ms,,,,,8.54 MB,16.1 MB,8.31 MB,16.1 MB,
300,8.52 MB,16.2 MB,643 µs,1.46 ms,,,,,8.54 MB,16.1 MB,8.31 MB,16.1 MB,
301,8.52 MB,16.2 MB,643 µs,1.46 ms,,,,,8.54 MB,16.1 MB,8.31 MB,16.1 MB,
302,8.52 MB,16.2 MB,643 µs,1.46 ms,,,,,8.54 MB,16.1 MB,8.31 MB,16.1 MB,
303,8.52 MB,16.2 MB,643 µs,1.46 ms,,,,,8.54 MB,16.1 MB,8.31 MB,16.1 MB,
304,8.52 MB,16.2 MB,643 µs,1.46 ms,,,,,8.54 MB,16.1 MB,8.31 MB,16.1 MB,
305,8.52 MB,16.2 MB,653 µs,1.43 ms,,,,,8.54 MB,16.2 MB,8.31 MB,16.1 MB,
306,8.52 MB,16.2 MB,653 µs,1.38 ms,,,,,8.54 MB,16.2 MB,8.31 MB,16.1 MB,
307,8.52 MB,16.2 MB,653 µs,1.38 ms,,,,,8.54 MB,16.2 MB,8.31 MB,16.1 MB,
308,8.52 MB,16.2 MB,653 µs,1.38 ms,,,,,8.54 MB,16.2 MB,8.31 MB,16.1 MB,
309,8.52 MB,16.2 MB,653 µs,1.38 ms,,,,,8.54 MB,16.2 MB,8.31 MB,16.1 MB,
310,8.52 MB,16.2 MB,653 µs,1.38 ms,,,,,8.54 MB,16.2 MB,8.31 MB,16.1 MB,
311,8.52 MB,16.2 MB,562 µs,1.38 ms,,,,,8.54 MB,16.2 MB,8.31 MB,16.1 MB,
312,8.52 MB,16.2 MB,551 µs,1.38 ms,,,,,8.54 MB,16.2 MB,8.31 MB,16.1 MB,
313,8.52 MB,16.2 MB,540 µs,1.38 ms,,,,,8.54 MB,16.2 MB,8.31 MB,16.1 MB,
314,8.52 MB,16.2 MB,529 µs,1.38 ms,,,,,8.54 MB,16.2 MB,8.31 MB,16.1 MB,
315,8.52 MB,16.2 MB,638 µs,1.38 ms,,,,,8.66 MB,16.2 MB,8.31 MB,16.1 MB,
316,8.52 MB,16.2 MB,638 µs,1.39 ms,,,,,8.66 MB,16.2 MB,8.31 MB,16.1 MB,
317,8.52 MB,16.2 MB,638 µs,1.18 ms,,,,,8.66 MB,16.2 MB,8.31 MB,16.1 MB,
318,8.52 MB,16.2 MB,638 µs,1.38 ms,,,,,8.66 MB,16.2 MB,8.31 MB,16.1 MB,
319,8.52 MB,16.2 MB,638 µs,1.38 ms,,,,,8.66 MB,16.2 MB,8.31 MB,16.1 MB,
320,8.52 MB,16.2 MB,638 µs,1.38 ms,,,,,8.66 MB,16.2 MB,8.31 MB,16.1 MB,
321,8.52 MB,16.2 MB,638 µs,1.38 ms,,,,,8.66 MB,16.2 MB,8.31 MB,16.1 MB,
322,8.52 MB,16.2 MB,638 µs,1.38 ms,,,,,8.66 MB,16.2 MB,8.31 MB,16.1 MB,
323,8.52 MB,16.2 MB,638 µs,1.38 ms,,,,,8.66 MB,16.2 MB,8.31 MB,16.1 MB,
324,8.52 MB,16.2 MB,638 µs,1.38 ms,,,,,8.66 MB,16.2 MB,8.31 MB,16.1 MB,
325,8.52 MB,16.2 MB,638 µs,1.38 ms,,,,,8.66 MB,16.2 MB,8.31 MB,16.1 MB,
326,8.52 MB,16.2 MB,638 µs,1.38 ms,,,,,8.66 MB,16.2 MB,8.31 MB,16.1 MB,
327,8.52 MB,16.2 MB,638 µs,1.38 ms,,,,,8.66 MB,16.2 MB,8.31 MB,16.1 MB,
328,8.52 MB,16.2 MB,638 µs,1.38 ms,,,,,8.66 MB,16.2 MB,8.31 MB,16.1 MB,
329,8.52 MB,16.2 MB,638 µs,1.38 ms,,,,,8.66 MB,16.2 MB,8.31 MB,16.1 MB,
330,8.52 MB,16.2 MB,649 µs,1.38 ms,,,,,8.66 MB,16.2 MB,8.31 MB,16.1 MB,
331,8.52 MB,16.2 MB,550 µs,1.18 ms,,,,,8.66 MB,16.2 MB,8.31 MB,16.1 MB,
332,8.52 MB,16.2 MB,539 µs,1.16 ms,,,,,8.66 MB,16.2 MB,8.31 MB,16.1 MB,
333,8.52 MB,16.2 MB,528 µs,881 µs,,,,,8.66 MB,16.2 MB,8.31 MB,16.1 MB,
334,8.52 MB,16.2 MB,517 µs,881 µs,,,,,8.66 MB,16.2 MB,8.31 MB,16.1 MB,
335,8.52 MB,16.2 MB,507 µs,881 µs,,,,,8.66 MB,16.2 MB,8.31 MB,16.1 MB,
336,8.52 MB,16.2 MB,496 µs,1.05 ms,,,,,8.66 MB,16.2 MB,8.31 MB,16.1 MB,
337,8.52 MB,16.2 MB,485 µs,1.03 ms,,,,,8.66 MB,16.2 MB,8.31 MB,16.1 MB,
338,8.52 MB,16.2 MB,474 µs,1.00 ms,,,,,8.66 MB,16.2 MB,8.31 MB,16.1 MB,
339,8.52 MB,16.2 MB,463 µs,1.38 ms,,,,,8.66 MB,16.2 MB,8.31 MB,16.1 MB,
340,8.52 MB,16.2 MB,453 µs,1.38 ms,,,,,8.66 MB,16.2 MB,8.31 MB,16.1 MB,
341,8.52 MB,16.2 MB,645 µs,1.38 ms,,,,,8.78 MB,16.2 MB,8.31 MB,16.1 MB,
342,8.52 MB,16.2 MB,645 µs,1.38 ms,,,,,8.78 MB,16.2 MB,8.31 MB,16.1 MB,
343,8.52 MB,16.2 MB,645 µs,1.38 ms,,,,,8.78 MB,16.2 MB,8.31 MB,16.1 MB,
344,8.52 MB,16.2 MB,645 µs,1.38 ms,,,,,8.78 MB,16.2 MB,8.31 MB,16.1 MB,
345,8.52 MB,16.2 MB,625 µs,1.38 ms,,,,,8.78 MB,16.2 MB,8.31 MB,16.1 MB,
346,8.52 MB,16.2 MB,625 µs,1.38 ms,,,,,8.78 MB,16.2 MB,8.31 MB,16.1 MB,
347,8.52 MB,16.2 MB,625 µs,1.38 ms,,,,,8.78 MB,16.2 MB,8.31 MB,16.1 MB,
348,8.52 MB,16.2 MB,625 µs,1.38 ms,,,,,8.78 MB,16.2 MB,8.31 MB,16.1 MB,
349,8.52 MB,16.2 MB,625 µs,1.38 ms,,,,,8.78 MB,16.2 MB,8.31 MB,16.1 MB,
350,8.52 MB,16.2 MB,625 µs,1.40 ms,,,,,8.78 MB,16.2 MB,8.31 MB,16.1 MB,
351,8.52 MB,16.2 MB,625 µs,1.40 ms,,,,,8.78 MB,16.2 MB,8.31 MB,16.1 MB,
352,8.52 MB,16.2 MB,625 µs,1.40 ms,,,,,8.78 MB,16.2 MB,8.31 MB,16.1 MB,
353,8.52 MB,16.2 MB,625 µs,1.40 ms,,,,,8.78 MB,16.2 MB,8.31 MB,16.1 MB,
354,8.52 MB,16.2 MB,625 µs,1.40 ms,,,,,8.78 MB,16.2 MB,8.31 MB,16.1 MB,
355,8.52 MB,16.2 MB,625 µs,1.40 ms,,,,,8.78 MB,16.2 MB,8.31 MB,16.1 MB,
356,8.52 MB,16.2 MB,625 µs,1.40 ms,,,,,8.78 MB,16.2 MB,8.31 MB,16.1 MB,
357,8.52 MB,16.2 MB,607 µs,1.39 ms,,,,,8.83 MB,16.2 MB,8.31 MB,16.1 MB,
358,8.52 MB,16.2 MB,607 µs,1.39 ms,,,,,8.83 MB,16.2 MB,8.31 MB,16.1 MB,
359,8.52 MB,16.2 MB,607 µs,1.39 ms,,,,,8.83 MB,16.2 MB,8.31 MB,16.1 MB,
360,8.52 MB,16.2 MB,607 µs,1.39 ms,,,,,8.83 MB,16.2 MB,8.31 MB,16.1 MB,
361,8.52 MB,16.2 MB,607 µs,1.39 ms,,,,,8.83 MB,16.2 MB,8.31 MB,16.1 MB,
362,8.52 MB,16.2 MB,607 µs,1.39 ms,,,,,8.83 MB,16.2 MB,8.31 MB,16.1 MB,
363,8.52 MB,16.2 MB,607 µs,1.39 ms,,,,,8.83 MB,16.2 MB,8.31 MB,16.1 MB,
364,8.52 MB,16.2 MB,607 µs,1.39 ms,,,,,8.83 MB,16.2 MB,8.31 MB,16.1 MB,
365,8.52 MB,16.2 MB,607 µs,1.37 ms,,,,,8.83 MB,16.2 MB,8.31 MB,16.1 MB,
366,8.52 MB,16.2 MB,607 µs,1.37 ms,,,,,8.83 MB,16.2 MB,8.31 MB,16.1 MB,
367,8.52 MB,16.2 MB,607 µs,1.37 ms,,,,,8.83 MB,16.2 MB,8.31 MB,16.1 MB,
368,8.52 MB,16.2 MB,607 µs,1.37 ms,,,,,8.83 MB,16.2 MB,8.31 MB,16.1 MB,
369,8.52 MB,16.2 MB,607 µs,1.37 ms,,,,,8.83 MB,16.2 MB,8.31 MB,16.1 MB,
370,8.52 MB,16.2 MB,607 µs,1.37 ms,,,,,8.83 MB,16.2 MB,8.31 MB,16.1 MB,
371,8.52 MB,16.2 MB,607 µs,1.37 ms,,,,,8.83 MB,16.2 MB,8.31 MB,16.1 MB,
372,8.52 MB,16.2 MB,607 µs,1.37 ms,,,,,8.83 MB,16.2 MB,8.31 MB,16.1 MB,
373,8.52 MB,16.2 MB,607 µs,1.37 ms,,,,,8.83 MB,16.2 MB,8.31 MB,16.1 MB,
374,8.52 MB,16.2 MB,607 µs,1.37 ms,,,,,8.83 MB,16.2 MB,8.31 MB,16.1 MB,
375,8.52 MB,16.2 MB,304 µs,1.37 ms,,,,,8.83 MB,16.2 MB,8.31 MB,16.1 MB,
376,8.52 MB,16.2 MB,442 µs,1.12 ms,,,,,8.91 MB,16.2 MB,8.31 MB,16.1 MB,
377,8.52 MB,16.2 MB,452 µs,1.14 ms,,,,,8.91 MB,16.2 MB,8.31 MB,16.1 MB,
378,8.52 MB,16.2 MB,461 µs,1.16 ms,,,,,8.91 MB,16.2 MB,8.31 MB,16.1 MB,
379,8.52 MB,16.2 MB,471 µs,1.44 ms,,,,,8.91 MB,16.2 MB,8.31 MB,16.1 MB,
380,8.52 MB,16.2 MB,481 µs,1.44 ms,,,,,8.91 MB,16.2 MB,8.31 MB,16.1 MB,
381,8.52 MB,16.2 MB,594 µs,1.44 ms,,,,,8.91 MB,16.2 MB,8.31 MB,16.1 MB,
382,8.52 MB,16.2 MB,594 µs,1.44 ms,,,,,8.91 MB,16.2 MB,8.31 MB,16.1 MB,
383,8.52 MB,16.2 MB,594 µs,1.44 ms,,,,,8.91 MB,16.2 MB,8.31 MB,16.1 MB,
384,8.52 MB,16.2 MB,594 µs,1.44 ms,,,,,8.91 MB,16.2 MB,8.31 MB,16.1 MB,
385,8.52 MB,16.2 MB,594 µs,1.44 ms,,,,,8.91 MB,16.2 MB,8.31 MB,16.1 MB,
386,8.52 MB,16.2 MB,594 µs,1.44 ms,,,,,8.91 MB,16.2 MB,8.31 MB,16.1 MB,
387,8.52 MB,16.2 MB,594 µs,1.44 ms,,,,,8.91 MB,16.2 MB,8.31 MB,16.1 MB,
388,8.52 MB,16.2 MB,594 µs,1.44 ms,,,,,8.91 MB,16.2 MB,8.31 MB,16.1 MB,
389,8.52 MB,16.2 MB,608 µs,1.44 ms,,,,,8.97 MB,16.2 MB,8.31 MB,16.1 MB,
390,8.52 MB,16.2 MB,608 µs,1.44 ms,,,,,8.97 MB,16.2 MB,8.31 MB,16.1 MB,
391,8.52 MB,16.2 MB,608 µs,1.44 ms,,,,,8.97 MB,16.2 MB,8.31 MB,16.1 MB,
392,8.52 MB,16.2 MB,608 µs,1.44 ms,,,,,8.97 MB,16.2 MB,8.31 MB,16.1 MB,
393,8.52 MB,16.2 MB,608 µs,1.44 ms,,,,,8.97 MB,16.2 MB,8.31 MB,16.1 MB,
394,8.52 MB,16.2 MB,608 µs,1.44 ms,,,,,8.97 MB,16.2 MB,8.31 MB,16.1 MB,
395,8.52 MB,16.2 MB,608 µs,1.44 ms,,,,,8.97 MB,16.2 MB,8.31 MB,16.1 MB,
396,8.52 MB,16.2 MB,608 µs,1.44 ms,,,,,8.97 MB,16.2 MB,8.31 MB,16.1 MB,
397,8.52 MB,16.2 MB,608 µs,1.16 ms,,,,,8.97 MB,16.2 MB,8.31 MB,16.1 MB,
398,8.52 MB,16.2 MB,608 µs,1.13 ms,,,,,8.97 MB,16.2 MB,8.31 MB,16.1 MB,
399,8.52 MB,16.2 MB,608 µs,1.17 ms,,,,,8.97 MB,16.2 MB,8.31 MB,16.1 MB,
400,8.52 MB,16.2 MB,608 µs,1.15 ms,,,,,8.97 MB,16.2 MB,8.31 MB,16.1 MB,
401,8.52 MB,16.2 MB,634 µs,1.42 ms,,,,,8.97 MB,16.2 MB,8.31 MB,16.1 MB,
402,8.52 MB,16.2 MB,634 µs,1.42 ms,,,,,8.97 MB,16.2 MB,8.31 MB,16.1 MB,
403,8.52 MB,16.2 MB,634 µs,1.42 ms,,,,,8.97 MB,16.2 MB,8.31 MB,16.1 MB,
404,8.52 MB,16.2 MB,634 µs,1.42 ms,,,,,8.97 MB,16.2 MB,8.31 MB,16.1 MB,
405,8.52 MB,16.2 MB,634 µs,1.42 ms,,,,,8.97 MB,16.2 MB,8.31 MB,16.1 MB,
406,8.52 MB,16.2 MB,634 µs,1.42 ms,,,,,9.29 MB,16.2 MB,8.31 MB,16.1 MB,
407,8.52 MB,16.2 MB,634 µs,1.42 ms,,,,,9.29 MB,16.2 MB,8.31 MB,16.1 MB,
408,8.52 MB,16.2 MB,634 µs,1.42 ms,,,,,9.29 MB,16.2 MB,8.31 MB,16.1 MB,
409,8.52 MB,16.2 MB,634 µs,1.42 ms,,,,,9.29 MB,16.2 MB,8.31 MB,16.1 MB,
410,8.52 MB,16.2 MB,634 µs,1.42 ms,,,,,9.29 MB,16.2 MB,8.31 MB,16.1 MB,
411,8.52 MB,16.2 MB,634 µs,1.42 ms,,,,,9.29 MB,16.2 MB,8.31 MB,16.1 MB,
412,8.52 MB,16.2 MB,634 µs,1.42 ms,,,,,9.29 MB,16.2 MB,8.31 MB,16.1 MB,
413,8.52 MB,16.2 MB,634 µs,1.42 ms,,,,,9.29 MB,16.2 MB,8.31 MB,16.1 MB,
414,8.52 MB,16.2 MB,634 µs,1.43 ms,,,,,9.29 MB,16.2 MB,8.31 MB,16.1 MB,
415,8.52 MB,16.2 MB,634 µs,1.43 ms,,,,,9.29 MB,16.2 MB,8.31 MB,16.1 MB,
416,8.52 MB,16.2 MB,634 µs,1.43 ms,,,,,9.29 MB,16.2 MB,8.31 MB,16.1 MB,
417,8.52 MB,16.2 MB,526 µs,1.40 ms,,,,,9.29 MB,16.2 MB,8.31 MB,16.1 MB,
418,8.52 MB,16.2 MB,537 µs,1.40 ms,,,,,9.29 MB,16.2 MB,8.31 MB,16.1 MB,
419,8.52 MB,16.2 MB,638 µs,1.40 ms,,,,,9.29 MB,16.2 MB,8.31 MB,16.1 MB,
420,8.52 MB,16.2 MB,638 µs,1.40 ms,,,,,9.29 MB,16.2 MB,8.31 MB,16.1 MB,
421,8.52 MB,16.2 MB,638 µs,1.40 ms,,,,,9.29 MB,16.2 MB,8.31 MB,16.1 MB,
422,8.52 MB,16.2 MB,538 µs,1.40 ms,,,,,9.29 MB,16.2 MB,8.31 MB,16.1 MB,
423,8.52 MB,16.2 MB,528 µs,1.40 ms,,,,,9.29 MB,16.2 MB,8.31 MB,16.1 MB,
424,8.52 MB,16.2 MB,517 µs,1.40 ms,,,,,9.29 MB,16.2 MB,8.31 MB,16.1 MB,
425,8.52 MB,16.2 MB,639 µs,1.40 ms,,,,,9.10 MB,16.2 MB,,16.1 MB,
426,8.52 MB,16.2 MB,639 µs,1.40 ms,,,,,9.10 MB,16.2 MB,,16.1 MB,
427,8.52 MB,16.2 MB,639 µs,1.40 ms,,,,,9.10 MB,16.2 MB,,16.1 MB,
428,8.52 MB,16.2 MB,639 µs,1.40 ms,,,,,9.10 MB,16.2 MB,,16.1 MB,
429,8.52 MB,16.2 MB,639 µs,1.40 ms,,,,,9.10 MB,16.2 MB,,16.1 MB,
430,8.52 MB,16.2 MB,639 µs,1.40 ms,,,,,9.10 MB,16.2 MB,,,
431,8.52 MB,16.2 MB,639 µs,1.40 ms,,,,,9.10 MB,16.2 MB,,,
432,8.52 MB,16.2 MB,639 µs,1.40 ms,,,,,9.10 MB,16.2 MB,,,
433,8.52 MB,16.2 MB,639 µs,1.21 ms,,,,,9.10 MB,16.2 MB,,,
434,8.52 MB,16.2 MB,639 µs,1.21 ms,,,,,9.10 MB,16.2 MB,,,
435,8.52 MB,16.2 MB,639 µs,1.21 ms,,,,,9.10 MB,16.2 MB,,,
436,8.52 MB,16.2 MB,638 µs,805 µs,,,,,9.10 MB,16.2 MB,,,
437,8.52 MB,16.2 MB,638 µs,824 µs,,,,,9.10 MB,16.2 MB,,,
438,8.52 MB,16.2 MB,638 µs,842 µs,,,,,9.10 MB,16.2 MB,,,
439,8.52 MB,16.2 MB,549 µs,860 µs,,,,,9.11 MB,16.2 MB,,,
440,8.52 MB,16.2 MB,549 µs,879 µs,,,,,9.11 MB,16.2 MB,,,
441,8.52 MB,16.2 MB,549 µs,897 µs,,,,,9.11 MB,16.2 MB,,,
442,8.52 MB,16.2 MB,549 µs,915 µs,,,,,9.11 MB,16.2 MB,,,
443,8.52 MB,16.2 MB,549 µs,1.10 ms,,,,,9.11 MB,16.2 MB,,,
444,8.52 MB,16.2 MB,549 µs,1.10 ms,,,,,9.11 MB,16.2 MB,,,
445,8.52 MB,16.2 MB,549 µs,832 µs,,,,,9.11 MB,16.2 MB,,,
446,8.52 MB,16.2 MB,549 µs,832 µs,,,,,9.11 MB,16.2 MB,,,
447,8.52 MB,16.2 MB,549 µs,832 µs,,,,,9.11 MB,16.2 MB,,,
448,8.52 MB,16.2 MB,549 µs,832 µs,,,,,9.11 MB,16.2 MB,,,
449,8.52 MB,16.2 MB,508 µs,832 µs,,,,,9.11 MB,16.2 MB,,,
450,8.52 MB,16.2 MB,508 µs,832 µs,,,,,9.11 MB,16.2 MB,,,
451,8.52 MB,16.2 MB,508 µs,832 µs,,,,,9.11 MB,16.2 MB,,,
452,8.52 MB,16.2 MB,508 µs,832 µs,,,,,9.11 MB,16.2 MB,,,
453,8.52 MB,16.2 MB,508 µs,832 µs,,,,,9.11 MB,16.2 MB,,,
454,8.52 MB,16.2 MB,508 µs,832 µs,,,,,9.11 MB,16.2 MB,,,
455,8.52 MB,16.2 MB,453 µs,832 µs,,,,,9.11 MB,16.2 MB,,,
456,8.52 MB,16.2 MB,453 µs,832 µs,,,,,9.11 MB,16.2 MB,,,
457,8.52 MB,16.2 MB,453 µs,832 µs,,,,,9.11 MB,16.2 MB,,,
458,8.52 MB,16.2 MB,453 µs,832 µs,,,,,9.11 MB,16.2 MB,,,
459,8.52 MB,16.2 MB,453 µs,832 µs,,,,,9.11 MB,16.2 MB,,,
460,8.52 MB,16.2 MB,453 µs,832 µs,,,,,9.11 MB,16.2 MB,,,
461,8.52 MB,16.2 MB,453 µs,556 µs,,,,,9.11 MB,16.2 MB,,,
