,response_time_ms,gpu_used
0,3158.482074737549,False
1,2077.6572227478027,False
2,2095.136880874634,False
3,2074.230194091797,False
4,2076.3819217681885,False
5,2114.751100540161,False
6,2073.758125305176,False
7,2074.5348930358887,False
8,2074.5670795440674,False
9,2074.492931365967,False
10,2073.270082473755,False
11,2074.8679637908936,False
12,2076.1759281158447,False
13,2076.3180255889893,False
14,2091.310977935791,False
15,2077.0249366760254,False
16,2093.712091445923,False
17,2116.166830062866,False
18,2073.664903640747,False
19,2090.149164199829,False
20,2075.6001472473145,False
21,2073.046922683716,False
22,2129.4453144073486,True
23,2104.2139530181885,True
24,2106.2681674957275,True
25,2105.2558422088623,True
26,2181.7378997802734,True
27,2104.177951812744,True
28,2104.646921157837,True
29,2103.910207748413,True
30,2104.4890880584717,True
31,2114.585876464844,True
32,2107.207775115967,True
33,2106.1623096466064,True
34,2120.006322860718,True
35,2105.9751510620117,True
36,2100.172996520996,True
37,2103.3639907836914,True
38,2107.7702045440674,True
39,2100.883960723877,True
40,2199.573040008545,True
41,2146.9409465789795,True
42,2106.865882873535,True
43,2108.7570190429688,True
44,2120.237112045288,True
45,2162.590980529785,True
46,2104.73895072937,True
47,2100.288152694702,True
48,2105.214357376098,True
49,2116.875171661377,True
50,2114.820718765259,True
51,2103.565216064453,True
52,2122.020721435547,True
53,2125.4537105560303,True
54,2145.8120346069336,True
55,2103.2257080078125,True
56,2104.721784591675,True
57,2103.4109592437744,True
58,2110.8899116516113,True
59,2120.83101272583,True
60,2136.0740661621094,True
61,2120.633125305176,True
62,2191.83087348938,True
63,2150.010824203491,True
64,2150.819778442383,True
65,2113.1157875061035,True
66,2184.4589710235596,True
67,2110.2471351623535,True
68,2103.5380363464355,True
69,2103.706121444702,True
70,2179.949998855591,True
71,2103.557825088501,True
72,2107.5119972229004,True
73,2117.8228855133057,True
74,2107.46693611145,True
75,2101.5758514404297,True
76,2115.7240867614746,False
77,2084.5627784729004,False
78,2072.695016860962,False
79,2076.37619972229,False
80,2092.8030014038086,False
81,2071.5742111206055,False
82,2076.007843017578,False
83,2100.3100872039795,False
84,2082.5159549713135,False
85,2101.8340587615967,False
86,2073.991060256958,False
87,2075.4261016845703,False
88,2072.957992553711,False
89,2074.492931365967,False
90,2077.986001968384,False
91,2076.6310691833496,False
92,2072.472095489502,False
93,2172.1599102020264,False
94,2149.2583751678467,False
95,2075.843095779419,False
96,2119.688034057617,False
97,2119.207859039306,False
98,2075.6189823150635,False
99,2074.115991592407,False
100,2114.948272705078,False
101,2075.1631259918213,False
102,2088.5660648345947,False
103,2085.547924041748,False
104,2075.7150650024414,False
105,2121.0763454437256,False
106,2074.7292041778564,False
107,2076.3392448425293,False
108,2077.76403427124,False
109,2165.0569438934326,False
110,2075.424909591675,False
111,2120.994806289673,False
112,2120.048999786377,False
113,2075.240135192871,False
114,2073.209047317505,False
115,2077.84104347229,False
116,2076.552391052246,False
117,2091.0110473632812,False
118,2073.7569332122803,False
119,2076.3251781463623,False
120,2080.108642578125,False
121,2113.486051559448,False
122,2073.8208293914795,False
123,2145.1618671417236,False
124,2075.157165527344,False
125,2079.223871231079,False
126,2077.690839767456,False
127,2077.7812004089355,False
128,2082.613945007324,False
129,2096.156120300293,False
130,2076.4381885528564,False
131,2073.775291442871,False
132,2092.725992202759,False
133,2152.808904647827,False
134,2076.3518810272217,False
135,2074.1591453552246,False
136,2076.0462284088135,False
137,2078.99808883667,False
138,2132.9102516174316,False
139,2078.735113143921,False
140,2117.8829669952393,False
141,2080.7931423187256,False
142,2091.3431644439697,False
143,2082.663059234619,False
144,2139.967918395996,False
145,2147.578239440918,False
146,2073.8351345062256,False
147,2123.4781742095947,False
148,2116.727113723755,False
149,2077.31032371521,False
150,2082.345962524414,False
151,2117.399215698242,False
152,2081.294059753418,False
153,2100.8870601654053,False
154,2077.672958374023,False
155,2077.836036682129,False
156,2117.4581050872803,False
157,2134.608030319214,False
158,2076.0979652404785,False
159,2078.8540840148926,False
160,2088.726043701172,False
161,2074.199914932251,False
162,2121.979236602783,False
163,2149.5680809020996,False
164,2075.0160217285156,False
165,2079.015016555786,False
166,2192.4619674682617,False
167,2076.7319202423096,False
168,2120.8336353302,False
169,2150.545120239258,False
170,2078.6850452423096,False
171,2115.0410175323486,False
172,2148.721933364868,False
173,2077.91805267334,False
174,2077.9898166656494,False
175,2076.230049133301,False
176,2078.192949295044,False
177,2076.8420696258545,False
178,2097.9719161987305,False
179,2077.0721435546875,False
180,2223.6239910125732,False
181,2149.2319107055664,False
182,2075.4919052124023,False
183,2121.811866760254,False
184,2072.864055633545,False
185,2079.3728828430176,False
186,2091.023206710815,False
187,2074.2828845977783,False
188,2122.553825378418,False
189,2146.169900894165,False
190,2072.070837020874,False
191,2076.657772064209,False
192,2078.2010555267334,False
193,2168.0519580841064,False
194,2076.9221782684326,False
195,2117.743968963623,False
196,2078.041076660156,False
197,2080.6169509887695,False
198,2077.1279335021973,False
199,2155.1191806793213,False
