,response_time_ms,gpu_used
0,3730.24320602417,False
1,2084.5630168914795,False
2,2075.6280422210693,False
3,2090.006113052368,False
4,2075.885057449341,False
5,2078.1688690185547,False
6,2075.1049518585205,False
7,2074.120044708252,False
8,2089.015007019043,False
9,2080.1849365234375,False
10,2118.5901165008545,False
11,2079.0891647338867,False
12,2077.0370960235596,False
13,2089.383840560913,False
14,2076.2102603912354,False
15,2086.7199897766113,False
16,2077.841281890869,False
17,2075.4480361938477,False
18,2093.163013458252,False
19,2097.806692123413,False
20,2077.2647857666016,False
21,2093.4479236602783,False
22,2077.097177505493,False
23,2074.8562812805176,False
24,2077.65793800354,False
25,2075.5419731140137,False
26,2081.4831256866455,False
27,2089.272975921631,False
28,2086.097002029419,False
29,2116.791009902954,False
30,2078.2630443573,False
31,2080.1758766174316,False
32,2083.9200019836426,False
33,2084.662914276123,False
34,2112.733840942383,False
35,2074.2931365966797,False
36,2104.5877933502197,True
37,2143.378973007202,True
38,2107.109785079956,True
39,2150.318145751953,True
40,2116.326332092285,True
41,2121.8459606170654,True
42,2108.4439754486084,True
43,2109.1818809509277,True
44,2111.189842224121,True
45,2108.29496383667,True
46,2122.089147567749,True
47,2132.9360008239746,True
48,2105.597972869873,True
49,2110.568046569824,True
50,2118.0059909820557,True
51,2103.3260822296143,True
52,2109.358072280884,True
53,2144.975185394287,True
54,2116.0850524902344,True
55,2109.9538803100586,True
56,2123.108148574829,True
57,2119.305372238159,True
58,2103.7380695343018,True
59,2122.2143173217773,True
60,2118.4768676757812,True
61,2105.1273345947266,True
62,2118.454933166504,True
63,2105.731725692749,True
64,2115.5760288238525,True
65,2110.6741428375244,True
66,2113.541841506958,True
67,2102.717876434326,True
68,2152.353048324585,True
69,2113.071918487549,True
70,2187.4759197235107,True
71,2104.1040420532227,True
72,2197.690010070801,True
73,2105.2498817443848,True
74,2101.3028621673584,True
75,2107.1419715881348,True
76,2105.6149005889893,True
77,2100.5570888519287,True
78,2117.6908016204834,True
79,2103.693962097168,True
80,2107.8040599823,True
81,2103.623151779175,True
82,2109.433174133301,True
83,2105.462074279785,True
84,2108.624219894409,True
85,2166.3806438446045,True
86,2148.5087871551514,True
87,2147.697925567627,True
88,2117.5239086151123,False
89,2079.612970352173,False
90,2081.897020339966,False
91,2113.823890686035,False
92,2078.9551734924316,False
93,2079.142808914185,False
94,2188.1110668182373,False
95,2076.120138168335,False
96,2086.27986907959,False
97,2073.176145553589,False
98,2116.6000366210938,False
99,2074.920177459717,False
100,2166.471004486084,False
101,2075.82688331604,False
102,2076.061964035034,False
103,2091.3217067718506,False
104,2076.5700340270996,False
105,2074.0838050842285,False
106,2083.315134048462,False
107,2080.9590816497803,False
108,2072.711706161499,False
109,2079.3449878692627,False
110,2076.425075531006,False
111,2076.7982006073,False
112,2112.9720211029053,False
113,2071.7082023620605,False
114,2073.6498832702637,False
115,2082.2558403015137,False
116,2164.0031337738037,False
117,2151.998996734619,False
118,2075.284004211426,False
119,2086.067914962769,False
120,2083.9457511901855,False
121,2149.709939956665,False
122,2079.127073287964,False
123,2118.7210083007812,False
124,2075.946807861328,False
125,2079.4029235839844,False
126,2079.7829627990723,False
127,2076.3180255889893,False
128,2075.4711627960205,False
129,2125.0030994415283,False
130,2077.303171157837,False
131,2081.479787826538,False
132,2162.299871444702,False
133,2079.3120861053467,False
134,2077.3870944976807,False
135,2087.0561599731445,False
136,2079.5199871063232,False
137,2116.5661811828613,False
138,2076.631784439087,False
139,2121.635913848877,False
140,2075.281858444214,False
141,2075.8447647094727,False
142,2092.996835708618,False
143,2150.829076766968,False
144,2081.3820362091064,False
145,2118.9119815826416,False
146,2146.329879760742,False
147,2077.651023864746,False
148,2079.256057739258,False
149,2079.9059867858887,False
150,2078.2690048217773,False
151,2077.244997024536,False
152,2076.7219066619873,False
153,2073.637008666992,False
154,2076.012134552002,False
155,2111.348867416382,False
156,2083.7199687957764,False
157,2118.5619831085205,False
158,2080.5671215057373,False
159,2079.9059867858887,False
160,2078.058958053589,False
161,2150.7210731506348,False
162,2076.235055923462,False
163,2117.0759201049805,False
164,2079.8568725585938,False
165,2087.919235229492,False
166,2078.902006149292,False
167,2081.0868740081787,False
168,2076.4620304107666,False
169,2113.6932373046875,False
170,2126.0669231414795,False
171,2083.8141441345215,False
172,2080.709218978882,False
173,2180.7589530944824,False
174,2072.7250576019287,False
175,2125.072956085205,False
176,2146.6691493988037,False
177,2075.7031440734863,False
178,2077.4240493774414,False
179,2092.3118591308594,False
180,2098.651885986328,False
181,2113.6980056762695,False
182,2134.089946746826,False
183,2077.522993087769,False
184,2120.680093765259,False
185,2082.6239585876465,False
186,2077.4459838867188,False
187,2183.53009223938,False
188,2150.6130695343018,False
189,2082.3888778686523,False
190,2085.932970046997,False
191,2143.5470581054688,False
192,2084.9599838256836,False
193,2113.693952560425,False
194,2181.178331375122,False
195,2075.7272243499756,False
196,2121.5641498565674,False
197,2079.1800022125244,False
198,2117.861032485962,False
199,2129.9901008605957,False
