,response_time_ms,gpu_used
0,3526.8819332122803,False
1,2150.2950191497803,False
2,2082.4649333953857,False
3,2121.922016143799,False
4,2076.2550830841064,False
5,2077.0108699798584,False
6,2115.530014038086,False
7,2082.720994949341,False
8,2187.8488063812256,False
9,2077.9998302459717,False
10,2076.2698650360107,False
11,2087.354898452759,False
12,2074.4099617004395,False
13,2092.9360389709473,False
14,2084.522008895874,False
15,2125.554084777832,False
16,2078.230142593384,False
17,2075.9692192077637,False
18,2074.4659900665283,False
19,2183.665990829468,False
20,2124.653100967407,False
21,2078.0019760131836,False
22,2141.58296585083,False
23,2149.680852890014,False
24,2153.8262367248535,False
25,2083.141088485718,False
26,2076.8799781799316,False
27,2082.504987716675,False
28,2077.148914337158,False
29,2118.6671257019043,False
30,2114.063262939453,False
31,2076.4238834381104,False
32,2086.4899158477783,False
33,2117.187976837158,False
34,2075.1209259033203,False
35,2075.079917907715,False
36,2076.5907764434814,False
37,2076.092004776001,False
38,2072.5810527801514,False
39,2075.5910873413086,False
40,2071.1238384246826,False
41,2165.036916732788,True
42,2118.71075630188,True
43,2116.9989109039307,True
44,2115.5998706817627,True
45,2103.1241416931152,True
46,2103.5070419311523,True
47,2136.8680000305176,True
48,2109.8928451538086,True
49,2102.803945541382,True
50,2133.721113204956,True
51,2112.58602142334,True
52,2147.826910018921,True
53,2188.742160797119,True
54,2107.1691513061523,True
55,2102.8192043304443,True
56,2134.1681480407715,True
57,2106.3449382781982,True
58,2126.664876937866,True
59,2108.7019443511963,True
60,2108.3929538726807,True
61,2107.311010360718,True
62,2137.3651027679443,True
63,2103.703022003174,True
64,2121.551036834717,True
65,2107.1219444274902,True
66,2117.957830429077,True
67,2111.485004425049,True
68,2132.2720050811768,True
69,2106.8367958068848,True
70,2106.8620681762695,True
71,2113.8429641723633,True
72,2112.1461391448975,True
73,2109.3902587890625,True
74,2117.227077484131,True
75,2177.7701377868652,True
76,2105.9861183166504,True
77,2105.22198677063,True
78,2134.8202228546143,True
79,2105.102062225342,True
80,2102.959156036377,True
81,2137.5951766967773,True
82,2106.654405593872,True
83,2105.964183807373,True
84,2133.7411403656006,True
85,2109.5690727233887,True
86,2115.8289909362793,True
87,2120.3689575195312,True
88,2107.7399253845215,True
89,2107.051134109497,True
90,2131.768703460694,True
91,2109.003782272339,True
92,2104.2449474334717,True
93,2103.374719619751,True
94,2112.518310546875,True
95,2079.8420906066895,False
96,2075.1259326934814,False
97,2073.9340782165527,False
98,2115.708827972412,False
99,2159.9221229553223,False
100,2074.025869369507,False
101,2078.6280632019043,False
102,2078.943967819214,False
103,2080.2509784698486,False
104,2131.9499015808105,False
105,2102.1599769592285,False
106,2088.675022125244,False
107,2078.9458751678467,False
108,2074.704885482788,False
109,2116.177797317505,False
110,2074.910879135132,False
111,2079.420804977417,False
112,2079.62703704834,False
113,2093.451023101806,False
114,2077.5697231292725,False
115,2166.2609577178955,False
116,2147.695779800415,False
117,2076.5128135681152,False
118,2078.7410736083984,False
119,2075.606107711792,False
120,2165.517091751098,False
121,2116.001844406128,False
122,2182.392120361328,False
123,2148.353099822998,False
124,2077.8210163116455,False
125,2120.375871658325,False
126,2076.658010482788,False
127,2082.7810764312744,False
128,2142.225742340088,False
129,2091.432809829712,False
130,2078.003406524658,False
131,2078.2930850982666,False
132,2087.95428276062,False
133,2076.1051177978516,False
134,2107.227087020874,False
135,2162.4488830566406,False
136,2148.8189697265625,False
137,2148.764133453369,False
138,2076.785087585449,False
139,2076.7741203308105,False
140,2073.392152786255,False
141,2081.240177154541,False
142,2074.6798515319824,False
143,2079.5609951019287,False
144,2078.5419940948486,False
145,2076.368808746338,False
146,2080.1987648010254,False
147,2074.9709606170654,False
148,2076.6618251800537,False
149,2114.6509647369385,False
150,2162.5099182128906,False
151,2076.3659477233887,False
152,2119.669198989868,False
153,2116.020917892456,False
154,2077.2149562835693,False
155,2156.146287918091,False
156,2147.4578380584717,False
157,2076.284170150757,False
158,2097.881078720093,False
159,2077.0602226257324,False
160,2075.451135635376,False
161,2114.6998405456543,False
162,2147.080183029175,False
163,2075.796127319336,False
164,2079.9033641815186,False
165,2079.530954360962,False
166,2075.4637718200684,False
167,2131.1182975769043,False
168,2079.972743988037,False
169,2076.2109756469727,False
170,2172.2400188446045,False
171,2078.1290531158447,False
172,2077.5089263916016,False
173,2119.8856830596924,False
174,2078.24182510376,False
175,2073.8401412963867,False
176,2086.9786739349365,False
177,2133.32200050354,False
178,2075.4432678222656,False
179,2074.0277767181396,False
180,2077.0859718322754,False
181,2111.3808155059814,False
182,2079.9951553344727,False
183,2079.988956451416,False
184,2082.664966583252,False
185,2129.4798851013184,False
186,2124.380111694336,False
187,2075.597763061523,False
188,2122.835159301758,False
189,2147.5892066955566,False
190,2077.7838230133057,False
191,2079.9412727355957,False
192,2079.761028289795,False
193,2077.6569843292236,False
194,2125.1580715179443,False
195,2078.307867050171,False
196,2118.2851791381836,False
197,2156.491994857788,False
198,2114.4027709960938,False
199,2078.1641006469727,False
