step,ram-gpu_queue-proxy,ram-gpu_user-container,cpu-cpu-2_queue-proxy,cpu-cpu-2_user-container,cpu-cpu-1_queue-proxy,cpu-cpu-1_user-container,cpu-gpu_queue-proxy,cpu-gpu_user-container,ram-cpu-2_queue-proxy,ram-cpu-2_user-container,ram-cpu-1_queue-proxy,ram-cpu-1_user-container,gpu_gpu_0
254,7.89 MB,16.3 MB,828 µs,2.89 ms,,,385 µs,565 µs,7.98 MB,16.1 MB,14.8 MB,32.1 MB,0%
255,7.89 MB,16.3 MB,828 µs,2.94 ms,,,385 µs,565 µs,7.98 MB,16.1 MB,14.8 MB,32.1 MB,0%
256,7.89 MB,16.3 MB,828 µs,2.99 ms,,,385 µs,565 µs,7.98 MB,16.1 MB,14.8 MB,32.1 MB,0%
257,7.89 MB,16.3 MB,828 µs,3.04 ms,,,385 µs,565 µs,7.98 MB,16.1 MB,14.8 MB,32.1 MB,0%
258,7.89 MB,16.3 MB,828 µs,3.09 ms,,,385 µs,565 µs,7.98 MB,16.1 MB,14.8 MB,32.1 MB,0%
259,7.89 MB,16.3 MB,828 µs,2.69 ms,,,385 µs,565 µs,7.98 MB,16.1 MB,8.44 MB,32.1 MB,0%
260,7.89 MB,16.3 MB,611 µs,942 µs,,,385 µs,565 µs,7.98 MB,16.1 MB,8.44 MB,32.1 MB,0%
261,7.89 MB,16.3 MB,611 µs,965 µs,,,385 µs,565 µs,7.98 MB,16.1 MB,8.44 MB,32.1 MB,0%
262,7.89 MB,16.3 MB,611 µs,989 µs,,,385 µs,565 µs,7.98 MB,16.1 MB,8.44 MB,32.1 MB,0%
263,7.89 MB,16.3 MB,611 µs,1.01 ms,,,385 µs,76.3 µs,7.98 MB,16.1 MB,8.44 MB,32.1 MB,0%
264,7.89 MB,16.3 MB,611 µs,1.04 ms,,,385 µs,76.3 µs,7.98 MB,16.1 MB,8.44 MB,32.1 MB,0%
265,7.89 MB,16.3 MB,611 µs,1.06 ms,,,385 µs,76.3 µs,7.98 MB,16.1 MB,8.44 MB,16.2 MB,0%
266,7.95 MB,16.3 MB,526 µs,1.08 ms,,,370 µs,76.3 µs,7.98 MB,16.1 MB,8.44 MB,16.2 MB,0%
267,7.95 MB,16.3 MB,516 µs,1.11 ms,,,370 µs,76.3 µs,7.98 MB,16.1 MB,8.44 MB,16.2 MB,0%
268,7.95 MB,16.3 MB,606 µs,1.13 ms,,,370 µs,76.3 µs,8.12 MB,16.1 MB,8.44 MB,16.2 MB,0%
269,7.95 MB,16.3 MB,606 µs,1.15 ms,,,263 µs,76.3 µs,8.12 MB,16.1 MB,8.44 MB,16.2 MB,0%
270,7.95 MB,16.3 MB,604 µs,1.18 ms,,,268 µs,76.3 µs,8.12 MB,16.1 MB,8.44 MB,16.2 MB,0%
271,7.95 MB,16.3 MB,604 µs,1.40 ms,,,274 µs,76.3 µs,8.12 MB,16.1 MB,8.44 MB,16.2 MB,0%
272,7.95 MB,16.3 MB,604 µs,1.40 ms,,,280 µs,62.4 µs,8.12 MB,16.1 MB,8.44 MB,16.2 MB,0%
273,7.95 MB,16.3 MB,604 µs,1.40 ms,,,286 µs,61.2 µs,8.12 MB,16.1 MB,8.44 MB,16.2 MB,0%
274,7.95 MB,16.3 MB,604 µs,1.40 ms,,,346 µs,59.9 µs,8.12 MB,16.1 MB,8.44 MB,16.2 MB,0%
275,7.95 MB,16.3 MB,604 µs,1.40 ms,,,346 µs,58.6 µs,8.12 MB,16.1 MB,8.44 MB,16.2 MB,0%
276,7.95 MB,16.3 MB,604 µs,1.18 ms,,,346 µs,57.4 µs,8.12 MB,16.1 MB,8.44 MB,16.2 MB,0%
277,7.95 MB,16.3 MB,604 µs,1.15 ms,,,346 µs,64.1 µs,8.12 MB,16.1 MB,8.44 MB,16.2 MB,0%
278,7.95 MB,16.3 MB,604 µs,1.13 ms,,,346 µs,62.6 µs,8.12 MB,16.1 MB,8.44 MB,16.2 MB,0%
279,7.95 MB,16.3 MB,604 µs,1.11 ms,,,346 µs,61.2 µs,8.12 MB,16.1 MB,8.44 MB,16.2 MB,0%
280,7.95 MB,16.3 MB,602 µs,1.08 ms,,,346 µs,59.7 µs,8.20 MB,16.1 MB,8.44 MB,16.2 MB,0%
281,7.95 MB,16.3 MB,602 µs,1.06 ms,,,346 µs,58.3 µs,8.20 MB,16.1 MB,8.44 MB,16.2 MB,0%
282,7.95 MB,16.3 MB,602 µs,1.04 ms,,,346 µs,56.8 µs,8.20 MB,16.1 MB,8.44 MB,16.2 MB,0%
283,7.95 MB,16.3 MB,602 µs,1.01 ms,,,346 µs,55.4 µs,8.20 MB,16.1 MB,8.44 MB,16.2 MB,0%
284,7.96 MB,16.3 MB,602 µs,990 µs,,,269 µs,53.9 µs,8.20 MB,16.1 MB,8.44 MB,16.2 MB,0%
285,7.96 MB,16.3 MB,602 µs,967 µs,,,269 µs,52.5 µs,8.20 MB,16.1 MB,8.44 MB,16.2 MB,0%
286,7.96 MB,16.3 MB,602 µs,944 µs,,,269 µs,51.0 µs,8.20 MB,16.1 MB,8.44 MB,16.2 MB,0%
287,7.96 MB,16.3 MB,602 µs,920 µs,,,269 µs,44.0 µs,8.20 MB,16.1 MB,8.44 MB,16.2 MB,0%
288,7.96 MB,16.3 MB,602 µs,570 µs,,,269 µs,44.0 µs,8.20 MB,16.1 MB,8.44 MB,16.2 MB,0%
289,7.96 MB,16.3 MB,602 µs,570 µs,,,269 µs,44.0 µs,8.20 MB,16.1 MB,8.44 MB,16.2 MB,0%
290,7.96 MB,16.3 MB,602 µs,570 µs,,,269 µs,44.0 µs,8.20 MB,16.1 MB,8.44 MB,16.2 MB,0%
291,7.96 MB,16.3 MB,602 µs,731 µs,,,269 µs,44.0 µs,8.20 MB,16.1 MB,8.44 MB,16.2 MB,0%
292,7.96 MB,16.3 MB,602 µs,1.41 ms,,,236 µs,44.0 µs,8.20 MB,16.1 MB,8.44 MB,16.2 MB,0%
293,7.96 MB,16.3 MB,602 µs,1.41 ms,,,236 µs,44.0 µs,8.20 MB,16.1 MB,8.44 MB,16.2 MB,0%
294,7.96 MB,16.3 MB,605 µs,1.41 ms,,,236 µs,44.0 µs,8.31 MB,16.1 MB,8.44 MB,16.2 MB,
295,7.96 MB,16.3 MB,605 µs,1.41 ms,,,236 µs,21.9 µs,8.31 MB,16.1 MB,8.44 MB,16.2 MB,
296,7.96 MB,16.3 MB,605 µs,1.41 ms,,,236 µs,21.9 µs,8.31 MB,16.1 MB,8.44 MB,16.2 MB,
297,7.96 MB,16.3 MB,605 µs,1.41 ms,,,236 µs,21.9 µs,8.31 MB,16.1 MB,8.44 MB,16.2 MB,
298,7.96 MB,16.3 MB,601 µs,1.41 ms,,,236 µs,21.9 µs,8.31 MB,16.1 MB,8.44 MB,16.2 MB,
299,7.96 MB,16.3 MB,601 µs,1.41 ms,,,236 µs,21.9 µs,8.31 MB,16.1 MB,8.44 MB,16.2 MB,
300,7.96 MB,16.3 MB,601 µs,1.41 ms,,,236 µs,21.9 µs,8.31 MB,16.1 MB,8.44 MB,16.2 MB,
301,7.96 MB,16.3 MB,601 µs,1.41 ms,,,236 µs,21.9 µs,8.31 MB,16.1 MB,8.44 MB,16.2 MB,
302,7.96 MB,16.3 MB,601 µs,1.41 ms,,,236 µs,21.9 µs,8.31 MB,16.1 MB,8.44 MB,16.2 MB,
303,7.96 MB,16.3 MB,601 µs,1.41 ms,,,236 µs,21.9 µs,8.31 MB,16.1 MB,8.44 MB,16.2 MB,
304,7.96 MB,16.3 MB,601 µs,1.41 ms,,,236 µs,21.9 µs,8.31 MB,16.1 MB,8.44 MB,16.2 MB,
305,7.96 MB,16.3 MB,601 µs,1.41 ms,,,190 µs,21.9 µs,8.31 MB,16.1 MB,8.44 MB,16.2 MB,
306,7.96 MB,16.3 MB,601 µs,1.47 ms,,,186 µs,21.9 µs,8.31 MB,16.1 MB,8.44 MB,16.2 MB,
307,7.96 MB,16.3 MB,601 µs,1.47 ms,,,103 µs,21.9 µs,8.31 MB,16.1 MB,8.44 MB,16.2 MB,
308,7.96 MB,16.3 MB,601 µs,1.47 ms,,,100 µs,21.9 µs,8.31 MB,16.1 MB,8.44 MB,16.2 MB,
309,7.96 MB,16.3 MB,512 µs,1.47 ms,,,98.1 µs,21.9 µs,8.31 MB,16.1 MB,8.44 MB,16.2 MB,
310,7.96 MB,16.3 MB,502 µs,1.41 ms,,,95.9 µs,21.9 µs,8.31 MB,16.1 MB,8.44 MB,16.2 MB,
311,7.96 MB,16.3 MB,392 µs,1.41 ms,,,93.7 µs,21.9 µs,8.31 MB,16.1 MB,8.44 MB,16.2 MB,
312,7.96 MB,16.3 MB,663 µs,1.41 ms,,,91.5 µs,21.9 µs,9.06 MB,16.1 MB,8.44 MB,16.2 MB,
313,7.96 MB,16.3 MB,663 µs,1.41 ms,,,89.3 µs,,9.06 MB,16.1 MB,8.44 MB,16.2 MB,
314,7.96 MB,16.3 MB,663 µs,1.41 ms,,,87.0 µs,,9.06 MB,16.1 MB,8.44 MB,16.2 MB,
315,7.96 MB,16.3 MB,663 µs,1.41 ms,,,84.8 µs,,9.06 MB,16.1 MB,8.44 MB,16.2 MB,
316,7.96 MB,16.3 MB,663 µs,1.41 ms,,,82.6 µs,,9.06 MB,16.1 MB,8.44 MB,16.2 MB,
317,7.96 MB,16.3 MB,663 µs,1.41 ms,,,80.4 µs,,9.06 MB,16.1 MB,8.44 MB,16.2 MB,
318,7.96 MB,16.3 MB,663 µs,1.41 ms,,,78.2 µs,,9.06 MB,16.1 MB,8.44 MB,16.2 MB,
319,7.96 MB,16.3 MB,663 µs,809 µs,,,76.0 µs,,9.06 MB,16.1 MB,8.44 MB,16.2 MB,
320,7.96 MB,16.3 MB,663 µs,831 µs,,,73.7 µs,,9.06 MB,16.1 MB,8.44 MB,16.2 MB,
321,7.96 MB,16.3 MB,663 µs,853 µs,,,71.5 µs,,9.06 MB,16.1 MB,8.44 MB,16.2 MB,
322,7.96 MB,16.3 MB,663 µs,874 µs,,,69.3 µs,,9.06 MB,16.1 MB,8.44 MB,16.2 MB,
323,7.96 MB,16.3 MB,663 µs,896 µs,,,67.1 µs,,9.06 MB,16.1 MB,8.44 MB,16.2 MB,
324,7.96 MB,16.3 MB,663 µs,929 µs,,,64.9 µs,,9.06 MB,16.1 MB,8.44 MB,16.2 MB,
325,7.96 MB,16.3 MB,663 µs,951 µs,,,62.6 µs,,9.06 MB,16.1 MB,8.44 MB,16.2 MB,
326,7.96 MB,16.3 MB,663 µs,974 µs,,,,,9.06 MB,16.1 MB,8.44 MB,16.2 MB,
327,7.96 MB,16.3 MB,663 µs,997 µs,,,,,9.06 MB,16.1 MB,8.44 MB,16.2 MB,
328,7.96 MB,16.3 MB,647 µs,1.02 ms,,,,,8.92 MB,16.1 MB,8.44 MB,16.2 MB,
329,7.96 MB,16.3 MB,647 µs,1.04 ms,,,,,8.92 MB,16.1 MB,8.44 MB,16.2 MB,
330,7.96 MB,16.3 MB,647 µs,1.06 ms,,,,,8.92 MB,16.1 MB,8.44 MB,16.2 MB,
331,7.96 MB,16.3 MB,647 µs,1.09 ms,,,,,8.92 MB,16.1 MB,8.44 MB,16.2 MB,
332,7.96 MB,16.3 MB,647 µs,1.11 ms,,,,,8.92 MB,16.1 MB,8.44 MB,16.2 MB,
333,7.96 MB,16.3 MB,647 µs,1.13 ms,,,,,8.92 MB,16.1 MB,8.44 MB,16.2 MB,
334,7.96 MB,16.3 MB,647 µs,1.36 ms,,,,,8.92 MB,16.1 MB,8.44 MB,16.2 MB,
335,7.96 MB,16.3 MB,647 µs,1.36 ms,,,,,8.92 MB,16.1 MB,8.44 MB,16.2 MB,
336,7.96 MB,16.3 MB,647 µs,1.36 ms,,,,,8.92 MB,16.1 MB,8.44 MB,16.2 MB,
337,7.96 MB,16.3 MB,647 µs,1.36 ms,,,,,8.92 MB,16.1 MB,8.44 MB,16.2 MB,
338,7.96 MB,16.3 MB,647 µs,1.36 ms,,,,,8.92 MB,16.1 MB,8.44 MB,16.2 MB,
339,7.96 MB,16.3 MB,647 µs,1.36 ms,,,,,8.92 MB,16.1 MB,8.44 MB,16.2 MB,
340,7.96 MB,16.3 MB,660 µs,1.36 ms,,,,,8.92 MB,16.1 MB,8.44 MB,16.2 MB,
341,7.96 MB,16.3 MB,660 µs,1.36 ms,,,,,8.92 MB,16.1 MB,8.44 MB,16.2 MB,
342,7.96 MB,16.3 MB,651 µs,1.41 ms,,,,,9.01 MB,16.1 MB,8.44 MB,16.2 MB,
343,7.96 MB,16.3 MB,651 µs,1.41 ms,,,,,9.01 MB,16.1 MB,8.44 MB,16.2 MB,
344,7.96 MB,16.3 MB,651 µs,1.41 ms,,,,,9.01 MB,16.1 MB,8.44 MB,16.2 MB,
345,7.96 MB,16.3 MB,651 µs,1.41 ms,,,,,9.01 MB,16.1 MB,8.44 MB,16.2 MB,
346,7.96 MB,16.3 MB,651 µs,1.41 ms,,,,,9.01 MB,16.1 MB,8.44 MB,16.2 MB,
347,7.96 MB,16.3 MB,651 µs,1.41 ms,,,,,9.01 MB,16.1 MB,8.44 MB,16.2 MB,
348,7.96 MB,16.3 MB,651 µs,1.41 ms,,,,,9.01 MB,16.1 MB,8.44 MB,16.2 MB,
349,7.96 MB,16.3 MB,651 µs,1.41 ms,,,,,9.01 MB,16.1 MB,8.44 MB,16.2 MB,
350,7.96 MB,16.3 MB,651 µs,1.41 ms,,,,,9.01 MB,16.1 MB,8.44 MB,16.2 MB,
351,7.96 MB,16.3 MB,651 µs,1.41 ms,,,,,9.01 MB,16.1 MB,8.44 MB,16.2 MB,
352,7.96 MB,16.3 MB,651 µs,1.46 ms,,,,,9.01 MB,16.1 MB,8.44 MB,16.2 MB,
353,7.96 MB,16.3 MB,651 µs,1.46 ms,,,,,9.01 MB,16.1 MB,8.44 MB,16.2 MB,
354,7.96 MB,16.3 MB,477 µs,1.46 ms,,,,,9.04 MB,16.1 MB,8.44 MB,16.2 MB,
355,7.96 MB,16.3 MB,486 µs,1.46 ms,,,,,9.04 MB,16.1 MB,8.44 MB,16.2 MB,
356,7.96 MB,16.3 MB,496 µs,1.46 ms,,,,,9.04 MB,16.1 MB,8.44 MB,16.2 MB,
357,7.96 MB,16.3 MB,584 µs,1.46 ms,,,,,9.04 MB,16.1 MB,8.44 MB,16.2 MB,
358,7.96 MB,16.3 MB,584 µs,1.46 ms,,,,,9.04 MB,16.1 MB,8.44 MB,16.2 MB,
359,7.96 MB,16.3 MB,584 µs,1.41 ms,,,,,9.04 MB,16.1 MB,8.44 MB,16.2 MB,
360,7.96 MB,16.3 MB,584 µs,1.41 ms,,,,,9.04 MB,16.1 MB,8.44 MB,16.2 MB,
361,7.96 MB,16.3 MB,584 µs,1.41 ms,,,,,9.04 MB,16.1 MB,8.44 MB,16.2 MB,
362,7.96 MB,16.3 MB,584 µs,1.41 ms,,,,,9.04 MB,16.1 MB,8.44 MB,16.2 MB,
363,7.96 MB,16.3 MB,584 µs,1.41 ms,,,,,9.04 MB,16.1 MB,8.44 MB,16.2 MB,
364,7.96 MB,16.3 MB,584 µs,1.41 ms,,,,,9.04 MB,16.1 MB,8.44 MB,16.2 MB,
365,7.96 MB,16.3 MB,584 µs,1.41 ms,,,,,9.04 MB,16.1 MB,8.44 MB,16.2 MB,
366,7.96 MB,16.3 MB,584 µs,1.41 ms,,,,,9.04 MB,16.1 MB,8.44 MB,16.2 MB,
367,7.96 MB,16.3 MB,584 µs,1.41 ms,,,,,9.04 MB,16.1 MB,8.44 MB,16.2 MB,
368,7.96 MB,16.3 MB,584 µs,1.41 ms,,,,,9.04 MB,16.1 MB,8.44 MB,16.2 MB,
369,7.96 MB,16.3 MB,500 µs,1.41 ms,,,,,9.04 MB,16.1 MB,8.44 MB,16.2 MB,
370,7.96 MB,16.3 MB,490 µs,1.41 ms,,,,,9.04 MB,16.1 MB,8.44 MB,16.2 MB,
371,7.96 MB,16.3 MB,481 µs,1.41 ms,,,,,9.04 MB,16.1 MB,8.44 MB,16.2 MB,
372,7.96 MB,16.3 MB,382 µs,1.41 ms,,,,,9.04 MB,16.1 MB,8.44 MB,16.2 MB,
373,7.96 MB,16.3 MB,382 µs,1.41 ms,,,,,9.04 MB,16.1 MB,8.44 MB,16.2 MB,
374,7.96 MB,16.3 MB,605 µs,1.41 ms,,,,,9.15 MB,16.1 MB,8.44 MB,16.2 MB,
375,7.96 MB,16.3 MB,605 µs,1.41 ms,,,,,9.15 MB,16.1 MB,8.44 MB,16.2 MB,
376,7.96 MB,16.3 MB,605 µs,1.41 ms,,,,,9.15 MB,16.1 MB,8.44 MB,16.2 MB,
377,7.96 MB,16.3 MB,605 µs,1.38 ms,,,,,9.15 MB,16.1 MB,8.44 MB,16.2 MB,
378,7.96 MB,16.3 MB,605 µs,1.38 ms,,,,,9.15 MB,16.1 MB,8.44 MB,16.2 MB,
379,7.96 MB,16.3 MB,605 µs,1.38 ms,,,,,9.15 MB,16.1 MB,8.44 MB,16.2 MB,
380,7.96 MB,16.3 MB,605 µs,1.38 ms,,,,,9.15 MB,16.1 MB,8.44 MB,16.2 MB,
381,7.96 MB,16.3 MB,605 µs,1.38 ms,,,,,9.15 MB,16.1 MB,8.44 MB,16.2 MB,
382,7.96 MB,16.3 MB,605 µs,1.38 ms,,,,,9.15 MB,16.1 MB,8.44 MB,16.2 MB,
383,7.96 MB,16.3 MB,605 µs,1.38 ms,,,,,9.15 MB,16.1 MB,8.44 MB,16.2 MB,
384,7.96 MB,16.3 MB,605 µs,1.33 ms,,,,,9.15 MB,16.1 MB,8.44 MB,16.2 MB,
385,7.96 MB,16.3 MB,605 µs,1.33 ms,,,,,9.15 MB,16.1 MB,8.44 MB,16.2 MB,
386,7.96 MB,16.3 MB,593 µs,1.33 ms,,,,,9.20 MB,16.1 MB,8.44 MB,16.2 MB,
387,7.96 MB,16.3 MB,593 µs,1.33 ms,,,,,9.20 MB,16.1 MB,8.44 MB,16.2 MB,
388,7.96 MB,16.3 MB,582 µs,1.33 ms,,,,,9.20 MB,16.1 MB,8.44 MB,16.2 MB,
389,7.96 MB,16.3 MB,582 µs,1.33 ms,,,,,9.20 MB,16.1 MB,8.44 MB,16.2 MB,
390,7.96 MB,16.3 MB,582 µs,1.40 ms,,,,,9.20 MB,16.2 MB,8.44 MB,16.2 MB,
391,7.96 MB,16.3 MB,582 µs,1.40 ms,,,,,9.20 MB,16.2 MB,8.44 MB,16.2 MB,
392,7.96 MB,16.3 MB,582 µs,1.40 ms,,,,,9.20 MB,16.2 MB,8.44 MB,16.2 MB,
393,7.96 MB,16.3 MB,582 µs,1.40 ms,,,,,9.20 MB,16.2 MB,8.44 MB,16.2 MB,
394,7.96 MB,16.3 MB,582 µs,1.40 ms,,,,,9.20 MB,16.2 MB,8.44 MB,16.2 MB,
395,7.96 MB,16.3 MB,582 µs,1.40 ms,,,,,9.20 MB,16.2 MB,8.44 MB,16.2 MB,
396,7.96 MB,16.3 MB,582 µs,1.40 ms,,,,,9.20 MB,16.2 MB,8.44 MB,16.2 MB,
397,7.96 MB,16.3 MB,582 µs,1.40 ms,,,,,9.20 MB,16.2 MB,8.44 MB,16.2 MB,
398,7.96 MB,16.3 MB,582 µs,1.40 ms,,,,,9.20 MB,16.2 MB,8.44 MB,16.2 MB,
399,7.96 MB,16.3 MB,582 µs,1.40 ms,,,,,9.20 MB,16.2 MB,8.44 MB,16.2 MB,
400,7.96 MB,16.3 MB,582 µs,1.40 ms,,,,,9.20 MB,16.2 MB,8.44 MB,16.2 MB,
401,7.96 MB,16.3 MB,582 µs,1.40 ms,,,,,9.20 MB,16.2 MB,8.44 MB,16.2 MB,
402,7.96 MB,16.3 MB,589 µs,1.44 ms,,,,,9.20 MB,16.2 MB,8.44 MB,16.2 MB,
403,7.96 MB,16.3 MB,493 µs,1.44 ms,,,,,9.20 MB,16.2 MB,8.44 MB,16.2 MB,
404,7.96 MB,16.3 MB,484 µs,1.44 ms,,,,,9.20 MB,16.2 MB,8.44 MB,16.2 MB,
405,7.96 MB,16.3 MB,474 µs,1.45 ms,,,,,9.20 MB,16.1 MB,8.44 MB,16.2 MB,
406,7.96 MB,16.3 MB,603 µs,1.45 ms,,,,,9.29 MB,16.1 MB,8.44 MB,16.2 MB,
407,7.96 MB,16.3 MB,603 µs,1.45 ms,,,,,9.29 MB,16.1 MB,8.44 MB,16.2 MB,
408,7.96 MB,16.3 MB,603 µs,1.45 ms,,,,,9.29 MB,16.1 MB,8.44 MB,16.2 MB,
409,7.96 MB,16.3 MB,603 µs,1.45 ms,,,,,9.29 MB,16.1 MB,8.44 MB,16.2 MB,
410,7.96 MB,16.3 MB,603 µs,1.45 ms,,,,,9.29 MB,16.1 MB,8.44 MB,16.2 MB,
411,7.96 MB,16.3 MB,603 µs,1.45 ms,,,,,9.29 MB,16.1 MB,8.44 MB,16.2 MB,
412,7.96 MB,16.3 MB,603 µs,1.45 ms,,,,,9.29 MB,16.1 MB,8.44 MB,16.2 MB,
413,7.96 MB,16.3 MB,603 µs,1.45 ms,,,,,9.29 MB,16.1 MB,8.44 MB,16.2 MB,
414,7.96 MB,16.3 MB,484 µs,1.45 ms,,,,,9.29 MB,16.1 MB,8.44 MB,16.2 MB,
415,7.96 MB,16.3 MB,494 µs,1.45 ms,,,,,9.29 MB,16.1 MB,8.44 MB,16.2 MB,
416,7.96 MB,16.3 MB,595 µs,1.45 ms,,,,,9.29 MB,16.1 MB,8.44 MB,16.2 MB,
417,7.96 MB,16.3 MB,595 µs,1.45 ms,,,,,9.29 MB,16.1 MB,8.44 MB,16.2 MB,
418,7.96 MB,16.3 MB,595 µs,1.45 ms,,,,,9.29 MB,16.1 MB,8.44 MB,16.2 MB,
419,7.96 MB,16.3 MB,595 µs,1.25 ms,,,,,9.29 MB,16.1 MB,8.44 MB,16.2 MB,
420,7.96 MB,16.3 MB,595 µs,1.26 ms,,,,,9.29 MB,16.2 MB,8.44 MB,16.2 MB,
421,7.96 MB,16.3 MB,595 µs,1.28 ms,,,,,9.29 MB,16.2 MB,8.44 MB,16.2 MB,
422,7.96 MB,16.3 MB,595 µs,1.50 ms,,,,,9.29 MB,16.2 MB,8.44 MB,16.2 MB,
423,7.96 MB,16.3 MB,499 µs,1.50 ms,,,,,9.29 MB,16.2 MB,8.44 MB,16.2 MB,
424,7.96 MB,16.3 MB,489 µs,1.50 ms,,,,,9.29 MB,16.2 MB,8.44 MB,16.2 MB,
425,7.96 MB,16.3 MB,619 µs,1.50 ms,,,,,9.30 MB,16.2 MB,8.44 MB,16.2 MB,
426,7.96 MB,16.3 MB,619 µs,1.50 ms,,,,,9.30 MB,16.2 MB,8.44 MB,16.2 MB,
427,7.96 MB,16.3 MB,619 µs,1.50 ms,,,,,9.30 MB,16.2 MB,8.44 MB,16.2 MB,
428,7.96 MB,16.3 MB,619 µs,1.50 ms,,,,,9.30 MB,16.2 MB,8.44 MB,16.2 MB,
429,7.96 MB,16.3 MB,619 µs,1.50 ms,,,,,9.30 MB,16.2 MB,8.44 MB,16.2 MB,
430,7.96 MB,16.3 MB,619 µs,1.50 ms,,,,,9.30 MB,16.2 MB,8.44 MB,16.2 MB,
431,7.96 MB,16.3 MB,619 µs,1.50 ms,,,,,9.30 MB,16.2 MB,8.44 MB,16.2 MB,
432,7.96 MB,16.3 MB,619 µs,1.50 ms,,,,,9.30 MB,16.2 MB,8.44 MB,16.2 MB,
433,7.96 MB,16.3 MB,619 µs,1.50 ms,,,,,9.30 MB,16.2 MB,8.44 MB,16.2 MB,
434,7.96 MB,16.3 MB,642 µs,1.24 ms,,,,,9.30 MB,16.2 MB,8.44 MB,16.2 MB,
435,7.96 MB,16.3 MB,642 µs,1.24 ms,,,,,9.30 MB,16.2 MB,8.44 MB,16.2 MB,
436,7.96 MB,16.3 MB,642 µs,1.24 ms,,,,,9.30 MB,16.2 MB,8.44 MB,16.2 MB,
437,7.96 MB,16.3 MB,642 µs,1.14 ms,,,,,9.30 MB,16.2 MB,8.44 MB,16.2 MB,
438,7.96 MB,16.3 MB,642 µs,1.14 ms,,,,,9.30 MB,16.2 MB,8.44 MB,16.2 MB,
439,7.96 MB,16.3 MB,559 µs,1.14 ms,,,,,9.31 MB,16.2 MB,8.44 MB,16.2 MB,
440,7.96 MB,16.3 MB,559 µs,1.14 ms,,,,,9.31 MB,16.2 MB,8.44 MB,16.2 MB,
441,7.96 MB,16.3 MB,559 µs,1.14 ms,,,,,9.31 MB,16.2 MB,8.44 MB,16.2 MB,
442,7.96 MB,16.3 MB,559 µs,1.14 ms,,,,,9.31 MB,16.2 MB,8.44 MB,16.2 MB,
443,7.96 MB,16.3 MB,559 µs,1.14 ms,,,,,9.31 MB,16.2 MB,8.44 MB,16.2 MB,
444,7.96 MB,16.3 MB,559 µs,1.14 ms,,,,,9.31 MB,16.2 MB,8.44 MB,16.2 MB,
445,7.96 MB,16.3 MB,559 µs,1.14 ms,,,,,9.31 MB,16.2 MB,8.44 MB,16.2 MB,
446,7.96 MB,16.3 MB,423 µs,1.14 ms,,,,,9.31 MB,16.2 MB,8.44 MB,16.2 MB,
447,7.96 MB,16.3 MB,432 µs,1.14 ms,,,,,9.31 MB,16.2 MB,8.44 MB,16.2 MB,
448,7.96 MB,16.3 MB,518 µs,1.14 ms,,,,,9.31 MB,16.2 MB,8.44 MB,16.2 MB,
449,7.96 MB,16.3 MB,518 µs,1.14 ms,,,,,9.31 MB,16.2 MB,8.44 MB,16.2 MB,
450,7.96 MB,16.3 MB,518 µs,659 µs,,,,,9.31 MB,16.1 MB,8.44 MB,16.2 MB,
451,7.96 MB,16.3 MB,518 µs,659 µs,,,,,9.31 MB,16.1 MB,8.44 MB,16.2 MB,
452,7.96 MB,16.3 MB,518 µs,659 µs,,,,,9.31 MB,16.1 MB,8.44 MB,16.2 MB,
453,7.96 MB,16.3 MB,518 µs,659 µs,,,,,9.31 MB,16.1 MB,8.44 MB,16.2 MB,
454,7.96 MB,16.3 MB,518 µs,659 µs,,,,,9.31 MB,16.1 MB,8.44 MB,16.2 MB,
455,7.96 MB,16.3 MB,518 µs,659 µs,,,,,9.31 MB,16.1 MB,8.44 MB,16.2 MB,
456,7.96 MB,16.3 MB,518 µs,659 µs,,,,,9.31 MB,16.1 MB,8.44 MB,16.2 MB,
457,7.96 MB,16.3 MB,428 µs,659 µs,,,,,9.31 MB,16.1 MB,8.44 MB,16.2 MB,
458,7.96 MB,16.3 MB,419 µs,659 µs,,,,,9.31 MB,16.1 MB,8.44 MB,16.2 MB,
459,7.96 MB,16.3 MB,451 µs,659 µs,,,,,9.31 MB,16.1 MB,8.44 MB,16.2 MB,
460,7.96 MB,16.3 MB,451 µs,659 µs,,,,,9.31 MB,16.1 MB,8.44 MB,16.2 MB,
461,7.96 MB,16.3 MB,451 µs,659 µs,,,,,9.31 MB,16.1 MB,8.44 MB,16.2 MB,
462,7.96 MB,16.3 MB,451 µs,659 µs,,,,,9.31 MB,16.1 MB,8.44 MB,16.2 MB,
463,7.96 MB,16.3 MB,451 µs,536 µs,,,,,9.31 MB,16.2 MB,8.44 MB,,
464,7.96 MB,16.3 MB,451 µs,536 µs,,,,,9.31 MB,16.2 MB,,,
465,7.96 MB,16.3 MB,451 µs,217 µs,,,,,9.31 MB,16.2 MB,,,
466,7.96 MB,16.3 MB,334 µs,217 µs,,,,,9.31 MB,16.2 MB,,,
467,7.96 MB,16.3 MB,334 µs,217 µs,,,,,9.31 MB,16.2 MB,,,
468,7.96 MB,16.3 MB,334 µs,217 µs,,,,,9.31 MB,16.2 MB,,,
469,7.96 MB,16.3 MB,334 µs,217 µs,,,,,9.31 MB,16.2 MB,,,
470,7.96 MB,16.3 MB,334 µs,217 µs,,,,,9.31 MB,16.2 MB,,,
