step,ram-gpu_queue-proxy,ram-gpu_user-container,cpu-cpu-2_queue-proxy,cpu-cpu-2_user-container,cpu-cpu-1_queue-proxy,cpu-cpu-1_user-container,cpu-gpu_queue-proxy,cpu-gpu_user-container,ram-cpu-2_queue-proxy,ram-cpu-2_user-container,ram-cpu-1_queue-proxy,ram-cpu-1_user-container,gpu_gpu_0
0,,,,,56.7 µs,,,,,,9.13 MB,16.2 MB,
1,,,,,53.6 µs,,,,,,12.5 MB,18.3 MB,
2,,,,,50.5 µs,,,,,,12.5 MB,18.3 MB,
3,,,,,,,,,,,12.5 MB,18.3 MB,
4,,,,,,,,,,,12.5 MB,18.3 MB,
5,,,,,,,,,,,12.5 MB,18.3 MB,
6,,,,,,,,,,,12.5 MB,18.3 MB,
7,,,,,,,,,,,12.5 MB,18.3 MB,
8,,,,,,,,,,,12.5 MB,18.3 MB,
9,,,,,,,,,,,12.5 MB,18.3 MB,
10,,,,,,,,,,,12.5 MB,18.3 MB,
11,,,,,,,,,,,12.5 MB,18.3 MB,
12,,,,,,,,,,,12.5 MB,18.3 MB,
13,,,,,,1.85 ms,,,,,12.5 MB,32.2 MB,
14,,,,,,1.99 ms,,,,,12.5 MB,32.2 MB,
15,,,,,,2.13 ms,,,,,12.5 MB,32.2 MB,
16,,,,,,2.28 ms,,,,,12.5 MB,32.2 MB,
17,,,,,,2.42 ms,,,,,12.5 MB,32.2 MB,
18,,,,,,2.57 ms,,,,,12.5 MB,32.2 MB,
19,,,,,595 µs,2.71 ms,,,,,16.2 MB,32.2 MB,
20,,,,,617 µs,2.86 ms,,,,,16.2 MB,32.2 MB,
21,,,,,639 µs,3.00 ms,,,,,16.2 MB,32.2 MB,
22,,,,,660 µs,3.14 ms,,,,,16.2 MB,32.2 MB,
23,,,,,682 µs,3.29 ms,,,,,16.2 MB,32.2 MB,
24,,,,,704 µs,3.43 ms,,,,,16.2 MB,32.2 MB,
25,,,,,726 µs,2.55 ms,,,,,16.2 MB,32.2 MB,
26,,,,,748 µs,2.55 ms,,,,,16.2 MB,32.2 MB,
27,,,,,770 µs,2.55 ms,,,,,16.2 MB,32.2 MB,
28,,,,,792 µs,2.55 ms,,,,,16.2 MB,32.2 MB,
29,,,,,814 µs,2.55 ms,,,,,16.2 MB,32.2 MB,
30,,,,,836 µs,2.55 ms,,,,,16.2 MB,32.2 MB,
31,,,,,858 µs,2.55 ms,,,,,16.2 MB,32.2 MB,
32,,,,,880 µs,2.55 ms,,,,,16.2 MB,32.2 MB,
33,,,,,902 µs,2.55 ms,,,,,16.2 MB,32.2 MB,
34,,,,,924 µs,2.55 ms,,,,,16.2 MB,32.2 MB,
35,,,,,946 µs,2.55 ms,,,,,16.2 MB,32.2 MB,
36,,,,,968 µs,2.28 ms,,,,,16.2 MB,32.3 MB,
37,,,,,725 µs,2.34 ms,,,,,16.3 MB,32.3 MB,
38,,,,,742 µs,2.40 ms,,,,,16.3 MB,32.3 MB,
39,,,,,758 µs,2.46 ms,,,,,16.3 MB,32.3 MB,
40,,,,,774 µs,2.53 ms,,,,,16.3 MB,32.3 MB,
41,,,,,790 µs,2.59 ms,,,,,16.3 MB,32.3 MB,
42,,,,,870 µs,2.65 ms,,,,,16.3 MB,32.3 MB,
43,,,,,886 µs,2.71 ms,,,,,16.3 MB,32.3 MB,
44,,,,,902 µs,2.78 ms,,,,,16.3 MB,32.3 MB,
45,,,,,918 µs,2.84 ms,,,,,16.3 MB,32.3 MB,
46,3.41 MB,2.42 MB,,,935 µs,2.90 ms,,,,,16.3 MB,32.3 MB,0%
47,3.41 MB,2.42 MB,,,951 µs,2.96 ms,,,,,16.3 MB,32.3 MB,0%
48,3.41 MB,2.42 MB,,,967 µs,3.02 ms,,,,,16.3 MB,32.3 MB,0%
49,3.41 MB,2.42 MB,,,968 µs,3.09 ms,,,,,16.3 MB,32.3 MB,0%
50,3.41 MB,2.42 MB,,,968 µs,2.60 ms,,,,,16.3 MB,32.3 MB,0%
51,3.41 MB,2.42 MB,,,844 µs,2.65 ms,,,,,16.3 MB,32.3 MB,0%
52,3.41 MB,2.42 MB,,,844 µs,2.71 ms,,,,,16.3 MB,32.3 MB,0%
53,3.41 MB,2.42 MB,,,844 µs,2.76 ms,,,,,16.3 MB,32.3 MB,0%
54,3.41 MB,2.42 MB,,,844 µs,2.81 ms,,,,,16.3 MB,32.3 MB,0%
55,3.41 MB,2.42 MB,,,844 µs,2.86 ms,,,,,16.3 MB,32.3 MB,0%
56,3.41 MB,2.42 MB,,,844 µs,2.91 ms,,,,,16.3 MB,32.3 MB,0%
57,3.41 MB,16.0 MB,,,844 µs,2.96 ms,,3.39 ms,,,16.3 MB,32.3 MB,0%
58,3.41 MB,16.0 MB,,,844 µs,3.01 ms,,3.69 ms,,,16.3 MB,32.3 MB,0%
59,7.04 MB,16.0 MB,,,844 µs,3.06 ms,487 µs,3.99 ms,,,16.3 MB,32.3 MB,0%
60,7.04 MB,16.0 MB,,,844 µs,3.07 ms,512 µs,4.28 ms,,,16.3 MB,32.3 MB,0%
61,7.04 MB,16.0 MB,,,479 µs,1.35 ms,537 µs,4.58 ms,,,16.3 MB,32.3 MB,0%
62,7.04 MB,16.0 MB,,,576 µs,1.05 ms,562 µs,4.87 ms,,,16.3 MB,32.3 MB,0%
63,7.04 MB,16.0 MB,,,576 µs,1.05 ms,587 µs,5.17 ms,,,16.3 MB,32.3 MB,0%
64,7.04 MB,16.0 MB,,,576 µs,1.05 ms,613 µs,5.47 ms,,,16.3 MB,32.3 MB,0%
65,7.04 MB,16.0 MB,,,515 µs,1.05 ms,638 µs,5.76 ms,,,16.3 MB,32.3 MB,0%
66,7.04 MB,16.0 MB,,,515 µs,1.05 ms,663 µs,6.06 ms,,,16.3 MB,32.3 MB,0%
67,7.04 MB,16.0 MB,,,515 µs,1.05 ms,688 µs,6.35 ms,,,16.3 MB,32.3 MB,0%
68,7.04 MB,16.0 MB,,,515 µs,1.05 ms,713 µs,6.65 ms,,,16.3 MB,32.3 MB,0%
69,7.04 MB,16.1 MB,,,515 µs,1.05 ms,738 µs,5.65 ms,,,16.3 MB,32.3 MB,0%
70,7.04 MB,16.1 MB,,,515 µs,1.05 ms,763 µs,5.89 ms,,,16.3 MB,32.3 MB,0%
71,7.09 MB,16.1 MB,,,515 µs,1.05 ms,544 µs,6.13 ms,,,16.3 MB,32.3 MB,0%
72,7.09 MB,16.1 MB,,,515 µs,1.05 ms,561 µs,6.37 ms,,,16.3 MB,32.3 MB,0%
73,7.09 MB,16.1 MB,,,515 µs,540 µs,579 µs,6.62 ms,,,16.3 MB,32.3 MB,0%
74,7.09 MB,16.1 MB,,,515 µs,391 µs,596 µs,6.86 ms,,,16.3 MB,32.3 MB,0%
75,7.09 MB,16.1 MB,,,515 µs,400 µs,614 µs,7.10 ms,,,16.3 MB,32.3 MB,0%
76,7.09 MB,16.1 MB,,,481 µs,409 µs,631 µs,7.34 ms,,,16.3 MB,32.3 MB,0%
77,7.09 MB,16.1 MB,,,481 µs,418 µs,649 µs,7.58 ms,,,16.3 MB,32.3 MB,0%
78,7.09 MB,16.1 MB,,,481 µs,427 µs,666 µs,7.82 ms,,,16.3 MB,32.3 MB,0%
79,7.09 MB,16.1 MB,,,346 µs,436 µs,684 µs,8.06 ms,,,16.3 MB,32.3 MB,0%
80,7.09 MB,16.1 MB,,,353 µs,444 µs,701 µs,8.30 ms,,,16.3 MB,32.3 MB,0%
81,7.09 MB,16.1 MB,,,360 µs,453 µs,718 µs,6.88 ms,,,16.3 MB,32.3 MB,0%
82,7.09 MB,16.1 MB,,,367 µs,462 µs,736 µs,6.88 ms,,,16.3 MB,32.3 MB,0%
83,7.09 MB,16.1 MB,,,423 µs,531 µs,753 µs,6.88 ms,,,16.3 MB,32.3 MB,0%
84,7.09 MB,16.1 MB,,,423 µs,531 µs,639 µs,6.88 ms,,,16.3 MB,32.3 MB,0%
85,7.09 MB,16.1 MB,,,423 µs,531 µs,639 µs,6.88 ms,,,16.3 MB,32.3 MB,0%
86,7.09 MB,16.1 MB,,,423 µs,531 µs,639 µs,6.88 ms,,,16.3 MB,32.3 MB,0%
87,7.09 MB,16.1 MB,,,423 µs,531 µs,639 µs,6.88 ms,,,16.3 MB,32.3 MB,0%
88,7.09 MB,16.4 MB,,,423 µs,458 µs,639 µs,10.2 ms,,,16.3 MB,32.3 MB,0%
89,7.09 MB,16.4 MB,,,423 µs,449 µs,639 µs,10.4 ms,,,16.3 MB,32.3 MB,0%
90,7.09 MB,16.4 MB,,,368 µs,440 µs,639 µs,10.6 ms,,,16.3 MB,32.3 MB,0%
91,7.09 MB,16.4 MB,,,394 µs,432 µs,639 µs,10.9 ms,,,16.4 MB,32.3 MB,0%
92,7.09 MB,16.4 MB,,,394 µs,423 µs,639 µs,11.1 ms,,,16.4 MB,32.3 MB,0%
93,7.09 MB,16.4 MB,,,394 µs,382 µs,730 µs,11.3 ms,,,16.4 MB,32.3 MB,0%
94,7.09 MB,16.4 MB,,,394 µs,382 µs,730 µs,11.6 ms,,,16.4 MB,32.3 MB,0%
95,7.09 MB,16.4 MB,,,394 µs,382 µs,724 µs,11.8 ms,,,16.4 MB,32.3 MB,0%
96,7.09 MB,16.4 MB,,,394 µs,101 µs,706 µs,12.1 ms,,,16.4 MB,32.3 MB,0%
97,7.09 MB,16.4 MB,,,343 µs,101 µs,689 µs,12.3 ms,,,16.4 MB,32.3 MB,0%
98,7.09 MB,16.4 MB,,,343 µs,101 µs,671 µs,12.5 ms,,,16.4 MB,32.3 MB,0%
99,7.09 MB,16.4 MB,,,343 µs,101 µs,654 µs,12.8 ms,,,16.4 MB,32.3 MB,0%
100,7.09 MB,16.4 MB,,,343 µs,101 µs,637 µs,13.0 ms,,,16.4 MB,32.3 MB,0%
101,7.09 MB,16.4 MB,,,343 µs,101 µs,619 µs,13.3 ms,,,16.4 MB,32.3 MB,0%
102,7.09 MB,16.4 MB,,,343 µs,101 µs,602 µs,13.5 ms,,,16.4 MB,32.3 MB,0%
103,7.32 MB,16.4 MB,,,343 µs,101 µs,803 µs,13.7 ms,,,16.4 MB,32.3 MB,0%
104,7.32 MB,16.4 MB,,,343 µs,101 µs,803 µs,11.8 ms,,,16.4 MB,32.3 MB,0%
105,7.32 MB,16.4 MB,,,343 µs,101 µs,803 µs,11.8 ms,,,16.4 MB,32.3 MB,0%
106,7.32 MB,16.4 MB,,,294 µs,91.0 µs,601 µs,10.8 ms,,,16.4 MB,32.3 MB,0%
107,7.32 MB,16.4 MB,,,289 µs,91.0 µs,601 µs,10.6 ms,,,16.4 MB,32.3 MB,0%
108,7.32 MB,16.5 MB,,,346 µs,91.0 µs,601 µs,12.9 ms,,,16.5 MB,32.3 MB,0%
109,7.32 MB,16.5 MB,,,346 µs,91.0 µs,601 µs,12.9 ms,,,16.5 MB,32.3 MB,0%
110,7.32 MB,16.5 MB,,,346 µs,74.0 µs,601 µs,12.9 ms,,,16.5 MB,32.3 MB,0%
111,7.32 MB,16.5 MB,,,337 µs,74.0 µs,601 µs,12.9 ms,,,16.5 MB,32.3 MB,0%
112,7.32 MB,16.5 MB,,,337 µs,74.0 µs,601 µs,12.9 ms,,,16.5 MB,32.3 MB,0%
113,7.32 MB,16.5 MB,,,337 µs,74.0 µs,601 µs,12.9 ms,,,16.5 MB,32.3 MB,0%
114,7.32 MB,16.5 MB,,,337 µs,74.0 µs,601 µs,12.9 ms,,,16.5 MB,32.3 MB,0%
115,7.32 MB,16.5 MB,,,337 µs,74.0 µs,601 µs,12.9 ms,,,16.5 MB,32.3 MB,0%
116,7.32 MB,16.5 MB,,,337 µs,74.0 µs,601 µs,12.9 ms,,,16.5 MB,32.3 MB,0%
117,7.32 MB,16.5 MB,,,337 µs,74.0 µs,601 µs,13.3 ms,,,16.5 MB,32.3 MB,0%
118,7.32 MB,16.5 MB,,,337 µs,74.0 µs,601 µs,13.3 ms,,,16.5 MB,32.3 MB,0%
