step,ram-gpu_queue-proxy,ram-gpu_user-container,cpu-cpu-2_queue-proxy,cpu-cpu-2_user-container,cpu-cpu-1_queue-proxy,cpu-cpu-1_user-container,cpu-gpu_queue-proxy,cpu-gpu_user-container,ram-cpu-2_queue-proxy,ram-cpu-2_user-container,ram-cpu-1_queue-proxy,ram-cpu-1_user-container,gpu_gpu_0
324,8.08 MB,16.3 MB,663 µs,1.22 ms,,,,,8.74 MB,16.2 MB,7.43 MB,16.1 MB,
325,8.08 MB,16.3 MB,663 µs,1.40 ms,,,,,8.74 MB,16.2 MB,7.43 MB,16.1 MB,
326,8.08 MB,16.3 MB,663 µs,1.40 ms,,,,,8.74 MB,16.2 MB,7.43 MB,16.1 MB,
327,8.08 MB,16.3 MB,663 µs,1.40 ms,,,,,8.74 MB,16.2 MB,7.43 MB,16.1 MB,
328,8.08 MB,16.3 MB,572 µs,1.40 ms,,,,,8.74 MB,16.2 MB,7.43 MB,16.1 MB,
329,8.08 MB,16.3 MB,561 µs,1.40 ms,,,,,8.74 MB,16.2 MB,7.43 MB,16.1 MB,
330,8.08 MB,16.3 MB,550 µs,1.40 ms,,,,,8.74 MB,16.2 MB,7.43 MB,16.1 MB,
331,8.08 MB,16.3 MB,539 µs,1.21 ms,,,,,8.74 MB,16.2 MB,7.43 MB,16.1 MB,
332,8.08 MB,16.3 MB,528 µs,1.18 ms,,,,,8.74 MB,16.2 MB,7.43 MB,16.1 MB,
333,8.08 MB,16.3 MB,517 µs,1.16 ms,,,,,8.74 MB,16.2 MB,7.43 MB,16.1 MB,
334,8.08 MB,16.3 MB,395 µs,1.14 ms,,,,,8.74 MB,16.2 MB,7.43 MB,16.1 MB,
335,8.08 MB,16.3 MB,395 µs,1.11 ms,,,,,8.74 MB,16.2 MB,7.43 MB,16.1 MB,
336,8.08 MB,16.3 MB,466 µs,1.09 ms,,,,,8.74 MB,16.2 MB,7.43 MB,16.1 MB,
337,8.08 MB,16.3 MB,455 µs,1.07 ms,,,,,8.74 MB,16.2 MB,7.43 MB,16.1 MB,
338,8.08 MB,16.3 MB,445 µs,1.04 ms,,,,,8.74 MB,16.2 MB,7.43 MB,16.1 MB,
339,8.08 MB,16.3 MB,434 µs,964 µs,,,,,8.74 MB,16.2 MB,7.43 MB,16.1 MB,
340,8.08 MB,16.3 MB,423 µs,1.35 ms,,,,,8.74 MB,16.2 MB,7.43 MB,16.1 MB,
341,8.08 MB,16.3 MB,412 µs,1.35 ms,,,,,8.74 MB,16.2 MB,7.43 MB,16.1 MB,
342,8.08 MB,16.3 MB,402 µs,1.35 ms,,,,,8.74 MB,16.2 MB,7.43 MB,16.1 MB,
343,8.08 MB,16.3 MB,626 µs,1.35 ms,,,,,8.88 MB,16.2 MB,7.43 MB,16.1 MB,
344,8.08 MB,16.3 MB,626 µs,1.35 ms,,,,,8.88 MB,16.2 MB,7.43 MB,16.1 MB,
345,8.08 MB,16.3 MB,626 µs,1.35 ms,,,,,8.88 MB,16.2 MB,7.43 MB,16.1 MB,
346,8.08 MB,16.3 MB,626 µs,1.35 ms,,,,,8.88 MB,16.2 MB,7.43 MB,16.1 MB,
347,8.08 MB,16.3 MB,626 µs,1.35 ms,,,,,8.88 MB,16.2 MB,7.43 MB,16.1 MB,
348,8.08 MB,16.3 MB,626 µs,1.35 ms,,,,,8.88 MB,16.2 MB,7.43 MB,16.1 MB,
349,8.08 MB,16.3 MB,611 µs,1.35 ms,,,,,8.88 MB,16.2 MB,7.43 MB,16.1 MB,
350,8.08 MB,16.3 MB,611 µs,1.35 ms,,,,,8.88 MB,16.2 MB,7.43 MB,16.1 MB,
351,8.08 MB,16.3 MB,611 µs,1.36 ms,,,,,8.88 MB,16.2 MB,7.43 MB,16.1 MB,
352,8.08 MB,16.3 MB,611 µs,1.36 ms,,,,,8.88 MB,16.2 MB,7.43 MB,16.1 MB,
353,8.08 MB,16.3 MB,611 µs,1.35 ms,,,,,8.88 MB,16.2 MB,7.43 MB,16.1 MB,
354,8.08 MB,16.3 MB,611 µs,1.35 ms,,,,,8.88 MB,16.2 MB,7.43 MB,16.1 MB,
355,8.08 MB,16.3 MB,611 µs,1.35 ms,,,,,8.88 MB,16.2 MB,7.43 MB,16.1 MB,
356,8.08 MB,16.3 MB,611 µs,1.35 ms,,,,,8.88 MB,16.2 MB,7.43 MB,16.1 MB,
357,8.08 MB,16.3 MB,611 µs,1.35 ms,,,,,8.88 MB,16.2 MB,7.43 MB,16.1 MB,
358,8.08 MB,16.3 MB,611 µs,1.35 ms,,,,,8.88 MB,16.2 MB,7.43 MB,16.1 MB,
359,8.08 MB,16.3 MB,611 µs,1.35 ms,,,,,8.88 MB,16.2 MB,7.43 MB,16.1 MB,
360,8.08 MB,16.3 MB,611 µs,1.35 ms,,,,,8.88 MB,16.2 MB,7.43 MB,16.1 MB,
361,8.08 MB,16.3 MB,594 µs,1.35 ms,,,,,8.91 MB,16.2 MB,7.43 MB,16.1 MB,
362,8.08 MB,16.3 MB,594 µs,1.35 ms,,,,,8.91 MB,16.2 MB,7.43 MB,16.1 MB,
363,8.08 MB,16.3 MB,594 µs,1.35 ms,,,,,8.91 MB,16.2 MB,7.43 MB,16.1 MB,
364,8.08 MB,16.3 MB,594 µs,1.37 ms,,,,,8.91 MB,16.2 MB,7.43 MB,16.1 MB,
365,8.08 MB,16.3 MB,594 µs,1.37 ms,,,,,8.91 MB,16.2 MB,7.43 MB,16.1 MB,
366,8.08 MB,16.3 MB,594 µs,1.40 ms,,,,,8.91 MB,16.2 MB,7.43 MB,16.1 MB,
367,8.08 MB,16.3 MB,594 µs,1.40 ms,,,,,8.91 MB,16.2 MB,7.43 MB,16.1 MB,
368,8.08 MB,16.3 MB,594 µs,1.40 ms,,,,,8.91 MB,16.2 MB,7.43 MB,16.1 MB,
369,8.08 MB,16.3 MB,594 µs,1.40 ms,,,,,8.91 MB,16.2 MB,7.43 MB,16.1 MB,
370,8.08 MB,16.3 MB,594 µs,1.40 ms,,,,,8.91 MB,16.2 MB,7.43 MB,16.1 MB,
371,8.08 MB,16.3 MB,594 µs,1.40 ms,,,,,8.91 MB,16.2 MB,7.43 MB,16.1 MB,
372,8.08 MB,16.3 MB,594 µs,1.40 ms,,,,,8.91 MB,16.2 MB,7.43 MB,16.1 MB,
373,8.08 MB,16.3 MB,594 µs,1.40 ms,,,,,8.91 MB,16.2 MB,7.43 MB,16.1 MB,
374,8.08 MB,16.3 MB,385 µs,1.40 ms,,,,,8.91 MB,16.2 MB,7.43 MB,16.1 MB,
375,8.08 MB,16.3 MB,394 µs,1.40 ms,,,,,8.91 MB,16.2 MB,7.43 MB,16.1 MB,
376,8.08 MB,16.3 MB,404 µs,1.40 ms,,,,,8.91 MB,16.2 MB,7.43 MB,16.1 MB,
377,8.08 MB,16.3 MB,430 µs,855 µs,,,,,9.00 MB,16.2 MB,7.43 MB,16.1 MB,
378,8.08 MB,16.3 MB,441 µs,855 µs,,,,,9.00 MB,16.2 MB,7.43 MB,16.1 MB,
379,8.08 MB,16.3 MB,451 µs,855 µs,,,,,9.00 MB,16.2 MB,7.43 MB,16.1 MB,
380,8.08 MB,16.3 MB,461 µs,1.09 ms,,,,,9.00 MB,16.2 MB,7.43 MB,16.1 MB,
381,8.08 MB,16.3 MB,471 µs,1.11 ms,,,,,9.00 MB,16.2 MB,7.43 MB,16.1 MB,
382,8.08 MB,16.3 MB,481 µs,1.14 ms,,,,,9.00 MB,16.2 MB,7.43 MB,16.1 MB,
383,8.08 MB,16.3 MB,491 µs,1.16 ms,,,,,9.00 MB,16.2 MB,7.43 MB,16.1 MB,
384,8.08 MB,16.3 MB,501 µs,1.18 ms,,,,,9.00 MB,16.2 MB,7.43 MB,16.1 MB,
385,8.08 MB,16.3 MB,604 µs,1.21 ms,,,,,9.00 MB,16.2 MB,7.43 MB,16.1 MB,
386,8.08 MB,16.3 MB,604 µs,1.40 ms,,,,,9.00 MB,16.2 MB,7.43 MB,16.1 MB,
387,8.08 MB,16.3 MB,604 µs,1.40 ms,,,,,9.00 MB,16.2 MB,7.43 MB,16.1 MB,
388,8.08 MB,16.3 MB,604 µs,1.40 ms,,,,,9.00 MB,16.2 MB,7.43 MB,16.1 MB,
389,8.08 MB,16.3 MB,604 µs,1.40 ms,,,,,9.00 MB,16.2 MB,7.43 MB,16.1 MB,
390,8.08 MB,16.3 MB,604 µs,1.40 ms,,,,,9.00 MB,16.2 MB,7.43 MB,16.1 MB,
391,8.08 MB,16.3 MB,604 µs,1.40 ms,,,,,9.00 MB,16.2 MB,7.43 MB,16.1 MB,
392,8.08 MB,16.3 MB,604 µs,1.40 ms,,,,,9.00 MB,16.2 MB,7.43 MB,16.1 MB,
393,8.08 MB,16.3 MB,604 µs,1.40 ms,,,,,9.00 MB,16.2 MB,7.43 MB,16.1 MB,
394,8.08 MB,16.3 MB,604 µs,1.40 ms,,,,,9.00 MB,16.2 MB,7.43 MB,16.1 MB,
395,8.08 MB,16.3 MB,604 µs,1.19 ms,,,,,9.00 MB,16.2 MB,7.43 MB,16.1 MB,
396,8.08 MB,16.3 MB,495 µs,1.17 ms,,,,,9.00 MB,16.2 MB,7.43 MB,16.1 MB,
397,8.08 MB,16.3 MB,485 µs,1.15 ms,,,,,9.00 MB,16.2 MB,7.43 MB,16.1 MB,
398,8.08 MB,16.3 MB,475 µs,1.41 ms,,,,,9.00 MB,16.2 MB,7.43 MB,16.1 MB,
399,8.08 MB,16.3 MB,464 µs,1.41 ms,,,,,9.00 MB,16.2 MB,7.43 MB,16.1 MB,
400,8.08 MB,16.3 MB,454 µs,1.40 ms,,,,,9.00 MB,16.2 MB,7.43 MB,16.1 MB,
401,8.08 MB,16.3 MB,444 µs,1.40 ms,,,,,9.00 MB,16.2 MB,7.43 MB,16.1 MB,
402,8.08 MB,16.3 MB,593 µs,1.40 ms,,,,,9.12 MB,16.2 MB,7.43 MB,16.1 MB,
403,8.08 MB,16.3 MB,602 µs,1.40 ms,,,,,9.12 MB,16.2 MB,7.43 MB,16.1 MB,
404,8.08 MB,16.3 MB,602 µs,1.40 ms,,,,,9.12 MB,16.2 MB,7.43 MB,16.1 MB,
405,8.08 MB,16.3 MB,602 µs,1.40 ms,,,,,9.12 MB,16.2 MB,7.43 MB,16.1 MB,
406,8.08 MB,16.3 MB,602 µs,1.40 ms,,,,,9.12 MB,16.2 MB,7.43 MB,16.1 MB,
407,8.08 MB,16.3 MB,602 µs,1.40 ms,,,,,9.12 MB,16.2 MB,7.43 MB,16.1 MB,
408,8.08 MB,16.3 MB,602 µs,1.40 ms,,,,,9.12 MB,16.2 MB,7.43 MB,16.1 MB,
409,8.08 MB,16.3 MB,602 µs,1.40 ms,,,,,9.12 MB,16.2 MB,7.43 MB,16.1 MB,
410,8.08 MB,16.3 MB,602 µs,1.40 ms,,,,,9.12 MB,16.2 MB,7.43 MB,16.1 MB,
411,8.08 MB,16.3 MB,602 µs,1.39 ms,,,,,9.12 MB,16.2 MB,7.43 MB,16.1 MB,
412,8.08 MB,16.3 MB,602 µs,1.39 ms,,,,,9.12 MB,16.2 MB,7.43 MB,16.1 MB,
413,8.08 MB,16.3 MB,648 µs,1.39 ms,,,,,8.83 MB,16.2 MB,7.43 MB,16.1 MB,
414,8.08 MB,16.3 MB,648 µs,1.39 ms,,,,,8.83 MB,16.2 MB,7.43 MB,16.1 MB,
415,8.08 MB,16.3 MB,648 µs,1.39 ms,,,,,8.83 MB,16.2 MB,7.43 MB,16.1 MB,
416,8.08 MB,16.3 MB,648 µs,1.39 ms,,,,,8.83 MB,16.2 MB,7.43 MB,16.1 MB,
417,8.08 MB,16.3 MB,648 µs,1.39 ms,,,,,8.83 MB,16.2 MB,7.43 MB,16.1 MB,
418,8.08 MB,16.3 MB,648 µs,1.39 ms,,,,,8.83 MB,16.2 MB,7.43 MB,16.1 MB,
419,8.08 MB,16.3 MB,648 µs,1.35 ms,,,,,8.83 MB,16.2 MB,7.43 MB,16.1 MB,
420,8.08 MB,16.3 MB,648 µs,1.35 ms,,,,,8.83 MB,16.2 MB,7.43 MB,16.1 MB,
421,8.08 MB,16.3 MB,651 µs,1.35 ms,,,,,8.83 MB,16.2 MB,7.43 MB,16.1 MB,
422,8.08 MB,16.3 MB,651 µs,1.35 ms,,,,,8.83 MB,16.2 MB,7.43 MB,16.1 MB,
423,8.08 MB,16.3 MB,651 µs,1.35 ms,,,,,8.83 MB,16.2 MB,7.43 MB,16.1 MB,
424,8.08 MB,16.3 MB,651 µs,1.15 ms,,,,,8.83 MB,16.2 MB,,16.1 MB,
425,8.08 MB,16.3 MB,651 µs,1.17 ms,,,,,8.83 MB,16.2 MB,,16.1 MB,
426,8.08 MB,16.3 MB,614 µs,1.36 ms,,,,,8.83 MB,16.2 MB,,16.1 MB,
427,8.08 MB,16.3 MB,614 µs,1.36 ms,,,,,8.83 MB,16.2 MB,,16.1 MB,
428,8.08 MB,16.3 MB,614 µs,1.36 ms,,,,,8.83 MB,16.2 MB,,16.1 MB,
429,8.08 MB,16.3 MB,614 µs,1.36 ms,,,,,8.83 MB,16.2 MB,,,
430,8.08 MB,16.3 MB,614 µs,1.36 ms,,,,,8.83 MB,16.2 MB,,,
431,8.08 MB,16.3 MB,614 µs,1.36 ms,,,,,8.83 MB,16.2 MB,,,
432,8.08 MB,16.3 MB,614 µs,1.36 ms,,,,,8.83 MB,16.2 MB,,,
433,8.08 MB,16.3 MB,614 µs,1.17 ms,,,,,8.83 MB,16.2 MB,,,
434,8.08 MB,16.3 MB,614 µs,1.16 ms,,,,,8.83 MB,16.2 MB,,,
435,8.08 MB,16.3 MB,614 µs,1.16 ms,,,,,8.83 MB,16.2 MB,,,
436,8.08 MB,16.3 MB,614 µs,1.16 ms,,,,,8.83 MB,16.2 MB,,,
437,8.08 MB,16.3 MB,454 µs,1.16 ms,,,,,8.83 MB,16.2 MB,,,
438,8.08 MB,16.3 MB,465 µs,1.16 ms,,,,,8.83 MB,16.2 MB,,,
439,8.08 MB,16.3 MB,476 µs,1.16 ms,,,,,8.83 MB,16.2 MB,,,
440,8.08 MB,16.3 MB,398 µs,838 µs,,,,,8.83 MB,16.2 MB,,,
441,8.08 MB,16.3 MB,398 µs,855 µs,,,,,8.83 MB,16.2 MB,,,
442,8.08 MB,16.3 MB,398 µs,873 µs,,,,,8.83 MB,16.2 MB,,,
443,8.08 MB,16.3 MB,398 µs,890 µs,,,,,8.83 MB,16.2 MB,,,
444,8.08 MB,16.3 MB,398 µs,907 µs,,,,,8.83 MB,16.2 MB,,,
445,8.08 MB,16.3 MB,398 µs,1.03 ms,,,,,8.83 MB,16.2 MB,,,
446,8.08 MB,16.3 MB,398 µs,1.03 ms,,,,,8.83 MB,16.2 MB,,,
447,8.08 MB,16.3 MB,398 µs,900 µs,,,,,8.83 MB,16.2 MB,,,
448,8.08 MB,16.3 MB,474 µs,883 µs,,,,,8.83 MB,16.2 MB,,,
449,8.08 MB,16.3 MB,463 µs,866 µs,,,,,8.83 MB,16.2 MB,,,
450,8.08 MB,16.3 MB,452 µs,849 µs,,,,,8.83 MB,16.2 MB,,,
451,8.08 MB,16.3 MB,442 µs,832 µs,,,,,8.83 MB,16.2 MB,,,
452,8.08 MB,16.3 MB,431 µs,814 µs,,,,,8.83 MB,16.2 MB,,,
453,8.08 MB,16.3 MB,420 µs,797 µs,,,,,8.83 MB,16.2 MB,,,
454,8.08 MB,16.3 MB,409 µs,780 µs,,,,,8.83 MB,16.2 MB,,,
455,8.08 MB,16.3 MB,398 µs,763 µs,,,,,8.83 MB,16.2 MB,,,
456,8.08 MB,16.3 MB,388 µs,745 µs,,,,,8.83 MB,16.2 MB,,,
457,8.08 MB,16.3 MB,377 µs,728 µs,,,,,8.83 MB,16.2 MB,,,
458,8.08 MB,16.3 MB,366 µs,607 µs,,,,,8.83 MB,16.2 MB,,,
459,8.08 MB,16.3 MB,355 µs,592 µs,,,,,8.83 MB,16.2 MB,,,
460,8.08 MB,16.3 MB,344 µs,577 µs,,,,,8.83 MB,16.2 MB,,,
461,8.08 MB,16.3 MB,333 µs,460 µs,,,,,8.83 MB,16.2 MB,,,
462,8.08 MB,16.3 MB,391 µs,460 µs,,,,,8.84 MB,16.2 MB,,,
463,8.08 MB,16.3 MB,391 µs,460 µs,,,,,8.84 MB,16.2 MB,,,
464,8.08 MB,16.3 MB,391 µs,460 µs,,,,,8.84 MB,16.2 MB,,,
465,8.08 MB,16.3 MB,391 µs,460 µs,,,,,8.84 MB,16.2 MB,,,
466,8.08 MB,16.3 MB,391 µs,460 µs,,,,,8.84 MB,16.2 MB,,,
467,8.08 MB,16.3 MB,391 µs,460 µs,,,,,8.84 MB,16.2 MB,,,
468,8.08 MB,16.3 MB,391 µs,460 µs,,,,,8.84 MB,16.2 MB,,,
469,8.08 MB,16.3 MB,391 µs,286 µs,,,,,8.84 MB,16.2 MB,,,
470,8.08 MB,16.3 MB,391 µs,286 µs,,,,,8.84 MB,16.2 MB,,,
471,8.08 MB,16.3 MB,391 µs,286 µs,,,,,8.84 MB,16.2 MB,,,
472,8.08 MB,16.3 MB,391 µs,286 µs,,,,,8.84 MB,16.2 MB,,,
473,8.08 MB,16.3 MB,346 µs,286 µs,,,,,8.84 MB,16.2 MB,,,
474,8.08 MB,16.3 MB,346 µs,286 µs,,,,,8.84 MB,16.2 MB,,,
475,8.08 MB,16.3 MB,346 µs,233 µs,,,,,8.84 MB,16.2 MB,,,
476,8.08 MB,16.3 MB,346 µs,233 µs,,,,,8.84 MB,16.2 MB,,,
477,8.08 MB,16.3 MB,346 µs,233 µs,,,,,8.84 MB,16.2 MB,,,
478,8.08 MB,16.3 MB,346 µs,233 µs,,,,,8.84 MB,16.2 MB,,,
479,8.08 MB,16.3 MB,346 µs,73.3 µs,,,,,8.84 MB,16.2 MB,,,
480,8.08 MB,16.3 MB,336 µs,73.3 µs,,,,,8.84 MB,16.2 MB,,,
481,8.08 MB,16.3 MB,336 µs,73.3 µs,,,,,8.84 MB,16.2 MB,,,
482,8.08 MB,16.3 MB,336 µs,73.3 µs,,,,,8.84 MB,16.2 MB,,,
