"Time","GPU 0","GPU 0"
2025-09-14 12:01:25,,0%
2025-09-14 12:01:26,,0%
2025-09-14 12:01:27,,0%
2025-09-14 12:01:28,,0%
2025-09-14 12:01:29,,0%
2025-09-14 12:01:30,,0%
2025-09-14 12:01:31,,0%
2025-09-14 12:01:32,,0%
2025-09-14 12:01:33,0%,
2025-09-14 12:01:34,0%,
2025-09-14 12:01:35,0%,
2025-09-14 12:01:36,0%,
2025-09-14 12:01:37,1%,
2025-09-14 12:01:38,4%,
2025-09-14 12:01:39,6%,
2025-09-14 12:01:40,13%,
2025-09-14 12:01:41,0%,
2025-09-14 12:01:42,0%,
2025-09-14 12:01:43,26%,
2025-09-14 12:01:44,24%,
2025-09-14 12:01:45,36%,
2025-09-14 12:01:46,18%,
2025-09-14 12:01:47,0%,
2025-09-14 12:01:48,0%,
2025-09-14 12:01:49,0%,
2025-09-14 12:01:50,52%,
2025-09-14 12:01:51,0%,
2025-09-14 12:01:52,0%,
2025-09-14 12:01:53,14%,
2025-09-14 12:01:54,81%,
2025-09-14 12:01:55,79%,
2025-09-14 12:01:56,0%,
2025-09-14 12:01:57,15%,
2025-09-14 12:01:58,10%,
2025-09-14 12:01:59,100%,
2025-09-14 12:02:00,0%,
2025-09-14 12:02:01,0%,
2025-09-14 12:02:02,0%,
2025-09-14 12:02:03,0%,
2025-09-14 12:02:04,92%,
2025-09-14 12:02:05,7%,
2025-09-14 12:02:06,0%,
2025-09-14 12:02:07,0%,
2025-09-14 12:02:08,2%,
2025-09-14 12:02:09,40%,
2025-09-14 12:02:10,0%,
2025-09-14 12:02:11,0%,
2025-09-14 12:02:12,87%,
2025-09-14 12:02:13,0%,
2025-09-14 12:02:14,0%,
2025-09-14 12:02:15,61%,
2025-09-14 12:02:16,0%,
2025-09-14 12:02:17,0%,
2025-09-14 12:02:18,100%,
2025-09-14 12:02:19,0%,
2025-09-14 12:02:20,40%,
2025-09-14 12:02:21,0%,
2025-09-14 12:02:22,37%,
2025-09-14 12:02:23,0%,
2025-09-14 12:02:24,0%,
2025-09-14 12:02:25,0%,
2025-09-14 12:02:26,0%,
2025-09-14 12:02:27,33%,
2025-09-14 12:02:28,0%,
2025-09-14 12:02:29,85%,
2025-09-14 12:02:30,0%,
2025-09-14 12:02:31,100%,
2025-09-14 12:02:32,0%,
2025-09-14 12:02:33,100%,
2025-09-14 12:02:34,0%,
2025-09-14 12:02:35,91%,
2025-09-14 12:02:36,0%,
2025-09-14 12:02:37,38%,
2025-09-14 12:02:38,0%,
2025-09-14 12:02:39,49%,
2025-09-14 12:02:40,0%,
2025-09-14 12:02:41,0%,
2025-09-14 12:02:42,0%,
2025-09-14 12:02:43,0%,
2025-09-14 12:02:44,0%,
2025-09-14 12:02:45,0%,
2025-09-14 12:02:46,100%,
2025-09-14 12:02:47,0%,
2025-09-14 12:02:48,35%,
2025-09-14 12:02:49,0%,
2025-09-14 12:02:50,0%,
2025-09-14 12:02:51,0%,
2025-09-14 12:02:52,0%,
2025-09-14 12:02:53,100%,
2025-09-14 12:02:54,17%,
2025-09-14 12:02:55,0%,
2025-09-14 12:02:56,22%,
2025-09-14 12:02:57,0%,
2025-09-14 12:02:58,0%,
2025-09-14 12:02:59,100%,
2025-09-14 12:03:00,0%,
2025-09-14 12:03:01,73%,
2025-09-14 12:03:02,0%,
2025-09-14 12:03:03,0%,
2025-09-14 12:03:04,37%,
2025-09-14 12:03:05,0%,
2025-09-14 12:03:06,0%,
2025-09-14 12:03:07,100%,
2025-09-14 12:03:08,0%,
2025-09-14 12:03:09,0%,
2025-09-14 12:03:10,0%,
2025-09-14 12:03:11,0%,
2025-09-14 12:03:12,100%,
2025-09-14 12:03:13,0%,
2025-09-14 12:03:14,0%,
2025-09-14 12:03:15,0%,
2025-09-14 12:03:16,0%,
2025-09-14 12:03:17,0%,
2025-09-14 12:03:18,0%,
2025-09-14 12:03:19,0%,
2025-09-14 12:03:20,0%,
2025-09-14 12:03:21,0%,
2025-09-14 12:03:22,0%,
2025-09-14 12:03:23,0%,
2025-09-14 12:03:24,0%,
2025-09-14 12:03:25,0%,
2025-09-14 12:03:26,0%,
2025-09-14 12:03:27,0%,
2025-09-14 12:03:28,0%,
2025-09-14 12:03:29,0%,
2025-09-14 12:03:30,0%,
2025-09-14 12:03:31,0%,
2025-09-14 12:03:32,0%,
2025-09-14 12:03:33,0%,
2025-09-14 12:03:34,0%,
2025-09-14 12:03:35,0%,
2025-09-14 12:03:36,0%,
2025-09-14 12:03:37,0%,
2025-09-14 12:03:38,0%,
2025-09-14 12:03:39,0%,
2025-09-14 12:03:40,0%,
2025-09-14 12:03:41,0%,
2025-09-14 12:03:42,0%,
2025-09-14 12:03:43,0%,
2025-09-14 12:03:44,0%,
2025-09-14 12:03:45,0%,
2025-09-14 12:03:46,0%,
2025-09-14 12:03:47,0%,
2025-09-14 12:03:48,0%,
2025-09-14 12:03:49,0%,
2025-09-14 12:03:50,0%,
2025-09-14 12:03:51,0%,
2025-09-14 12:03:52,0%,
2025-09-14 12:03:53,0%,
2025-09-14 12:03:54,0%,
2025-09-14 12:03:55,0%,
2025-09-14 12:03:56,0%,
2025-09-14 12:03:57,0%,
2025-09-14 12:03:58,0%,
2025-09-14 12:03:59,0%,
2025-09-14 12:04:00,0%,
2025-09-14 12:04:01,0%,
2025-09-14 12:04:02,0%,
2025-09-14 12:04:03,0%,
2025-09-14 12:04:04,0%,
2025-09-14 12:04:05,0%,
2025-09-14 12:04:06,0%,
2025-09-14 12:04:07,0%,
2025-09-14 12:04:08,0%,
2025-09-14 12:04:09,0%,
