"Time","GPU 0","GPU 0"
2025-08-29 15:16:00,,0%
2025-08-29 15:16:30,,0%
2025-08-29 15:17:00,1%,
2025-08-29 15:17:30,0%,
2025-08-29 15:18:00,1%,
2025-08-29 15:18:30,0%,
2025-08-29 15:19:00,0%,
2025-08-29 15:19:30,0%,
2025-08-29 15:20:00,,0%
2025-08-29 15:20:30,,0%
