"Time","GPU 0","GPU 0"
2025-09-18 13:22:38,,0%
2025-09-18 13:22:40,,0%
2025-09-18 13:22:42,,0%
2025-09-18 13:22:44,,0%
2025-09-18 13:22:46,,0%
2025-09-18 13:22:48,,0%
2025-09-18 13:22:50,,0%
2025-09-18 13:22:52,,0%
2025-09-18 13:22:54,,0%
2025-09-18 13:22:56,,0%
2025-09-18 13:22:58,,0%
2025-09-18 13:23:00,,0%
2025-09-18 13:23:02,,0%
2025-09-18 13:23:04,,0%
2025-09-18 13:23:06,,0%
2025-09-18 13:23:08,,0%
2025-09-18 13:23:10,,0%
2025-09-18 13:23:12,,0%
2025-09-18 13:23:14,,0%
2025-09-18 13:23:16,,0%
2025-09-18 13:23:18,,0%
2025-09-18 13:23:20,,0%
2025-09-18 13:23:22,,0%
2025-09-18 13:23:24,,0%
2025-09-18 13:23:26,,0%
2025-09-18 13:23:28,,0%
2025-09-18 13:23:30,,0%
2025-09-18 13:23:32,,0%
2025-09-18 13:23:34,,0%
2025-09-18 13:23:36,,0%
2025-09-18 13:23:38,,0%
2025-09-18 13:23:40,,0%
2025-09-18 13:23:42,,0%
2025-09-18 13:23:44,,0%
2025-09-18 13:23:46,,0%
2025-09-18 13:23:48,,0%
2025-09-18 13:23:50,,0%
2025-09-18 13:23:52,,0%
2025-09-18 13:23:54,,0%
2025-09-18 13:23:56,,0%
2025-09-18 13:23:58,,0%
2025-09-18 13:24:00,,0%
2025-09-18 13:24:02,,0%
2025-09-18 13:24:04,,0%
2025-09-18 13:24:06,,0%
2025-09-18 13:24:08,,0%
2025-09-18 13:24:10,,0%
2025-09-18 13:24:12,,0%
2025-09-18 13:24:14,,0%
2025-09-18 13:24:16,,0%
2025-09-18 13:24:18,,0%
2025-09-18 13:24:20,,0%
2025-09-18 13:24:22,,0%
2025-09-18 13:24:24,,0%
2025-09-18 13:24:26,,0%
2025-09-18 13:24:28,,0%
2025-09-18 13:24:30,,0%
2025-09-18 13:24:32,,0%
2025-09-18 13:24:34,,0%
2025-09-18 13:24:36,0%,
2025-09-18 13:24:38,0%,
2025-09-18 13:24:40,0%,
2025-09-18 13:24:42,0%,
2025-09-18 13:24:44,0%,
2025-09-18 13:24:46,0%,
2025-09-18 13:24:48,0%,
2025-09-18 13:24:50,0%,
2025-09-18 13:24:52,0%,
2025-09-18 13:24:54,0%,
2025-09-18 13:24:56,0%,
2025-09-18 13:24:58,0%,
2025-09-18 13:25:00,0%,
2025-09-18 13:25:02,0%,
2025-09-18 13:25:04,0%,
2025-09-18 13:25:06,0%,
2025-09-18 13:25:08,0%,
2025-09-18 13:25:10,0%,
2025-09-18 13:25:12,8%,
2025-09-18 13:25:14,65%,
2025-09-18 13:25:16,69%,
2025-09-18 13:25:18,65%,
2025-09-18 13:25:20,67%,
2025-09-18 13:25:22,64%,
2025-09-18 13:25:24,60%,
2025-09-18 13:25:26,63%,
2025-09-18 13:25:28,60%,
2025-09-18 13:25:30,62%,
2025-09-18 13:25:32,61%,
2025-09-18 13:25:34,60%,
2025-09-18 13:25:36,64%,
2025-09-18 13:25:38,64%,
2025-09-18 13:25:40,62%,
2025-09-18 13:25:42,66%,
2025-09-18 13:25:44,56%,
2025-09-18 13:25:46,65%,
2025-09-18 13:25:48,65%,
2025-09-18 13:25:50,62%,
2025-09-18 13:25:52,65%,
2025-09-18 13:25:54,59%,
2025-09-18 13:25:56,63%,
2025-09-18 13:25:58,62%,
2025-09-18 13:26:00,60%,
2025-09-18 13:26:02,58%,
2025-09-18 13:26:04,61%,
2025-09-18 13:26:06,65%,
2025-09-18 13:26:08,64%,
2025-09-18 13:26:10,61%,
2025-09-18 13:26:12,67%,
2025-09-18 13:26:14,67%,
2025-09-18 13:26:16,37%,
2025-09-18 13:26:18,65%,
2025-09-18 13:26:20,70%,
2025-09-18 13:26:22,67%,
2025-09-18 13:26:24,66%,
2025-09-18 13:26:26,68%,
2025-09-18 13:26:28,67%,
2025-09-18 13:26:30,65%,
2025-09-18 13:26:32,65%,
2025-09-18 13:26:34,62%,
2025-09-18 13:26:36,0%,
2025-09-18 13:26:38,66%,
2025-09-18 13:26:40,68%,
2025-09-18 13:26:42,70%,
2025-09-18 13:26:44,69%,
2025-09-18 13:26:46,70%,
2025-09-18 13:26:48,69%,
2025-09-18 13:26:50,67%,
2025-09-18 13:26:52,66%,
2025-09-18 13:26:54,63%,
2025-09-18 13:26:56,65%,
2025-09-18 13:26:58,24%,
2025-09-18 13:27:00,67%,
2025-09-18 13:27:02,68%,
2025-09-18 13:27:04,66%,
2025-09-18 13:27:06,68%,
2025-09-18 13:27:08,67%,
2025-09-18 13:27:10,67%,
2025-09-18 13:27:12,67%,
2025-09-18 13:27:14,67%,
2025-09-18 13:27:16,67%,
2025-09-18 13:27:18,48%,
2025-09-18 13:27:20,67%,
2025-09-18 13:27:22,67%,
2025-09-18 13:27:24,67%,
2025-09-18 13:27:26,66%,
2025-09-18 13:27:28,68%,
