,matrix_size,response_time_ms,gpu_used
0,0,2593.3961868286133,False
1,200,78.69410514831543,False
2,400,162.60910034179688,False
3,600,190.11211395263672,False
4,800,185.05382537841797,False
5,1000,113.5399341583252,False
6,1200,110.18514633178712,False
7,1400,155.37714958190918,False
8,1600,131.75392150878906,False
9,1800,117.811918258667,False
10,2000,128.63588333129883,False
11,2200,130.45716285705566,False
12,2400,154.9050807952881,False
13,2600,161.30518913269043,False
14,2800,181.52213096618652,False
15,3000,205.46913146972656,False
16,3200,224.52497482299805,False
17,3400,233.79015922546387,False
18,3600,304.74376678466797,False
19,3800,298.9318370819092,False
20,4000,378.7350654602051,False
21,4200,387.847900390625,False
22,4400,404.82378005981445,False
23,4600,443.7379837036133,False
24,4800,475.0521183013916,False
25,5000,527.5909900665283,False
26,5200,696.1610317230225,False
27,5400,662.0371341705322,False
28,5600,673.987865447998,False
29,5800,732.3739528656006,False
30,6000,807.636022567749,False
31,6200,856.2419414520264,False
32,6400,939.9640560150146,False
33,6600,1226.881980895996,False
34,6800,1393.8560485839844,False
35,7000,1535.1331233978271,False
36,7200,1542.9260730743408,False
37,7400,1630.8119297027588,False
38,7600,1843.1148529052737,False
39,7800,1886.358022689819,False
40,8000,2080.785036087036,False
41,8200,1952.587842941284,False
42,8400,2372.3080158233643,False
43,8600,2206.9828510284424,False
44,8800,2036.8099212646484,False
45,9000,2177.2818565368652,False
46,9200,2387.030124664306,False
47,9400,2434.470891952514,False
48,9600,2811.645030975342,False
49,9800,3205.998182296753,False
50,10000,3795.918703079224,False
51,10200,3753.834009170532,False
52,10400,3777.344942092895,False
53,10600,1410.527229309082,True
54,10800,1070.563793182373,True
55,11000,1084.4590663909912,True
56,11200,1222.609043121338,True
57,11400,1142.9991722106934,True
58,11600,1178.344964981079,True
59,11800,1216.6650295257568,True
60,12000,1285.7117652893066,True
61,12200,1293.3130264282229,True
62,12400,1342.5040245056152,True
63,12600,1378.9658546447754,True
64,12800,1436.237096786499,True
65,13000,1559.398174285889,True
66,13200,1573.669195175171,True
67,13400,2003.4723281860352,True
68,13600,1621.5059757232666,True
69,13800,1747.2150325775146,True
70,14000,1693.0317878723145,True
71,14200,1841.9718742370603,True
72,14400,1805.5598735809328,True
73,14600,1879.2810440063477,True
74,14800,1944.756031036377,True
75,15000,1943.8247680664065,True
76,15200,2047.9321479797363,True
77,15400,2559.843063354492,True
78,15600,2059.3600273132324,True
79,15800,2122.1439838409424,True
80,16000,2209.481000900269,True
81,16200,2247.751235961914,True
82,16400,2314.995050430298,True
83,16600,2367.4139976501465,True
84,16800,2406.5279960632324,True
85,17000,3026.071071624756,True
86,17200,2534.2180728912354,True
87,17400,2557.0590496063232,True
88,17600,2600.4538536071777,True
89,17800,2623.0201721191406,True
90,18000,2718.752861022949,True
91,18200,2836.7998600006104,True
92,18400,2875.606060028076,True
93,18600,2932.7898025512695,True
94,18800,3027.489185333252,True
95,19000,3048.348903656006,True
96,19200,3156.4509868621826,True
97,19400,3163.3660793304443,True
98,19600,3204.219102859497,True
99,19800,3306.670904159546,True
100,20000,3372.2078800201416,True
