step,ram-cpu_queue-proxy,ram-cpu_user-container,ram-gpu_queue-proxy,ram-gpu_user-container,cpu-cpu_queue-proxy,cpu-cpu_user-container,cpu-gpu_queue-proxy,cpu-gpu_user-container,gpu_gpu_0
57,15.1 MB,1.46 GB,,,995 µs,2.79 s,,,
58,15.1 MB,1.46 GB,,,995 µs,2.79 s,,,
59,15.1 MB,1.46 GB,,,995 µs,2.79 s,,,
60,15.1 MB,1.46 GB,,,995 µs,2.79 s,,,
61,15.1 MB,1.46 GB,,,995 µs,2.79 s,,,
62,15.1 MB,1.92 GB,,,566 µs,4.89 s,,,
63,15.1 MB,1.92 GB,,,660 µs,4.97 s,,,0%
64,15.1 MB,1.92 GB,3.35 MB,2.20 MB,660 µs,5.06 s,,,0%
65,15.1 MB,1.92 GB,3.35 MB,2.20 MB,660 µs,5.15 s,,,0%
66,15.1 MB,1.92 GB,3.35 MB,2.20 MB,660 µs,5.22 s,,,0%
67,15.1 MB,1.92 GB,3.35 MB,2.20 MB,660 µs,5.22 s,,,0%
68,15.1 MB,1.92 GB,3.35 MB,2.20 MB,660 µs,5.22 s,,,0%
69,15.1 MB,1.92 GB,3.35 MB,2.20 MB,660 µs,5.22 s,,,0%
70,15.1 MB,1.92 GB,3.35 MB,2.20 MB,660 µs,5.22 s,,,0%
71,15.1 MB,1.92 GB,3.35 MB,2.20 MB,660 µs,5.22 s,,,22%
72,15.1 MB,1.92 GB,3.35 MB,2.20 MB,565 µs,5.22 s,,,0%
73,15.1 MB,1.92 GB,3.35 MB,2.20 MB,554 µs,5.22 s,,,0%
74,15.1 MB,1.92 GB,3.35 MB,2.20 MB,616 µs,5.22 s,,,0%
75,15.1 MB,1.92 GB,3.35 MB,2.20 MB,616 µs,5.51 s,,,0%
76,15.1 MB,1.92 GB,3.35 MB,2.20 MB,616 µs,5.51 s,,,0%
77,15.1 MB,1.92 GB,3.35 MB,876 MB,616 µs,5.51 s,,165 ms,48%
78,15.1 MB,1.92 GB,7.05 MB,876 MB,588 µs,5.51 s,697 µs,176 ms,0%
79,15.1 MB,1.92 GB,7.05 MB,876 MB,588 µs,5.51 s,728 µs,188 ms,0%
80,15.1 MB,1.92 GB,7.05 MB,876 MB,588 µs,5.51 s,760 µs,200 ms,43%
81,15.1 MB,572 MB,7.05 MB,876 MB,588 µs,4.21 s,792 µs,212 ms,0%
82,15.1 MB,572 MB,7.05 MB,876 MB,588 µs,4.21 s,823 µs,224 ms,0%
83,15.1 MB,572 MB,7.05 MB,876 MB,588 µs,4.21 s,855 µs,236 ms,17%
84,15.1 MB,572 MB,7.05 MB,876 MB,588 µs,4.21 s,887 µs,247 ms,0%
85,15.1 MB,572 MB,7.05 MB,876 MB,588 µs,4.21 s,918 µs,259 ms,0%
86,15.1 MB,572 MB,7.05 MB,876 MB,588 µs,4.21 s,950 µs,271 ms,99%
87,15.1 MB,572 MB,7.05 MB,876 MB,588 µs,4.21 s,982 µs,283 ms,0%
88,15.1 MB,572 MB,7.05 MB,876 MB,588 µs,4.21 s,1.01 ms,295 ms,0%
89,15.1 MB,572 MB,7.05 MB,876 MB,524 µs,4.21 s,1.05 ms,306 ms,33%
90,15.1 MB,572 MB,7.12 MB,876 MB,491 µs,4.21 s,750 µs,318 ms,0%
91,15.1 MB,572 MB,7.12 MB,876 MB,491 µs,4.21 s,773 µs,230 ms,88%
92,15.1 MB,572 MB,7.12 MB,876 MB,491 µs,4.21 s,795 µs,230 ms,0%
93,15.1 MB,572 MB,7.12 MB,1.58 GB,491 µs,3.34 s,818 µs,420 ms,0%
94,15.1 MB,572 MB,7.12 MB,1.58 GB,491 µs,840 ms,840 µs,434 ms,0%
95,15.1 MB,572 MB,7.12 MB,1.58 GB,491 µs,861 ms,863 µs,448 ms,0%
96,15.1 MB,572 MB,7.12 MB,1.58 GB,491 µs,882 ms,885 µs,462 ms,35%
97,15.1 MB,572 MB,7.12 MB,1.58 GB,491 µs,904 ms,907 µs,476 ms,0%
98,15.1 MB,572 MB,7.12 MB,1.58 GB,491 µs,925 ms,930 µs,490 ms,100%
99,15.1 MB,572 MB,7.12 MB,1.58 GB,491 µs,946 ms,952 µs,504 ms,0%
100,15.1 MB,572 MB,7.12 MB,1.58 GB,491 µs,967 ms,975 µs,518 ms,100%
101,15.1 MB,572 MB,7.12 MB,1.58 GB,430 µs,988 ms,997 µs,532 ms,0%
102,15.1 MB,572 MB,7.12 MB,1.58 GB,430 µs,1.01 s,1.02 ms,546 ms,100%
103,15.1 MB,572 MB,7.12 MB,1.58 GB,430 µs,1.03 s,1.04 ms,560 ms,0%
104,15.1 MB,572 MB,7.12 MB,1.58 GB,430 µs,1.05 s,1.06 ms,574 ms,100%
105,15.1 MB,572 MB,7.25 MB,1.58 GB,430 µs,1.07 s,894 µs,588 ms,0%
106,15.1 MB,572 MB,7.25 MB,1.58 GB,430 µs,1.27 s,913 µs,602 ms,100%
107,15.1 MB,572 MB,7.25 MB,1.58 GB,359 µs,1.27 s,931 µs,616 ms,0%
108,15.1 MB,572 MB,7.25 MB,1.58 GB,352 µs,1.27 s,949 µs,630 ms,30%
109,15.1 MB,572 MB,7.25 MB,1.58 GB,345 µs,1.27 s,1.10 ms,509 ms,0%
110,15.1 MB,572 MB,7.25 MB,1.03 GB,337 µs,1.06 s,1.10 ms,690 ms,55%
111,15.1 MB,572 MB,7.25 MB,1.03 GB,330 µs,1.04 s,1.10 ms,705 ms,0%
112,15.1 MB,572 MB,7.25 MB,1.03 GB,323 µs,1.02 s,1.10 ms,719 ms,0%
113,15.1 MB,572 MB,7.25 MB,1.03 GB,316 µs,994 ms,1.10 ms,734 ms,0%
114,15.1 MB,572 MB,7.25 MB,1.03 GB,309 µs,973 ms,1.10 ms,749 ms,0%
115,15.1 MB,572 MB,7.25 MB,1.03 GB,301 µs,951 ms,1.10 ms,764 ms,100%
116,15.1 MB,572 MB,7.25 MB,1.03 GB,294 µs,930 ms,1.10 ms,778 ms,0%
117,15.1 MB,572 MB,7.25 MB,1.03 GB,232 µs,909 ms,1.10 ms,793 ms,30%
118,15.1 MB,572 MB,7.25 MB,1.03 GB,226 µs,888 ms,1.10 ms,808 ms,0%
119,15.1 MB,572 MB,7.25 MB,1.03 GB,220 µs,867 ms,1.10 ms,822 ms,0%
120,15.1 MB,572 MB,7.25 MB,1.03 GB,214 µs,846 ms,943 µs,837 ms,0%
121,15.1 MB,572 MB,7.25 MB,1.03 GB,208 µs,824 ms,925 µs,852 ms,0%
122,15.1 MB,572 MB,7.25 MB,1.03 GB,203 µs,45.1 µs,906 µs,867 ms,82%
123,15.1 MB,572 MB,7.34 MB,1.03 GB,197 µs,45.1 µs,925 µs,881 ms,0%
124,15.3 MB,572 MB,7.34 MB,1.03 GB,378 µs,84.7 µs,615 µs,913 ms,0%
125,15.3 MB,572 MB,7.34 MB,1.03 GB,378 µs,84.7 µs,615 µs,928 ms,94%
126,15.3 MB,572 MB,7.34 MB,1.03 GB,378 µs,84.7 µs,615 µs,944 ms,0%
127,15.3 MB,572 MB,7.34 MB,724 MB,378 µs,84.7 µs,615 µs,955 ms,0%
128,15.3 MB,572 MB,7.34 MB,724 MB,378 µs,84.7 µs,615 µs,955 ms,0%
129,15.3 MB,572 MB,7.34 MB,724 MB,378 µs,84.7 µs,615 µs,955 ms,0%
130,15.3 MB,572 MB,7.34 MB,724 MB,378 µs,84.7 µs,615 µs,955 ms,49%
131,15.3 MB,572 MB,7.34 MB,724 MB,378 µs,84.7 µs,615 µs,955 ms,0%
132,15.3 MB,572 MB,7.34 MB,724 MB,378 µs,84.7 µs,615 µs,955 ms,0%
133,15.3 MB,572 MB,7.34 MB,724 MB,378 µs,84.7 µs,615 µs,955 ms,100%
134,15.3 MB,572 MB,7.34 MB,724 MB,392 µs,84.7 µs,615 µs,955 ms,0%
135,15.3 MB,572 MB,7.34 MB,724 MB,392 µs,84.7 µs,615 µs,955 ms,63%
136,15.3 MB,572 MB,7.34 MB,724 MB,392 µs,84.7 µs,615 µs,955 ms,0%
137,15.3 MB,572 MB,7.34 MB,724 MB,392 µs,84.7 µs,615 µs,957 ms,0%
138,15.3 MB,572 MB,7.34 MB,1.19 GB,392 µs,84.7 µs,585 µs,957 ms,58%
139,15.3 MB,572 MB,7.34 MB,1.19 GB,392 µs,84.7 µs,585 µs,957 ms,0%
140,15.4 MB,572 MB,7.34 MB,1.19 GB,335 µs,65.7 µs,585 µs,957 ms,0%
141,15.4 MB,572 MB,7.34 MB,1.19 GB,335 µs,54.2 µs,486 µs,957 ms,61%
142,15.4 MB,572 MB,7.34 MB,1.19 GB,335 µs,54.2 µs,477 µs,957 ms,0%
143,15.4 MB,572 MB,7.52 MB,1.19 GB,335 µs,54.2 µs,577 µs,957 ms,0%
144,15.4 MB,572 MB,7.52 MB,1.19 GB,335 µs,54.2 µs,577 µs,957 ms,41%
145,15.4 MB,572 MB,7.52 MB,1.19 GB,335 µs,54.2 µs,577 µs,957 ms,0%
146,15.4 MB,572 MB,7.52 MB,1.19 GB,335 µs,54.2 µs,577 µs,957 ms,0%
147,15.4 MB,572 MB,7.52 MB,1.19 GB,335 µs,54.2 µs,577 µs,957 ms,64%
148,15.4 MB,572 MB,7.52 MB,1.19 GB,335 µs,54.2 µs,577 µs,957 ms,0%
149,15.4 MB,572 MB,7.52 MB,3.21 GB,121 µs,54.2 µs,577 µs,958 ms,0%
150,15.4 MB,572 MB,7.52 MB,3.21 GB,124 µs,54.2 µs,546 µs,958 ms,54%
151,15.4 MB,572 MB,7.52 MB,3.21 GB,128 µs,54.2 µs,546 µs,958 ms,0%
152,15.4 MB,572 MB,7.52 MB,3.21 GB,132 µs,54.2 µs,546 µs,958 ms,0%
153,15.4 MB,572 MB,7.52 MB,3.21 GB,135 µs,11.2 µs,546 µs,805 ms,66%
154,15.4 MB,572 MB,7.52 MB,3.21 GB,139 µs,11.5 µs,546 µs,821 ms,0%
155,15.4 MB,572 MB,7.52 MB,3.21 GB,142 µs,11.8 µs,546 µs,962 ms,0%
156,15.4 MB,572 MB,7.64 MB,3.21 GB,146 µs,12.1 µs,558 µs,962 ms,21%
157,15.4 MB,572 MB,7.64 MB,3.21 GB,149 µs,12.4 µs,558 µs,962 ms,0%
158,15.4 MB,572 MB,7.64 MB,3.21 GB,118 µs,12.7 µs,558 µs,962 ms,0%
159,15.4 MB,572 MB,7.64 MB,3.21 GB,118 µs,9.90 µs,558 µs,962 ms,0%
160,15.4 MB,572 MB,7.64 MB,3.21 GB,118 µs,9.90 µs,558 µs,962 ms,100%
161,15.4 MB,572 MB,7.64 MB,3.21 GB,118 µs,9.90 µs,558 µs,962 ms,0%
162,15.4 MB,572 MB,7.64 MB,3.21 GB,118 µs,9.90 µs,558 µs,962 ms,0%
163,15.4 MB,572 MB,7.64 MB,3.21 GB,118 µs,9.90 µs,558 µs,830 ms,100%
164,15.4 MB,572 MB,7.64 MB,3.21 GB,118 µs,9.90 µs,558 µs,814 ms,0%
165,15.4 MB,572 MB,7.64 MB,3.21 GB,118 µs,12.7 µs,576 µs,798 ms,0%
166,15.4 MB,572 MB,7.64 MB,3.21 GB,150 µs,12.4 µs,576 µs,782 ms,100%
167,15.4 MB,572 MB,7.64 MB,3.21 GB,147 µs,12.1 µs,576 µs,765 ms,0%
168,15.4 MB,572 MB,7.64 MB,3.21 GB,143 µs,11.8 µs,576 µs,749 ms,0%
169,15.4 MB,572 MB,7.64 MB,3.21 GB,140 µs,11.5 µs,576 µs,733 ms,76%
170,15.4 MB,572 MB,7.64 MB,3.21 GB,136 µs,11.2 µs,576 µs,528 ms,94%
171,15.4 MB,572 MB,7.64 MB,3.21 GB,132 µs,10.9 µs,576 µs,528 ms,0%
172,15.4 MB,572 MB,7.64 MB,3.21 GB,129 µs,10.6 µs,576 µs,528 ms,0%
173,15.4 MB,572 MB,7.64 MB,3.21 GB,125 µs,10.3 µs,576 µs,528 ms,0%
174,15.4 MB,572 MB,7.64 MB,3.21 GB,122 µs,10.1 µs,475 µs,528 ms,0%
175,15.4 MB,572 MB,7.64 MB,3.21 GB,118 µs,9.76 µs,466 µs,620 ms,0%
176,15.4 MB,572 MB,7.64 MB,3.21 GB,115 µs,9.47 µs,456 µs,604 ms,0%
177,15.4 MB,572 MB,7.64 MB,3.21 GB,111 µs,9.18 µs,447 µs,588 ms,0%
178,15.4 MB,572 MB,7.64 MB,3.21 GB,107 µs,8.88 µs,437 µs,572 ms,0%
179,15.4 MB,572 MB,7.64 MB,3.21 GB,104 µs,8.59 µs,427 µs,556 ms,0%
180,15.4 MB,572 MB,7.64 MB,3.21 GB,100 µs,8.30 µs,418 µs,540 ms,0%
181,15.4 MB,572 MB,7.64 MB,3.21 GB,96.7 µs,8.01 µs,408 µs,524 ms,0%
182,15.4 MB,572 MB,7.64 MB,3.21 GB,93.1 µs,7.72 µs,399 µs,508 ms,0%
183,15.4 MB,572 MB,7.64 MB,3.21 GB,89.6 µs,7.43 µs,253 µs,492 ms,0%
184,15.4 MB,572 MB,7.64 MB,377 MB,,,253 µs,699 ms,0%
185,15.4 MB,572 MB,7.81 MB,377 MB,,,469 µs,699 ms,0%
186,15.4 MB,572 MB,7.81 MB,377 MB,,,469 µs,699 ms,0%
187,15.4 MB,572 MB,7.81 MB,377 MB,,,469 µs,637 ms,0%
188,15.4 MB,572 MB,7.81 MB,377 MB,,,469 µs,637 ms,0%
189,15.4 MB,572 MB,7.81 MB,377 MB,,,469 µs,637 ms,0%
190,15.4 MB,572 MB,7.81 MB,377 MB,,,469 µs,637 ms,0%
191,15.4 MB,572 MB,7.81 MB,377 MB,,,469 µs,637 ms,0%
192,15.4 MB,572 MB,7.81 MB,377 MB,,,469 µs,637 ms,0%
193,15.4 MB,572 MB,7.81 MB,377 MB,,,469 µs,637 ms,0%
194,15.4 MB,572 MB,7.81 MB,377 MB,,,469 µs,637 ms,0%
195,15.4 MB,572 MB,7.81 MB,377 MB,,,469 µs,637 ms,0%
196,15.4 MB,572 MB,7.81 MB,377 MB,,,469 µs,637 ms,0%
197,15.4 MB,572 MB,7.81 MB,377 MB,,,469 µs,637 ms,0%
198,15.4 MB,572 MB,7.81 MB,377 MB,,,469 µs,537 ms,0%
199,15.4 MB,572 MB,7.81 MB,377 MB,,,469 µs,382 ms,0%
200,15.4 MB,572 MB,7.81 MB,377 MB,,,469 µs,382 ms,0%
201,15.4 MB,572 MB,7.81 MB,377 MB,,,469 µs,382 ms,0%
202,15.4 MB,572 MB,7.81 MB,377 MB,,,469 µs,382 ms,0%
203,15.4 MB,572 MB,8.00 MB,377 MB,,,396 µs,382 ms,0%
204,15.4 MB,572 MB,8.00 MB,377 MB,,,396 µs,382 ms,0%
205,15.4 MB,572 MB,8.00 MB,377 MB,,,396 µs,382 ms,0%
206,15.4 MB,572 MB,8.00 MB,377 MB,,,396 µs,382 ms,0%
207,15.4 MB,572 MB,8.00 MB,377 MB,,,396 µs,382 ms,0%
208,15.4 MB,572 MB,8.00 MB,377 MB,,,396 µs,382 ms,0%
209,15.4 MB,572 MB,8.00 MB,377 MB,,,396 µs,190 µs,0%
210,15.4 MB,572 MB,8.00 MB,377 MB,,,396 µs,196 µs,0%
211,15.4 MB,572 MB,8.00 MB,377 MB,,,396 µs,202 µs,0%
212,15.4 MB,572 MB,8.00 MB,377 MB,,,396 µs,208 µs,0%
213,15.4 MB,572 MB,8.00 MB,377 MB,,,396 µs,216 µs,0%
214,15.4 MB,572 MB,8.03 MB,377 MB,,,380 µs,222 µs,0%
215,15.4 MB,572 MB,8.03 MB,377 MB,,,380 µs,228 µs,0%
216,15.4 MB,572 MB,8.03 MB,377 MB,,,225 µs,234 µs,0%
217,15.4 MB,572 MB,8.03 MB,377 MB,,,231 µs,240 µs,0%
218,15.4 MB,572 MB,8.03 MB,377 MB,,,237 µs,245 µs,0%
219,15.4 MB,572 MB,8.03 MB,377 MB,,,243 µs,251 µs,0%
220,15.4 MB,572 MB,8.03 MB,377 MB,,,249 µs,257 µs,0%
221,15.4 MB,572 MB,8.03 MB,377 MB,,,254 µs,263 µs,0%
222,15.4 MB,572 MB,8.03 MB,377 MB,,,260 µs,269 µs,0%
223,15.4 MB,572 MB,8.03 MB,377 MB,,,266 µs,275 µs,0%
224,15.4 MB,572 MB,8.03 MB,377 MB,,,272 µs,281 µs,0%
225,15.4 MB,572 MB,8.03 MB,377 MB,,,277 µs,287 µs,0%
226,15.4 MB,572 MB,8.03 MB,377 MB,,,283 µs,292 µs,0%
227,15.4 MB,572 MB,8.03 MB,377 MB,,,289 µs,298 µs,0%
