,matrix_size,response_time_ms,gpu_used
0,0,2449.3281841278076,False
1,200,98.50382804870604,False
2,400,159.3339443206787,False
3,600,168.9741611480713,False
4,800,139.39881324768066,False
5,1000,162.91403770446777,False
6,1200,154.87122535705566,False
7,1400,205.00898361206055,False
8,1600,137.90106773376465,False
9,1800,135.5111598968506,False
10,2000,141.22486114501953,False
11,2200,175.38905143737793,False
12,2400,166.23306274414062,False
13,2600,174.8950481414795,False
14,2800,198.779821395874,False
15,3000,213.86408805847168,False
16,3200,240.03195762634277,False
17,3400,306.7200183868408,False
18,3600,311.45310401916504,False
19,3800,326.9078731536865,False
20,4000,354.13503646850586,False
21,4200,522.8660106658936,False
22,4400,511.54470443725586,False
23,4600,566.4072036743164,False
24,4800,571.3710784912109,False
25,5000,632.2357654571533,False
26,5200,788.3462905883789,False
27,5400,765.1948928833008,False
28,5600,833.5292339324951,False
29,5800,957.9761028289796,False
30,6000,900.6218910217285,False
31,6200,1037.492275238037,False
32,6400,1131.4618587493896,False
33,6600,1092.5190448760986,False
34,6800,1150.954008102417,False
35,7000,1225.282907485962,False
36,7200,1313.4047985076904,False
37,7400,1372.560977935791,False
38,7600,1499.8948574066162,False
39,7800,1848.5219478607175,False
40,8000,1968.6720371246336,False
41,8200,2244.273900985718,False
42,8400,2188.481092453003,False
43,8600,2560.879945755005,False
44,8800,2512.5551223754883,False
45,9000,2550.506114959717,False
46,9200,2564.483165740967,False
47,9400,3181.770086288452,False
48,9600,2602.3240089416504,False
49,9800,3034.043788909912,False
50,10000,2934.8928928375244,False
51,10200,3372.102975845337,False
52,10400,4129.644870758057,False
53,10600,3765.315055847168,False
54,10800,4016.749858856201,False
55,11000,1388.4811401367188,True
56,11200,1133.3589553833008,True
57,11400,1263.400316238403,True
58,11600,1211.2128734588623,True
59,11800,1232.9750061035156,True
60,12000,1343.5070514678955,True
61,12200,1346.2069034576416,True
62,12400,1413.9418601989746,True
63,12600,1435.8420372009275,True
64,12800,1439.465045928955,True
65,13000,1492.867946624756,True
66,13200,1551.1178970336914,True
67,13400,1662.977933883667,True
68,13600,1715.7418727874756,True
69,13800,1683.718204498291,True
70,14000,1776.2248516082764,True
71,14200,1881.788969039917,True
72,14400,1819.6232318878176,True
73,14600,1894.9971199035645,True
74,14800,1958.6689472198489,True
75,15000,2004.1539669036863,True
76,15200,1981.139898300171,True
77,15400,2215.3048515319824,True
78,15600,2153.8829803466797,True
79,15800,2252.309083938598,True
80,16000,2221.220016479492,True
81,16200,2380.94425201416,True
82,16400,2458.439826965332,True
83,16600,2455.5630683898926,True
84,16800,2559.086799621582,True
85,17000,3098.8240242004395,True
86,17200,2571.708917617798,True
87,17400,2644.503116607666,True
88,17600,2739.89200592041,True
89,17800,2739.689826965332,True
90,18000,2889.435052871704,True
91,18200,3071.1607933044434,True
92,18400,2923.4490394592285,True
93,18600,2978.248834609986,True
94,18800,3081.121921539306,True
95,19000,3136.354923248291,True
96,19200,3339.9858474731445,True
97,19400,3262.146234512329,True
98,19600,3294.9650287628174,True
99,19800,3374.2411136627197,True
100,20000,3414.831161499023,True
