step,ram-cpu_queue-proxy,ram-cpu_user-container,ram-gpu_queue-proxy,ram-gpu_user-container,cpu-cpu_queue-proxy,cpu-cpu_user-container,cpu-gpu_queue-proxy,cpu-gpu_user-container,gpu_gpu_0
0,6.50 MB,269 MB,,,,,,,
1,6.50 MB,269 MB,,,,,,,
2,6.50 MB,269 MB,,,,,,,
3,12.3 MB,493 MB,,,,,,,
4,12.3 MB,493 MB,,,,,,,
5,12.3 MB,493 MB,,,,,,,
6,12.3 MB,493 MB,,,,,,,
7,12.3 MB,493 MB,,,,,,,
8,12.3 MB,493 MB,,,,,,,
9,12.3 MB,493 MB,,,,,,,
10,12.3 MB,493 MB,,,,,,,
11,12.3 MB,493 MB,,,,,,,
12,12.3 MB,493 MB,,,,,,,
13,13.6 MB,493 MB,,,576 µs,,,,
14,13.6 MB,493 MB,,,614 µs,,,,
15,13.6 MB,493 MB,,,652 µs,,,,
16,13.6 MB,493 MB,,,690 µs,,,,
17,13.6 MB,1.12 GB,,,728 µs,890 ms,,,
18,13.6 MB,1.12 GB,,,766 µs,951 ms,,,
19,13.6 MB,1.12 GB,,,804 µs,1.01 s,,,
20,13.6 MB,1.12 GB,,,842 µs,1.07 s,,,
21,13.6 MB,1.12 GB,,,880 µs,1.13 s,,,
22,13.6 MB,1.12 GB,,,918 µs,1.20 s,,,
23,13.6 MB,1.12 GB,,,956 µs,1.26 s,,,
24,13.6 MB,1.12 GB,,,764 µs,1.32 s,,,
25,13.6 MB,1.12 GB,,,764 µs,1.38 s,,,
26,13.6 MB,1.12 GB,,,764 µs,1.44 s,,,
27,13.8 MB,1.12 GB,,,721 µs,1.50 s,,,
28,13.8 MB,1.12 GB,,,745 µs,1.56 s,,,
29,13.8 MB,1.12 GB,,,769 µs,1.62 s,,,
30,13.8 MB,1.12 GB,,,793 µs,1.69 s,,,
31,13.8 MB,1.12 GB,,,817 µs,1.75 s,,,
32,13.8 MB,1.12 GB,,,841 µs,1.81 s,,,
33,13.8 MB,1.12 GB,,,865 µs,1.30 s,,,
34,13.8 MB,1.12 GB,,,889 µs,1.30 s,,,
35,13.8 MB,1.12 GB,,,913 µs,1.30 s,,,
36,13.8 MB,1.50 GB,,,938 µs,2.39 s,,,
37,13.8 MB,1.50 GB,,,962 µs,2.46 s,,,
38,13.8 MB,1.50 GB,,,986 µs,2.53 s,,,
39,13.8 MB,1.50 GB,,,1.01 ms,2.61 s,,,
40,13.8 MB,1.50 GB,,,843 µs,2.68 s,,,
41,13.8 MB,1.50 GB,,,843 µs,2.75 s,,,
42,13.9 MB,1.50 GB,,,868 µs,2.82 s,,,
43,13.9 MB,1.50 GB,,,887 µs,2.89 s,,,
44,13.9 MB,1.50 GB,,,906 µs,2.96 s,,,
45,13.9 MB,1.50 GB,,,925 µs,3.03 s,,,
46,13.9 MB,1.50 GB,,,944 µs,3.10 s,,,
47,13.9 MB,1.50 GB,,,963 µs,3.18 s,,,
48,13.9 MB,1.50 GB,,,982 µs,3.25 s,,,
49,13.9 MB,1.50 GB,,,1.14 ms,3.32 s,,,
50,13.9 MB,1.50 GB,,,1.14 ms,3.39 s,,,
51,13.9 MB,1.50 GB,,,1.14 ms,3.46 s,,,
52,13.9 MB,1.50 GB,,,1.14 ms,3.53 s,,,
53,13.9 MB,1.50 GB,,,1.14 ms,3.60 s,,,
54,13.9 MB,1.50 GB,,,1.14 ms,2.93 s,,,
55,13.9 MB,1.50 GB,,,1.14 ms,2.93 s,,,
56,13.9 MB,1.50 GB,,,986 µs,2.93 s,,,
57,13.9 MB,1.50 GB,,,967 µs,2.93 s,,,
58,13.9 MB,1.50 GB,,,948 µs,2.93 s,,,
59,13.9 MB,1.50 GB,,,929 µs,2.93 s,,,0%
60,14.0 MB,1.50 GB,,256 MB,970 µs,2.93 s,,,0%
61,14.0 MB,1.50 GB,,256 MB,970 µs,2.93 s,,,0%
62,14.0 MB,1.50 GB,,256 MB,970 µs,2.93 s,,,0%
63,14.0 MB,1.50 GB,7.15 MB,256 MB,684 µs,3.08 s,,,0%
64,14.0 MB,1.50 GB,7.15 MB,256 MB,684 µs,3.08 s,,,20%
65,14.0 MB,1.50 GB,7.15 MB,256 MB,684 µs,3.08 s,,,47%
66,14.0 MB,572 MB,7.15 MB,256 MB,684 µs,4.80 s,,,22%
67,14.0 MB,572 MB,7.15 MB,256 MB,684 µs,4.80 s,,,0%
68,14.0 MB,572 MB,7.15 MB,256 MB,684 µs,4.80 s,,,0%
69,14.0 MB,572 MB,7.15 MB,256 MB,684 µs,4.80 s,,,0%
70,14.0 MB,572 MB,7.15 MB,256 MB,635 µs,4.80 s,,,0%
71,14.0 MB,572 MB,7.15 MB,256 MB,635 µs,4.80 s,,,76%
72,14.0 MB,572 MB,7.15 MB,256 MB,635 µs,4.80 s,,,14%
73,14.0 MB,572 MB,7.15 MB,256 MB,580 µs,4.80 s,,,0%
74,14.0 MB,572 MB,7.15 MB,256 MB,580 µs,4.80 s,,,0%
75,14.0 MB,572 MB,7.15 MB,256 MB,580 µs,4.80 s,,,20%
76,14.0 MB,572 MB,7.25 MB,256 MB,580 µs,4.80 s,251 µs,,9%
77,14.0 MB,572 MB,7.25 MB,256 MB,580 µs,4.83 s,264 µs,,0%
