,matrix_size,response_time_ms,gpu_used
0,0,2239.6578788757324,False
1,200,96.33517265319824,False
2,400,158.83207321166992,False
3,600,166.20492935180664,False
4,800,162.43696212768555,False
5,1000,164.43395614624023,False
6,1200,163.834810256958,False
7,1400,200.29425621032715,False
8,1600,138.2768154144287,False
9,1800,136.23595237731934,False
10,2000,140.5167579650879,False
11,2200,142.84300804138184,False
12,2400,167.8309440612793,False
13,2600,158.7319374084473,False
14,2800,175.32896995544434,False
15,3000,194.46587562561035,False
16,3200,226.87005996704104,False
17,3400,237.11705207824707,False
18,3600,267.51208305358887,False
19,3800,297.79815673828125,False
20,4000,335.1750373840332,False
21,4200,455.55996894836426,False
22,4400,612.0481491088867,False
23,4600,424.2591857910156,False
24,4800,597.541093826294,False
25,5000,534.3112945556641,False
26,5200,576.369047164917,False
27,5400,623.2140064239502,False
28,5600,647.3188400268555,False
29,5800,856.9419384002686,False
30,6000,814.6529197692871,False
31,6200,897.0897197723389,False
32,6400,933.2468509674072,False
33,6600,995.7189559936523,False
34,6800,1078.348159790039,False
35,7000,1359.1070175170898,False
36,7200,1544.0402030944824,False
37,7400,1660.3989601135254,False
38,7600,1776.8571376800537,False
39,7800,1972.9957580566409,False
40,8000,2074.5673179626465,False
41,8200,2088.070869445801,False
42,8400,2314.814805984497,False
43,8600,2530.9648513793945,False
44,8800,2457.360029220581,False
45,9000,2203.5300731658936,False
46,9200,2283.6759090423584,False
47,9400,2495.0640201568604,False
48,9600,2583.7156772613525,False
49,9800,3438.4140968322754,False
50,10000,3277.714967727661,False
51,10200,3979.3789386749263,False
52,10400,4332.294940948486,False
53,10600,4070.2102184295654,False
54,10800,1424.8199462890625,True
55,11000,1117.3782348632812,True
56,11200,1147.942066192627,True
57,11400,1174.048900604248,True
58,11600,1245.9020614624023,True
59,11800,1278.2628536224363,True
60,12000,1299.6397018432615,True
61,12200,1332.0279121398926,True
62,12400,1386.9869709014893,True
63,12600,1457.1709632873535,True
64,12800,1512.526035308838,True
65,13000,1580.186128616333,True
66,13200,1591.7723178863523,True
67,13400,1694.9701309204102,True
68,13600,2252.2308826446533,True
69,13800,1842.7209854125977,True
70,14000,1780.4710865020752,True
71,14200,1922.2471714019775,True
72,14400,1915.4369831085205,True
73,14600,2062.294006347656,True
74,14800,1943.6349868774416,True
75,15000,1985.8410358428955,True
76,15200,2108.6719036102295,True
77,15400,2250.6213188171387,True
78,15600,2185.8489513397217,True
79,15800,2308.649778366089,True
80,16000,2314.002752304077,True
81,16200,2289.581060409546,True
82,16400,2369.4968223571777,True
83,16600,2469.050168991089,True
84,16800,2479.4721603393555,True
85,17000,3139.0416622161865,True
86,17200,2559.691905975342,True
87,17400,2657.6058864593506,True
88,17600,2708.4739208221436,True
89,17800,2730.5679321289062,True
90,18000,2792.872905731201,True
91,18200,3044.100046157837,True
92,18400,2970.839023590088,True
93,18600,2996.6111183166504,True
94,18800,3120.086908340454,True
95,19000,3139.9106979370117,True
96,19200,3322.6687908172607,True
97,19400,3239.570140838623,True
98,19600,3306.023359298706,True
99,19800,3363.960027694702,True
100,20000,3495.7728385925293,True
